Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,Vel,10thVel,90thVel,MxVel,VelRange,HorzBrk,VertBrk,IndVertBrk,Spin,MxSpin,RelX,RelZ,Extension,EffectVel,HorzRelAngle,VertRelAngle,PlateVel,HorzApprAngle,VertApprAngle,PVX,PVZ
171,1195551232,C. Myles,Conor Myles,Myles,Conor,P,UTSA,UTSA,730373120,UTSA,BBC,L,L,17,1189,87.1,81.3,91.7,93.6,10.4,-9.7,-25.0,12.2,2098.1,2486.5,20.2,74.0,6.08,86.8,2.35,-1.77,79.3,0.60,-6.45,-1.0,-13.0
172,1294976512,J. Thompson,JD Thompson,Thompson,JD,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,L,16,1512,87.1,77.9,93.6,96.3,15.7,-5.3,-28.4,9.4,2053.1,2586.1,18.4,68.6,5.87,86.4,2.03,-0.88,79.3,1.06,-6.16,-2.0,-12.3
173,1181533440,J. Lamkin,Justin Lamkin,Lamkin,Justin,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,L,15,1346,87.0,81.0,92.6,94.7,11.5,-9.4,-25.9,11.7,2223.6,2490.5,35.3,76.8,5.73,86.1,3.88,-1.76,79.7,2.20,-6.57,-4.3,-13.3
174,1296180224,L. Schmidt,Logan Schmidt,Schmidt,Logan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,19,1135,87.0,81.1,91.3,93.5,10.2,9.5,-26.8,10.6,2032.4,2376.8,-22.6,70.8,5.89,86.4,-2.72,-1.23,79.5,-0.98,-6.16,1.8,-12.4
175,1310946560,C. Benson,Chandler Benson,Benson,Chandler,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,20,953,87.0,81.8,91.1,95.0,9.3,-14.1,-30.1,8.1,1948.4,2561.4,17.0,58.9,5.37,85.7,2.76,-0.17,79.0,0.26,-5.73,-0.3,-11.5
176,1304691713,C. Moore,Cooper Moore,Moore,Cooper,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,15,1305,87.0,81.5,92.9,95.7,11.4,10.9,-33.9,4.1,1678.1,2501.4,-4.7,73.6,5.44,85.6,-1.48,-1.39,79.6,0.46,-7.60,-1.1,-15.4
177,1152936192,I. Lyon,Isaac Lyon,Lyon,Isaac,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,1425,87.0,81.2,91.4,93.5,10.1,6.2,-35.0,2.2,2216.8,2638.0,-31.6,54.6,6.18,86.7,-3.62,0.62,79.1,-2.50,-5.87,4.9,-11.9
178,1097588224,J. Dzierwa,Joseph Dzierwa,Dzierwa,Joseph,P,Michigan State University,MSU,1551,Michigan State,BBC,L,L,15,1407,87.0,79.1,92.9,95.1,13.8,-13.5,-26.4,11.4,2265.4,2660.8,22.5,72.3,6.07,86.6,3.10,-1.27,78.8,0.67,-6.22,-1.1,-12.3
179,1299957248,J. Ackerman,Jess Ackerman,Ackerman,Jess,P,Mercer University,MER,730240512,Mercer,BBC,L,L,18,1270,86.9,81.3,91.4,93.0,10.0,-13.5,-27.9,9.1,2093.3,2682.2,25.7,62.7,6.27,86.9,3.33,-0.54,78.9,0.89,-5.78,-1.6,-11.6
180,1537972184,E. Teel,Easton Teel,Teel,Easton,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,17,1181,86.9,79.9,91.8,93.7,12.0,14.0,-30.9,7.7,2164.3,2478.8,-20.6,61.3,5.38,85.4,-3.37,-0.31,78.8,-0.89,-6.01,1.6,-12.1
181,1195612672,B. Pruett,Brad Pruett,Pruett,Brad,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,28,1130,86.9,81.4,93.0,97.0,11.6,4.0,-28.8,9.7,1991.7,2467.4,-19.2,73.7,5.31,85.2,-2.26,-1.54,79.1,-1.54,-6.84,3.0,-13.7
182,1100466176,J. Mitrovich,Justin Mitrovich,Mitrovich,Justin,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,1386,86.9,79.0,93.7,96.8,14.7,10.7,-27.7,10.6,1889.3,2579.5,-11.4,69.6,5.75,85.9,-1.98,-1.17,78.8,-0.06,-6.32,-0.0,-12.6
183,1351173671,M. Belcher,Michael Belcher,Belcher,Michael,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,14,1045,86.9,80.2,91.5,93.4,11.3,5.2,-26.3,10.9,2204.6,2570.3,-32.6,65.1,6.19,86.8,-3.43,-0.73,79.0,-2.49,-5.66,4.8,-11.4
184,1203581952,C. Gilley,Cole Gilley,Gilley,Cole,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,18,1136,86.9,81.0,92.9,94.5,11.8,2.4,-28.9,10.1,2428.2,2927.7,-11.7,71.7,4.95,84.7,-1.47,-1.26,79.1,-1.04,-6.55,2.0,-13.1
185,1152945664,A. Eyanson,Anthony Eyanson,Eyanson,Anthony,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,20,1756,86.9,77.9,94.3,97.7,16.4,-1.2,-32.3,5.1,2111.7,3471.3,-15.9,77.9,6.26,86.8,-1.38,-1.80,79.4,-1.59,-7.79,3.1,-15.6
186,1084482817,K. Deverman,Kenton Deverman,Deverman,Kenton,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,12,1018,86.8,76.6,90.9,93.6,14.4,-6.5,-25.3,12.7,2077.3,2477.3,29.5,72.4,5.63,85.8,3.31,-1.41,79.3,2.15,-6.12,-4.2,-12.2
187,1146468608,M. Foltz,Michael Foltz,Foltz,Michael,P,George Washington University,GW,730249216,George Washington,BBC,L,L,14,1325,86.8,78.9,91.2,93.2,12.2,-10.8,-31.9,5.7,2082.7,2577.1,27.5,61.1,6.00,86.4,3.17,-0.26,79.0,1.23,-6.18,-2.3,-12.4
188,1310369536,B. Peterson,Brandon Peterson,Peterson,Brandon,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,R,15,1078,86.8,81.4,91.1,93.3,9.7,10.1,-26.2,12.4,2219.8,2552.9,-23.4,70.3,5.46,85.5,-3.08,-1.48,78.2,-1.28,-6.36,2.4,-12.6
189,1341316352,R. Kittredge,Ryan Kittredge,Kittredge,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,19,1215,86.8,80.9,92.4,94.8,11.5,10.1,-29.7,8.3,2043.8,2358.8,-22.3,68.3,5.55,85.6,-3.15,-1.31,79.4,-1.34,-6.78,2.5,-13.7
190,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,1350,86.8,77.5,93.0,95.9,15.5,-4.3,-29.6,8.4,2337.5,3439.6,21.5,72.2,5.94,86.2,2.23,-1.22,79.3,1.45,-6.69,-2.9,-13.3
191,1237012736,C. Cheatham,Cole Cheatham,Cheatham,Cole,P,UAB,UAB,730345984,UAB,BBC,L,L,16,1175,86.8,80.1,92.3,94.9,12.1,-5.6,-35.6,3.7,2302.2,2802.2,38.6,65.3,4.90,84.5,3.81,-0.12,79.1,2.82,-6.58,-5.4,-13.2
192,1187051520,G. Barrett,Gabriel Barrett,Barrett,Gabriel,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,19,988,86.7,77.1,91.0,93.1,13.8,9.9,-30.9,7.5,2029.2,2392.1,-18.9,61.7,5.70,85.7,-2.57,-0.30,78.4,-0.91,-6.05,1.4,-12.0
193,1155468544,R. Beuter,Reece Beuter,Beuter,Reece,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,13,983,86.7,82.3,92.7,95.0,10.4,2.9,-33.6,4.9,2648.9,3172.6,-27.0,63.0,5.44,85.4,-2.88,-0.18,78.8,-2.36,-6.35,4.6,-12.8
194,1006945294,A. Ciscar,AJ Ciscar,Ciscar,AJ,P,University of Miami,MIA,236,Miami,BBC,R,R,21,1009,86.7,79.7,92.1,94.4,12.4,6.1,-38.8,0.2,2267.8,2875.5,-25.6,59.5,5.29,85.1,-2.62,0.71,78.5,-1.52,-6.37,2.8,-12.8
195,1311168256,F. Ciccone,Frank Ciccone,Ciccone,Frank,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,14,1193,86.7,81.0,91.9,93.6,10.8,5.9,-28.3,9.5,2317.5,2720.9,-15.2,68.4,6.00,86.1,-1.90,-0.96,78.6,-0.79,-6.22,1.4,-12.4
196,1084209920,R. Reed,Ryan Reed,Reed,Ryan,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,14,1255,86.7,82.3,90.1,92.5,7.8,-13.8,-32.5,4.8,2060.8,2494.7,38.9,54.6,6.10,86.4,4.70,0.81,78.9,2.22,-5.24,-4.3,-10.6
197,1142669377,J. Murray,Jake Murray,Murray,Jake,P,Campbell University,CAMP,730187776,Campbell,BBC,L,L,15,1165,86.7,75.5,92.9,95.0,17.4,-3.3,-30.6,8.2,2268.1,2726.9,24.5,73.1,5.89,85.9,2.89,-0.95,78.1,2.30,-6.64,-4.3,-13.0
198,1160908544,O. Serrano,Omar Serrano,Serrano,Omar,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,15,1576,86.7,76.9,92.1,93.5,15.2,6.2,-26.9,10.4,2266.5,2710.0,-14.6,75.7,6.39,86.8,-2.10,-1.79,79.0,-0.97,-6.85,1.8,-13.7
199,1180787200,A. Roblez,Albert Roblez,Roblez,Albert,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,19,980,86.7,81.5,90.6,92.5,9.1,2.4,-21.1,16.3,2184.1,2513.2,-12.1,80.4,6.07,86.5,-1.61,-2.57,78.9,-1.17,-6.55,2.3,-13.1
200,1257329152,N. Chapman,Noah Chapman,Chapman,Noah,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,L,21,1116,86.7,81.1,91.8,93.7,10.7,-8.2,-28.9,10.1,2335.5,3008.5,31.2,65.3,5.19,84.9,3.56,-0.84,78.7,2.11,-6.15,-4.0,-12.3
201,1197348608,R. Marohn,Ryan Marohn,Marohn,Ryan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,14,1361,86.7,75.8,92.2,93.8,16.4,-8.1,-29.3,9.4,2154.4,2589.3,39.5,69.5,5.62,85.6,4.21,-1.12,78.7,2.77,-6.54,-5.3,-12.9
202,1663471732,A. Valentin,Alex Valentin,Valentin,Alex,P,Texas State University,TXST,5420,Texas State,BBC,L,L,16,1178,86.6,78.5,92.3,95.3,13.8,-4.9,-29.9,9.3,2384.9,2844.7,21.9,71.4,5.13,84.8,2.53,-0.89,78.8,1.67,-6.38,-3.1,-12.7
203,1196797696,D. Lally Jr.,David Lally Jr.,Lally Jr.,David,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,15,1224,86.6,79.8,92.2,96.2,12.4,7.4,-32.5,5.8,2226.0,2776.0,-18.1,70.9,5.66,85.5,-2.37,-0.46,78.8,-1.05,-6.45,1.9,-12.9
204,1228796416,N. McCay,Nic McCay,McCay,Nic,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,15,1237,86.6,77.2,92.5,95.2,15.3,5.3,-27.6,10.7,2365.0,2774.3,-26.3,70.8,5.81,85.8,-3.03,-1.34,78.9,-2.08,-6.45,4.0,-12.8
205,1094204160,A. Jean,Antoine Jean,Jean,Antoine,P,University of Houston,HOU,3030,Houston,BBC,R,L,21,1109,86.6,79.2,93.2,96.0,13.9,-5.0,-30.7,7.6,2348.4,2992.3,14.8,74.7,5.63,85.5,1.89,-1.49,79.1,1.00,-7.15,-1.9,-14.3
206,1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,15,1195,86.6,78.3,92.3,94.2,14.0,-6.3,-26.4,12.1,1983.9,2606.8,14.2,78.9,5.61,85.5,1.82,-2.49,79.0,0.69,-7.37,-1.3,-14.7
207,1239155712,D. Schueler,Dillon Schueler,Schueler,Dillon,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,15,1446,86.6,81.4,90.9,95.6,9.5,10.3,-25.4,11.8,2275.0,2867.7,-24.7,68.8,6.47,86.7,-3.12,-1.50,78.6,-1.25,-6.29,2.4,-12.5
208,1481247285,R. Borberg,Ryan Borberg,Borberg,Ryan,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,1234,86.6,82.4,91.8,94.1,9.4,8.9,-32.8,5.0,1871.8,2731.0,-19.8,69.7,5.77,85.8,-2.59,-0.82,79.1,-1.00,-6.88,1.9,-13.9
209,1263117312,C. Kirk,Corbin Kirk,Kirk,Corbin,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,16,1421,86.6,80.0,90.6,92.2,10.6,-7.2,-27.7,10.7,2050.5,2580.7,22.5,66.5,5.58,85.1,2.57,-1.02,78.9,1.29,-6.13,-2.5,-12.3
210,1237056000,T. Boccabello,Tanner Boccabello,Boccabello,Tanner,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,11,1053,86.6,81.0,91.0,93.0,10.0,8.9,-27.9,11.4,2003.9,2479.0,-19.8,73.3,5.85,84.5,-2.24,-1.46,77.3,-0.65,-6.66,1.2,-13.0
211,1016358398,B. Bouchard,Brady Bouchard,Bouchard,Brady,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,1024,86.6,80.0,91.7,95.4,11.8,9.1,-28.6,9.8,2218.1,2702.9,-16.7,66.8,5.74,85.5,-2.23,-0.88,78.5,-0.60,-6.20,1.0,-12.4
212,1202396160,M. Gosztola,Miles Gosztola,Gosztola,Miles,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,L,16,1360,86.5,78.7,91.3,93.6,12.7,-14.7,-32.8,5.2,2083.3,2413.6,25.6,54.0,6.04,86.0,3.56,0.58,78.3,0.71,-5.55,-1.5,-11.1
213,1279310848,L. Stump,Landon Stump,Stump,Landon,P,UCLA,UCLA,5048,UCLA,BBC,R,R,18,1314,86.5,77.5,92.8,96.5,15.4,8.2,-26.3,11.3,2238.0,2851.6,-16.2,67.0,6.31,86.6,-2.38,-0.90,78.7,-0.89,-5.85,1.6,-11.6
214,1279533312,C. Dygert,Caylon Dygert,Dygert,Caylon,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,1362,86.5,80.2,91.7,93.9,11.6,8.7,-28.4,9.2,2205.7,3231.1,-18.2,69.9,6.05,86.0,-2.28,-1.74,79.2,-0.71,-7.02,1.2,-14.1
215,1270721280,P. Fosher,Peyton Fosher,Fosher,Peyton,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,15,1290,86.5,77.8,92.8,95.1,15.0,4.5,-31.5,6.4,2352.1,2743.4,-30.4,69.7,6.07,86.1,-3.44,-0.93,79.3,-2.63,-6.76,5.1,-13.5
216,1937598904,D. Boruff,Dalton Boruff,Boruff,Dalton,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,22,935,86.5,79.0,91.2,92.5,12.2,4.7,-25.5,13.4,2358.2,2933.5,-12.7,69.2,5.33,85.1,-2.09,-1.47,78.5,-1.26,-6.18,2.4,-12.2
217,1207755520,J. Gehring,Jacob Gehring,Gehring,Jacob,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,12,1089,86.4,80.3,92.0,94.0,11.7,5.1,-27.1,9.9,2367.8,3535.0,-16.4,68.3,6.34,86.4,-1.82,-1.38,79.0,-0.79,-6.47,1.5,-12.9
218,1306777856,C. Shaw,Colton Shaw,Shaw,Colton,P,Yale University,YALE,730334464,Yale,BBC,R,R,12,1249,86.4,78.3,92.7,96.2,14.4,12.7,-30.9,7.2,2044.8,2732.2,-24.6,60.8,5.75,85.9,-3.31,-0.32,79.0,-1.03,-6.05,1.9,-12.1
219,1062087691,W. Walton,Wade Walton,Walton,Wade,P,High Point University,HP,730321152,High Point,BBC,R,R,15,1426,86.4,79.0,91.7,94.4,12.7,9.0,-28.6,8.8,1969.0,2535.4,-28.3,66.3,6.39,86.5,-3.39,-1.12,78.7,-1.76,-6.48,3.3,-12.9
220,1446535769,E. Pena,Esaid Pena,Pena,Esaid,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,16,1176,86.4,80.3,90.2,94.0,9.9,8.6,-25.5,13.1,2075.7,2324.7,-15.4,71.5,5.56,85.2,-2.16,-1.38,78.4,-0.62,-6.13,1.1,-12.2
221,1473506994,G. Kirn,Griffin Kirn,Kirn,Griffin,P,West Virginia University,WVU,5327,West Virginia,BBC,L,L,18,1546,86.4,78.5,91.3,93.1,12.7,-7.6,-28.7,10.3,2352.9,2942.1,42.7,62.9,5.40,85.0,4.23,-0.47,78.6,2.87,-5.70,-5.5,-11.3
222,1404703032,G. Sumner,Garrison Sumner,Sumner,Garrison,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,14,1118,86.4,81.2,91.4,95.5,10.2,7.6,-26.4,11.8,2335.0,2767.7,-21.4,69.5,5.71,85.5,-2.50,-1.58,78.8,-1.13,-6.49,2.2,-13.0
223,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,16,1339,86.4,77.7,93.2,96.2,15.4,6.1,-31.6,6.0,2184.6,2831.5,-25.1,64.7,6.26,86.3,-3.07,-0.65,79.1,-1.96,-6.52,3.8,-13.0
224,1392733460,J. Sperry,Joe Sperry,Sperry,Joe,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,20,881,86.4,78.8,89.9,91.4,11.0,1.4,-29.8,8.5,2413.8,2735.4,-21.4,64.2,5.63,85.2,-2.08,-0.27,78.8,-1.83,-5.77,3.6,-11.6
225,1087364096,B. Lanman,Brett Lanman,Lanman,Brett,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,15,1278,86.3,78.5,91.8,94.8,13.3,-1.1,-21.8,14.6,2320.3,3344.3,8.5,68.7,6.90,87.5,0.86,-1.81,79.1,0.67,-5.97,-1.3,-11.9
226,1643596490,N. Mertens,Nathan Mertens,Mertens,Nathan,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,15,1085,86.3,77.5,90.4,91.9,12.8,8.8,-22.1,16.5,1963.6,2408.1,-14.9,74.9,5.65,85.3,-2.09,-2.10,78.5,-0.53,-6.24,1.0,-12.4
227,1283339776,E. Gibbons,Evan Gibbons,Gibbons,Evan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,15,1338,86.3,78.6,90.1,94.0,11.5,11.9,-35.3,4.0,2454.2,3271.9,-27.4,64.8,5.10,84.5,-3.39,-0.59,78.6,-1.29,-7.02,2.3,-14.1
228,1110073856,S. Garner,Seth Garner,Garner,Seth,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,14,1214,86.3,79.9,92.0,94.7,12.1,8.7,-29.9,8.8,2042.8,2962.5,-18.0,70.9,5.64,85.2,-2.47,-1.21,78.4,-0.92,-6.73,1.7,-13.4
229,1558238257,S. Bailey,Smith Bailey,Bailey,Smith,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,1444,86.3,76.7,93.3,95.7,16.6,6.8,-29.9,8.4,2399.3,2821.5,-17.0,73.4,5.78,85.5,-2.28,-1.14,79.1,-1.05,-6.67,2.0,-13.3
230,1218243584,B. Olsen,Bobby Olsen,Olsen,Bobby,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,12,983,86.3,79.9,91.7,94.1,11.8,2.1,-35.8,2.1,2325.8,2714.5,-24.9,69.7,6.03,85.9,-2.21,-0.48,78.8,-1.82,-7.10,3.5,-14.2
231,1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,15,1182,86.3,79.9,91.3,94.3,11.3,5.8,-27.5,11.4,2212.6,2741.9,-17.0,71.2,5.41,84.9,-2.19,-1.35,78.6,-1.16,-6.42,2.2,-12.8
232,1276589824,M. Adams,Matthew Adams,Adams,Matthew,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,18,1297,86.2,78.4,90.8,92.5,12.4,2.8,-28.1,9.4,2209.7,2552.2,-16.4,60.0,6.39,86.4,-2.05,-0.61,78.6,-1.54,-5.88,3.0,-11.7
233,1162521088,L. Runde,Logan Runde,Runde,Logan,P,Florida International University,FIU,4468,Florida International,BBC,R,R,21,999,86.2,80.4,91.2,92.8,10.7,2.7,-35.1,3.6,2010.1,3208.8,-25.5,66.0,5.45,84.9,-2.57,-0.39,78.7,-2.08,-6.83,4.0,-13.7
234,1310612992,B. Little,Branton Little,Little,Branton,P,Wofford College,WOF,730176512,Wofford,BBC,R,R,16,1109,86.2,78.5,90.6,92.5,12.1,8.6,-33.8,5.4,2236.5,2867.7,-25.8,65.1,5.17,84.5,-3.09,-0.54,78.5,-1.57,-6.72,2.9,-13.5
235,1804936858,M. Blasche,Mason Blasche,Blasche,Mason,P,Samford University,SAM,730386432,Samford,BBC,R,R,16,1099,86.2,78.4,90.3,92.3,12.0,7.5,-27.6,10.2,2132.5,2488.7,-26.9,61.0,6.17,86.0,-3.11,-0.58,78.5,-1.76,-5.74,3.4,-11.4
236,1195501312,C. Diaz,Chris Diaz,Diaz,Chris,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,1170,86.2,80.3,91.1,93.6,10.8,4.4,-27.3,11.6,2279.6,3035.5,-29.3,67.0,5.51,85.3,-3.31,-0.95,78.1,-2.53,-6.01,4.9,-11.9
237,1311140864,B. Pendley,Brady Pendley,Pendley,Brady,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,16,1041,86.2,78.8,91.4,94.4,12.6,0.1,-32.4,6.5,2768.0,3283.7,-8.8,66.3,5.36,84.7,-0.74,-0.39,78.8,-0.72,-6.32,1.4,-12.6
238,1623538787,C. Burke,Clayton Burke,Burke,Clayton,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,17,1213,86.2,78.8,91.3,93.2,12.5,10.1,-26.8,12.2,2316.9,2605.1,-15.7,61.3,5.58,85.0,-2.47,-0.55,77.8,-0.67,-5.56,1.1,-10.9
239,1058739885,L. Pearson,Lane Pearson,Pearson,Lane,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,14,1234,86.2,80.8,91.9,94.0,11.1,1.8,-33.8,5.6,2407.6,2633.8,-28.2,73.4,5.98,84.4,-2.68,-1.13,77.3,-2.35,-7.39,4.5,-14.5
240,1196196955,D. Morrill,Dylan Morrill,Morrill,Dylan,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,17,942,86.2,79.4,91.1,92.8,11.8,7.4,-28.0,10.5,2190.3,3426.0,-17.7,61.7,5.77,85.3,-2.18,-0.51,78.4,-0.85,-5.71,1.5,-11.4
241,1238315520,D. Macchiarola,Danny Macchiarola,Macchiarola,Danny,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,16,1474,86.2,80.6,92.0,94.4,11.3,6.3,-36.5,3.0,2291.3,3084.4,-32.2,60.5,4.91,84.1,-3.38,0.19,78.8,-2.27,-6.43,4.4,-13.0
242,1185097984,C. Braun,Corey Braun,Braun,Corey,P,University of South Florida,USF,2292,South Florida,BBC,L,L,16,1505,86.2,77.3,92.2,94.5,14.9,-4.0,-29.7,9.6,2253.4,2682.5,40.9,63.2,5.43,84.7,3.76,-0.33,78.4,3.04,-5.81,-5.9,-11.5
243,1267252480,G. Theis,Gavin Theis,Theis,Gavin,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,16,1447,86.2,77.0,90.7,93.0,13.7,-2.5,-36.0,2.6,2557.9,2939.0,-20.3,75.3,5.79,85.3,-1.74,-0.86,78.7,-2.19,-7.48,4.3,-14.9
244,1144599808,J. Goble,Jake Goble,Goble,Jake,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,14,826,86.1,82.4,91.3,95.9,8.8,0.4,-35.0,4.4,2627.7,2908.3,-12.8,73.4,5.40,84.3,-1.41,-0.66,77.7,-1.34,-7.09,2.6,-14.1
245,1174671104,C. Doorn,Carter Doorn,Doorn,Carter,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,14,1092,86.1,78.9,91.6,94.5,12.7,5.6,-24.4,13.1,2214.0,2746.5,-29.2,71.5,6.45,86.4,-3.16,-1.76,78.7,-2.15,-6.35,4.2,-12.6
246,1260755712,B. Weber,Ben Weber,Weber,Ben,P,Xavier University,XAV,5464,Xavier,BBC,R,R,18,1331,86.1,80.2,89.5,91.6,9.2,6.5,-30.8,6.7,2104.6,2799.5,-12.4,71.3,6.21,86.0,-1.76,-1.14,79.0,-0.59,-6.84,1.1,-13.8
247,1861492309,A. Risse,Aidan Risse,Risse,Aidan,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,15,1166,86.1,79.3,91.4,93.2,12.1,4.2,-30.8,6.6,2243.3,2807.4,-25.6,66.3,6.59,86.5,-2.70,-0.94,78.6,-1.94,-6.71,3.7,-13.4
248,1216810752,J. Harris,Jaden Harris,Harris,Jaden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,17,1128,86.1,80.9,91.1,93.4,10.2,4.8,-31.3,6.9,1968.0,2572.4,-5.4,69.1,5.77,85.2,-1.15,-1.25,78.9,-0.28,-7.03,0.4,-14.2
249,1665927471,W. Magers,Wilson Magers,Magers,Wilson,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,16,1179,86.1,79.7,91.9,94.6,12.2,5.2,-32.6,6.3,2170.0,2557.3,-12.2,72.7,5.35,84.6,-1.79,-1.02,78.8,-0.87,-6.99,1.6,-14.0
250,1160666624,M. Patton,Myles Patton,Patton,Myles,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,15,1260,86.1,79.0,90.7,92.8,11.7,-5.8,-25.6,12.3,2222.9,2548.0,19.0,68.9,6.06,85.7,2.28,-1.19,78.8,1.24,-5.97,-2.4,-11.9
251,1166285312,M. Coyne,Marty Coyne,Coyne,Marty,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,16,779,86.0,76.5,91.6,93.3,15.1,-12.2,-30.5,8.7,2199.9,2583.1,31.8,62.7,5.72,85.2,3.99,-0.48,77.6,1.80,-6.16,-3.3,-12.1
252,1085395712,E. Smink,Eddie Smink,Smink,Eddie,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,14,1044,86.0,76.6,92.3,94.6,15.7,8.1,-29.2,10.2,2134.5,2610.0,-14.0,67.1,5.79,84.8,-2.04,-1.06,77.9,-0.59,-6.49,0.9,-12.7
253,1335271936,E. Norby,Ethan Norby,Norby,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,L,18,1388,86.0,78.8,91.6,96.0,12.8,-3.4,-30.6,8.0,2645.3,3390.4,37.5,59.6,6.03,85.5,3.56,0.08,78.0,2.93,-5.62,-5.6,-11.1
254,1739007204,B. Weber,Ben Weber,Weber,Ben,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,17,1321,86.0,80.4,90.2,92.0,9.8,3.3,-26.4,11.6,2039.0,2363.5,-24.6,69.3,5.90,85.5,-2.67,-1.28,79.0,-2.07,-6.18,4.1,-12.4
255,1918576916,H. Bailey,Hayden Bailey,Bailey,Hayden,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,14,988,86.0,79.9,90.6,92.7,10.6,8.8,-28.7,9.4,2067.9,3515.8,-34.9,65.6,6.24,85.9,-4.40,-0.69,78.0,-2.82,-6.08,5.4,-12.0
