Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,4Seam%,Sink2Seam%,Cutter%,Slider%,Curve%,Change%,Split%,Sweeper%,Unknown%,FastSink%,Soft%,Break%
1,1230206464,J. Rizzo,John Rizzo,Rizzo,John,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,13,261,897,83.3%,1.7%,0.5%,13.0%,0.0%,1.5%,0.0%,0.0%,13.2%,85.0%,14.5%,13.0%
2,1192860928,J. Phipps,Jackson Phipps,Phipps,Jackson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,L,15,326,1257,79.2%,2.1%,0.3%,8.7%,1.5%,8.2%,0.0%,0.0%,0.0%,81.3%,18.4%,10.2%
3,1142126848,R. Ojeda,Ricky Ojeda,Ojeda,Ricky,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,29,279,1151,79.1%,0.0%,0.0%,5.9%,9.3%,3.9%,1.7%,0.1%,1.4%,79.1%,20.9%,15.3%
4,1084482817,K. Deverman,Kenton Deverman,Deverman,Kenton,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,12,300,1018,78.3%,0.1%,0.0%,18.5%,0.9%,2.2%,0.0%,0.0%,8.0%,78.4%,21.6%,19.3%
5,1643596490,N. Mertens,Nathan Mertens,Mertens,Nathan,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,15,315,1085,76.6%,0.0%,0.0%,0.7%,0.7%,6.1%,15.9%,0.0%,4.5%,76.6%,23.4%,1.4%
6,1795608420,T. Carey,Tate Carey,Carey,Tate,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,18,241,898,76.6%,0.6%,0.4%,9.2%,0.1%,11.1%,0.0%,0.0%,0.6%,77.2%,22.4%,11.3%
7,1220541184,H. Cain,Harry Cain,Cain,Harry,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,19,277,1075,76.6%,0.0%,0.0%,10.8%,6.2%,6.4%,0.0%,0.0%,1.4%,76.6%,23.4%,17.0%
8,1143021312,G. Gambradella,Gianni Gambradella,Gambradella,Gianni,P,University of Maine,ME,730275840,Maine,BBC,R,R,15,278,986,75.7%,2.3%,0.0%,15.5%,0.0%,6.5%,0.0%,0.0%,32.8%,78.0%,22.0%,15.5%
9,1434544801,V. Loa,Victor Loa,Loa,Victor,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,14,248,994,75.2%,0.5%,0.2%,17.8%,2.2%,4.0%,0.0%,0.0%,5.5%,75.7%,24.1%,20.0%
10,1378876660,R. King,Ryan King,King,Ryan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,323,1224,74.9%,0.0%,0.0%,8.7%,15.8%,0.1%,0.2%,0.4%,6.9%,74.9%,25.1%,24.8%
11,1306838784,S. Seid,Spencer Seid,Seid,Spencer,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,16,243,980,74.3%,0.4%,4.7%,8.9%,0.4%,7.7%,3.1%,0.5%,3.5%,74.7%,20.6%,9.8%
12,1158279680,B. Frederick,Brady Frederick,Frederick,Brady,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,24,305,1147,74.3%,8.6%,0.0%,16.6%,0.3%,0.3%,0.0%,0.0%,0.6%,82.9%,17.1%,16.8%
13,1139726080,C. Book,Colton Book,Book,Colton,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,L,14,349,1312,73.7%,0.2%,0.0%,16.7%,0.0%,9.5%,0.0%,0.0%,11.7%,73.8%,26.2%,16.7%
14,1191087360,M. Alduino,Matt Alduino,Alduino,Matt,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,L,20,284,1004,71.9%,0.0%,1.1%,3.2%,0.0%,23.8%,0.0%,0.0%,72.0%,71.9%,27.0%,3.2%
15,1257460992,T. Grenn,Tyler Grenn,Grenn,Tyler,P,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,13,326,1144,71.8%,0.1%,0.1%,9.4%,17.4%,1.1%,0.0%,0.0%,8.3%,71.9%,28.0%,26.9%
16,1187051520,G. Barrett,Gabriel Barrett,Barrett,Gabriel,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,19,269,988,71.7%,3.1%,0.0%,18.8%,1.0%,5.4%,0.0%,0.0%,5.2%,74.8%,25.2%,19.7%
17,1172966144,P. Hampton,Parker Hampton,Hampton,Parker,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,283,700,71.7%,0.0%,0.0%,15.0%,0.0%,13.3%,0.0%,0.0%,91.4%,71.7%,28.3%,15.0%
18,1342168677,C. Scolari,Cal Scolari,Scolari,Cal,P,University of San Diego,USD,5320,San Diego,BBC,R,R,15,306,1305,71.6%,0.1%,2.1%,21.1%,0.2%,4.9%,0.0%,0.0%,0.0%,71.7%,26.2%,21.3%
19,1446535769,E. Pena,Esaid Pena,Pena,Esaid,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,16,326,1176,71.4%,0.3%,5.3%,9.1%,7.3%,6.7%,0.0%,0.0%,36.1%,71.6%,23.0%,16.4%
20,1226973184,N. Vidmar,Nathan Vidmar,Vidmar,Nathan,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,12,323,901,71.3%,0.0%,0.0%,23.8%,0.0%,5.0%,0.0%,0.0%,88.8%,71.3%,28.7%,23.8%
21,1112928512,S. Gonzalez,Sebastian Gonzalez,Gonzalez,Sebastian,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,L,18,249,895,71.2%,0.0%,0.4%,12.0%,3.9%,9.3%,0.0%,3.3%,42.1%,71.2%,28.4%,19.1%
22,1162573312,A. Payamps,Andrelys Payamps,Payamps,Andrelys,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,275,1012,70.4%,0.0%,0.0%,1.4%,21.1%,7.0%,0.0%,0.0%,93.0%,70.4%,29.6%,22.5%
23,1155642112,N. Deschryver,Nate Deschryver,Deschryver,Nathan,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,16,282,1155,70.3%,0.0%,17.3%,10.7%,1.5%,0.0%,0.2%,0.0%,47.5%,70.3%,12.4%,12.2%
24,1804936858,M. Blasche,Mason Blasche,Blasche,Mason,P,Samford University,SAM,730386432,Samford,BBC,R,R,16,300,1099,70.2%,0.2%,0.0%,12.7%,5.4%,11.3%,0.0%,0.1%,9.3%,70.4%,29.6%,18.3%
25,1310641921,G. Jones,Gavin Jones,Jones,Gavin,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,331,1160,69.5%,0.8%,0.4%,19.6%,4.4%,5.2%,0.0%,0.0%,58.7%,70.4%,29.2%,24.0%
26,1309474816,C. Leys,Caleb Leys,Leys,Caleb,P,University of Maine,ME,730275840,Maine,BBC,R,L,14,279,1115,69.4%,0.1%,0.0%,22.0%,1.4%,7.0%,0.0%,0.0%,19.0%,69.5%,30.5%,23.5%
27,1693525648,C. Hunter,Caden Hunter,Hunter,Caden,P,University of Southern California,USC,5047,USC,BBC,R,L,16,316,1307,69.3%,0.0%,2.2%,12.6%,0.3%,15.1%,0.6%,0.0%,0.2%,69.3%,28.6%,12.9%
28,1201847438,K. Hawks,Kamden Hawks,Hawks,Kamden,P,Morehead State University,MORE,730158080,Morehead State,BBC,L,L,14,291,1108,69.1%,2.2%,0.0%,20.4%,2.8%,3.0%,2.5%,0.0%,22.8%,71.3%,28.7%,23.2%
29,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,393,1535,69.1%,0.3%,4.2%,15.9%,5.0%,5.4%,0.1%,0.0%,0.3%,69.3%,26.4%,20.9%
30,1092635904,C. Cosper,Colton Cosper,Cosper,Colton,P,Mercer University,MER,730240512,Mercer,BBC,L,L,16,362,1435,68.4%,0.1%,0.0%,21.7%,2.1%,7.7%,0.0%,0.0%,0.3%,68.5%,31.5%,23.8%
31,1192664576,R. DeSanto,Ryan DeSanto,DeSanto,Ryan,P,Penn State University,PSU,5326,Penn State,BBC,L,L,15,313,1229,68.3%,0.9%,0.0%,10.3%,9.0%,11.6%,0.0%,0.0%,0.0%,69.2%,30.8%,19.3%
32,1186273280,L. Bravo,Leonardo Bravo,Bravo,Leonardo,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,24,326,1014,68.1%,0.0%,0.0%,14.5%,5.8%,11.6%,0.0%,0.0%,86.4%,68.1%,31.9%,20.3%
33,1090996736,J. Guardado,Jakob Guardado,Guardado,Jakob,TWP,University of the Pacific,PAC,730386944,Pacific,BBC,L,R,17,266,984,67.9%,0.0%,0.0%,14.0%,9.0%,9.0%,0.0%,0.0%,10.2%,67.9%,32.1%,23.1%
34,1505049816,J. Sitton,Jacob Sitton,Sitton,Jacob,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,15,359,1282,67.7%,0.0%,0.0%,19.2%,6.8%,6.4%,0.0%,0.0%,43.5%,67.7%,32.3%,26.0%
35,1153707520,M. McEwen,Max McEwen,McEwen,Max,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,13,268,985,67.7%,3.2%,4.1%,14.0%,2.3%,8.5%,0.0%,0.2%,11.5%,70.9%,25.0%,16.5%
36,1336116224,J. Cunningham,Josh Cunningham,Cunningham,Josh,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,16,293,998,67.5%,0.1%,0.4%,17.0%,10.5%,4.5%,0.0%,0.0%,7.3%,67.6%,32.0%,27.5%
37,1643908365,A. Phillips,Amp Phillips,Phillips,Amp,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,20,340,1279,67.5%,0.0%,0.0%,26.0%,5.4%,0.8%,0.3%,0.0%,0.5%,67.5%,32.5%,31.4%
38,1911168487,W. Paxton,Will Paxton,Paxton,Will,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,16,281,883,67.2%,0.0%,0.0%,30.2%,0.0%,2.6%,0.0%,0.0%,86.9%,67.2%,32.8%,30.2%
39,1885727262,M. Vallone,Michael Vallone,Vallone,Michael,P,Purdue University,PUR,730353152,Purdue,BBC,L,L,21,254,927,67.2%,0.1%,0.0%,24.3%,0.8%,7.6%,0.0%,0.0%,5.9%,67.3%,32.7%,25.1%
40,1163548928,R. Orloski,Robert Orloski,Orloski,Robert,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,27,296,1214,66.9%,0.1%,11.3%,8.5%,10.3%,2.9%,0.1%,0.0%,1.2%,67.0%,21.8%,18.8%
41,1279513344,A. Rubayo,Andrew Rubayo,Rubayo,Andrew,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,23,276,891,66.8%,3.4%,0.0%,19.3%,0.4%,10.1%,0.0%,0.0%,73.3%,70.2%,29.8%,19.7%
42,1239129600,D. Thompson,Danny Thompson,Thompson,Danny,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,23,264,1134,66.7%,0.0%,0.0%,28.3%,0.0%,4.9%,0.2%,0.0%,2.6%,66.7%,33.3%,28.3%
43,1323373824,J. Story,Jake Storey,Story,Jake,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,320,1125,66.6%,0.7%,1.3%,23.9%,4.8%,2.7%,0.0%,0.0%,50.2%,67.3%,31.4%,28.7%
44,1204946432,P. Forbes,Patrick Forbes,Forbes,Patrick,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,15,319,1376,66.6%,3.1%,2.5%,26.4%,0.0%,1.5%,0.0%,0.0%,0.0%,69.7%,27.8%,26.4%
45,1297538560,S. Lopez,Sergio Lopez,Lopez,Sergio,P,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,15,223,797,66.4%,4.9%,0.0%,17.8%,0.0%,10.9%,0.0%,0.0%,7.7%,71.3%,28.7%,17.8%
46,1128102459,D. Whitney,Dax Whitney,Whitney,Dax,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,17,330,1403,66.1%,0.1%,0.1%,11.9%,14.9%,6.9%,0.0%,0.0%,5.9%,66.2%,33.7%,26.8%
47,1490865642,K. Dove,Kamar Dove,Dove,Kamar,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,16,272,778,66.0%,0.0%,0.0%,0.0%,18.0%,16.0%,0.0%,0.0%,87.1%,66.0%,34.0%,18.0%
48,1232886784,M. Parker,Max Parker,Parker,Max,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,14,373,1240,66.0%,0.0%,0.0%,7.2%,10.2%,16.6%,0.0%,0.0%,69.9%,66.0%,34.0%,17.4%
49,1909941695,O. Pudvar,Oliver Pudvar,Pudvar,Oliver,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,14,302,1221,65.9%,0.0%,0.0%,18.8%,0.2%,15.0%,0.0%,0.0%,0.7%,65.9%,34.1%,19.1%
50,1185610753,D. Fritton,Dom Fritton,Fritton,Dom,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,389,1589,65.5%,0.0%,0.0%,26.0%,4.3%,2.5%,1.8%,0.0%,0.1%,65.5%,34.5%,30.3%
51,1827768225,L. Grant,Landyn Grant,Grant,Landyn,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,L,13,317,938,65.4%,0.0%,0.0%,10.5%,14.2%,9.7%,0.0%,0.3%,60.2%,65.4%,34.6%,24.9%
52,1313524992,E. Marmie,Ethan Marmie,Marmie,Ethan,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,319,1098,65.2%,1.1%,17.0%,1.9%,0.0%,14.8%,0.0%,0.0%,0.0%,66.3%,16.7%,1.9%
53,1326983680,K. Echeman,Kaden Echeman,Echeman,Kaden,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,12,244,1034,65.0%,0.4%,12.3%,2.7%,16.6%,3.0%,0.0%,0.0%,32.3%,65.4%,22.3%,19.3%
54,1317943808,R. Ramos,Rigo Ramos,Ramos,Rigo,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,L,15,288,1108,64.8%,0.0%,0.1%,20.2%,12.4%,0.7%,1.8%,0.0%,14.5%,64.8%,35.1%,32.5%
55,1263499264,B. Green,Bryan Green,Green,Bryan,P,UC Davis,UCD,730153984,UC Davis,BBC,L,L,15,341,1311,64.7%,0.2%,4.4%,11.1%,11.8%,6.2%,0.0%,1.5%,0.7%,64.9%,30.7%,24.5%
56,1709079320,E. Kleinschmit,Ethan Kleinschmit,Kleinschmit,Ethan,P,Oregon State University,ORST,3111,Oregon State,BBC,L,L,17,376,1548,64.4%,4.4%,0.0%,22.3%,0.7%,6.1%,0.0%,2.2%,4.3%,68.8%,31.2%,25.1%
57,1153300736,J. Anker,Jack Anker,Anker,Jack,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,16,432,1678,64.3%,0.0%,8.6%,2.8%,12.1%,12.2%,0.1%,0.0%,0.2%,64.3%,27.1%,14.9%
58,1187057664,T. Scavone,Tommy Scavone,Scavone,Tommy,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,12,251,955,64.3%,0.0%,2.5%,13.4%,6.6%,13.2%,0.0%,0.0%,19.4%,64.3%,33.2%,20.0%
59,1290248192,J. Knapp,Jake Knapp,Knapp,Jake,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,397,1587,64.3%,0.1%,0.8%,15.1%,0.3%,19.2%,0.1%,0.0%,0.0%,64.4%,34.8%,15.5%
60,1243275008,R. Kelly,Riley Kelly,Kelly,Riley,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,17,294,1215,64.2%,0.0%,0.1%,3.9%,18.7%,13.1%,0.0%,0.0%,2.5%,64.2%,35.7%,22.6%
61,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,15,347,1388,64.2%,0.1%,17.9%,7.5%,4.0%,3.7%,2.6%,0.0%,0.7%,64.4%,17.8%,11.5%
62,1408559031,L. Kinneen,Liam Kinneen,Kinneen,Liam,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,11,238,939,64.0%,0.1%,0.0%,2.6%,29.8%,3.5%,0.0%,0.0%,0.2%,64.1%,35.9%,32.3%
63,1275960320,F. OBrien,Finbar O'Brien,OBrien,Finbar,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,16,331,1347,63.9%,0.1%,0.1%,28.8%,0.1%,7.1%,0.0%,0.0%,0.1%,64.0%,36.0%,28.9%
64,1296162560,S. McAlinden,Shane McAlinden,McAlinden,Shane,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,286,1002,63.8%,0.0%,1.6%,4.9%,29.0%,0.7%,0.0%,0.0%,16.4%,63.8%,34.6%,33.9%
65,1276142592,B. Alekson,Ben Alekson,Alekson,Ben,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,16,393,1390,63.8%,0.3%,0.0%,18.0%,0.0%,18.0%,0.0%,0.0%,71.6%,64.1%,35.9%,18.0%
66,1306683393,C. Alderman,Chandler Alderman,Alderman,Chandler,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,L,14,329,1265,63.8%,0.0%,0.5%,27.9%,0.4%,7.4%,0.0%,0.0%,0.2%,63.8%,35.7%,28.3%
67,1334328832,J. Hartlaub,Jacob Hartlaub,Hartlaub,Jacob,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,15,358,1347,63.6%,0.0%,0.3%,25.2%,2.4%,8.4%,0.1%,0.0%,15.9%,63.6%,36.1%,27.6%
68,1911067757,J. Savinon,Jordan Savinon,Savinon,Jordan,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,18,278,936,63.5%,0.0%,4.7%,2.6%,23.4%,5.7%,0.0%,0.0%,79.5%,63.5%,31.8%,26.0%
69,1135887872,J. Martinez,Joshua Martinez,Martinez,Joshua,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,24,288,1069,63.5%,2.5%,0.0%,21.8%,3.5%,8.8%,0.0%,0.0%,25.3%,66.0%,34.0%,25.3%
70,1342169627,R. Piech,Ryan Piech,Piech,Ryan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,14,270,1170,63.4%,0.0%,1.7%,16.5%,10.3%,8.1%,0.0%,0.0%,0.0%,63.4%,34.9%,26.8%
71,1334270720,N. Johnson,Nolan Johnson,Johnson,Nolan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,16,373,1456,63.3%,1.0%,1.0%,11.6%,0.6%,22.6%,0.0%,0.0%,14.8%,64.2%,34.8%,12.2%
72,1142967552,J. DeCastro,Justin DeCastro,DeCastro,Justin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,15,405,1266,63.2%,5.5%,0.5%,7.0%,0.0%,23.7%,0.0%,0.0%,16.8%,68.8%,30.8%,7.0%
73,1079520512,E. Garcia,EJ Garcia,Garcia,EJ,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,21,324,1039,63.2%,3.6%,1.4%,18.1%,5.0%,8.7%,0.0%,0.0%,22.4%,66.8%,31.8%,23.1%
74,1163175424,C. Kennedy,Colton Kennedy,Kennedy,Colton,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,16,327,1203,63.0%,0.2%,13.4%,9.0%,8.2%,6.3%,0.0%,0.0%,8.6%,63.2%,23.5%,17.2%
75,1239591168,T. Kapraun,Tyler Kapraun,Kapraun,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,15,350,1123,63.0%,5.0%,0.0%,17.4%,4.0%,10.6%,0.0%,0.0%,26.9%,68.0%,32.0%,21.4%
76,1263546112,K. Braziel,Kewan Braziel,Braziel,Kewan,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,18,306,852,62.9%,0.0%,0.0%,15.2%,15.2%,6.6%,0.0%,0.0%,64.4%,62.9%,37.1%,30.5%
77,1238148096,C. Flukey,Cameron Flukey,Flukey,Cameron,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,18,414,1520,62.8%,0.0%,5.2%,8.0%,19.9%,4.1%,0.0%,0.0%,0.0%,62.8%,32.0%,27.9%
78,1085416704,L. Doyle,Liam Doyle,Doyle,Liam,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,19,385,1601,62.8%,0.0%,11.5%,11.5%,1.1%,1.6%,11.5%,0.0%,0.2%,62.8%,25.7%,12.6%
79,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,14,291,1167,62.8%,1.7%,1.7%,26.8%,0.2%,6.9%,0.0%,0.0%,0.1%,64.5%,33.8%,26.9%
80,1859897718,A. Walsh,Alex Walsh,Walsh,Alex,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,L,16,290,1083,62.7%,1.7%,0.0%,29.0%,0.2%,6.4%,0.0%,0.0%,49.8%,64.3%,35.7%,29.2%
81,1255332608,G. Ahern,Garrett Ahern,Ahern,Garrett,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,360,1340,62.6%,6.0%,0.2%,9.3%,0.0%,21.9%,0.0%,0.0%,7.3%,68.6%,31.2%,9.3%
82,1310590208,M. Heuer,Mac Heuer,Heuer,Mac,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,243,1034,62.6%,7.2%,0.9%,18.0%,3.1%,8.3%,0.0%,0.0%,0.0%,69.7%,29.4%,21.1%
83,1207768064,B. Mikos,Brandon Mikos,Mikos,Brandon,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,14,271,1023,62.1%,0.0%,0.0%,27.6%,3.6%,6.7%,0.0%,0.0%,43.0%,62.1%,37.9%,31.2%
84,1279297536,J. Brink,Jake Brink,Brink,Jake,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,16,407,1410,62.1%,0.1%,0.2%,12.1%,1.6%,23.9%,0.1%,0.0%,8.6%,62.1%,37.6%,13.7%
85,1357310320,J. Marciano,Jake Marciano,Marciano,Jake,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,15,278,1085,62.0%,4.5%,6.9%,14.6%,0.8%,11.0%,0.0%,0.0%,0.4%,66.5%,26.5%,15.5%
86,1937598904,D. Boruff,Dalton Boruff,Boruff,Dalton,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,22,254,935,61.9%,0.0%,3.4%,19.2%,7.2%,8.3%,0.0%,0.0%,21.1%,61.9%,34.7%,26.4%
87,1984231284,A. Kelly,Aiden Kelly,Kelly,Aiden,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,14,346,1255,61.9%,0.2%,0.0%,35.6%,1.1%,1.1%,0.0%,0.0%,64.9%,62.1%,37.9%,36.7%
88,1202396160,M. Gosztola,Miles Gosztola,Gosztola,Miles,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,L,16,368,1360,61.8%,0.0%,0.1%,17.9%,1.0%,19.2%,0.0%,0.0%,0.6%,61.8%,38.1%,18.9%
89,1114455808,J. Toporek,Jake Toporek,Toporek,Jake,P,Wagner College,WAG,730192640,Wagner,BBC,S,L,15,359,1063,61.8%,0.0%,0.0%,16.7%,0.0%,21.5%,0.0%,0.0%,82.5%,61.8%,38.2%,16.7%
90,1085395712,E. Smink,Eddie Smink,Smink,Eddie,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,14,296,1044,61.8%,1.9%,0.6%,19.1%,9.3%,7.4%,0.0%,0.0%,13.2%,63.7%,35.8%,28.4%
91,1180787200,A. Roblez,Albert Roblez,Roblez,Albert,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,19,243,980,61.8%,0.0%,0.1%,32.3%,2.6%,3.2%,0.0%,0.0%,5.1%,61.8%,38.1%,34.9%
92,1132708864,N. Edders,Noah Edders,Edders,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,14,283,1019,61.7%,0.9%,0.0%,29.7%,0.9%,6.9%,0.0%,0.0%,0.1%,62.6%,37.4%,30.6%
93,1196329728,A. Perez,Adan Perez,Perez,Adan,P,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,14,332,1251,61.7%,0.0%,0.6%,27.3%,0.7%,9.8%,0.0%,0.0%,27.4%,61.7%,37.8%,28.0%
94,1184444416,D. Brooks,Daniel Brooks,Brooks,Daniel,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,17,322,1165,61.5%,0.4%,3.0%,17.6%,2.6%,14.9%,0.0%,0.0%,0.9%,61.9%,35.1%,20.2%
95,1311044608,M. Riggins,Miller Riggins,Riggins,Miller,P,Samford University,SAM,730386432,Samford,BBC,L,L,15,354,1326,61.3%,0.4%,0.4%,21.5%,1.4%,11.9%,3.0%,0.0%,7.5%,61.7%,37.8%,22.9%
96,1383375719,B. Shea,Bryson Shea,Shea,Bryson,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,17,237,853,61.3%,0.9%,0.1%,0.0%,20.6%,17.2%,0.0%,0.0%,17.4%,62.1%,37.7%,20.6%
97,1211070976,B. Grable,Ben Grable,Grable,Ben,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,17,244,991,61.3%,0.0%,0.0%,30.3%,0.2%,1.4%,6.9%,0.0%,0.0%,61.3%,38.7%,30.5%
98,1142669377,J. Murray,Jake Murray,Murray,Jake,P,Campbell University,CAMP,730187776,Campbell,BBC,L,L,15,284,1165,61.2%,0.0%,2.8%,5.3%,23.0%,7.8%,0.0%,0.0%,0.5%,61.2%,36.0%,28.2%
99,1231225856,J. Salinas,Josh Salinas,Salinas,Josh,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,13,311,1108,61.1%,1.8%,0.7%,23.3%,3.4%,9.8%,0.0%,0.0%,33.4%,62.9%,36.4%,26.7%
100,1087364096,B. Lanman,Brett Lanman,Lanman,Brett,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,15,336,1278,61.1%,0.7%,23.3%,4.8%,7.8%,2.3%,0.0%,0.0%,11.2%,61.8%,14.9%,12.6%
101,1279708672,A. Boster,Aaron Boster,Boster,Aaron,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,15,303,1158,61.0%,0.0%,1.9%,16.7%,3.5%,16.9%,0.0%,0.0%,41.1%,61.0%,37.1%,20.2%
102,1278775808,C. Montgomery,Cade Montgomery,Montgomery,Cade,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,10,238,906,60.9%,0.0%,17.6%,11.0%,0.2%,10.3%,0.0%,0.0%,0.1%,60.9%,21.5%,11.3%
103,1299957248,J. Ackerman,Jess Ackerman,Ackerman,Jess,P,Mercer University,MER,730240512,Mercer,BBC,L,L,18,315,1270,60.8%,0.9%,1.7%,13.2%,0.0%,23.3%,0.0%,0.0%,0.5%,61.7%,36.6%,13.2%
104,1210662144,M. Mariano,Matthew Mariano,Mariano,Matthew,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,20,293,1063,60.7%,0.0%,6.3%,22.6%,3.7%,6.7%,0.0%,0.0%,56.6%,60.7%,33.0%,26.2%
105,1244431523,T. Kapa,Tyler Kapa,Kapa,Tyler,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,17,323,1321,60.7%,0.0%,0.1%,24.7%,7.1%,3.2%,4.2%,0.0%,23.5%,60.7%,39.2%,31.8%
