Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
381,1692575936,L. Glidewell,Lyndon Glidewell,Glidewell,Lyndon,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,14,338,1237,47.9%,28.9%,32.6%,38.5%,44.0%,56.0%,26.6%,23.9%,49.5%,38.3%,61.7%
382,1197348608,R. Marohn,Ryan Marohn,Marohn,Ryan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,14,350,1361,47.9%,26.8%,30.4%,42.7%,42.5%,57.5%,20.7%,24.1%,55.2%,31.2%,68.8%
383,1270721280,P. Fosher,Peyton Fosher,Fosher,Peyton,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,15,337,1290,47.9%,30.1%,30.3%,39.6%,44.8%,55.2%,22.8%,22.1%,55.1%,33.4%,66.6%
384,1132708864,N. Edders,Noah Edders,Edders,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,14,283,1019,47.9%,27.5%,29.2%,43.2%,42.6%,57.4%,23.7%,24.3%,52.0%,35.8%,64.2%
385,1311844864,C. Edmondson,Clay Edmondson,Edmondson,Clay,P,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,13,348,1357,47.9%,16.8%,39.5%,43.7%,34.4%,65.6%,29.1%,20.9%,50.0%,39.3%,60.7%
386,1196801792,G. Hugus,Griffin Hugus,Hugus,Griffin,P,University of Miami,MIA,236,Miami,BBC,L,R,17,400,1552,47.9%,33.4%,26.1%,40.5%,45.8%,54.2%,27.5%,27.8%,44.7%,41.5%,58.5%
387,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,16,313,1285,47.8%,35.9%,30.5%,33.7%,51.4%,48.6%,23.9%,22.7%,53.5%,34.2%,65.8%
388,1537972184,E. Teel,Easton Teel,Teel,Easton,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,17,341,1181,47.8%,21.8%,33.3%,44.9%,35.7%,64.3%,19.9%,18.9%,61.1%,28.9%,71.1%
389,1790363222,D. Story,Dylan Story,Story,Dylan,P,High Point University,HP,730321152,High Point,BBC,R,R,15,366,1403,47.8%,29.3%,33.7%,37.0%,44.3%,55.7%,22.7%,24.0%,53.3%,32.9%,67.1%
390,1279326464,B. Morningstar,Blake Morningstar,Morningstar,Blake,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,16,347,1352,47.7%,26.3%,28.7%,45.0%,39.6%,60.4%,30.9%,23.6%,45.5%,41.5%,58.5%
391,1218298624,H. Pidek,Hunter Pidek,Pidek,Hunter,P,Oakland University,OAK,5386,Oakland,BBC,R,R,15,362,1382,47.7%,26.4%,30.5%,43.1%,41.4%,58.6%,25.1%,23.6%,51.3%,35.2%,64.8%
392,1204808114,R. Lynch,Ryan Lynch,Lynch,Ryan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,27,265,1031,47.7%,35.9%,28.6%,35.5%,49.2%,50.8%,25.6%,24.3%,50.1%,37.4%,62.6%
393,1497321367,M. Sipila,Marko Sipila,Sipila,Marko,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,12,322,1226,47.7%,37.4%,26.1%,36.5%,48.8%,51.2%,25.2%,25.2%,49.6%,37.6%,62.4%
394,1229117952,Z. Willingham,Zach Willingham,Willingham,Zach,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,14,333,1232,47.7%,26.0%,29.5%,44.5%,39.5%,60.5%,26.7%,25.3%,48.0%,39.6%,60.4%
395,1006945294,A. Ciscar,AJ Ciscar,Ciscar,AJ,P,University of Miami,MIA,236,Miami,BBC,R,R,21,290,1009,47.7%,30.2%,34.7%,35.1%,46.7%,53.3%,29.0%,18.9%,52.1%,38.1%,61.9%
396,1202694400,J. Martinez,Jack Martinez,Martinez,Jack,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,15,341,1423,47.6%,30.1%,23.6%,46.2%,41.1%,58.9%,25.1%,26.7%,48.1%,38.0%,62.0%
397,1505725733,R. Gaber,Reese Gaber,Gaber,Reese,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,14,256,978,47.6%,31.6%,33.0%,35.4%,46.7%,53.3%,23.5%,21.7%,54.8%,33.6%,66.4%
398,1937598904,D. Boruff,Dalton Boruff,Boruff,Dalton,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,22,254,935,47.6%,21.8%,31.8%,46.4%,35.9%,64.1%,16.2%,25.8%,58.0%,26.8%,73.2%
399,1294976512,J. Thompson,JD Thompson,Thompson,JD,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,L,16,380,1512,47.6%,41.2%,26.0%,32.9%,53.9%,46.1%,27.7%,25.2%,47.2%,40.0%,60.0%
400,1210149120,S. Pinson,Smith Pinson,Pinson,Smith,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,22,276,1074,47.6%,24.9%,31.2%,44.0%,39.5%,60.5%,27.6%,21.8%,50.6%,38.1%,61.9%
401,1238278144,R. Bassinger,Reese Bassinger,Bassinger,Reese,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,30,269,985,47.6%,21.7%,37.5%,40.8%,37.9%,62.1%,27.6%,24.2%,48.2%,39.3%,60.7%
402,1184713472,C. Fang,Callan Fang,Fang,Callan,P,Harvard University,HARV,5450,Harvard,BBC,L,R,11,280,1045,47.6%,27.6%,28.7%,43.7%,40.6%,59.4%,23.1%,27.2%,49.7%,37.1%,62.9%
403,1002892320,M. Hagler,Micah Hagler,Hagler,Micah,P,Seattle University,SEA,4504,Seattle,BBC,R,R,16,266,913,47.5%,26.3%,31.4%,42.2%,40.8%,59.2%,20.3%,25.5%,54.2%,33.9%,66.1%
404,1093159424,B. Curley,Brian Curley,Curley,Brian,P,University of Georgia,UGA,226,Georgia,BBC,R,R,17,271,1096,47.4%,28.8%,26.1%,45.2%,42.2%,57.8%,27.7%,27.8%,44.4%,41.4%,58.6%
405,1196854016,A. Knaak,Aidan Knaak,Knaak,Aidan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,16,383,1492,47.4%,29.5%,26.2%,44.3%,42.6%,57.4%,28.6%,27.6%,43.8%,42.7%,57.3%
406,1160908544,O. Serrano,Omar Serrano,Serrano,Omar,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,15,418,1576,47.4%,30.7%,28.9%,40.4%,44.5%,55.5%,22.6%,23.9%,53.5%,33.1%,66.9%
407,1174671104,C. Doorn,Carter Doorn,Doorn,Carter,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,14,290,1092,47.4%,27.3%,28.8%,43.9%,41.7%,58.3%,21.9%,26.6%,51.5%,32.4%,67.6%
408,1287055616,E. Albert,Eddie Albert,Albert,Eddie,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,247,943,47.4%,26.6%,28.7%,44.7%,40.9%,59.1%,24.9%,22.1%,53.0%,36.0%,64.0%
409,1257460992,T. Grenn,Tyler Grenn,Grenn,Tyler,P,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,13,326,1144,47.4%,25.6%,32.8%,41.6%,40.0%,60.0%,21.8%,22.1%,56.1%,32.5%,67.5%
410,1428256371,D. Fischer,Dillon Fischer,Fischer,Dillon,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,17,397,1549,47.4%,26.8%,32.8%,40.4%,43.0%,57.0%,24.9%,23.6%,51.6%,35.1%,64.9%
411,1176066304,J. Middleton,JB Middleton,Middleton,JB,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,16,415,1538,47.4%,29.1%,28.8%,42.2%,42.2%,57.8%,32.5%,23.6%,43.9%,44.0%,56.0%
412,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,16,350,1339,47.3%,22.9%,25.7%,51.4%,35.3%,64.7%,23.4%,25.2%,51.4%,35.7%,64.3%
413,1065548722,A. Laine,Avery Laine,Laine,Avery,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,17,304,1118,47.3%,33.7%,28.2%,38.2%,48.1%,51.9%,26.9%,23.9%,49.2%,38.5%,61.5%
414,1225719296,C. Proskey,Calvin Proskey,Proskey,Calvin,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,14,287,1160,47.3%,34.3%,28.4%,37.3%,48.4%,51.6%,24.0%,26.1%,50.0%,37.0%,63.0%
415,1132673280,G. Adler,Grant Adler,Adler,Grant,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,15,364,1405,47.3%,34.1%,29.0%,36.9%,47.9%,52.1%,21.5%,25.3%,53.3%,33.1%,66.9%
416,1263423232,J. Lloyd,Jaxon Lloyd,Lloyd,Jaxon,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,16,285,1094,47.3%,29.4%,24.2%,46.4%,41.3%,58.7%,21.5%,26.7%,51.7%,34.6%,65.4%
417,1370357953,M. Yusypchuk,Michael Yusypchuk,Yusypchuk,Michael,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,15,320,1130,47.2%,38.3%,30.4%,31.3%,52.6%,47.4%,25.0%,24.2%,50.8%,36.6%,63.4%
418,1162233600,C. Obermueller,Cade Obermueller,Obermueller,Cade,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,15,356,1432,47.2%,36.6%,32.6%,30.9%,53.5%,46.5%,27.4%,21.8%,50.8%,37.9%,62.1%
418,1558238257,S. Bailey,Smith Bailey,Bailey,Smith,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,383,1444,47.2%,38.7%,27.0%,34.2%,52.2%,47.8%,24.7%,27.0%,48.2%,38.2%,61.8%
420,1087364096,B. Lanman,Brett Lanman,Lanman,Brett,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,15,336,1278,47.1%,26.6%,28.8%,44.6%,39.8%,60.2%,25.4%,27.0%,47.6%,38.9%,61.1%
421,1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,15,293,1195,47.1%,19.5%,26.8%,53.6%,32.3%,67.7%,25.1%,27.0%,47.9%,37.2%,62.8%
422,1332975104,D. Cohen,Daniel Cohen,Cohen,Daniel,P,Yale University,YALE,730334464,Yale,BBC,R,R,13,271,1019,47.1%,19.5%,28.5%,52.1%,33.2%,66.8%,21.8%,24.4%,53.8%,31.4%,68.6%
423,1275960320,F. OBrien,Finbar O'Brien,OBrien,Finbar,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,16,331,1347,47.1%,30.8%,31.7%,37.6%,45.6%,54.4%,21.3%,20.9%,57.8%,30.2%,69.8%
424,1132957952,C. Olivier,Chris Olivier,Olivier,Chris,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,14,294,1046,47.1%,27.4%,27.5%,45.1%,40.4%,59.6%,24.3%,25.1%,50.6%,36.3%,63.7%
425,1176124160,T. LaPour,Tommy LaPour,LaPour,Tommy,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,16,376,1464,47.1%,22.6%,27.1%,50.3%,35.1%,64.9%,30.9%,27.5%,41.6%,43.3%,56.7%
426,1264174592,E. Elliott,Eric Elliott,Elliott,Eric,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,18,322,1263,47.1%,29.0%,34.0%,37.0%,45.2%,54.8%,22.5%,22.6%,54.9%,35.1%,64.9%
427,1692745387,N. Harris,Nate Harris,Harris,Nate,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,13,261,971,47.1%,27.7%,25.3%,47.0%,39.6%,60.4%,27.7%,25.8%,46.5%,40.1%,59.9%
428,1155468544,R. Beuter,Reece Beuter,Beuter,Reece,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,13,259,983,47.1%,22.8%,31.2%,46.0%,37.9%,62.1%,21.4%,22.2%,56.4%,31.4%,68.6%
429,1798423777,A. Espinoza,Alejandro Espinoza,Espinoza,Alejandro,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,320,1053,47.1%,24.7%,27.1%,48.2%,37.4%,62.6%,19.8%,24.0%,56.2%,31.7%,68.3%
430,1062087691,W. Walton,Wade Walton,Walton,Wade,P,High Point University,HP,730321152,High Point,BBC,R,R,15,365,1426,47.1%,22.7%,26.7%,50.6%,35.1%,64.9%,21.3%,30.0%,48.7%,35.9%,64.1%
431,1236990464,D. Reid,Dominick Reid,Reid,Dominick,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,15,362,1384,47.1%,25.3%,30.0%,44.7%,38.6%,61.4%,20.4%,23.7%,55.9%,32.8%,67.2%
432,1258111488,C. Daniel,Colin Daniel,Daniel,Colin,P,UAB,UAB,730345984,UAB,BBC,R,R,14,379,1332,47.1%,20.6%,32.2%,47.2%,36.3%,63.7%,28.6%,20.0%,51.4%,37.8%,62.2%
433,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,15,350,1364,47.1%,36.0%,30.5%,33.5%,51.8%,48.2%,22.0%,22.5%,55.6%,31.5%,68.5%
434,1635844120,T. Schmitt,Tyler Schmitt,Schmitt,Tyler,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,15,364,1415,47.0%,30.3%,25.9%,43.8%,42.6%,57.4%,25.4%,25.7%,48.9%,38.2%,61.8%
435,1160848648,M. Kouser,Matthew Kouser,Kouser,Matthew,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,15,310,1116,47.0%,24.7%,26.8%,48.5%,38.0%,62.0%,25.0%,28.2%,46.8%,39.1%,60.9%
436,1152937984,I. Umlandt,Ian Umlandt,Umlandt,Ian,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,18,265,982,47.0%,32.1%,29.1%,38.8%,46.8%,53.2%,31.8%,22.1%,46.1%,41.7%,58.3%
437,1310612992,B. Little,Branton Little,Little,Branton,P,Wofford College,WOF,730176512,Wofford,BBC,R,R,16,322,1109,47.0%,17.4%,29.8%,52.9%,30.8%,69.2%,20.2%,23.3%,56.4%,30.8%,69.2%
438,1918576916,H. Bailey,Hayden Bailey,Bailey,Hayden,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,14,266,988,47.0%,29.6%,32.5%,37.9%,46.1%,53.9%,18.4%,22.3%,59.3%,28.7%,71.3%
439,1064527734,B. Grasser,Brad Grasser,Grasser,Brad,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,267,861,47.0%,13.4%,33.6%,53.0%,28.1%,71.9%,21.7%,20.2%,58.1%,32.6%,67.4%
440,1162029824,J. Snipes,James Snipes,Snipes,James,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,15,216,461,47.0%,12.0%,21.7%,66.3%,22.9%,77.1%,19.3%,30.1%,50.6%,32.5%,67.5%
441,1084443136,C. Katskee,Cooper Katskee,Katskee,Cooper,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,16,343,1294,47.0%,32.5%,27.6%,39.8%,46.1%,53.9%,21.2%,21.5%,57.3%,30.4%,69.6%
442,1187058176,D. Stewart,Dylan Stewart,Stewart,Dylan,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,14,256,994,47.0%,37.0%,24.7%,38.3%,49.4%,50.6%,24.8%,24.2%,51.1%,36.2%,63.8%
443,1075848055,L. Sheffield,Lincoln Sheffield,Sheffield,Lincoln,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,16,333,1161,47.0%,19.9%,25.6%,54.5%,31.4%,68.6%,23.8%,26.1%,50.1%,35.9%,64.1%
444,1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,16,352,1267,46.9%,22.7%,29.6%,47.7%,37.3%,62.7%,25.7%,23.9%,50.4%,36.6%,63.4%
445,1342166619,A. Castro,Alessandro Castro,Castro,Alessandro,P,University of Nevada,NEV,4784,Nevada,BBC,L,L,15,324,1216,46.9%,26.3%,31.3%,42.5%,41.1%,58.9%,19.9%,26.4%,53.8%,33.0%,67.0%
446,1227043072,D. West,Dakoda West,West,Dakoda,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,14,278,1028,46.9%,22.3%,30.8%,46.9%,36.3%,63.7%,20.0%,20.3%,59.6%,29.8%,70.2%
447,1100149248,P. Schmitz,Paul Schmitz,Schmitz,Paul,P,University of Houston,HOU,3030,Houston,BBC,R,R,14,275,1108,46.8%,32.4%,27.3%,40.4%,46.0%,54.0%,25.4%,24.5%,50.0%,37.5%,62.5%
448,1421915542,C. Torres,Chris Torres,Torres,Chris,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,L,17,369,1320,46.8%,24.4%,31.0%,44.6%,39.7%,60.3%,20.5%,24.3%,55.2%,32.2%,67.8%
449,1320362240,J. Kim,Justin Kim,Kim,Justin,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,19,228,865,46.8%,31.9%,27.9%,40.1%,45.0%,55.0%,28.9%,24.3%,46.8%,41.3%,58.7%
450,1250615738,J. Leary,Jack Leary,Leary,Jack,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,22,343,1221,46.8%,29.4%,31.0%,39.6%,44.6%,55.4%,25.3%,25.9%,48.9%,36.9%,63.1%
451,1201847438,K. Hawks,Kamden Hawks,Hawks,Kamden,P,Morehead State University,MORE,730158080,Morehead State,BBC,L,L,14,291,1108,46.8%,43.5%,25.2%,31.3%,56.9%,43.1%,30.0%,27.3%,42.7%,42.7%,57.3%
452,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,18,316,1193,46.8%,29.9%,29.5%,40.6%,43.2%,56.8%,30.5%,26.3%,43.1%,43.4%,56.6%
453,1742320429,M. Vaisvila,Max Vaisvila,Vaisvila,Max,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,16,304,1103,46.7%,21.0%,32.2%,46.8%,35.7%,64.3%,25.4%,23.2%,51.4%,35.8%,64.2%
454,1993201465,M. Banks,Max Banks,Banks,Max,P,University of Washington,WASH,3110,Washington,BBC,R,R,13,311,1219,46.7%,33.4%,27.7%,38.9%,47.1%,52.9%,27.2%,25.9%,47.0%,39.7%,60.3%
455,1093169920,H. Andrews,Heath Andrews,Andrews,Heath,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,14,294,1075,46.7%,20.9%,29.1%,50.0%,35.4%,64.6%,23.7%,22.3%,53.9%,34.8%,65.2%
456,1713704850,T. Patterson,Tripp Patterson,Patterson,Tripp,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,15,373,1356,46.7%,33.7%,28.1%,38.2%,46.7%,53.3%,22.4%,17.7%,59.9%,30.3%,69.7%
457,1279233792,T. Florio,Trace Florio,Florio,Trace,P,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,13,295,1039,46.7%,16.7%,24.5%,58.8%,28.8%,71.2%,29.4%,25.9%,44.7%,41.0%,59.0%
458,1246857984,B. Jacobs,Ben Jacobs,Jacobs,Ben,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,16,368,1577,46.6%,32.6%,22.8%,44.6%,44.7%,55.3%,28.0%,26.1%,45.9%,41.2%,58.8%
459,1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,15,326,1182,46.6%,30.3%,29.2%,40.4%,43.4%,56.6%,20.5%,23.9%,55.7%,32.1%,67.9%
460,1290248192,J. Knapp,Jake Knapp,Knapp,Jake,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,397,1587,46.6%,29.8%,31.4%,38.8%,45.5%,54.5%,19.6%,22.6%,57.8%,30.0%,70.0%
461,1191770880,T. Ellisen,Thomas Ellisen,Ellisen,Thomas,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,16,328,1169,46.6%,30.8%,30.9%,38.2%,46.1%,53.9%,23.3%,22.1%,54.6%,34.7%,65.3%
462,1227047936,T. Kent,Tommy Kent,Kent,Tommy,P,Monmouth University,MONM,4164,Monmouth,BBC,L,L,14,294,1044,46.6%,28.1%,25.4%,46.5%,40.7%,59.3%,34.6%,23.0%,42.5%,44.4%,55.6%
463,1663471732,A. Valentin,Alex Valentin,Valentin,Alex,P,Texas State University,TXST,5420,Texas State,BBC,L,L,16,318,1178,46.6%,40.9%,27.6%,31.5%,54.1%,45.9%,31.2%,24.5%,44.3%,42.6%,57.4%
464,1085390592,D. Brown,Dylan Brown,Brown,Dylan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,L,15,358,1373,46.6%,33.5%,23.2%,43.4%,44.4%,55.6%,26.7%,27.1%,46.2%,39.3%,60.7%
465,1239205376,M. Van Alstine,Marcus Van Alstine,Van Alstine,Marcus,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,22,270,997,46.6%,27.0%,27.8%,45.2%,40.7%,59.3%,24.0%,22.4%,53.6%,34.3%,65.7%
466,1052929589,G. Workman,Garrett Workman,Workman,Garrett,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,15,367,924,46.6%,32.1%,31.7%,36.2%,49.1%,50.9%,19.3%,23.6%,57.1%,28.8%,71.2%
467,1216329728,N. Robb,Nicholas Robb,Robb,Nicholas,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,367,1226,46.6%,17.8%,32.2%,50.0%,32.0%,68.0%,18.2%,22.7%,59.1%,28.9%,71.1%
468,1265428992,T. Chadwick,Tyrelle Chadwick,Chadwick,Tyrelle,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,14,338,1207,46.5%,18.7%,31.5%,49.9%,32.2%,67.8%,29.1%,21.8%,49.1%,40.3%,59.7%
469,1243275008,R. Kelly,Riley Kelly,Kelly,Riley,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,17,294,1215,46.5%,34.9%,26.0%,39.1%,48.7%,51.3%,24.9%,25.0%,50.1%,36.7%,63.3%
470,1945290525,J. Hibbard,Jack Hibbard,Hibbard,Jack,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,12,240,827,46.5%,15.9%,24.2%,59.9%,27.0%,73.0%,24.5%,26.7%,48.7%,36.6%,63.4%
471,1207755520,J. Gehring,Jacob Gehring,Gehring,Jacob,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,12,291,1089,46.5%,17.7%,23.6%,58.8%,27.6%,72.4%,24.5%,22.7%,52.8%,36.1%,63.9%
472,1378876660,R. King,Ryan King,King,Ryan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,323,1224,46.5%,46.9%,28.4%,24.8%,61.3%,38.7%,21.8%,27.5%,50.7%,34.8%,65.2%
473,1311169536,M. Patel,Mason Patel,Patel,Mason,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,23,283,957,46.5%,23.7%,26.5%,49.8%,35.1%,64.9%,28.0%,27.0%,45.0%,39.7%,60.3%
474,1660995022,N. Schutte,Nic Schutte,Schutte,Nic,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,435,1671,46.5%,21.9%,34.7%,43.4%,38.3%,61.7%,30.0%,20.4%,49.5%,39.4%,60.6%
475,1179093504,D. Purser,Daxton Purser,Purser,Daxton,P,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,17,334,1283,46.5%,33.1%,25.0%,41.9%,46.9%,53.1%,19.3%,28.6%,52.1%,32.9%,67.1%
476,1313524992,E. Marmie,Ethan Marmie,Marmie,Ethan,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,319,1098,46.5%,31.3%,25.5%,43.2%,42.3%,57.7%,31.3%,25.8%,42.8%,44.7%,55.3%
477,1125104128,G. Garcia Jr.,Guillermo Garcia Jr.,Garcia Jr.,Guillermo,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,13,333,1281,46.5%,25.9%,25.9%,48.3%,36.6%,63.4%,23.6%,24.7%,51.7%,35.3%,64.7%
478,1085418496,K. Remington,Kyle Remington,Remington,Kyle,P,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,15,297,1024,46.5%,26.3%,28.4%,45.3%,39.5%,60.5%,25.0%,26.2%,48.8%,36.8%,63.2%
479,1038792681,M. Brassfield,Mason Brassfield,Brassfield,Mason,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,18,266,1001,46.4%,25.7%,28.2%,46.0%,38.5%,61.5%,29.3%,24.4%,46.2%,40.2%,59.8%
480,1162521088,L. Runde,Logan Runde,Runde,Logan,P,Florida International University,FIU,4468,Florida International,BBC,R,R,21,274,999,46.4%,24.1%,29.4%,46.6%,36.9%,63.1%,29.8%,21.2%,48.9%,39.0%,61.0%
481,1446535769,E. Pena,Esaid Pena,Pena,Esaid,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,16,326,1176,46.4%,30.7%,26.1%,43.1%,42.9%,57.1%,23.6%,21.4%,55.1%,33.2%,66.8%
482,1310893568,C. Plummer,Caden Plummer,Plummer,Caden,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,14,277,1007,46.4%,17.4%,28.6%,54.1%,29.7%,70.3%,26.6%,25.6%,47.8%,38.4%,61.6%
483,1303094016,D. Stanley,Drew Stanley,Stanley,Drew,P,Radford University,RAD,730267392,Radford,BBC,R,R,21,305,1039,46.4%,24.8%,30.3%,44.9%,38.6%,61.4%,25.6%,25.5%,48.9%,38.3%,61.7%
484,1306812928,B. Blevins,Bryce Blevins,Blevins,Bryce,P,Marshall University,MRSH,730333696,Marshall,BBC,R,L,16,416,1425,46.4%,26.6%,30.5%,43.0%,41.5%,58.5%,27.0%,24.7%,48.3%,38.4%,61.6%
485,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,393,1535,46.4%,33.0%,27.8%,39.2%,47.2%,52.8%,23.5%,23.2%,53.4%,34.9%,65.1%
486,1203293440,B. Wilson,Bradley Wilson,Wilson,Bradley,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,24,297,1076,46.4%,16.4%,25.9%,57.7%,28.1%,71.9%,23.7%,26.8%,49.6%,36.3%,63.7%
487,1300599553,J. Feld,Justin Feld,Feld,Justin,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,14,252,953,46.4%,48.8%,26.9%,24.3%,63.6%,36.4%,26.6%,26.0%,47.4%,39.5%,60.5%
488,1202396160,M. Gosztola,Miles Gosztola,Gosztola,Miles,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,L,16,368,1360,46.4%,28.4%,32.1%,39.5%,44.4%,55.6%,23.3%,23.6%,53.1%,34.6%,65.4%
489,1311044608,M. Riggins,Miller Riggins,Riggins,Miller,P,Samford University,SAM,730386432,Samford,BBC,L,L,15,354,1326,46.4%,41.4%,29.5%,29.1%,57.2%,42.8%,25.4%,22.8%,51.7%,36.3%,63.7%
490,1123952128,G. Morris,Gavin Morris,Morris,Gavin,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,23,244,831,46.4%,32.5%,26.5%,41.0%,45.8%,54.2%,18.4%,20.9%,60.7%,28.2%,71.8%
