Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,G,GS,W,L,QS,SV,IP,H,ER,R,ER/G,R/G,BB,K,HR,ERA,FIP,WHIP,K/9,BB/9,K/BB,HR/9,IP/G
26,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,1350,16,16,7,3,3,0,78.0,70,47,48,2.94,3.00,39,90,11,5.42,4.59,1.40,10.38,4.50,2.31,1.27,5.0
26,1296842752,G. Naess,Griffin Naess,Naess,Griffin,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,1485,16,16,7,3,9,0,95.0,85,36,36,2.25,2.25,30,62,6,3.41,4.02,1.21,5.87,2.84,2.07,0.57,6.0
26,1196854016,A. Knaak,Aidan Knaak,Knaak,Aidan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,1492,16,16,9,1,6,0,90.1,71,42,46,2.63,2.88,29,110,9,4.18,3.37,1.11,10.96,2.89,3.79,0.90,5.2
26,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,1197,16,16,7,3,2,0,67.2,60,37,40,2.31,2.50,38,73,7,4.92,4.80,1.45,9.71,5.05,1.92,0.93,4.1
26,1306812928,B. Blevins,Bryce Blevins,Blevins,Bryce,P,Marshall University,MRSH,730333696,Marshall,BBC,R,L,1425,16,16,6,6,4,0,92.1,108,63,71,3.94,4.44,26,49,16,6.14,5.60,1.45,4.78,2.53,1.88,1.56,5.2
26,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,1339,16,16,9,3,3,0,81.2,71,32,33,2.00,2.06,31,90,5,3.53,3.20,1.25,9.92,3.42,2.90,0.55,5.0
26,1238172160,N. Rodriguez,Noah Rodriguez,Rodriguez,Noah,P,Siena College,SIE,730382592,Siena,BBC,L,R,1269,16,16,3,8,3,0,81.1,105,65,77,4.06,4.81,24,59,15,7.19,5.38,1.59,6.53,2.66,2.46,1.66,5.0
26,1207928320,J. DeCaro,Jason DeCaro,DeCaro,Jason,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,1379,16,16,9,3,5,0,83.1,79,35,37,2.19,2.31,26,70,7,3.78,3.78,1.26,7.56,2.81,2.69,0.76,5.1
26,1314894592,C. Fink,Carter Fink,Fink,Carter,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,1243,16,16,6,5,4,0,72.1,88,36,53,2.25,3.31,19,60,7,4.48,4.02,1.48,7.47,2.36,3.16,0.87,4.2
26,1190568448,T. McKee,Tate McKee,McKee,Tate,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,1418,16,16,8,3,4,0,80.0,82,43,52,2.69,3.25,38,83,11,4.84,4.54,1.50,9.34,4.28,2.18,1.24,5.0
26,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,1377,17,16,7,4,6,0,89.2,76,28,35,1.65,2.06,26,86,3,2.81,2.80,1.14,8.63,2.61,3.31,0.30,5.1
26,1276142592,B. Alekson,Ben Alekson,Alekson,Ben,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,1390,16,16,9,2,11,0,94.1,81,35,40,2.19,2.50,25,84,4,3.34,3.06,1.12,8.01,2.39,3.36,0.38,6.0
26,1099900160,A. Cabral,Aiven Cabral,Cabral,Aiven,P,Northeastern University,NE,343,Northeastern,BBC,R,R,1252,16,16,10,3,10,0,89.1,78,29,30,1.81,1.88,14,74,3,2.92,2.66,1.03,7.46,1.41,5.29,0.30,5.2
26,1238315520,D. Macchiarola,Danny Macchiarola,Macchiarola,Danny,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,1474,16,16,9,5,9,0,93.2,81,34,38,2.13,2.38,28,92,3,3.27,2.75,1.16,8.84,2.69,3.29,0.29,6.0
26,1246582016,D. Voegele,Dominic Voegele,Voegele,Dominic,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,1583,16,16,7,5,6,0,96.1,93,61,62,3.81,3.88,36,89,15,5.70,4.82,1.34,8.31,3.36,2.47,1.40,6.0
26,1307056128,J. Wywoda,Jaden Wywoda,Wywoda,Jaden,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,1367,16,16,9,3,4,0,84.1,76,34,46,2.13,2.88,28,79,6,3.63,3.69,1.23,8.43,2.99,2.82,0.64,5.1
26,1162060288,T. Hansen,Trevor Hansen,Hansen,Trevor,P,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,1545,16,16,9,3,9,0,95.1,87,35,39,2.19,2.44,31,95,8,3.30,3.47,1.24,8.97,2.93,3.06,0.76,6.0
26,1184457216,S. Dutton,Samuel Dutton,Dutton,Samuel,P,Auburn University,AUB,5466,Auburn,BBC,L,R,1373,16,16,7,3,6,0,85.2,86,41,43,2.56,2.69,19,95,10,4.31,3.35,1.23,9.98,2.00,5.00,1.05,5.1
26,1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,1352,16,16,5,2,6,0,86.1,73,44,48,2.75,3.00,33,63,13,4.59,5.00,1.23,6.57,3.44,1.91,1.36,5.1
26,1318761728,G. Yawn,Garrett Yawn,Yawn,Garrett,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,1738,16,16,10,2,9,0,105.1,101,48,53,3.00,3.31,33,113,4,4.10,2.84,1.27,9.66,2.82,3.42,0.34,6.2
26,1192787200,J. Caravalho,Joshua Caravalho,Caravalho,Joshua,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,1412,18,16,9,4,6,0,86.0,106,55,66,3.06,3.67,28,64,8,5.76,4.19,1.56,6.70,2.93,2.29,0.84,4.2
26,1176066304,J. Middleton,JB Middleton,Middleton,JB,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,1538,16,16,10,1,11,0,105.1,65,27,28,1.69,1.75,25,122,8,2.31,2.87,0.85,10.42,2.14,4.88,0.68,6.2
26,1267252480,G. Theis,Gavin Theis,Theis,Gavin,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,1447,16,16,9,1,6,0,88.1,89,43,45,2.69,2.81,37,74,7,4.38,4.23,1.43,7.54,3.77,2.00,0.71,5.2
26,1238202112,K. Witherspoon,Kyson Witherspoon,Witherspoon,Kyson,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,1568,16,16,10,4,9,0,95.0,73,28,39,1.75,2.44,23,124,9,2.65,2.84,1.01,11.75,2.18,5.39,0.85,6.0
26,1296196608,M. Harpster,Michael Harpster,Harpster,Michael,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,1146,16,16,7,3,5,0,74.2,69,41,44,2.56,2.75,18,69,10,4.94,4.40,1.17,8.32,2.17,3.83,1.21,4.2
26,1195467264,M. Martinez,Mason Martinez,Martinez,Mason,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,1000,16,16,5,5,3,0,75.1,98,60,67,3.75,4.19,41,62,11,7.17,5.58,1.85,7.41,4.90,1.51,1.31,4.2
26,1310349568,H. Bodendorf,Harrison Bodendorf,Bodendorf,Harrison,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,1520,17,16,10,1,5,0,92.2,69,34,37,2.00,2.18,28,102,10,3.30,3.58,1.05,9.91,2.72,3.64,0.97,5.1
26,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,1413,18,16,9,3,5,0,87.1,84,47,54,2.61,3.00,36,81,9,4.84,4.14,1.37,8.35,3.71,2.25,0.93,5.0
26,1138165504,C. Aoki,Caden Aoki,Aoki,Caden,P,University of Southern California,USC,5047,USC,BBC,R,R,1472,17,16,6,4,8,0,97.0,93,43,53,2.53,3.12,14,90,9,3.99,3.24,1.10,8.35,1.30,6.43,0.84,5.2
26,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,1546,17,16,3,8,3,0,87.1,95,52,59,3.06,3.47,35,97,10,5.36,3.99,1.49,10.00,3.61,2.77,1.03,5.0
26,1115419904,J. Bergman,Jackson Bergman,Bergman,Jackson,P,University of Toledo,TOL,5388,Toledo,BBC,L,R,978,16,16,3,3,3,0,65.1,62,41,44,2.56,2.75,25,31,5,5.65,4.97,1.33,4.27,3.44,1.24,0.69,4.0
26,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,1285,16,16,3,5,2,0,72.0,61,35,38,2.19,2.38,28,99,14,4.38,4.50,1.24,12.38,3.50,3.54,1.75,4.2
26,1294976512,J. Thompson,JD Thompson,Thompson,JD,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,L,1512,16,16,6,5,6,0,90.0,79,40,40,2.50,2.50,30,122,11,4.00,3.32,1.21,12.20,3.00,4.07,1.10,5.2
26,1334270720,N. Johnson,Nolan Johnson,Johnson,Nolan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,1456,16,16,4,6,6,0,87.2,85,44,46,2.75,2.88,23,79,9,4.52,3.63,1.23,8.11,2.36,3.43,0.92,5.1
26,1169302528,G. Grinsell,Grayson Grinsell,Grinsell,Grayson,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,1586,16,16,9,3,8,0,98.2,72,33,37,2.06,2.31,28,101,9,3.01,3.38,1.01,9.21,2.55,3.61,0.82,6.1
26,1214276096,T. Levesque,Trystan Levesque,Levesque,Trystan,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,L,1485,16,16,8,2,8,0,95.1,92,37,40,2.31,2.50,23,95,7,3.49,3.05,1.21,8.97,2.17,4.13,0.66,6.0
26,1660995022,N. Schutte,Nic Schutte,Schutte,Nic,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,1671,18,16,8,5,7,0,96.0,83,55,61,3.06,3.39,55,97,10,5.16,4.76,1.44,9.09,5.16,1.76,0.94,5.1
26,1204042240,H. Elliott,Hunter Elliott,Elliott,Hunter,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,1474,17,16,10,3,4,0,85.2,59,28,31,1.65,1.82,40,102,4,2.94,3.33,1.16,10.72,4.20,2.55,0.42,5.0
26,1446535769,E. Pena,Esaid Pena,Pena,Esaid,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,1176,16,16,3,3,2,0,71.1,74,38,43,2.38,2.69,30,60,5,4.79,4.05,1.46,7.57,3.79,2.00,0.63,4.1
26,1263117312,C. Kirk,Corbin Kirk,Kirk,Corbin,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,1421,16,16,5,4,5,0,78.1,96,50,54,3.13,3.38,32,69,6,5.74,4.14,1.63,7.93,3.68,2.16,0.69,5.0
26,1421915542,C. Torres,Chris Torres,Torres,Chris,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,L,1320,17,16,8,4,9,0,81.1,95,46,63,2.71,3.71,29,78,13,5.09,4.56,1.52,8.63,3.21,2.69,1.44,4.2
73,1310868737,C. McGarrh,Cade McGarrh,McGarrh,Cade,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,1219,15,15,4,5,2,0,77.0,84,53,54,3.53,3.60,30,70,14,6.19,5.20,1.48,8.18,3.51,2.33,1.64,5.0
73,1087364096,B. Lanman,Brett Lanman,Lanman,Brett,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,1278,15,15,7,2,3,0,72.0,79,50,55,3.33,3.67,34,84,12,6.25,4.76,1.57,10.50,4.25,2.47,1.50,4.2
73,1216329728,N. Robb,Nicholas Robb,Robb,Nicholas,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,1226,15,15,4,6,5,0,79.2,109,49,65,3.27,4.33,20,32,6,5.54,4.37,1.62,3.62,2.26,1.60,0.68,5.1
73,1279533312,C. Dygert,Caylon Dygert,Dygert,Caylon,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,1362,15,15,7,4,10,0,84.2,96,38,46,2.53,3.07,15,61,6,4.04,3.33,1.31,6.48,1.59,4.07,0.64,5.2
73,1312932352,C. New,Cody New,New,Cody,P,California Baptist University,CBU,5091,California Baptist,BBC,L,L,1421,16,15,6,3,6,1,80.0,65,31,36,1.94,2.25,31,98,6,3.49,3.28,1.20,11.03,3.49,3.16,0.68,5.0
73,1297342720,R. Prager,Ryan Prager,Prager,Ryan,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,1339,15,15,4,4,4,0,83.1,84,39,45,2.60,3.00,21,73,16,4.21,4.86,1.26,7.88,2.27,3.48,1.73,5.2
73,1181533440,J. Lamkin,Justin Lamkin,Lamkin,Justin,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,L,1346,15,15,5,7,7,0,84.1,74,32,37,2.13,2.47,19,98,10,3.42,3.39,1.10,10.46,2.03,5.16,1.07,5.2
73,1202725632,G. Miller,Griffin Miller,Miller,Griffin,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,1408,15,15,7,4,7,0,83.1,68,32,47,2.13,3.13,46,71,1,3.46,4.19,1.37,7.67,4.97,1.54,0.11,5.2
73,1311020288,J. Volchko,Joey Volchko,Volchko,Joey,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,1235,15,15,3,4,2,0,70.1,79,47,54,3.13,3.60,34,56,4,6.01,3.95,1.61,7.17,4.35,1.65,0.51,4.2
73,1152936192,I. Lyon,Isaac Lyon,Lyon,Isaac,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,1425,15,15,3,4,6,0,86.0,101,40,46,2.67,3.07,23,88,4,4.19,3.13,1.44,9.21,2.41,3.83,0.42,5.2
73,1311044608,M. Riggins,Miller Riggins,Riggins,Miller,P,Samford University,SAM,730386432,Samford,BBC,L,L,1326,15,15,5,2,6,0,79.1,63,38,43,2.53,2.87,31,85,13,4.31,5.17,1.18,9.64,3.52,2.74,1.47,5.1
73,1099891456,J. Renaud,Jack Renaud,Renaud,Jack,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,611,25,15,0,8,0,0,36.2,49,38,39,1.52,1.56,13,28,9,9.33,6.15,1.69,6.87,3.19,2.15,2.21,1.1
73,1334328832,J. Hartlaub,Jacob Hartlaub,Hartlaub,Jacob,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,1347,15,15,6,2,5,0,81.1,88,46,48,3.07,3.20,29,69,9,5.09,4.14,1.44,7.64,3.21,2.38,1.00,5.1
73,1227026689,E. Calder,Ethan Calder,Calder,Ethan,P,Baylor University,BAY,3033,Baylor,BBC,L,L,1178,15,15,3,6,3,0,73.0,75,42,45,2.80,3.00,18,64,9,5.18,3.89,1.27,7.89,2.22,3.56,1.11,5.0
73,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,1370,15,15,8,2,7,0,84.2,63,28,30,1.87,2.00,27,119,7,2.98,2.93,1.06,12.65,2.87,4.41,0.74,5.2
73,1258115584,A. Colarusso,A.J. Colarusso,Colarusso,A.J.,P,Boston College,BC,227,Boston College,BBC,L,L,1247,19,15,1,6,4,1,73.2,79,40,43,2.11,2.26,31,58,7,4.89,4.30,1.49,7.09,3.79,1.87,0.86,4.0
73,1204946432,P. Forbes,Patrick Forbes,Forbes,Patrick,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,1376,15,15,4,2,2,0,71.1,59,35,42,2.33,2.80,34,117,7,4.42,3.07,1.30,14.76,4.29,3.44,0.88,4.2
73,1317943808,R. Ramos,Rigo Ramos,Ramos,Rigo,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,L,1108,15,15,3,5,1,0,62.2,65,40,43,2.67,2.87,35,65,10,5.74,5.28,1.60,9.34,5.03,1.86,1.44,4.1
73,1238201856,M. Witherspoon,Malachi Witherspoon,Witherspoon,Malachi,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,1331,15,15,4,8,4,0,74.1,78,42,55,2.80,3.67,32,91,13,5.09,4.98,1.48,11.02,3.87,2.84,1.57,5.0
73,1288825344,N. Taylor,Nathan Taylor,Taylor,Nathan,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,1395,15,15,7,2,7,0,87.0,83,38,47,2.53,3.13,36,91,11,3.93,4.01,1.37,9.41,3.72,2.53,1.14,5.2
73,1330098688,M. Negrete,Mikiah Negrete,Negrete,Mikiah,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,L,1330,15,15,5,3,4,0,80.2,94,50,57,3.33,3.80,33,80,10,5.58,4.07,1.57,8.93,3.68,2.42,1.12,5.1
73,1263499264,B. Green,Bryan Green,Green,Bryan,P,UC Davis,UCD,730153984,UC Davis,BBC,L,L,1311,15,15,3,5,8,0,81.1,82,23,27,1.53,1.80,23,69,8,2.55,3.68,1.29,7.64,2.55,3.00,0.89,5.1
73,1283339776,E. Gibbons,Evan Gibbons,Gibbons,Evan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,1338,15,15,10,2,7,0,88.0,91,41,43,2.73,2.87,23,63,11,4.19,4.50,1.30,6.44,2.35,2.74,1.13,6.0
73,1279297536,J. Brink,Jake Brink,Brink,Jake,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,1410,16,15,6,6,7,0,93.0,87,37,44,2.31,2.75,32,82,4,3.58,3.30,1.28,7.94,3.10,2.56,0.39,5.2
73,1190323968,B. Blair,Ben Blair,Blair,Ben,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,1418,15,15,6,4,6,0,83.1,76,34,38,2.27,2.53,30,94,7,3.67,3.31,1.27,10.15,3.24,3.13,0.76,5.2
73,1297496064,I. Fix,Isaac Fix,Fix,Isaac,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,1275,16,15,7,5,1,0,69.2,79,54,62,3.38,3.88,45,61,10,6.98,5.70,1.78,7.88,5.81,1.36,1.29,4.1
73,1136957440,W. Perkins,Wilson Perkins,Perkins,Wilson,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,1370,15,15,6,5,5,0,83.0,101,64,71,4.27,4.73,30,74,11,6.94,4.64,1.58,8.02,3.25,2.47,1.19,5.2
73,1241946112,J. Urena,Jeremy Urena,Urena,Jeremy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,1183,15,15,6,2,5,0,80.2,90,51,62,3.40,4.13,21,48,15,5.69,5.60,1.38,5.36,2.34,2.29,1.67,5.1
73,1217850368,W. Jones,Will Jones,Jones,Will,P,Northeastern University,NE,343,Northeastern,BBC,L,L,1142,15,15,11,1,5,0,72.0,55,21,26,1.40,1.73,19,75,3,2.63,2.80,1.03,9.38,2.38,3.95,0.38,4.2
73,1081801472,J. Trombley,Joseph Trombley,Trombley,Joseph,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,1356,15,15,5,7,8,0,84.2,97,46,60,3.07,4.00,34,52,7,4.89,4.41,1.55,5.53,3.61,1.53,0.74,5.2
73,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,1292,15,15,5,4,6,0,72.1,58,42,50,2.80,3.33,53,76,7,5.23,5.03,1.53,9.46,6.59,1.43,0.87,4.2
73,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,1388,15,15,6,4,5,0,78.2,71,37,41,2.47,2.73,38,85,7,4.23,3.85,1.39,9.72,4.35,2.24,0.80,5.1
73,1143044608,J. Burcham,Jake Burcham,Burcham,Jake,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,1111,15,15,3,6,0,0,66.1,91,43,56,2.87,3.73,19,47,7,5.83,4.72,1.66,6.38,2.58,2.47,0.95,4.1
73,1100716032,C. Marshburn,Connor Marshburn,Marshburn,Connor,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,1160,15,15,4,3,7,0,74.1,53,29,33,1.93,2.20,37,68,3,3.51,3.81,1.21,8.23,4.48,1.84,0.36,5.0
73,1279708672,A. Boster,Aaron Boster,Boster,Aaron,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,1158,15,15,4,2,1,0,65.0,61,40,50,2.67,3.33,47,60,7,5.54,5.36,1.66,8.31,6.51,1.28,0.97,4.1
73,1100466176,J. Mitrovich,Justin Mitrovich,Mitrovich,Justin,P,Elon University,ELON,730252544,Elon,BBC,R,R,1386,15,15,6,4,7,0,89.1,73,42,45,2.80,3.00,35,81,5,4.23,3.54,1.21,8.16,3.53,2.31,0.50,6.0
73,1198297344,T. Perry,Tanner Perry,Perry,Tanner,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,1239,16,15,4,6,4,0,71.1,83,50,55,3.13,3.44,28,76,11,6.31,4.52,1.56,9.59,3.53,2.71,1.39,4.1
73,1239155712,D. Schueler,Dillon Schueler,Schueler,Dillon,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,1446,15,15,6,7,4,0,83.0,89,52,62,3.47,4.13,33,62,7,5.64,4.26,1.47,6.72,3.58,1.88,0.76,5.2
73,1142994176,L. Peterson,Liam Peterson,Peterson,Liam,P,University of Florida,FLA,730168320,Florida,BBC,R,R,1262,16,15,8,4,4,0,69.1,67,33,38,2.06,2.38,32,96,9,4.28,3.61,1.43,12.46,4.15,3.00,1.17,4.1
73,1100603904,T. Beard,Trey Beard,Beard,Trey,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,L,1429,16,15,7,1,8,1,86.0,61,30,33,1.88,2.06,32,118,5,3.14,2.41,1.08,12.35,3.35,3.69,0.52,5.1
73,1199765504,C. Christenson,Charlie Christenson,Christenson,Charlie,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,1373,16,15,4,5,5,0,80.0,101,52,60,3.25,3.75,33,74,10,5.85,4.42,1.68,8.32,3.71,2.24,1.13,5.0
73,1270721280,P. Fosher,Peyton Fosher,Fosher,Peyton,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,1290,15,15,6,4,4,0,76.2,88,49,51,3.27,3.40,21,77,11,5.75,4.09,1.42,9.04,2.47,3.67,1.29,5.0
73,1257443072,B. Renfrow,Brett Renfrow,Renfrow,Brett,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,1265,15,15,3,7,5,0,74.0,78,32,37,2.13,2.47,34,84,7,3.89,3.64,1.51,10.22,4.14,2.47,0.85,5.0
73,1255332608,G. Ahern,Garrett Ahern,Ahern,Garrett,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,1340,15,15,6,5,6,0,76.1,99,57,62,3.80,4.13,27,83,12,6.72,4.58,1.65,9.79,3.18,3.07,1.41,5.0
73,1310134016,N. Luckett,Nick Luckett,Luckett,Nick,P,Southern University,SOU,4767,Southern,BBC,R,R,1340,15,15,10,4,6,0,92.2,109,53,63,3.53,4.20,32,51,8,5.15,4.69,1.52,4.95,3.11,1.59,0.78,6.1
73,1162233600,C. Obermueller,Cade Obermueller,Obermueller,Cade,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,1432,15,15,5,3,6,0,83.1,62,28,36,1.87,2.40,32,117,5,3.02,2.88,1.13,12.64,3.46,3.66,0.54,5.2
73,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,1284,15,15,7,2,6,0,80.1,67,39,39,2.60,2.60,33,82,10,4.37,4.55,1.24,9.19,3.70,2.48,1.12,5.1
73,1162566912,E. Gonzales,Erick Gonzales,Gonzales,Erick,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,1317,18,15,8,3,7,1,84.1,76,49,51,2.72,2.83,49,100,9,5.23,4.72,1.48,10.67,5.23,2.04,0.96,4.2
73,1210146816,J. Brockett,Jackson Brockett,Brockett,Jackson,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,1057,16,15,4,4,2,0,64.0,73,26,33,1.63,2.06,23,45,8,3.66,4.71,1.50,6.33,3.23,1.96,1.13,4.0
73,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,1193,18,15,1,5,2,0,66.1,62,44,49,2.44,2.72,40,75,7,5.97,4.55,1.54,10.18,5.43,1.88,0.95,3.2
73,1318951936,B. Cleaver,Ben Cleaver,Cleaver,Ben,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,1361,15,15,6,3,7,0,83.0,54,31,35,2.07,2.33,30,92,5,3.36,3.19,1.01,9.98,3.25,3.07,0.54,5.2
73,1142482688,K. Grundy,Kade Grundy,Grundy,Kade,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,1182,15,15,7,5,6,0,71.1,85,45,50,3.00,3.33,24,53,7,5.68,4.15,1.53,6.69,3.03,2.21,0.88,4.2
73,1085390592,D. Brown,Dylan Brown,Brown,Dylan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,L,1373,15,15,5,2,6,0,82.0,76,37,40,2.47,2.67,26,102,10,4.06,3.67,1.24,11.20,2.85,3.92,1.10,5.1
73,1202694400,J. Martinez,Jack Martinez,Martinez,Jack,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,1423,15,15,6,4,2,0,77.1,66,47,51,3.13,3.40,33,110,10,5.47,3.68,1.28,12.80,3.84,3.33,1.16,5.0
73,1204035840,L. Delongchamp,Luke Delongchamp,Delongchamp,Luke,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,799,15,15,2,4,0,0,45.1,57,29,38,1.93,2.53,20,40,4,5.76,4.48,1.70,7.94,3.97,2.00,0.79,3.0
73,1097588224,J. Dzierwa,Joseph Dzierwa,Dzierwa,Joseph,P,Michigan State University,MSU,1551,Michigan State,BBC,L,L,1407,15,15,8,3,11,0,91.2,68,24,31,1.60,2.07,22,104,4,2.36,2.36,0.98,10.21,2.16,4.73,0.39,6.0
73,1142967552,J. DeCastro,Justin DeCastro,DeCastro,Justin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,1266,15,15,8,5,10,0,93.2,100,45,48,3.00,3.20,24,61,8,4.32,3.95,1.32,5.86,2.31,2.54,0.77,6.1
73,1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,1097,15,15,3,6,3,0,61.1,69,48,55,3.20,3.67,37,39,9,7.04,6.26,1.73,5.72,5.43,1.05,1.32,4.0
73,1084022272,K. Ligon,Karson Ligon,Ligon,Karson,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,1034,15,15,6,5,1,0,56.2,55,34,39,2.27,2.60,29,73,8,5.40,4.55,1.48,11.59,4.61,2.52,1.27,3.2
73,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,1364,15,15,5,4,4,0,80.0,69,42,47,2.80,3.13,29,114,13,4.72,3.87,1.23,12.82,3.26,3.93,1.46,5.1
73,1093027840,L. Lunceford,Logan Lunceford,Lunceford,Logan,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,1126,17,15,5,5,1,1,60.0,46,35,40,2.06,2.35,28,88,5,5.25,3.33,1.23,13.20,4.20,3.14,0.75,3.2
