Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,1B%,x1B%,2B%,x2B%,3B%,x3B%,HR%,xHR%,XBH%,xXBH%
,1558672351,K. Unruh,Kenton Unruh,Unruh,Kenton,RF,Bradley University,BRAD,730253312,Bradley,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1588199652,J. Young Jr.,Jon Young Jr.,Young Jr.,Jon,2B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1638395641,S. Griggs,Sean Griggs,Griggs,Sean,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1705183910,P. Steele,Peyton Steele,Steele,Peyton,LF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1864986957,D. Anselmo,Dominic Anselmo,Anselmo,Dominic,C,Bradley University,BRAD,730253312,Bradley,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1898473718,J. Smith,Jackson Smith,Smith,Jackson,SS,Bradley University,BRAD,730253312,Bradley,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342169078,A. Hunt,Andrew Hunt,Hunt,Andrew,LF,UAB,UAB,730345984,UAB,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1899797393,L. Beaver,Landon Beaver,Beaver,Landon,1B,UAB,UAB,730345984,UAB,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1072962199,T. Cupp,Ty Cupp,Cupp,Ty,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1088139176,M. Roncalli,Matthew Roncalli,Roncalli,Matthew,C,UAB,UAB,730345984,UAB,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1125900267,Z. Zimmerman,Zachary Zimmerman,Zimmerman,Zachary,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1236214824,B. Collins,Brodie Collins,Collins,Brodie,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1296704569,J. Merrick,Jake Merrick,Merrick,Jake,3B,UAB,UAB,730345984,UAB,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1632945635,J. Head,John Paul Head,Head,John Paul,C,UAB,UAB,730345984,UAB,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1811961011,P. Sullivan,Patrick Sullivan,Sullivan,Patrick,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1969959823,A. Keating,Aaron Keating,Keating,Aaron,CF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1996692545,N. Frizell,Nico Frizell,Frizell,Nico,LF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1492912169,H. Miller,Hunter Miller,Miller,Hunter,LF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1581218190,P. Martin,Parker Martin,Martin,Parker,3B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1362804194,C. Marisca,Charlie Marisca,Marisca,Charlie,C,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1560901091,N. Smallwood,Noah Smallwood,Smallwood,Noah,2B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342166625,B. Briggs,Brody Briggs,Briggs,Brody,C,Arizona State University,ASU,5035,Arizona State,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1539886075,D. Rodriguez,Dominic Rodriguez,Rodriguez,Dominic,RF,University of Arizona,ARIZ,232,Arizona,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1682801910,M. Meurant,Mathis Meurant,Meurant,Mathis,3B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1167332067,A. Klepsch,Addison Klepsch,Klepsch,Addison,RF,Auburn University,AUB,5466,Auburn,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1707616102,B. Giovannetti,Ben Giovannetti,Giovannetti,Ben,3B,Ball State University,BALL,730195456,Ball State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1115778397,B. Foster,Brayden Foster,Foster,Brayden,1B,Youngstown State University,YSU,730284544,Youngstown State,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342169631,N. Miscavage,Nick Miscavage,Miscavage,Nick,2B,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1912014554,P. Riebock,Pearson Riebock,Riebock,Pearson,3B,Baylor University,BAY,3033,Baylor,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1046485320,J. Fernandez,Jose Fernandez,Fernandez,Jose,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1136254858,D. Lee,Darryl Lee,Lee,Darryl,CF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1342168921,B. Davino,Brett Davino,Davino,Brett,2B,Stony Brook University,STON,730249984,Stony Brook,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1605117576,C. Doughty,Chanz Doughty,Doughty,Chanz,RF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1025585446,C. Johnstone,Carter Johnstone,Johnstone,Carter,3B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1737304811,C. Bates,Charlie Bates,Bates,Charlie,CF,Stanford University,STAN,730251264,Stanford,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1770120373,T. Marsh,Tatum Marsh,Marsh,Tatum,LF,Stanford University,STAN,730251264,Stanford,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1990938318,R. Sasaki,Rintaro Sasaki,Sasaki,Rintaro,1B,Stanford University,STAN,730251264,Stanford,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1232595938,N. Miller,Nick Miller,Miller,Nick,SS,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1974703626,I. Gomez,Isaiah Gomez,Gomez,Isaiah,1B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342166862,B. Wirthgen,Brock Wirthgen,Wirthgen,Brock,C,California Baptist University,CBU,5091,California Baptist,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1605735467,T. Spainhoward,Trevor Spainhoward,Spainhoward,Trevor,C,California Baptist University,CBU,5091,California Baptist,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1718887880,F. Rutigliano,Frankie Rutigliano,Rutigliano,Frankie,SS,University of Portland,PORT,730360320,Portland,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1929218712,K. Winters,Kenny Winters,Winters,Kenny,LF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1929835739,N. Miller,Nolan Miller,Miller,Nolan,RF,University of Portland,PORT,730360320,Portland,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1945079118,C. Ross,Conner Ross,Ross,Conner,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1361665055,E. Espinal,Edian Espinal,Espinal,Edian,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1474632051,L. Rice,Lew Rice,Rice,Lew,CF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1033130836,D. Tozzi,Domenico Tozzi,Tozzi,Domenico,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1209759492,T. Smolinski,Ty Smolinski,Smolinski,Ty,2B,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167619,M. Dean,Micah Dean,Dean,Micah,CF,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1209206246,N. April-Gath,Nick April-Gath,April-Gath,Nick,SS,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1254818495,L. Penfield,Landon Penfield,Penfield,Landon,3B,College of Charleston,COFC,730177792,College of Charleston,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1977464581,T. Long,Tyman Long,Long,Tyman,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1250738591,T. Mainolfi,Ty Mainolfi,Mainolfi,Ty,2B,University of Dayton,DAY,730194688,Dayton,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1287073536,A. Zorn,Adin Zorn,Zorn,Adin,LF,University of Dayton,DAY,730194688,Dayton,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167035,B. Stang,Bobby Stang,Stang,Bobby,C,University of Dayton,DAY,730194688,Dayton,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1656989942,R. Lujo,Rylan Lujo,Lujo,Rylan,3B,University of Dayton,DAY,730194688,Dayton,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1912513890,D. Wouters,Dyrenson Wouters,Wouters,Dyrenson,SS,University of Dayton,DAY,730194688,Dayton,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1259199490,G. Daniels,Grady Daniels,Daniels,Grady,1B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1271373127,G. Long,Gavin Long,Long,Gavin,CF,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1169798815,Q. Coats,Quinton Coats,Coats,Quinton,3B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1758085099,J. Ulery,Josh Ulery,Ulery,Josh,2B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1125632993,A. Groeneveld,AJ Groeneveld,Groeneveld,AJ,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1497758025,K. Benson,Kobe Benson,Benson,Kobe,2B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1799287280,M. Siemer,Michael Siemer,Siemer,Michael,LF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1160686737,D. Baez,Danny Baez,Baez,Danny,LF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1393670558,K. Boylston,Kyle Boylston,Boylston,Kyle,LF,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1442810851,V. Libretto,Vince Libretto,Libretto,Vince,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1041575477,C. Williams,Chase Williams,Williams,Chase,LF,Florida State University,FSU,101,Florida State,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1332163632,H. Carns,Hunter Carns,Carns,Hunter,C,Florida State University,FSU,101,Florida State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167295,J. Hankerson Jr.,James Hankerson Jr.,Hankerson Jr.,James,P,Florida State University,FSU,101,Florida State,BBC,S,L,0,0,-,-,-,-,-,-,-,-,-,-
,1656866936,C. McCulley,Carter McCulley,McCulley,Carter,3B,Florida State University,FSU,101,Florida State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1884274785,C. Erdos,Creed Erdos,Erdos,Creed,C,James Madison University,JMU,730340096,James Madison,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1514774576,B. Sullivan,Billy Sullivan,Sullivan,Billy,C,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1520915528,J. Nelson,Jaret Nelson,Nelson,Jaret,1B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1856613299,N. Gagnon,Nathan Gagnon,Gagnon,Nathan,LF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1178730126,J. Pappas,Jacob Pappas,Pappas,Jacob,LF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1879968374,R. Erickson,Ridge Erickson,Erickson,Ridge,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1894228243,O. Faust,Owen Faust,Faust,Owen,SS,Fresno State,FRES,730384384,Fresno State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1267661765,B. Carrothers,Brian Carrothers,Carrothers,Brian,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1278697237,J. Jones,Jaylen Jones,Jones,Jaylen,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1321534915,J. Lyda,Jackson Lyda,Lyda,Jackson,3B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342169508,N. Quarless,Noah Quarless,Quarless,Noah,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1108499846,R. Thomas,Ryan Thomas,Thomas,Ryan,CF,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1734597370,D. Rogers,Drew Rogers,Rogers,Drew,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1749071205,Z. Leite,Zach Leite,Leite,Zach,1B,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1444469082,N. Sergeant,Nolan Sergeant,Sergeant,Nolan,LF,Belmont University,BEL,730190336,Belmont,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1683796212,T. Smith,Tucker Smith,Smith,Tucker,1B,Belmont University,BEL,730190336,Belmont,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1479558655,A. Eason,Arrington Eason,Eason,Arrington,RF,Southern University,SOU,4767,Southern,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1796412889,K. Kinzie,Kedren Kinzie,Kinzie,Kedren,3B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1262557992,J. Gardner,Joel Gardner,Gardner,Joel,P,Marshall University,MRSH,730333696,Marshall,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1586190975,B. Beeson,Britton Beeson,Beeson,Britton,RF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1601928520,J. Golden,Jackson Golden,Golden,Jackson,C,Marshall University,MRSH,730333696,Marshall,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1226342720,J. Clark,Jack Clark,Clark,Jack,CF,High Point University,HP,730321152,High Point,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167488,W. Ewanowski,Wyatt Ewanowski,Ewanowski,Wyatt,1B,High Point University,HP,730321152,High Point,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1159251255,B. Hellum,Brayden Hellum,Hellum,Brayden,RF,University of Minnesota,MINN,4864,Minnesota,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1852042874,B. Bishop,Brandon Bishop,Bishop,Brandon,RF,University of Houston,HOU,3030,Houston,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1062923792,A. Morehouse,Adin Morehouse,Morehouse,Adin,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1666153294,H. Helton,Harrison Helton,Helton,Harrison,3B,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1926856905,A. Slott,Ayden Slott,Slott,Ayden,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1226772887,A. Manent,Alexander Manent,Manent,Alexander,3B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1521971851,E. Starks,Ethan Starks,Starks,Ethan,RF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1999685364,N. Izzo,Nick Izzo,Izzo,Nick,1B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1012549845,T. Kendrick,Thomas Kendrick,Kendrick,Thomas,LF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1245581451,J. Weaver,Jake Weaver,Weaver,Jake,LF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342170808,G. Bane,Gray Bane,Bane,Gray,C,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1432662328,C. Malamazian,Cooper Malamazian,Malamazian,Cooper,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1981841644,L. Mensik,Landon Mensik,Mensik,Landon,2B,Xavier University,XAV,5464,Xavier,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167607,J. Miller,Jacob Miller,Miller,Jacob,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1563240163,G. Kelly,Gavin Kelly,Kelly,Gavin,C,West Virginia University,WVU,5327,West Virginia,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1806020059,J. Valdes,Jorge Valdes,Valdes,Jorge,LF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1809569626,A. Schuck,Aidan Schuck,Schuck,Aidan,RF,Oakland University,OAK,5386,Oakland,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1933164750,C. Miles,Cade Miles,Miles,Cade,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1631602041,S. Moore,Silas Moore,Moore,Silas,LF,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167636,K. Brown,Kaden Brown,Brown,Kaden,1B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167868,S. Esposito,Scott Esposito,Esposito,Scott,C,Marist College,MRST,730374656,Marist,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1156449532,S. Adams,Sage Adams,Adams,Sage,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1330587956,R. Jenkins,Ryan Jenkins,Jenkins,Ryan,LF,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,0,0,-,-,-,-,-,-,-,-,-,-
,1746104144,B. Priester,Blaise Priester,Priester,Blaise,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1148001747,B. Wright,Brooks Wright,Wright,Brooks,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167775,C. Pourciau,Clayton Pourciau,Pourciau,Clayton,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1539441171,K. Bellard,Kasen Bellard,Bellard,Kasen,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1342167786,C. Patterson,Cade Patterson,Patterson,Cade,RF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1666779509,M. Houston,Matt Houston,Houston,Matt,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1874971185,E. Wainwright,Eric Wainwright,Wainwright,Eric,C,University of Maine,ME,730275840,Maine,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1774046423,Z. Williams,Zion Williams,Williams,Zion,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1952447340,J. Cunningan,Josh Cunningan,Cunningan,Josh,C,Seattle University,SEA,4504,Seattle,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1411160305,D. Moats,Dom Moats,Moats,Dom,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1582583534,C. Gibbs,Colin Gibbs,Gibbs,Colin,SS,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1639192570,Z. Black,Zach Black,Black,Zach,2B,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1672254532,P. Corbin,Parker Corbin,Corbin,Parker,2B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
,1720889442,J. Hauk,Jacob Hauk,Hauk,Jacob,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1873599892,A. Driscoll,Aidan Driscoll,Driscoll,Aidan,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,L,0,0,-,-,-,-,-,-,-,-,-,-
,1035363112,S. Fontenot,Seth Fontenot,Fontenot,Seth,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,0,0,-,-,-,-,-,-,-,-,-,-
,1735168977,Z. Henry,Zeb Henry,Henry,Zeb,2B,Wichita State University,WICH,730203904,Wichita State,BBC,S,R,0,0,-,-,-,-,-,-,-,-,-,-
,1001010929,T. Schmidt,Tate Schmidt,Schmidt,Tate,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,0,0,-,-,-,-,-,-,-,-,-,-
