Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,1B%,x1B%,2B%,x2B%,3B%,x3B%,HR%,xHR%,XBH%,xXBH%
537,1151126528,J. Klug,Josh Klug,Klug,Josh,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,4,20,20.0%,14.2%,10.0%,10.0%,0.0%,0.0%,0.0%,0.1%,10.0%,7.5%
538,1278155776,E. Esch,Evan Esch,Esch,Evan,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,1,21,33.3%,25.8%,0.0%,3.2%,0.0%,0.0%,0.0%,0.1%,0.0%,2.3%
539,1311031552,K. Walton,Kam Walton,Walton,Kam,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,15,112,20.5%,14.1%,5.4%,3.3%,0.9%,0.0%,0.0%,0.1%,6.3%,2.5%
540,1352233189,T. Way,Trey Way,Way,Trey,P,Radford University,RAD,730267392,Radford,BBC,R,R,6,29,10.3%,12.3%,0.0%,1.9%,0.0%,0.0%,0.0%,0.1%,0.0%,1.2%
541,1810311700,J. Polledo,Jeffrey Polledo,Polledo,Jeffrey,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,10,49,12.2%,8.1%,2.0%,0.6%,2.0%,0.0%,0.0%,0.1%,4.1%,0.3%
542,1186122050,E. Kvidahl,Erik Kvidahl,Kvidahl,Erik,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,4,17,41.2%,25.9%,5.9%,4.5%,0.0%,0.0%,0.0%,0.1%,5.9%,4.6%
543,1199739392,K. Mork,Keenan Mork,Mork,Keenan,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,8,32,9.4%,10.4%,0.0%,1.3%,0.0%,0.0%,0.0%,0.1%,0.0%,1.1%
544,1402758589,M. Glickman,MarkAnthony Glickman,Glickman,MarkAnthony,P,Siena College,SIE,730382592,Siena,BBC,R,R,15,88,14.8%,10.8%,3.4%,0.8%,1.1%,0.0%,1.1%,0.1%,5.7%,0.6%
545,1342167864,R. Mclaughlin,Ryan Mclaughlin,Mclaughlin,Ryan,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,8,56,23.2%,17.8%,7.1%,3.1%,0.0%,0.0%,0.0%,0.1%,7.1%,2.5%
546,1155146576,A. McAninch,AJ McAninch,McAninch,AJ,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,6,22,9.1%,16.3%,0.0%,3.3%,0.0%,0.0%,0.0%,0.1%,0.0%,2.8%
547,1116079872,M. LaBuda,Marcus LaBuda,LaBuda,Marcus,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,2,5,0.0%,33.9%,20.0%,6.6%,0.0%,0.0%,0.0%,0.1%,20.0%,6.7%
548,1248803072,L. Hamm,Logan Hamm,Hamm,Logan,P,Lamar University,LAM,730162432,Lamar,BBC,L,R,4,18,22.2%,24.2%,5.6%,1.9%,0.0%,0.0%,0.0%,0.1%,5.6%,1.6%
549,1285449984,M. Yarbrough,Mac Yarbrough,Yarbrough,Mac,P,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,15,95,8.4%,14.7%,1.1%,1.4%,0.0%,0.0%,1.1%,0.1%,2.1%,0.7%
550,1085398016,D. Horvath,David Horvath,Horvath,David,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,4,10,0.0%,17.1%,0.0%,3.7%,0.0%,0.0%,0.0%,0.1%,0.0%,3.8%
551,1170528512,L. Strahm,Levi Strahm,Strahm,Levi,P,Yale University,YALE,730334464,Yale,BBC,L,L,4,27,25.9%,23.4%,0.0%,1.9%,0.0%,0.0%,0.0%,0.1%,0.0%,1.5%
552,1105345792,C. McNeely,Colby McNeely,McNeely,Colby,P,Rider University,RID,730174976,Rider,BBC,R,R,15,157,17.2%,20.9%,3.2%,4.6%,0.0%,0.0%,1.9%,0.1%,5.1%,3.4%
553,1264009216,B. Martens,Bryce Martens,Martens,Bryce,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,6,24,20.8%,17.1%,0.0%,2.6%,0.0%,0.0%,0.0%,0.1%,0.0%,1.3%
554,1591278637,N. Robinson,Nick Robinson,Robinson,Nick,P,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,12,102,14.7%,27.0%,5.9%,10.4%,2.0%,0.0%,2.0%,0.1%,9.8%,7.0%
555,1903001256,M. Green,Myles Green,Green,Myles,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,6,28,10.7%,10.0%,7.1%,2.1%,0.0%,0.0%,3.6%,0.1%,10.7%,1.7%
556,1910208192,A. Pearson,Aidan Pearson,Pearson,Aidan,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,22,208,17.8%,20.0%,5.3%,3.6%,1.0%,0.0%,1.4%,0.1%,7.7%,3.0%
557,1238222848,J. Gutierrez,Jesse Gutierrez,Gutierrez,Jesse,P,San Jose State University,SJSU,730206720,San Jose State,BBC,L,L,5,108,9.3%,17.6%,3.7%,2.8%,0.9%,0.0%,3.7%,0.1%,8.3%,2.6%
558,1332970752,K. Hokenson,Kris Hokenson,Hokenson,Kris,RF,University of Minnesota,MINN,4864,Minnesota,BBC,L,L,1,4,50.0%,13.0%,0.0%,2.3%,0.0%,0.0%,0.0%,0.1%,0.0%,1.8%
559,1238049792,G. Exi,Guershon Exi,Exi,Guershon,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,13,100,15.0%,6.2%,4.0%,3.0%,0.0%,0.0%,1.0%,0.1%,5.0%,2.0%
560,1236991232,T. Seay,Taylor Seay,Seay,Taylor,P,Texas State University,TXST,5420,Texas State,BBC,R,R,2,18,16.7%,40.4%,16.7%,10.2%,0.0%,0.0%,5.6%,0.1%,22.2%,9.2%
561,1740134086,K. Morris,Khristopher Morris,Morris,Khristopher,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,3,24,8.3%,3.0%,0.0%,0.2%,0.0%,0.0%,0.0%,0.1%,0.0%,0.2%
562,1176859904,S. Davis,Sean Davis,Davis,Sean,P,Iona College,IONA,730242048,Iona,BBC,L,L,19,128,17.2%,9.9%,4.7%,1.3%,0.8%,0.0%,1.6%,0.1%,7.0%,1.2%
563,1140102400,J. Willitts,Josh Willitts,Willitts,Josh,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,6,24,4.2%,13.9%,8.3%,2.0%,0.0%,0.0%,0.0%,0.1%,8.3%,1.3%
564,1332978944,O. Stewart,Owen Stewart,Stewart,Owen,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,7,42,23.8%,16.4%,2.4%,3.5%,0.0%,0.0%,0.0%,0.1%,2.4%,2.5%
565,1566380419,R. Lawton,Ryan Lawton,Lawton,Ryan,P,Texas State University,TXST,5420,Texas State,BBC,L,L,4,24,12.5%,16.2%,0.0%,2.2%,0.0%,0.0%,0.0%,0.1%,0.0%,1.5%
566,1102646528,A. Harrington,Aidan Harrington,Harrington,Aidan,P,Boston College,BC,227,Boston College,BBC,R,R,3,9,11.1%,10.5%,0.0%,5.0%,0.0%,0.0%,0.0%,0.1%,0.0%,4.0%
567,1334802404,F. Thompson,Ford Thompson,Thompson,Ford,P,Mercer University,MER,730240512,Mercer,BBC,L,L,3,12,8.3%,10.3%,8.3%,5.4%,0.0%,0.0%,0.0%,0.1%,8.3%,2.3%
568,1205371392,A. Berg,Aric Berg,Berg,Aric,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,3,32,9.4%,13.4%,3.1%,3.4%,0.0%,0.0%,0.0%,0.1%,3.1%,2.9%
569,1131535360,M. Mandino,Maddox Mandino,Mandino,Maddox,TWP,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,6,29,10.3%,13.8%,3.4%,4.1%,0.0%,0.0%,0.0%,0.1%,3.4%,2.8%
570,1311021568,S. Tookoian,Sam Tookoian,Tookoian,Sam,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,5,18,5.6%,8.9%,11.1%,3.0%,0.0%,0.0%,0.0%,0.1%,11.1%,2.2%
571,1618312903,C. Hollabaugh,Coleman Hollabaugh,Hollabaugh,Coleman,P,University of Portland,PORT,730360320,Portland,BBC,L,R,4,29,24.1%,20.9%,13.8%,7.0%,0.0%,0.0%,0.0%,0.1%,13.8%,4.6%
572,1152821504,H. Thompson,Hunter Thompson,Thompson,Hunter,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,2,13,7.7%,11.1%,0.0%,6.6%,7.7%,0.0%,0.0%,0.1%,7.7%,3.1%
573,1197866708,J. Eneix,Jeremiah Eneix,Eneix,Jeremiah,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,L,10,112,12.5%,4.6%,3.6%,0.5%,0.9%,0.0%,0.9%,0.1%,5.4%,0.4%
574,1247952271,T. Wiggins,Tanner Wiggins,Wiggins,Tanner,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,4,12,8.3%,4.2%,0.0%,0.3%,0.0%,0.0%,0.0%,0.1%,0.0%,0.3%
575,1342169425,J. Gomez,Joe Gomez,Gomez,Joe,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,7,46,10.9%,7.7%,0.0%,2.0%,0.0%,0.0%,0.0%,0.1%,0.0%,1.2%
576,1223732992,J. Tullish,Justin Tullish,Tullish,Justin,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,9,100,17.0%,15.7%,5.0%,3.2%,0.0%,0.0%,1.0%,0.1%,6.0%,2.5%
577,1342166567,P. Munday,Parker Munday,Munday,Parker,P,University of Akron,AKR,540536064,Akron,BBC,L,L,7,44,13.6%,13.6%,9.1%,2.1%,0.0%,0.0%,0.0%,0.1%,9.1%,1.5%
578,1142098689,G. McLaughlin,Garrett McLaughlin,McLaughlin,Garrett,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,18,102,18.6%,17.1%,0.0%,2.4%,0.0%,0.0%,0.0%,0.1%,0.0%,1.9%
579,1910276665,C. Nilsen,Christian Nilsen,Nilsen,Christian,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,3,23,30.4%,33.5%,4.3%,4.2%,4.3%,0.0%,0.0%,0.1%,8.7%,3.7%
580,1783007630,H. Kliethermes,Harrison Kliethermes,Kliethermes,Harrison,P,Army West Point,ARMY,4744,Army,BBC,R,R,1,3,66.7%,35.8%,0.0%,7.9%,0.0%,0.0%,0.0%,0.1%,0.0%,5.3%
581,1152939520,P. Graham,Payton Graham,Graham,Payton,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,1,18,5.6%,9.1%,5.6%,4.1%,0.0%,0.0%,0.0%,0.1%,5.6%,3.2%
582,1100339968,V. Gohlke,Vincent Gohlke,Gohlke,Vincent,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,L,6,38,23.7%,20.8%,7.9%,2.3%,0.0%,0.0%,2.6%,0.1%,10.5%,1.6%
583,1124743936,T. Price,Trent Price,Price,Trent,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,11,60,20.0%,23.6%,3.3%,7.1%,0.0%,0.0%,0.0%,0.1%,3.3%,5.0%
584,1535161856,B. Thacker,Bryson Thacker,Thacker,Bryson,P,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,5,18,5.6%,8.3%,0.0%,0.5%,0.0%,0.0%,0.0%,0.1%,0.0%,0.4%
585,1331354368,M. Salina,Michael Salina,Salina,Michael,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,4,74,14.9%,11.4%,4.1%,3.9%,0.0%,0.0%,2.7%,0.1%,6.8%,3.6%
586,1148842887,J. Glenn,Jared Glenn,Glenn,Jared,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,3,19,10.5%,13.7%,5.3%,6.6%,0.0%,0.0%,0.0%,0.1%,5.3%,4.3%
587,1234497280,D. Sliwkowski,Drew Sliwkowski,Sliwkowski,Drew,P,University of Massachusetts,MASS,5451,UMass,BBC,L,L,10,95,14.7%,14.4%,5.3%,2.4%,0.0%,0.0%,0.0%,0.1%,5.3%,1.7%
588,1962975086,J. Rosario,Jonathan Rosario,Rosario,Jonathan,P,Towson University,TOWS,730318336,Towson,BBC,L,L,2,15,13.3%,7.7%,0.0%,2.2%,0.0%,0.0%,0.0%,0.1%,0.0%,1.1%
589,1176435200,J. Robinson,Justin Robinson,Robinson,Justin,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,10,59,16.9%,18.2%,3.4%,4.4%,0.0%,0.0%,1.7%,0.1%,5.1%,3.2%
590,1303531776,M. Levari,Marco Levari,Levari,Marco,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,18,62,16.1%,10.2%,4.8%,1.8%,0.0%,0.0%,0.0%,0.1%,4.8%,1.4%
591,1497910777,B. Arnold,Brandon Arnold,Arnold,Brandon,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,15,170,17.1%,18.6%,4.1%,8.5%,0.0%,0.0%,2.4%,0.1%,6.5%,6.2%
592,1397135699,M. Russell,Mason Russell,Russell,Mason,P,University of Arizona,ARIZ,232,Arizona,BBC,S,L,7,39,28.2%,26.3%,2.6%,5.8%,2.6%,0.0%,0.0%,0.1%,5.1%,5.0%
593,1162475008,E. Selmer,Evan Selmer,Selmer,Evan,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,2,12,8.3%,5.1%,0.0%,1.4%,0.0%,0.0%,0.0%,0.1%,0.0%,0.8%
594,1899248811,M. Kemp,Malik Kemp,Kemp,Malik,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,20,120,17.5%,26.3%,5.8%,8.1%,0.0%,0.0%,2.5%,0.1%,8.3%,6.1%
595,1275414468,A. Basel,Andrew Basel,Basel,Andrew,P,Northeastern University,NE,343,Northeastern,BBC,R,R,5,37,24.3%,11.9%,0.0%,1.7%,0.0%,0.0%,0.0%,0.1%,0.0%,1.5%
596,1553878781,J. Bleeker,Jaron Bleeker,Bleeker,Jaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,8,45,20.0%,14.4%,4.4%,4.1%,2.2%,0.0%,0.0%,0.1%,6.7%,3.4%
597,1993649795,L. Morici,Lucas Morici,Morici,Lucas,P,University of Georgia,UGA,226,Georgia,BBC,R,R,3,19,31.6%,24.0%,5.3%,4.6%,0.0%,0.0%,0.0%,0.1%,5.3%,4.5%
598,1155046128,B. Zeplin,Blane Zeplin,Zeplin,Blane,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,13,85,17.6%,19.0%,3.5%,4.3%,0.0%,0.0%,2.4%,0.1%,5.9%,3.1%
599,1042762461,F. Ong,Felix Ong,Ong,Felix,P,University of Florida,FLA,730168320,Florida,BBC,R,R,3,21,14.3%,8.7%,0.0%,1.8%,0.0%,0.0%,0.0%,0.1%,0.0%,1.1%
600,1703815225,K. Green,Kensen Green,Green,Kensen,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,L,3,58,15.5%,16.1%,10.3%,6.3%,0.0%,0.0%,0.0%,0.1%,10.3%,5.3%
601,1310882304,C. Chaplin,Chace Chaplin,Chaplin,Chace,P,Yale University,YALE,730334464,Yale,BBC,R,R,3,14,14.3%,26.8%,0.0%,4.7%,7.1%,0.0%,0.0%,0.1%,7.1%,4.1%
602,1123475252,W. Wolpert,Wyatt Wolpert,Wolpert,Wyatt,P,Villanova University,VILL,730278400,Villanova,BBC,L,L,4,18,11.1%,10.5%,0.0%,1.9%,0.0%,0.0%,0.0%,0.1%,0.0%,1.0%
603,1330918144,C. Vota,Cade Vota,Vota,Cade,P,Butler University,BUT,730283520,Butler,BBC,L,R,8,51,13.7%,15.3%,3.9%,6.2%,2.0%,0.0%,3.9%,0.1%,9.8%,3.8%
604,1279355392,G. Moczydlowsky,Gavin Moczydlowsky,Moczydlowsky,Gavin,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,3,27,14.8%,17.8%,3.7%,4.9%,0.0%,0.0%,0.0%,0.1%,3.7%,3.5%
605,1100021760,R. DiGiacomo,Roman DiGiacomo,DiGiacomo,Roman,P,Duke University,DUKE,730336256,Duke,BBC,R,R,5,20,5.0%,11.5%,0.0%,1.8%,0.0%,0.0%,0.0%,0.1%,0.0%,1.5%
606,1034254383,E. Johnson,Ethan Johnson,Johnson,Ethan,P,Delaware State University,DSU,730217984,Delaware State,BBC,L,L,16,220,17.7%,19.9%,6.8%,3.6%,0.5%,0.0%,4.1%,0.1%,11.4%,2.8%
607,1163451392,A. DAmbrosio,Alex D'Ambrosio,DAmbrosio,Alex,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,7,58,19.0%,15.6%,0.0%,4.0%,0.0%,0.0%,0.0%,0.1%,0.0%,2.4%
608,1712763233,A. Meyer,Aiden Meyer,Meyer,Aiden,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,4,39,10.3%,8.9%,10.3%,5.2%,0.0%,0.0%,0.0%,0.1%,10.3%,3.4%
609,1195629568,W. Youngman,Will Youngman,Youngman,Will,P,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,15,65,6.2%,15.2%,3.1%,3.8%,1.5%,0.0%,3.1%,0.1%,7.7%,3.0%
610,1613093398,E. Dolansky,Eddie Dolansky,Dolansky,Eddie,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,7,69,15.9%,17.3%,2.9%,2.6%,2.9%,0.0%,1.4%,0.1%,7.2%,2.1%
611,1160135424,M. Rowe,Matt Rowe,Rowe,Matt,P,Siena College,SIE,730382592,Siena,BBC,R,R,5,20,15.0%,10.4%,15.0%,8.8%,0.0%,0.0%,5.0%,0.1%,20.0%,4.9%
612,1084160005,P. Bleck,Parker Bleck,Bleck,Parker,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,11,72,12.5%,21.5%,5.6%,2.2%,1.4%,0.0%,1.4%,0.1%,8.3%,1.8%
613,1192509184,K. Kell,Kevin Kell,Kell,Kevin,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,14,61,13.1%,13.9%,4.9%,3.1%,0.0%,0.0%,1.6%,0.1%,6.6%,2.7%
614,1167279616,B. Parlin,Bryce Parlin,Parlin,Bryce,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,5,47,25.5%,27.0%,6.4%,4.7%,0.0%,0.0%,4.3%,0.1%,10.6%,4.1%
615,1233443328,A. McKay,Alex McKay,McKay,Alex,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,10,55,12.7%,11.5%,3.6%,3.0%,0.0%,0.0%,0.0%,0.1%,3.6%,2.1%
616,1332972288,I. Morton,Isaac Morton,Morton,Isaac,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,3,20,20.0%,9.1%,0.0%,3.6%,0.0%,0.0%,0.0%,0.1%,0.0%,2.6%
617,1152967936,S. Lopez,Sebastian Lopez,Lopez,Sebastian,1B,Seattle University,SEA,4504,Seattle,BBC,R,R,1,7,14.3%,14.2%,14.3%,5.9%,0.0%,0.0%,0.0%,0.1%,14.3%,4.3%
618,1265969604,E. Rodriguez,Edgar Rodriguez,Rodriguez,Edgar,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,20,200,14.0%,13.8%,2.5%,1.4%,1.5%,0.0%,1.0%,0.1%,5.0%,1.0%
619,1306832896,J. Calabretti,Joey Calabretti,Calabretti,Joey,3B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,5,33,15.2%,12.4%,6.1%,5.7%,0.0%,0.0%,0.0%,0.1%,6.1%,4.9%
620,1074505762,W. Eldridge,Will Eldridge,Eldridge,Will,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,5,22,13.6%,11.2%,0.0%,2.9%,0.0%,0.0%,0.0%,0.1%,0.0%,1.9%
621,1563908526,T. Raade,Trevor Raade,Raade,Trevor,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,5,38,7.9%,9.0%,7.9%,3.2%,2.6%,0.0%,2.6%,0.1%,13.2%,2.7%
622,1143001856,B. Lofgren,Brixton Lofgren,Lofgren,Brixton,P,University of Miami,MIA,236,Miami,BBC,R,R,4,13,7.7%,6.5%,0.0%,2.8%,0.0%,0.0%,0.0%,0.1%,0.0%,2.9%
623,1203731413,J. Ryder,John Ryder,Ryder,John,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,3,12,0.0%,11.7%,0.0%,0.8%,0.0%,0.0%,0.0%,0.1%,0.0%,0.6%
624,1638390646,P. Fiene,Peyton Fiene,Fiene,Peyton,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,13,67,17.9%,9.1%,7.5%,2.2%,0.0%,0.0%,6.0%,0.1%,13.4%,1.7%
625,1196003584,K. Jackson,Kenny Jackson,Jackson,Kenny,P,Southern University,SOU,4767,Southern,BBC,R,R,12,178,15.2%,1.6%,7.9%,1.8%,1.7%,0.0%,1.7%,0.1%,11.2%,1.5%
626,1268163584,D. Primeaux,DJ Primeaux,Primeaux,DJ,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,22,66,15.2%,15.9%,0.0%,1.7%,0.0%,0.0%,1.5%,0.1%,1.5%,1.4%
627,1744527771,J. Nolan,Jake Nolan,Nolan,Jake,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,6,27,7.4%,17.0%,0.0%,5.7%,0.0%,0.0%,3.7%,0.1%,3.7%,4.8%
628,1332248064,C. Stucky,Cole Stucky,Stucky,Cole,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,13,85,8.2%,12.7%,2.4%,4.3%,1.2%,0.0%,1.2%,0.1%,4.7%,3.7%
629,1084028928,D. Kampschror,Dean Kampschror,Kampschror,Dean,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,14,26,30.8%,18.3%,3.8%,3.7%,0.0%,0.0%,0.0%,0.1%,3.8%,3.2%
630,1084516352,C. Kelly,Carson Kelly,Kelly,Carson,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,L,26,310,16.8%,10.7%,2.9%,1.5%,0.6%,0.0%,1.6%,0.1%,5.2%,1.3%
631,1085235456,R. Bavon,Robert Bavon,Bavon,Robert,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,11,48,4.2%,3.1%,6.3%,3.1%,0.0%,0.0%,0.0%,0.1%,6.3%,1.9%
632,1342169478,D. Zucker,Dylan Zucker,Zucker,Dylan,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,5,30,10.0%,13.0%,0.0%,1.1%,0.0%,0.0%,0.0%,0.1%,0.0%,0.9%
633,1268529664,J. Cubbler,Jake Cubbler,Cubbler,Jake,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,13,72,11.1%,14.5%,5.6%,4.6%,0.0%,0.0%,0.0%,0.1%,5.6%,3.7%
634,1897978924,H. Lancaster,Hazen Lancaster,Lancaster,Hazen,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,L,3,22,13.6%,14.2%,9.1%,4.5%,0.0%,0.0%,0.0%,0.1%,9.1%,3.2%
635,1573050119,M. Spence,Major Spence,Spence,Major,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,14,154,15.6%,12.6%,7.1%,2.8%,0.6%,0.0%,0.6%,0.1%,8.4%,2.4%
636,1239627776,C. Welch,Carter Welch,Welch,Carter,P,University of Delaware,DEL,730203136,Delaware,BBC,L,L,16,174,16.1%,16.9%,3.4%,3.3%,2.3%,0.0%,0.0%,0.1%,5.7%,3.0%
637,1600029454,B. Newland,Brandon Newland,Newland,Brandon,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,8,30,13.3%,9.1%,3.3%,3.4%,0.0%,0.0%,0.0%,0.1%,3.3%,2.9%
638,1299820800,L. Minshew,Lawson Minshew,Minshew,Lawson,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,3,11,18.2%,11.0%,0.0%,3.5%,0.0%,0.0%,0.0%,0.1%,0.0%,1.3%
639,1306897408,S. Katch,Stephen Katch,Katch,Stephen,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,8,43,7.0%,20.3%,9.3%,3.7%,0.0%,0.0%,0.0%,0.1%,9.3%,2.9%
640,1089711616,M. Myro,Mikey Myro,Myro,Mikey,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,2,19,21.1%,13.4%,5.3%,1.3%,0.0%,0.0%,0.0%,0.1%,5.3%,1.1%
641,1724931741,C. Syversen,Cole Syversen,Syversen,Cole,P,University of New Orleans,UNO,5380,New Orleans,BBC,L,L,14,65,20.0%,15.7%,6.2%,6.3%,0.0%,0.0%,4.6%,0.1%,10.8%,5.3%
642,1093095680,L. Payne,Luke Payne,Payne,Luke,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,5,17,5.9%,7.5%,0.0%,1.1%,0.0%,0.0%,0.0%,0.1%,0.0%,0.9%
643,1139905218,R. Ashford,Ryan Ashford,Ashford,Ryan,P,University of Miami,MIA,236,Miami,BBC,L,L,4,9,44.4%,33.8%,0.0%,3.9%,0.0%,0.0%,0.0%,0.1%,0.0%,4.0%
644,1179135232,N. Peterson,Nic Peterson,Peterson,Nic,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,L,14,78,20.5%,15.7%,2.6%,3.3%,0.0%,0.0%,1.3%,0.1%,3.8%,2.8%
645,1186989056,N. Hios,Nick Hios,Hios,Nick,P,Monmouth University,MONM,4164,Monmouth,BBC,R,L,6,23,4.3%,7.7%,0.0%,2.9%,0.0%,0.0%,0.0%,0.1%,0.0%,2.2%
646,1253818624,T. Packen,Trey Packen,Packen,Trey,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,7,77,16.9%,20.6%,5.2%,9.1%,1.3%,0.0%,1.3%,0.1%,7.8%,7.4%
647,1505358961,N. Tillit,Nolan Tillit,Tillit,Nolan,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,6,22,13.6%,14.0%,0.0%,1.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.8%
648,1182761710,G. Richars,Grant Richars,Richars,Grant,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,4,24,25.0%,21.6%,12.5%,6.0%,8.3%,0.0%,0.0%,0.1%,20.8%,5.1%
649,1164668928,C. Fuer,Cam Fuer,Fuer,Cam,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,2,14,21.4%,12.3%,21.4%,12.1%,0.0%,0.0%,0.0%,0.1%,21.4%,10.5%
650,1884708326,T. Thompson,Taili Thompson,Thompson,Taili,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,S,R,17,135,12.6%,12.3%,7.4%,2.7%,0.0%,0.0%,2.2%,0.1%,9.6%,2.2%
651,1267314568,C. Johnson,Cooper Johnson,Johnson,Cooper,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,4,20,25.0%,7.9%,5.0%,2.7%,0.0%,0.0%,0.0%,0.1%,5.0%,2.1%
652,1196808193,J. Lordi,James Lordi,Lordi,James,P,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,4,16,12.5%,11.2%,6.3%,5.0%,0.0%,0.0%,0.0%,0.1%,6.3%,3.9%
653,1101452544,B. Parks,Brendan Parks,Parks,Brendan,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,L,14,134,9.7%,14.1%,2.2%,1.6%,0.7%,0.0%,1.5%,0.1%,4.5%,1.3%
