Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,SBOpp,SBA,SB,CS,SB%,SB2Opp,SBA2,SB2,CS2,SB2%,SB3Opp,SBA3,SB3,CS3,SB3%,SBAH,SBH,CSH
2787,1336577536,A. Larson,Ashton Larson,Larson,Ashton,LF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,34,18,1,1,0,100.0%,12,1,1,0,100.0%,6,0,0,0,-,0,0,0
2787,1258259200,A. Jaslove,Austen Jaslove,Jaslove,Austen,SS,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,16,20,1,1,0,100.0%,13,1,1,0,100.0%,7,0,0,0,-,0,0,0
2787,1137358080,J. Maroney,Jake Maroney,Maroney,Jake,C,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,46,64,2,1,1,50.0%,42,2,1,1,50.0%,22,0,0,0,-,0,0,0
2787,1162332928,L. Stripling,Landon Stripling,Stripling,Landon,1B,University of Florida,FLA,730168320,Florida,BBC,L,R,43,73,1,1,0,100.0%,44,1,1,0,100.0%,29,0,0,0,-,0,0,0
2787,1162600448,G. Kash,Gavin Kash,Kash,Gavin,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,41,56,2,1,1,50.0%,31,2,1,1,50.0%,25,0,0,0,-,0,0,0
2787,1181531136,G. Boehm,Garet Boehm,Boehm,Garet,3B,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,27,43,1,1,0,100.0%,24,1,1,0,100.0%,19,0,0,0,-,0,0,0
2787,1162030592,C. Kurland,Cade Kurland,Kurland,Cade,2B,University of Florida,FLA,730168320,Florida,BBC,R,R,14,16,1,1,0,100.0%,9,0,0,0,-,7,1,1,0,100.0%,0,0,0
2787,1188045056,B. Brookins,Blake Brookins,Brookins,Blake,OF,University of Florida,FLA,730168320,Florida,BBC,L,R,4,2,1,1,0,100.0%,1,0,0,0,-,1,0,0,0,-,1,1,0
2787,1299997952,W. Tippett,Will Tippett,Tippett,Will,SS,University of South Carolina,SCAR,730348544,South Carolina,BBC,S,R,24,21,1,1,0,100.0%,10,1,1,0,100.0%,11,0,0,0,-,0,0,0
2787,1204889600,J. Jaime,Jonathan Jamie,Jaime,Jonathan,RF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,35,42,1,1,0,100.0%,24,3,3,0,100.0%,18,0,0,0,-,0,0,0
2787,1205071872,J. Williams,Jake Henry Williams,Williams,Jake Henry,LF,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,42,41,1,1,0,100.0%,26,1,1,0,100.0%,15,0,0,0,-,0,0,0
2787,1305030656,J. Sutton,Jonah Sutton,Sutton,Jonah,C,University of Memphis,MEM,730172160,Memphis,BBC,R,R,40,55,2,1,1,50.0%,36,1,1,0,100.0%,19,1,0,1,0.0%,0,0,0
2787,1278204928,D. Pacella,Daniel Pacella,Pacella,Daniel,LF,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,56,126,1,1,0,100.0%,70,0,0,0,-,56,1,1,0,100.0%,0,0,0
2787,1176352256,J. Lehman,Justin Lehman,Lehman,Justin,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,50,92,1,1,0,100.0%,48,1,1,0,100.0%,44,0,0,0,-,0,0,0
2787,1228209408,C. Brown,Colin Brown,Brown,Colin,C,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,20,31,1,1,0,100.0%,14,0,0,0,-,17,1,1,0,100.0%,0,0,0
2787,1235385856,M. Abell,Mark Abell,Abell,Mark,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,34,39,1,1,0,100.0%,22,1,1,0,100.0%,17,0,0,0,-,0,0,0
2787,1257446144,R. Grundy,Ryan Grundy,Grundy,Ryan,3B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,L,23,18,1,1,0,100.0%,11,1,1,0,100.0%,7,0,0,0,-,0,0,0
2787,1093954304,M. Trommer,Michael Trommer,Trommer,Michael,3B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,40,87,1,1,0,100.0%,50,2,2,0,100.0%,37,0,0,0,-,0,0,0
2787,1296545792,B. Karp,Brady Karp,Karp,Brady,SS,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,31,65,1,1,0,100.0%,37,1,1,0,100.0%,28,0,0,0,-,0,0,0
2787,1196796160,G. Miller,Gavin Miller,Miller,Gavin,2B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,32,41,1,1,0,100.0%,23,1,1,0,100.0%,18,0,0,0,-,0,0,0
2787,1132701952,J. Scearce,Julius Scearce,Scearce,Julius,LF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,44,54,2,1,1,50.0%,34,1,0,1,0.0%,20,1,1,0,100.0%,0,0,0
2787,1309534720,E. Underhill,Elijah Underhill,Underhill,Elijah,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,28,7,1,1,0,100.0%,6,1,1,0,100.0%,1,0,0,0,-,0,0,0
2787,1340706048,E. Adrianza,Ehinger Adrianza,Adrianza,Ehinger,3B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,39,34,2,1,1,50.0%,27,2,1,1,50.0%,7,0,0,0,-,0,0,0
2787,1191427584,D. Merriweather,DJ Merriweather,Merriweather,DJ,TWP,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,L,20,8,1,1,0,100.0%,3,2,2,0,100.0%,5,0,0,0,-,0,0,0
2787,1271045888,L. Schmitt,Logan Schmitt,Schmitt,Logan,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,20,14,1,1,0,100.0%,8,1,1,0,100.0%,6,1,1,0,100.0%,0,0,0
2787,1153707776,C. Rife,Charlie Rife,Rife,Charlie,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,47,64,2,1,1,50.0%,40,2,1,1,50.0%,24,0,0,0,-,0,0,0
2787,1221915136,J. Case,Jackson Case,Case,Jackson,CF,Bellarmine University,BU,730167552,Bellarmine,BBC,S,R,37,12,1,1,0,100.0%,7,1,1,0,100.0%,5,0,0,0,-,0,0,0
2787,1281453824,J. Rowold,Jacob Rowold,Rowold,Jacob,LF,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,37,32,1,1,0,100.0%,20,1,1,0,100.0%,12,0,0,0,-,0,0,0
2787,1084027648,K. Griffin,Korbin Griffin,Griffin,Korbin,LF,Ball State University,BALL,730195456,Ball State,BBC,L,L,45,52,3,1,2,33.3%,29,3,1,2,33.3%,23,0,0,0,-,0,0,0
2787,1123980032,O. Willard,Owen Willard,Willard,Owen,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,28,37,1,1,0,100.0%,18,1,1,0,100.0%,19,0,0,0,-,0,0,0
2787,1143073280,G. Miller,Grant Miller,Miller,Grant,LF,Ball State University,BALL,730195456,Ball State,BBC,R,R,11,7,1,1,0,100.0%,5,0,0,0,-,2,1,1,0,100.0%,0,0,0
2787,1198818816,J. Micheels,Jackson Micheels,Micheels,Jackson,RF,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,52,107,1,1,0,100.0%,59,2,2,0,100.0%,48,0,0,0,-,0,0,0
2787,1330252544,N. Sutherlin,Nick Sutherlin,Sutherlin,Nick,3B,Indiana State University,INST,730350080,Indiana State,BBC,R,R,15,14,2,1,1,50.0%,7,1,0,1,0.0%,7,0,0,0,-,0,0,0
2787,1116118528,M. Gonzalez,Matt Gonzalez,Gonzalez,Matt,C,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,39,91,4,1,3,25.0%,49,4,1,3,25.0%,42,0,0,0,-,0,0,0
2787,1205060352,W. Pendergrass,Will Pendergrass,Pendergrass,Will,1B,Baylor University,BAY,3033,Baylor,BBC,R,R,23,12,1,1,0,100.0%,6,0,0,0,-,6,0,0,0,-,0,0,0
2787,1205061888,H. Teplanszky,Hunter Teplanszky,Teplanszky,Hunter,3B,Baylor University,BAY,3033,Baylor,BBC,S,R,22,10,1,1,0,100.0%,9,0,0,0,-,1,0,0,0,-,0,0,0
2787,1162532608,B. Burckel,Brandon Burckel,Burckel,Brandon,2B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,19,17,1,1,0,100.0%,10,0,0,0,-,7,1,1,0,100.0%,0,0,0
2787,1104495104,M. Heusohn,Marcus Heusohn,Heusohn,Marcus,1B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,48,108,1,1,0,100.0%,64,1,1,0,100.0%,44,0,0,0,-,0,0,0
2787,1099495168,S. Harris,Shemar Harris,Harris,Shemar,P,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,13,8,1,1,0,100.0%,3,1,1,0,100.0%,5,0,0,0,-,0,0,0
2787,1138525440,T. Abraham,Todd Abraham,Abraham,Todd,2B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,32,47,1,1,0,100.0%,27,0,0,0,-,20,0,0,0,-,0,0,0
2787,1301451265,L. Haskell,Logan Haskell,Haskell,Logan,LF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,47,91,1,1,0,100.0%,48,0,0,0,-,43,0,0,0,-,0,0,0
2787,1301451776,E. Sullivan,Evin Sullivan,Sullivan,Evin,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,54,103,2,1,1,50.0%,60,2,1,1,50.0%,43,0,0,0,-,0,0,0
2787,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,Cornell University,COR,730298624,Cornell,BBC,R,R,34,94,1,1,0,100.0%,63,1,1,0,100.0%,31,0,0,0,-,0,0,0
2787,1220389376,J. Collins,John Collins,Collins,John,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,49,58,1,1,0,100.0%,37,2,2,0,100.0%,21,0,0,0,-,0,0,0
2787,1304358144,K. Wolff,Kyle Wolff,Wolff,Kyle,1B,Boston College,BC,227,Boston College,BBC,R,L,56,120,2,1,1,50.0%,80,4,3,1,75.0%,40,0,0,0,-,0,0,0
2787,1204947200,M. Klein,Matt Klein,Klein,Matt,C,University of Louisville,LOU,5467,Louisville,BBC,L,R,33,70,3,1,2,33.3%,42,3,1,2,33.3%,28,0,0,0,-,0,0,0
2787,1166182912,J. Hyde,Jake Hyde,Hyde,Jake,1B,Duke University,DUKE,730336256,Duke,BBC,L,R,58,88,1,1,0,100.0%,49,0,0,0,-,39,0,0,0,-,0,0,0
2787,1202402048,B. Peart,Brodie B.J. Peart,Peart,Brodie B.J.,SS,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,33,38,1,1,0,100.0%,28,1,1,0,100.0%,10,0,0,0,-,0,0,0
2787,1178719232,E. Jones,Easton Jones,Jones,Easton,3B,Brigham Young University,BYU,730257152,BYU,BBC,R,R,39,37,1,1,0,100.0%,21,0,0,0,-,16,0,0,0,-,0,0,0
2787,1222785280,B. Watkins,Brock Watkins,Watkins,Brock,2B,Brigham Young University,BYU,730257152,BYU,BBC,R,R,48,83,1,1,0,100.0%,53,1,1,0,100.0%,30,0,0,0,-,0,0,0
2787,1268429056,P. Knowles,Payton Knowles,Knowles,Payton,LF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,32,30,1,1,0,100.0%,22,1,1,0,100.0%,8,0,0,0,-,0,0,0
2787,1183357952,A. Reese,Ace Reese,Reese,Ace,3B,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,57,120,1,1,0,100.0%,60,1,1,0,100.0%,60,0,0,0,-,0,0,0
2787,1238160128,K. Painter,Keoni Painter,Painter,Keoni,RF,Brigham Young University,BYU,730257152,BYU,BBC,L,L,34,68,3,1,2,33.3%,45,4,2,2,50.0%,23,0,0,0,-,0,0,0
2787,1099927808,D. Dillehay,DJ Dillehay,Dillehay,DJ,SS,Brown University,BRWN,730236160,Brown,BBC,R,R,39,57,3,1,2,33.3%,30,3,1,2,33.3%,27,0,0,0,-,0,0,0
2787,1288733440,K. Connors,Keegan Connors,Connors,Keegan,LF,Butler University,BUT,730283520,Butler,BBC,L,R,11,10,1,1,0,100.0%,8,1,1,0,100.0%,2,0,0,0,-,0,0,0
2787,1306796800,J. Oliver,Jasen Oliver,Oliver,Jasen,2B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,28,33,2,1,1,50.0%,22,2,1,1,50.0%,11,0,0,0,-,0,0,0
2787,1138590720,E. Cloyd,Evan Cloyd,Cloyd,Evan,1B,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,54,105,4,1,3,25.0%,64,3,1,2,33.3%,41,1,0,1,0.0%,0,0,0
2787,1257344000,K. Carston,Koen Carston,Carston,Koen,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,25,33,1,1,0,100.0%,23,1,1,0,100.0%,10,0,0,0,-,0,0,0
2787,1093164288,M. Rosales,Marcos Rosales,Rosales,Marcos,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,87,1,1,0,100.0%,52,1,1,0,100.0%,35,0,0,0,-,0,0,0
2787,1294953472,M. Ortega,Max Ortega,Ortega,Max,C,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,43,79,2,1,1,50.0%,52,1,0,1,0.0%,27,0,0,0,-,0,0,0
2787,1297438720,E. Lopez,Eli Lopez,Lopez,Eli,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,119,2,1,1,50.0%,69,2,1,1,50.0%,50,0,0,0,-,0,0,0
2787,1188022272,C. Stewart,Conner Stewart,Stewart,Conner,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,41,71,3,1,2,33.3%,47,2,1,1,50.0%,24,1,0,1,0.0%,0,0,0
2787,1332973824,J. Hanson,Jason Hanson,Hanson,Jason,1B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,40,53,1,1,0,100.0%,38,0,0,0,-,15,1,1,0,100.0%,0,0,0
2787,1083912192,E. Gonzalez,Emiliano Gonzalez,Gonzalez,Emiliano,C,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,48,97,1,1,0,100.0%,60,1,1,0,100.0%,37,0,0,0,-,0,0,0
2787,1100645632,D. Lanier,Delshaun Lanier,Lanier,Delshaun,LF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,24,21,1,1,0,100.0%,12,1,1,0,100.0%,9,0,0,0,-,0,0,0
2787,1257914880,C. Lomanto,Colton Lomanto,Lomanto,Colton,1B,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,38,49,2,1,1,50.0%,28,1,1,0,100.0%,21,0,0,0,-,1,0,1
2787,1258255104,R. Tayman,Ryan Tayman,Tayman,Ryan,C,University of California,CAL,730152448,California,BBC,R,R,39,48,1,1,0,100.0%,29,2,2,0,100.0%,19,0,0,0,-,0,0,0
2787,1153058560,A. Sloan,Andrew Sloan,Sloan,Andrew,C,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,42,61,2,1,1,50.0%,39,2,1,1,50.0%,22,0,0,0,-,0,0,0
2787,1304812032,G. Camacho,Gabe Camacho,Camacho,Gabe,1B,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,45,109,1,1,0,100.0%,70,0,0,0,-,39,1,1,0,100.0%,0,0,0
2787,1162037504,L. Helfrick,Leighton Helfrick,Helfrick,Leighton,LF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,1,2,1,1,0,100.0%,2,1,1,0,100.0%,0,0,0,0,-,0,0,0
2787,1105460480,T. Rodriguez,Taer Rodriguez,Rodriguez,Taer,3B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,36,99,2,1,1,50.0%,58,2,1,1,50.0%,41,0,0,0,-,0,0,0
2787,1237009152,L. Carroll,Luke Carroll,Carroll,Luke,LF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,16,16,2,1,1,50.0%,11,2,1,1,50.0%,5,0,0,0,-,0,0,0
2787,1279360768,C. Rush,Camden Rush,Rush,Camden,2B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,28,31,1,1,0,100.0%,19,1,1,0,100.0%,12,0,0,0,-,0,0,0
2787,1205939968,M. Kurata,Matthew Kurata,Kurata,Matthew,C,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,28,23,1,1,0,100.0%,14,1,1,0,100.0%,9,0,0,0,-,0,0,0
2787,1281622784,J. Bujanda McConnell,Jared Bujanda McConnell,Bujanda McConnell,Jared,RF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,30,17,1,1,0,100.0%,10,1,1,0,100.0%,7,0,0,0,-,0,0,0
2787,1187047680,J. Tandy,Jake Tandy,Tandy,Jake,1B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,52,65,2,1,1,50.0%,41,2,1,1,50.0%,24,0,0,0,-,0,0,0
2787,1257421568,C. Nunez,Corey Nunez,Nunez,Corey,SS,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,39,66,1,1,0,100.0%,39,1,1,0,100.0%,27,0,0,0,-,0,0,0
2787,1093954048,R. Facinelli,Ryan Facinelli,Facinelli,Ryan,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,64,2,1,1,50.0%,39,1,1,0,100.0%,25,0,0,0,-,1,0,1
2787,1287363328,S. Harris,Sam Harris,Harris,Sam,1B,Duke University,DUKE,730336256,Duke,BBC,L,L,44,60,1,1,0,100.0%,30,1,1,0,100.0%,30,0,0,0,-,0,0,0
2787,1300448256,B. Miller,Ben Miller,Miller,Ben,3B,Duke University,DUKE,730336256,Duke,BBC,R,R,61,110,1,1,0,100.0%,61,1,1,0,100.0%,49,0,0,0,-,1,1,0
2787,1085273600,M. Self,Mason Self,Self,Mason,TWP,Radford University,RAD,730267392,Radford,BBC,R,R,46,54,2,1,1,50.0%,31,2,1,1,50.0%,23,0,0,0,-,0,0,0
2787,1233740800,B. Whitacre,Brady Whitacre,Whitacre,Brady,C,Radford University,RAD,730267392,Radford,BBC,R,R,20,37,2,1,1,50.0%,29,2,1,1,50.0%,8,0,0,0,-,0,0,0
2787,1334313984,L. Sefcik,Luke Sefcik,Sefcik,Luke,2B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,10,7,1,1,0,100.0%,2,1,1,0,100.0%,5,0,0,0,-,0,0,0
2787,1099189248,D. Canterberry,Donavan Canterberry,Canterberry,Donavan,SS,Xavier University,XAV,5464,Xavier,BBC,R,R,32,26,2,1,1,50.0%,14,1,1,0,100.0%,12,0,0,0,-,1,0,1
2787,1220599040,S. McDuffie,Shamaar McDuffie,McDuffie,Shamaar,SS,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,58,104,1,1,0,100.0%,61,1,1,0,100.0%,43,0,0,0,-,0,0,0
2787,1297491200,N. Sullivan,Noah Sullivan,Sullivan,Noah,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,59,126,1,1,0,100.0%,87,1,1,0,100.0%,39,0,0,0,-,0,0,0
2787,1278228736,B. Estep,Brice Estep,Estep,Brice,C,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,12,10,1,1,0,100.0%,4,1,1,0,100.0%,6,0,0,0,-,0,0,0
2787,1085392896,B. Horton,Brayden Horton,Horton,Brayden,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,21,11,1,1,0,100.0%,10,1,1,0,100.0%,1,0,0,0,-,0,0,0
2787,1330416384,T. Steele,Tyler Steele,Steele,Tyler,CF,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,26,15,1,1,0,100.0%,6,1,1,0,100.0%,9,0,0,0,-,0,0,0
2787,1304709376,C. Sanderson,Case Sanderson,Sanderson,Case,1B,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,56,151,3,1,2,33.3%,88,2,1,1,50.0%,63,1,0,1,0.0%,0,0,0
2787,1162315520,K. Francella,Kevin Francella,Francella,Kevin,2B,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,9,13,2,1,1,50.0%,10,2,1,1,50.0%,3,0,0,0,-,0,0,0
2787,1193498368,K. Corso,Kyle Corso,Corso,Kyle,LF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,28,14,1,1,0,100.0%,8,0,0,0,-,6,0,0,0,-,0,0,0
2787,1293149440,S. Selinsky,Skye Selinsky,Selinsky,Skye,CF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,34,52,1,1,0,100.0%,29,0,0,0,-,23,0,0,0,-,0,0,0
2787,1323379456,S. Miller,Sam Miller,Miller,Sam,SS,Columbia University,CLMB,730319104,Columbia,BBC,R,R,49,95,1,1,0,100.0%,47,0,0,0,-,48,0,0,0,-,1,1,0
2787,1191773952,T. Deters,Teddy Deters,Deters,Teddy,RF,Creighton University,CREI,730243840,Creighton,BBC,R,R,56,117,5,1,4,20.0%,74,3,0,3,0.0%,43,0,0,0,-,2,1,1
2787,1330702592,C. Capece,Connor Capece,Capece,Connor,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,50,112,3,1,2,33.3%,67,1,0,1,0.0%,45,1,1,0,100.0%,1,0,1
2787,1310427136,C. Martinez,Carlos Martinez,Martinez,Carlos,RF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,L,51,82,2,1,1,50.0%,47,0,0,0,-,35,1,0,1,0.0%,1,1,0
2787,1250235392,A. Benes,Adam Benes,Benes,Adam,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,52,3,1,2,33.3%,35,2,0,2,0.0%,17,1,1,0,100.0%,0,0,0
2787,1262664192,K. Milewski,Kevin Milewsky,Milewski,Kevin,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,52,100,1,1,0,100.0%,56,0,0,0,-,44,0,0,0,-,0,0,0
2787,1263290624,E. Henning,Elijah Henning,Henning,Elijah,3B,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,18,5,1,1,0,100.0%,3,1,1,0,100.0%,2,0,0,0,-,0,0,0
2787,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,28,45,1,1,0,100.0%,26,1,1,0,100.0%,19,0,0,0,-,0,0,0
2787,1239163392,A. Rice,Aidan Rice,Rice,Aidan,CF,Davidson College,DAV,730363136,Davidson,BBC,R,R,23,22,1,1,0,100.0%,13,1,1,0,100.0%,9,0,0,0,-,0,0,0
2787,1332977920,M. O'Shaughnessy,Michael O'Shaughnessy,O'Shaughnessy,Michael,3B,Davidson College,DAV,730363136,Davidson,BBC,L,R,56,140,2,1,1,50.0%,79,2,1,1,50.0%,61,0,0,0,-,0,0,0
2787,1210137856,S. Solari,Shane Solari,Solari,Shane,RF,Villanova University,VILL,730278400,Villanova,BBC,R,R,32,11,1,1,0,100.0%,5,0,0,0,-,6,0,0,0,-,0,0,0
2787,1223223040,A. Katz,Adam Katz,Katz,Adam,P,Davidson College,DAV,730363136,Davidson,BBC,L,R,26,17,1,1,0,100.0%,10,1,1,0,100.0%,7,0,0,0,-,0,0,0
2787,1224669696,N. Brooks,Noah Brooks,Brooks,Noah,1B,Siena College,SIE,730382592,Siena,BBC,R,R,45,68,1,1,0,100.0%,39,1,1,0,100.0%,29,0,0,0,-,0,0,0
2787,1269477888,J. Arcamone,Jack Arcamone,Arcamone,Jack,C,University of Richmond,RICH,730171904,Richmond,BBC,L,R,52,94,1,1,0,100.0%,52,0,0,0,-,42,0,0,0,-,1,1,0
2787,1248441856,E. Reid III,Ellis Reid III,Reid III,Ellis,CF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,16,22,1,1,0,100.0%,13,1,1,0,100.0%,9,0,0,0,-,0,0,0
2787,1117733376,R. Butler,Rob Butler,Butler,Rob,C,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,37,69,1,1,0,100.0%,38,0,0,0,-,31,0,0,0,-,1,1,0
2787,1092135424,L. Caucci,Luke Caucci,Caucci,Luke,3B,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,13,11,1,1,0,100.0%,6,0,0,0,-,5,0,0,0,-,0,0,0
2787,1153422080,B. Walmsley,Brett Walmsley,Walmsley,Brett,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,28,44,1,1,0,100.0%,24,1,1,0,100.0%,20,0,0,0,-,0,0,0
2787,1299386368,A. Frey,Ayden Frey,Frey,Ayden,3B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,22,15,3,1,2,33.3%,6,2,0,2,0.0%,9,0,0,0,-,0,0,0
2787,1110083328,B. Ries,Benji Ries,Ries,Benji,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,94,2,1,1,50.0%,63,1,1,0,100.0%,31,0,0,0,-,1,0,1
2787,1085399296,G. Mills,Griffin Mills,Mills,Griffin,CF,Northwestern University,NW,730247680,Northwestern,BBC,R,R,16,13,1,1,0,100.0%,8,1,1,0,100.0%,5,0,0,0,-,0,0,0
2787,1153211136,T. Liolios,Trent Liolios,Liolios,Trent,1B,Northwestern University,NW,730247680,Northwestern,BBC,L,R,51,66,1,1,0,100.0%,39,2,2,0,100.0%,27,0,0,0,-,0,0,0
2787,1235341569,N. Sackett,Nicky Sackett,Sackett,Nicky,SS,University of Akron,AKR,540536064,Akron,BBC,R,R,26,28,2,1,1,50.0%,15,2,1,1,50.0%,13,0,0,0,-,0,0,0
2787,1149963264,C. Wallace,Colby Wallace,Wallace,Colby,TWP,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,99,1,1,0,100.0%,57,1,1,0,100.0%,42,0,0,0,-,0,0,0
2787,1162555136,R. Brome,Ryan Brome,Brome,Ryan,1B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,42,100,1,1,0,100.0%,55,1,1,0,100.0%,45,0,0,0,-,0,0,0
2787,1176005632,O. Estabrook,Owen Estabrook,Estabrook,Owen,C,Columbia University,CLMB,730319104,Columbia,BBC,R,R,34,54,1,1,0,100.0%,29,1,1,0,100.0%,25,0,0,0,-,0,0,0
2787,1090856448,A. Hausner,Anthony Hausner,Hausner,Anthony,TWP,The Citadel,CIT,730366720,The Citadel,BBC,L,R,46,88,4,1,3,25.0%,52,5,2,3,40.0%,36,0,0,0,-,0,0,0
2787,1239285504,G. Fulmer,Garrett Fulmer,Fulmer,Garrett,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,38,36,1,1,0,100.0%,24,2,2,0,100.0%,12,0,0,0,-,0,0,0
2787,1132730624,L. Day,Lucas Day,Day,Lucas,1B,Oakland University,OAK,5386,Oakland,BBC,L,L,11,9,1,1,0,100.0%,4,1,1,0,100.0%,5,0,0,0,-,0,0,0
2787,1306910720,J. Lux,Jack Lux,Lux,Jack,1B,Oakland University,OAK,5386,Oakland,BBC,L,R,40,52,2,1,1,50.0%,30,2,1,1,50.0%,22,0,0,0,-,0,0,0
2787,1249016576,Y. Dessureault,Yohann Dessureault,Dessureault,Yohann,2B,Stetson University,STET,730261504,Stetson,BBC,L,R,2,5,1,1,0,100.0%,4,1,1,0,100.0%,1,0,0,0,-,0,0,0
2787,1297347584,J. Hylton,Jayden Hylton,Hylton,Jayden,1B,Stetson University,STET,730261504,Stetson,BBC,R,R,39,44,2,1,1,50.0%,31,2,1,1,50.0%,13,0,0,0,-,0,0,0
2787,1243695361,M. Flaherty,Matt Flaherty,Flaherty,Matt,C,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,42,70,1,1,0,100.0%,39,1,1,0,100.0%,31,0,0,0,-,0,0,0
