Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,SBOpp,SBA,SB,CS,SB%,SB2Opp,SBA2,SB2,CS2,SB2%,SB3Opp,SBA3,SB3,CS3,SB3%,SBAH,SBH,CSH
468,1075203328,M. Robertson,Michael Robertson,Robertson,Michael,CF,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,82,13,12,1,92.3%,58,11,10,1,90.9%,24,0,0,0,-,0,0,0
468,1144614656,L. Lawrence,Luke Lawrence,Lawrence,Luke,2B,University of Kentucky,UK,5362,Kentucky,BBC,L,R,57,133,17,12,5,70.6%,84,11,7,4,63.6%,49,3,2,1,66.7%,1,1,0
468,1213817600,J. Bay,John Bay,Bay,John,CF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,137,15,12,3,80.0%,80,12,9,3,75.0%,57,2,2,0,100.0%,0,0,0
468,1239353344,C. Belyeu,Cade Belyeu,Belyeu,Cade,CF,Auburn University,AUB,5466,Auburn,BBC,L,R,41,62,14,12,2,85.7%,42,12,10,2,83.3%,20,0,0,0,-,1,1,0
468,1293479424,T. Thompson-Allen,Terrick Thompson-Allen,Thompson-Allen,Terrick,CF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,54,71,15,12,3,80.0%,40,10,8,2,80.0%,31,4,3,1,75.0%,0,0,0
468,1202698496,B. Lohry,Bradke Lohry,Lohry,Bradke,SS,University of South Florida,USF,2292,South Florida,BBC,R,R,55,100,15,12,3,80.0%,56,9,7,2,77.8%,44,3,2,1,66.7%,0,0,0
468,1192538624,D. Taylor,Devin Taylor,Taylor,Devin,LF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,55,114,16,12,4,75.0%,71,14,11,3,78.6%,43,2,1,1,50.0%,0,0,0
468,1143044864,L. Hanson,Luke Hanson,Hanson,Luke,3B,University of Virginia,UVA,5415,Virginia,BBC,R,R,48,89,13,12,1,92.3%,57,10,9,1,90.0%,32,1,1,0,100.0%,1,1,0
468,1162597120,S. Panaro,Santino Panaro,Panaro,Santino,CF,University of Utah,UTAH,730328320,Utah,BBC,L,L,44,85,12,12,0,100.0%,57,8,8,0,100.0%,28,2,2,0,100.0%,0,0,0
468,1263352576,K. Jones,Kevin Jones,Jones,Kevin,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,58,112,12,12,0,100.0%,65,9,9,0,100.0%,47,2,2,0,100.0%,0,0,0
468,1222897152,C. Grantham,Corbin Grantham,Grantham,Corbin,CF,Radford University,RAD,730267392,Radford,BBC,R,L,33,38,13,12,1,92.3%,30,12,11,1,91.7%,8,1,1,0,100.0%,0,0,0
468,1162532096,T. Lopez,Tracer Lopez,Lopez,Tracer,2B,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,53,111,13,12,1,92.3%,68,9,8,1,88.9%,43,2,2,0,100.0%,0,0,0
468,1223994880,C. Brumbaugh,Cayden Brumbaugh,Brumbaugh,Cayden,2B,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,61,101,17,12,5,70.6%,64,15,10,5,66.7%,37,2,2,0,100.0%,0,0,0
468,1150471424,K. Dossa,Kaiden Dossa,Dossa,Kaiden,CF,Yale University,YALE,730334464,Yale,BBC,R,R,45,114,16,12,4,75.0%,62,12,8,4,66.7%,52,0,0,0,-,0,0,0
468,1160966144,J. Fitzgerald,Josh Fitzgerald,Fitzgerald,Josh,RF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,40,95,13,12,1,92.3%,47,8,7,1,87.5%,48,1,1,0,100.0%,0,0,0
468,1287364608,D. Berkland,Drew Berkland,Berkland,Drew,LF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,52,84,16,12,4,75.0%,55,13,9,4,69.2%,29,2,2,0,100.0%,0,0,0
468,1265468416,J. Bach,Jordan Bach,Bach,Jordan,CF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,56,129,14,12,2,85.7%,77,9,7,2,77.8%,52,5,5,0,100.0%,0,0,0
468,1196806913,L. Russell,Landon Russell,Russell,Landon,CF,Stetson University,STET,730261504,Stetson,BBC,R,R,62,85,18,12,6,66.7%,55,18,12,6,66.7%,30,0,0,0,-,0,0,0
468,1257267968,D. Kennedy,Dee Kennedy,Kennedy,Dee,3B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,57,99,15,12,3,80.0%,61,11,8,3,72.7%,38,3,3,0,100.0%,0,0,0
468,1287366144,G. Mitchell,Gable Mitchell,Mitchell,Gable,SS,University of Iowa,IOWA,1232,Iowa,BBC,L,R,56,139,13,12,1,92.3%,75,9,8,1,88.9%,64,1,1,0,100.0%,1,1,0
468,1086746624,E. Gregory,Edward Gregory,Gregory,Edward,2B,Southern University,SOU,4767,Southern,BBC,R,R,23,30,15,12,3,80.0%,25,12,10,2,83.3%,5,3,2,1,66.7%,0,0,0
468,1147048704,D. Germann,Davis Germann,Germann,Davis,LF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,50,85,14,12,2,85.7%,53,11,9,2,81.8%,32,1,1,0,100.0%,0,0,0
468,1310896128,S. Tackett,Sam Tackett,Tackett,Sam,RF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,56,72,14,12,2,85.7%,42,10,8,2,80.0%,30,1,1,0,100.0%,0,0,0
468,1135525120,K. Jacobs-Guishard,Keanu Jacobs-Guishard,Jacobs-Guishard,Keanu,SS,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,54,93,13,12,1,92.3%,56,6,5,1,83.3%,37,6,6,0,100.0%,0,0,0
468,1132720384,D. Hamilton,Davis Hamilton,Hamilton,Davis,3B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,54,119,13,12,1,92.3%,76,8,7,1,87.5%,43,3,3,0,100.0%,0,0,0
468,1275164416,M. Cummins,Mitchell Cummins,Cummins,Mitchell,RF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,50,79,13,12,1,92.3%,45,8,8,0,100.0%,34,3,2,1,66.7%,0,0,0
468,1334301184,B. Vujovich,Ben Vujovich,Vujovich,Ben,RF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,50,84,17,12,5,70.6%,56,13,9,4,69.2%,28,2,1,1,50.0%,0,0,0
468,1197351680,J. Jones,Jalan Jones,Jones,Jalan,LF,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,42,100,15,12,3,80.0%,63,11,8,3,72.7%,37,3,3,0,100.0%,0,0,0
468,1294345728,S. Stephenson,Sam Stephenson,Stephenson,Sam,SS,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,56,115,14,12,2,85.7%,60,10,8,2,80.0%,55,2,2,0,100.0%,0,0,0
468,1099971072,P. Fultz,Patrick Fultz,Fultz,Patrick,3B,Wright State University,WRST,5390,Wright State,BBC,L,R,59,146,16,12,4,75.0%,91,12,10,2,83.3%,55,1,0,1,0.0%,1,0,1
468,1297584896,J. Mayo,Jackson Mayo,Mayo,Jackson,LF,University of South Florida,USF,2292,South Florida,BBC,L,L,55,87,13,12,1,92.3%,46,7,6,1,85.7%,41,4,4,0,100.0%,0,0,0
468,1258110976,R. Highfill,Ross Highfill,Highfill,Ross,C,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,44,49,12,12,0,100.0%,30,12,12,0,100.0%,19,0,0,0,-,0,0,0
468,1310742272,B. Kuriger,Brayden Kuriger,Kuriger,Brayden,CF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,50,71,14,12,2,85.7%,45,10,9,1,90.0%,26,4,3,1,75.0%,0,0,0
468,1235332096,T. Adelman,Trent Adelman,Adelman,Trent,RF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,49,85,15,12,3,80.0%,53,12,9,3,75.0%,32,1,1,0,100.0%,0,0,0
468,1163782059,B. Fowler,Bryce Fowler,Fowler,Bryce,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,59,122,14,12,2,85.7%,79,10,8,2,80.0%,43,2,2,0,100.0%,0,0,0
468,1324618300,P. Osting,Paul Osting,Osting,Paul,CF,Western Illinois University,WIU,730370560,Western Illinois,BBC,S,R,49,101,16,12,4,75.0%,70,14,10,4,71.4%,31,0,0,0,-,0,0,0
468,1231603603,D. Whitfield,Damien Whitfield,Whitfield,Damien,CF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,35,46,14,12,2,85.7%,25,4,3,1,75.0%,21,6,5,1,83.3%,0,0,0
468,1774004064,A. Martin,A.J. Martin,Martin,A.J.,2B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,52,96,13,12,1,92.3%,55,6,6,0,100.0%,41,3,2,1,66.7%,0,0,0
468,1162550784,M. Strong,Mason Strong,Strong,Mason,C,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,58,112,13,12,1,92.3%,66,9,9,0,100.0%,46,2,1,1,50.0%,0,0,0
468,1053576927,K. Agosto,Kelvin Agosto,Agosto,Kelvin,LF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,139,17,12,5,70.6%,84,15,10,5,66.7%,55,0,0,0,-,1,1,0
468,1192263870,C. Chaplain,Cooper Chaplain,Chaplain,Cooper,2B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,61,124,17,12,5,70.6%,84,13,9,4,69.2%,40,2,1,1,50.0%,0,0,0
468,1342167225,C. Longmeier,Charlie Longmeier,Longmeier,Charlie,LF,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,52,105,14,12,2,85.7%,63,12,10,2,83.3%,42,0,0,0,-,0,0,0
468,1667966816,B. Thompson,Brock Thompson,Thompson,Brock,2B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,49,80,13,12,1,92.3%,39,8,7,1,87.5%,41,2,2,0,100.0%,0,0,0
468,1524243954,A. Williamson,Ace Williamson,Williamson,Ace,CF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,60,77,13,12,1,92.3%,38,10,9,1,90.0%,39,1,1,0,100.0%,0,0,0
468,1802508005,T. Tomlin,Taylor Tomlin,Tomlin,Taylor,CF,Oakland University,OAK,5386,Oakland,BBC,R,L,50,117,17,12,5,70.6%,64,15,11,4,73.3%,53,1,0,1,0.0%,0,0,0
468,1342169603,C. Gilkerson,Cam Gilkerson,Gilkerson,Cam,RF,Wright State University,WRST,5390,Wright State,BBC,L,L,58,99,12,12,0,100.0%,57,9,9,0,100.0%,42,1,1,0,100.0%,0,0,0
468,1316131731,C. Dobrinski,Cord Dobrinski,Dobrinski,Cord,CF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,25,40,13,12,1,92.3%,25,9,8,1,88.9%,15,1,1,0,100.0%,0,0,0
468,1334094066,R. Ventura,Ranciel Ventura,Ventura,Ranciel,SS,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,50,93,16,12,4,75.0%,54,12,9,3,75.0%,39,3,2,1,66.7%,0,0,0
468,1714474887,L. DiBeradin,Landon DiBeradin,DiBeradin,Landon,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,48,77,15,12,3,80.0%,44,13,10,3,76.9%,33,2,2,0,100.0%,0,0,0
468,1133929646,J. Brooks,Jacob Brooks,Brooks,Jacob,SS,Niagara University,NIAG,730156544,Niagara,BBC,R,R,45,81,13,12,1,92.3%,48,11,10,1,90.9%,33,2,2,0,100.0%,0,0,0
468,1516396414,T. Bass,Tyson Bass,Bass,Tyson,RF,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,61,99,14,12,2,85.7%,66,10,8,2,80.0%,33,2,2,0,100.0%,0,0,0
468,1580046678,J. Gomez,Jonathan Gomez,Gomez,Jonathan,SS,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,53,116,13,12,1,92.3%,73,12,11,1,91.7%,43,1,1,0,100.0%,0,0,0
468,1657988572,L. Lowe,Logan Lowe,Lowe,Logan,SS,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,50,101,13,12,1,92.3%,65,12,11,1,91.7%,36,0,0,0,-,0,0,0
468,1729489540,T. Higgins,Trey Higgins,Higgins,Trey,LF,Samford University,SAM,730386432,Samford,BBC,S,R,37,49,12,12,0,100.0%,35,10,10,0,100.0%,14,1,1,0,100.0%,0,0,0
468,1631529559,B. Bikar,Beny Bikar,Bikar,Beny,SS,Southern University,SOU,4767,Southern,BBC,S,R,40,84,15,12,3,80.0%,57,10,7,3,70.0%,27,1,1,0,100.0%,1,1,0
468,1328897569,T. Kiel II,Terrence Kiel II,Kiel II,Terrence,RF,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,55,85,12,12,0,100.0%,48,8,8,0,100.0%,37,3,3,0,100.0%,0,0,0
468,1342170748,A. Carson,Ansel Carson,Carson,Ansel,SS,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,S,R,47,133,15,12,3,80.0%,76,12,9,3,75.0%,57,2,2,0,100.0%,0,0,0
468,1838954047,J. Laskofski,Jamie Laskofski,Laskofski,Jamie,3B,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,55,117,16,12,4,75.0%,74,14,10,4,71.4%,43,1,1,0,100.0%,0,0,0
468,1031592629,E. Wilson,Ethan Wilson,Wilson,Ethan,CF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,58,101,15,12,3,80.0%,55,10,8,2,80.0%,46,2,1,1,50.0%,0,0,0
468,1605117576,C. Doughty,Chanz Doughty,Doughty,Chanz,RF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,49,75,12,12,0,100.0%,48,10,10,0,100.0%,27,2,2,0,100.0%,0,0,0
468,1493011308,D. Jackson,Daniel Jackson,Jackson,Daniel,RF,University of Georgia,UGA,226,Georgia,BBC,R,R,44,43,12,12,0,100.0%,26,10,10,0,100.0%,17,1,1,0,100.0%,0,0,0
468,1029547586,H. Federico,Hayden Federico,Federico,Hayden,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,S,R,55,93,16,12,4,75.0%,64,9,6,3,66.7%,29,4,3,1,75.0%,2,2,0
468,1097548032,A. Townsend,Arderrius Townsend,Townsend,Arderrius,RF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,46,73,14,12,2,85.7%,46,14,12,2,85.7%,27,0,0,0,-,0,0,0
468,1020700976,O. Siegert,Owen Siegert,Siegert,Owen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,L,47,78,15,12,3,80.0%,48,12,10,2,83.3%,30,2,2,0,100.0%,1,0,1
536,1254171392,R. Borho,Reese Borho,Borho,Reese,LF,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,46,63,11,11,0,100.0%,36,9,9,0,100.0%,27,2,2,0,100.0%,0,0,0
536,1262635776,C. Swain,Chase Swain,Swain,Chase,3B,West Virginia University,WVU,5327,West Virginia,BBC,R,R,48,84,11,11,0,100.0%,56,9,9,0,100.0%,28,1,1,0,100.0%,0,0,0
536,1297536512,D. Mayer,Dylan Mayer,Mayer,Dylan,CF,Manhattan College,MAN,730363648,Manhattan,BBC,R,L,41,56,13,11,2,84.6%,29,12,10,2,83.3%,27,0,0,0,-,1,1,0
536,1123940608,B. Summerhill,Brendan Summerhill,Summerhill,Brendan,RF,University of Arizona,ARIZ,232,Arizona,BBC,L,R,44,123,19,11,8,57.9%,80,15,8,7,53.3%,43,2,1,1,50.0%,0,0,0
536,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,50,96,13,11,2,84.6%,60,9,8,1,88.9%,36,2,2,0,100.0%,1,0,1
536,1197550592,W. Parker,William Parker,Parker,William,P,Army West Point,ARMY,4744,Army,BBC,R,R,41,90,14,11,3,78.6%,48,13,10,3,76.9%,42,0,0,0,-,0,0,0
536,1196798464,I. Irish,Ike Irish,Irish,Ike,RF,Auburn University,AUB,5466,Auburn,BBC,L,R,55,121,13,11,2,84.6%,76,11,9,2,81.8%,45,1,1,0,100.0%,0,0,0
536,1310371584,P. McDonald,Parker McDonald,McDonald,Parker,3B,Samford University,SAM,730386432,Samford,BBC,R,R,53,82,13,11,2,84.6%,42,9,7,2,77.8%,40,4,4,0,100.0%,0,0,0
536,1275126785,J. Barbour,Jake Barbour,Barbour,Jake,2B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,52,86,12,11,1,91.7%,55,8,7,1,87.5%,31,2,2,0,100.0%,0,0,0
536,1114211072,C. Konczak,Caden Konczak,Konczak,Caden,RF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,128,16,11,5,68.8%,68,14,9,5,64.3%,60,1,1,0,100.0%,0,0,0
536,1316274176,T. Johnson,Ty Johnson,Johnson,Ty,CF,Baylor University,BAY,3033,Baylor,BBC,L,R,53,83,12,11,1,91.7%,53,8,7,1,87.5%,30,2,2,0,100.0%,0,0,0
536,1092700416,L. Godsey,Landon Godsey,Godsey,Landon,1B,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,120,13,11,2,84.6%,66,10,8,2,80.0%,54,2,2,0,100.0%,0,0,0
536,1197179904,J. Eichelberger,Joseph Eichelberger,Eichelberger,Joseph,RF,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,50,104,15,11,4,73.3%,60,10,8,2,80.0%,44,4,3,1,75.0%,1,0,1
536,1115512064,J. Quinlan,John Quinlan,Quinlan,John,LF,Cornell University,COR,730298624,Cornell,BBC,S,R,34,56,13,11,2,84.6%,34,8,6,2,75.0%,22,2,2,0,100.0%,0,0,0
536,1325548544,C. Loyal,Cooper Loyal,Loyal,Cooper,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,53,84,12,11,1,91.7%,48,9,8,1,88.9%,36,1,1,0,100.0%,0,0,0
536,1330961408,R. Ferremi,Ryan Ferremi,Ferremi,Ryan,1B,University at Albany,ALBY,730280448,Albany,BBC,L,R,54,131,12,11,1,91.7%,80,8,7,1,87.5%,51,2,2,0,100.0%,0,0,0
536,1184655360,S. Seidel,Sam Seidel,Seidel,Sam,2B,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,L,R,35,65,14,11,3,78.6%,40,8,6,2,75.0%,25,3,3,0,100.0%,1,0,1
536,1207513600,B. Durbin,Beau Durbin,Durbin,Beau,2B,Bradley University,BRAD,730253312,Bradley,BBC,L,R,47,88,18,11,7,61.1%,52,15,8,7,53.3%,36,0,0,0,-,1,1,0
536,1291203328,C. McChesney,Crew McChesney,McChesney,Crew,CF,Brigham Young University,BYU,730257152,BYU,BBC,L,R,52,125,13,11,2,84.6%,78,12,10,2,83.3%,47,0,0,0,-,0,0,0
536,1214696192,B. Fluharty,Billy Fluharty,Fluharty,Billy,CF,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,100,13,11,2,84.6%,53,13,11,2,84.6%,47,0,0,0,-,0,0,0
536,1197913856,A. Anderson,Aedan Anderson,Anderson,Aedan,CF,Xavier University,XAV,5464,Xavier,BBC,R,R,57,89,12,11,1,91.7%,46,10,9,1,90.0%,43,1,1,0,100.0%,1,1,0
536,1204964096,T. Drake,Tyson Drake,Drake,Tyson,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,56,87,11,11,0,100.0%,48,7,7,0,100.0%,39,2,2,0,100.0%,0,0,0
536,1226692352,D. Obee,Devin Obee,Obee,Devin,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,57,62,13,11,2,84.6%,41,12,10,2,83.3%,21,1,1,0,100.0%,0,0,0
536,1134055424,W. Mitchell,Walker Mitchell,Mitchell,Walker,3B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,65,145,14,11,3,78.6%,82,12,9,3,75.0%,63,1,1,0,100.0%,0,0,0
536,1275170560,R. Silva,Riley Silva,Silva,Riley,CF,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,53,102,14,11,3,78.6%,67,13,10,3,76.9%,35,0,0,0,-,0,0,0
536,1085293568,G. Donohue,Gavin Donohue,Donohue,Gavin,SS,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,51,124,12,11,1,91.7%,78,8,7,1,87.5%,46,2,2,0,100.0%,1,1,0
536,1088382464,I. Lopez,Isaac Lopez,Lopez,Isaac,SS,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,51,139,15,11,4,73.3%,72,11,7,4,63.6%,67,1,1,0,100.0%,0,0,0
536,1162239232,A. Jimenez,Antonio Jimenez,Jimenez,Antonio,SS,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,55,110,13,11,2,84.6%,64,10,8,2,80.0%,46,3,3,0,100.0%,0,0,0
536,1322872064,D. Amaral,Dre Amaral,Amaral,Dre,SS,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,48,91,12,11,1,91.7%,58,7,6,1,85.7%,33,4,4,0,100.0%,0,0,0
536,1189127936,J. Stransky,Justin Stransky,Stransky,Justin,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,60,120,14,11,3,78.6%,77,13,10,3,76.9%,43,0,0,0,-,0,0,0
536,1093160704,A. Hill,Aden Hill,Hill,Aden,RF,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,55,97,12,11,1,91.7%,60,9,8,1,88.9%,37,1,1,0,100.0%,0,0,0
536,1310924800,S. Gates,Sam Gates,Gates,Sam,RF,George Washington University,GW,730249216,George Washington,BBC,L,R,50,115,13,11,2,84.6%,74,12,10,2,83.3%,41,1,1,0,100.0%,0,0,0
536,1207821568,C. Stelly,Caleb Stelly,Stelly,Caleb,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,102,13,11,2,84.6%,71,8,6,2,75.0%,31,4,4,0,100.0%,0,0,0
536,1263420928,L. Brewster,Lane Brewster,Brewster,Lane,CF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,53,85,13,11,2,84.6%,51,12,10,2,83.3%,34,0,0,0,-,0,0,0
536,1100575744,C. Chee-Aloy,Cameron Chee-Aloy,Chee-Aloy,Cameron,RF,University of Illinois,ILL,730163456,Illinois,BBC,R,R,52,131,14,11,3,78.6%,77,10,7,3,70.0%,54,3,3,0,100.0%,0,0,0
536,1132706560,V. Valincius,Vytas Valincius,Valincius,Vytas,LF,University of Illinois,ILL,730163456,Illinois,BBC,R,R,53,144,12,11,1,91.7%,84,8,7,1,87.5%,60,3,3,0,100.0%,1,1,0
536,1226688256,J. Jaconski,Joe Jaconski,Jaconski,Joe,2B,Penn State University,PSU,5326,Penn State,BBC,L,R,56,112,11,11,0,100.0%,60,6,6,0,100.0%,52,5,5,0,100.0%,0,0,0
536,1297581568,A. Gilio,Ashtin Gilio,Gilio,Ashtin,CF,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,51,86,11,11,0,100.0%,47,10,10,0,100.0%,39,1,1,0,100.0%,0,0,0
536,1100437760,E. Hindle,Ethan Hindle,Hindle,Ethan,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,25,32,11,11,0,100.0%,17,8,8,0,100.0%,15,1,1,0,100.0%,0,0,0
536,1131318528,H. Moreno,Heladio Moreno,Moreno,Heladio,LF,Lamar University,LAM,730162432,Lamar,BBC,L,L,55,106,12,11,1,91.7%,62,10,9,1,90.0%,44,0,0,0,-,0,0,0
536,1232133376,W. Safford,Will Safford,Safford,Will,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,54,60,13,11,2,84.6%,39,9,7,2,77.8%,21,3,3,0,100.0%,0,0,0
536,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64,99,16,11,5,68.8%,65,9,5,4,55.6%,34,2,2,0,100.0%,2,1,1
536,1304737025,R. McKay,Ryan McKay,McKay,Ryan,2B,Michigan State University,MSU,1551,Michigan State,BBC,L,R,54,141,15,11,4,73.3%,82,15,11,4,73.3%,59,0,0,0,-,0,0,0
536,1110656000,J. Spanier,Jack Spanier,Spanier,Jack,SS,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,32,64,14,11,3,78.6%,41,9,7,2,77.8%,23,2,1,1,50.0%,0,0,0
536,1198428928,D. Markle,Drew Markle,Markle,Drew,SS,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,43,58,12,11,1,91.7%,43,8,7,1,87.5%,15,2,2,0,100.0%,0,0,0
536,1226676992,E. Smith,Evan Smith,Smith,Evan,CF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,33,45,11,11,0,100.0%,31,8,8,0,100.0%,14,2,2,0,100.0%,0,0,0
536,1160909568,S. Montoya,Shaun Montoya,Montoya,Shaun,RF,University of Kentucky,UK,5362,Kentucky,BBC,L,R,48,64,14,11,3,78.6%,34,11,8,3,72.7%,30,0,0,0,-,0,0,0
536,1336584448,B. Nathison,Brady Nathison,Nathison,Brady,LF,Towson University,TOWS,730318336,Towson,BBC,R,L,51,52,11,11,0,100.0%,31,9,9,0,100.0%,21,2,2,0,100.0%,0,0,0
536,1145239296,R. Lipoma,Reese Lipoma,Lipoma,Reese,CF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,167,11,11,0,100.0%,92,10,10,0,100.0%,75,0,0,0,-,0,0,0
536,1294950400,P. Brennan,Payton Brennan,Brennan,Payton,CF,UCLA,UCLA,5048,UCLA,BBC,L,R,50,102,14,11,3,78.6%,63,11,8,3,72.7%,39,0,0,0,-,0,0,0
536,1245094656,K. Dutka,Kenny Dutka,Dutka,Kenny,CF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,108,16,11,5,68.8%,66,13,9,4,69.2%,42,2,1,1,50.0%,0,0,0
536,1162384896,G. Fitzwater,Grayson Fitzwater,Fitzwater,Grayson,1B,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,52,96,12,11,1,91.7%,60,10,9,1,90.0%,36,1,1,0,100.0%,0,0,0
536,1104432384,B. Bean,Brady Bean,Bean,Brady,RF,University of Portland,PORT,730360320,Portland,BBC,R,R,52,121,13,11,2,84.6%,73,11,9,2,81.8%,48,0,0,0,-,0,0,0
536,1285784320,L. Frei,Landon Frei,Frei,Landon,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,116,12,11,1,91.7%,69,10,9,1,90.0%,47,1,1,0,100.0%,0,0,0
536,1195553024,A. Benhardt,Alan Benhardt,Benhardt,Alan,1B,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,57,137,13,11,2,84.6%,79,7,5,2,71.4%,58,5,5,0,100.0%,0,0,0
536,1238203392,J. Hernandez,Jaylen Hernandez,Hernandez,Jaylen,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,60,159,14,11,3,78.6%,86,9,6,3,66.7%,73,3,3,0,100.0%,0,0,0
536,1088941056,K. Herbert,Kaleb Herbert,Herbert,Kaleb,2B,University of Toledo,TOL,5388,Toledo,BBC,R,R,39,87,11,11,0,100.0%,56,11,11,0,100.0%,31,0,0,0,-,0,0,0
536,1173512704,M. Maggio,Michael Maggio,Maggio,Michael,LF,University at Albany,ALBY,730280448,Albany,BBC,R,R,47,82,11,11,0,100.0%,49,6,6,0,100.0%,33,3,3,0,100.0%,0,0,0
536,1297354496,G. Miranda,Gabe Miranda,Miranda,Gabe,1B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,55,122,15,11,4,73.3%,64,13,9,4,69.2%,58,1,1,0,100.0%,0,0,0
