GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,1B_Name,1B_Id,2B_Name,2B_Id,3B_Name,3B_Id,SS_Name,SS_Id,LF_Name,LF_Id,CF_Name,CF_Id,RF_Name,RF_Id,FHC
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,1,e81c63c0-19ac-11f1-b569-27daa48e6994,dab2c5dc-86b0-4856-b208-0ba7b65a6ca2,2026-03-06,17:36:23.76,2026-03-06,22:36:23.76,2026-03-06T17:36:23.7671936-05:00,2026-03-06T22:36:23.7671936Z,DAV_WIL,LEH_MOU,StrikeCalled,Undefined,NoShift,94.87829,67.10947,148.93724,35.44338,69.68115,-53.37721,141.03028,-46.54934,298.71649,-123.06309,324.66848,26.39064,233.10266,136.46807,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,2,f0790b90-19ac-11f1-b569-27daa48e6994,c14f887a-6b70-4c8b-9e3b-b921a7302b64,2026-03-06,17:36:37.85,2026-03-06,22:36:37.85,2026-03-06T17:36:37.8580992-05:00,2026-03-06T22:36:37.8580992Z,DAV_WIL,LEH_MOU,FoulBallNotFieldable,Undefined,NoShift,96.92501,68.27586,148.78473,35.36743,69.68766,-53.47581,139.94456,-47.20236,302.17397,-123.69134,323.39004,26.87437,236.9874,138.57844,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,3,fa7b4d10-19ac-11f1-b569-27daa48e6994,addef1c9-c16c-441a-9130-2df7118d43e3,2026-03-06,17:36:54.64,2026-03-06,22:36:54.64,2026-03-06T17:36:54.6449408-05:00,2026-03-06T22:36:54.6449408Z,DAV_WIL,LEH_MOU,BallCalled,Undefined,NoShift,96.23613,71.31539,148.22501,37.30398,90.18316,-75.6553,140.91575,-49.44288,294.894,-115.99087,325.11548,27.70203,217.65927,133.11633,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,4,03f15420-19ad-11f1-b569-27daa48e6994,343baba3-3dd0-427c-b4f6-7608ef890d71,2026-03-06,17:37:10.52,2026-03-06,22:37:10.52,2026-03-06T17:37:10.5220608-05:00,2026-03-06T22:37:10.5220608Z,DAV_WIL,LEH_MOU,StrikeSwinging,Undefined,NoShift,95.44693,69.39744,148.63334,36.48932,89.98014,-74.94734,140.9386,-49.44668,304.95397,-114.25485,324.17911,25.65955,219.41309,133.24207,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,5,1343c0c0-19ad-11f1-b569-27daa48e6994,9e560e46-a2cf-40cc-ae76-f8dc08440376,2026-03-06,17:37:36.28,2026-03-06,22:37:36.28,2026-03-06T17:37:36.2873856-05:00,2026-03-06T22:37:36.2873856Z,DAV_WIL,LEH_MOU,InPlay,Out,NoShift,96.35799,68.08383,150.72448,31.08224,88.24264,-73.09775,140.68066,-47.79065,281.55559,-141.07292,325.08562,-9.9816,254.72388,119.00586,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,6,26abdcb0-19ad-11f1-b569-27daa48e6994,b13977c6-5192-4033-97bb-41f4bab242d8,2026-03-06,17:38:08.71,2026-03-06,22:38:08.71,2026-03-06T17:38:08.7165440-05:00,2026-03-06T22:38:08.7165440Z,DAV_WIL,LEH_MOU,StrikeCalled,Undefined,NoShift,95.92141,83.55524,138.126,53.64971,77.05976,-50.37391,149.74501,-26.53901,271.42927,-150.17429,336.97179,-23.67894,286.56777,118.90458,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,7,2f37f8f0-19ad-11f1-b569-27daa48e6994,947b1833-cf1b-454a-8e4e-18abd4d62873,2026-03-06,17:38:22.81,2026-03-06,22:38:22.81,2026-03-06T17:38:22.8161024-05:00,2026-03-06T22:38:22.8161024Z,DAV_WIL,LEH_MOU,FoulBallNotFieldable,Undefined,NoShift,97.20146,83.68812,139.11671,52.22328,92.08854,-53.10275,147.46386,-26.83838,270.73717,-150.27568,338.31773,-23.77849,288.99872,120.9628,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,8,392a34e0-19ad-11f1-b569-27daa48e6994,a4dd6b31-7a9c-43f7-843b-5b7d40615e1c,2026-03-06,17:38:39.81,2026-03-06,22:38:39.81,2026-03-06T17:38:39.8197760-05:00,2026-03-06T22:38:39.8197760Z,DAV_WIL,LEH_MOU,BallCalled,Undefined,NoShift,96.43245,82.55842,140.59767,53.29874,97.98813,-63.02245,148.51749,-26.76544,251.28982,-149.09192,343.20034,-28.2465,284.52415,116.44148,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,9,42eed120-19ad-11f1-b569-27daa48e6994,20881687-3237-4689-9d5a-b183739af398,2026-03-06,17:38:56.20,2026-03-06,22:38:56.20,2026-03-06T17:38:56.2006016-05:00,2026-03-06T22:38:56.2006016Z,DAV_WIL,LEH_MOU,InPlay,Out,NoShift,95.82764,83.16306,141.47725,48.55039,97.1583,-63.26148,142.72049,-32.17292,241.76937,-140.27901,332.05449,-28.92908,293.21904,119.58949,"Loughlin, Theo",10106184,"Manjooran, Matthew",1000290948,"Vannoy, Matthew",1000111908,"Diaz, Fredy",1000160015,"Edwards, Scott",1000092075,"Daly, Jameson",1000097079,"Lietz, Forrest",1000315886,true
af67b4e9-3a0d-4d7b-bce3-2e5fda33e12c,10,b464af50-19ad-11f1-b569-27daa48e6994,c29a632e-e98c-410c-85ff-5d1002343368,2026-03-06,17:42:06.57,2026-03-06,22:42:06.57,2026-03-06T17:42:06.5754112-05:00,2026-03-06T22:42:06.5754112Z,LEH_MOU,DAV_WIL,BallCalled,Undefined,NoShift,91.22347,67.89765,142.93968,44.94264,73.00024,-53.15626,135.14785,-37.47348,262.86629,-138.11978,334.82389,2.18116,247.80018,136.11876,"Crawford, Trystan",1000189716,"Cochran, Ryan",1000189704,"Quinn, Aidan",1000136538,"Giardina, Silvio",10150408,"Davis, Ryan",1000189705,"Patrizi, Dom",1000189698,"Carvelli, Robbie",10070565,true
