Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
1927,1000082309,K. McConachie,Kyle McConachie,McConachie,Kyle,SS,University of Akron,AKR,540536064,Akron,BBC,R,R,47,170,574,50.6%,26.4%,28.2%,45.4%,40.5%,59.5%,23.8%,24.2%,52.0%,37.8%,62.2%
1928,1162109952,C. Newman,Carter Newman,Newman,Carter,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,41,167,657,50.6%,29.4%,29.8%,40.8%,44.8%,55.2%,32.0%,26.9%,41.1%,45.4%,54.6%
1929,1160566617,A. Umbach,Anthony Umbach,Umbach,Anthony,2B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,46,165,574,50.7%,34.7%,30.1%,35.2%,50.2%,49.8%,27.4%,23.7%,48.9%,37.6%,62.4%
1930,1248737024,I. Webb,Isaac Webb,Webb,Isaac,CF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,231,796,50.7%,23.7%,28.6%,47.7%,35.9%,64.1%,22.6%,26.7%,50.7%,34.3%,65.7%
1931,1317344768,K. Garbowski,Kyle Garbowski,Garbowski,Kyle,1B,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,56,285,855,50.7%,26.8%,28.1%,45.1%,40.0%,60.0%,21.9%,22.8%,55.3%,32.1%,67.9%
1932,1158305024,D. Whittle,David Whittle,Whittle,David,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,44,145,521,50.7%,27.9%,30.1%,41.9%,43.8%,56.2%,19.2%,24.7%,56.2%,30.4%,69.6%
1933,1251292160,R. Hart,River Hart,Hart,River,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,43,170,687,50.7%,26.9%,27.2%,46.0%,39.0%,61.0%,25.1%,27.8%,47.1%,39.2%,60.8%
1934,1224669696,N. Brooks,Noah Brooks,Brooks,Noah,1B,Siena College,SIE,730382592,Siena,BBC,R,R,45,185,639,50.7%,22.4%,31.2%,46.4%,35.9%,64.1%,23.0%,23.2%,53.8%,34.5%,65.5%
1935,1012549845,T. Kendrick,Thomas Kendrick,Kendrick,Thomas,LF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,S,R,47,221,718,50.7%,24.3%,32.6%,43.2%,37.2%,62.8%,25.0%,24.5%,50.5%,36.5%,63.5%
1936,1102896384,J. Bullard,Jakob Bullard,Bullard,Jake,1B,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,44,186,717,50.7%,26.3%,30.2%,43.5%,39.1%,60.9%,20.8%,25.9%,53.3%,33.0%,67.0%
1937,1236375552,H. Feinberg,Harrison Feinberg,Feinberg,Harrison,LF,Northeastern University,NE,343,Northeastern,BBC,R,R,58,257,1005,50.7%,26.7%,32.1%,41.3%,42.3%,57.7%,26.0%,26.0%,47.9%,39.0%,61.0%
1938,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,288,1175,50.7%,24.4%,30.4%,45.1%,36.7%,63.3%,28.6%,24.1%,47.3%,39.7%,60.3%
1939,1598424062,C. Dierdorf,Carter Dierdorf,Dierdorf,Carter,1B,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,L,51,227,883,50.7%,25.3%,28.5%,46.2%,37.8%,62.2%,20.6%,25.6%,53.8%,32.4%,67.6%
1940,1263704064,D. Nevar,Dylan Nevar,Nevar,Dylan,LF,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,50,228,894,50.8%,19.8%,36.2%,44.0%,36.6%,63.4%,20.6%,24.6%,54.8%,31.6%,68.4%
1941,1386159189,D. Mullins,Dalton Mullins,Mullins,Dalton,LF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,L,37,138,423,50.8%,30.7%,28.9%,40.4%,44.4%,55.6%,23.4%,29.5%,47.1%,37.4%,62.6%
1942,1304736512,T. Cassidy,Trae Cassidy,Cassidy,Trae,1B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,48,220,801,50.8%,23.1%,33.7%,43.2%,37.2%,62.8%,22.2%,23.3%,54.5%,33.3%,66.7%
1943,1514186936,S. Sweet-Chick,Seth Sweet-Chick,Sweet-Chick,Seth,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,47,151,537,50.8%,31.9%,28.8%,39.4%,46.6%,53.4%,22.3%,28.5%,49.2%,38.9%,61.1%
1944,1725006698,A. Irizarry,Alex Irizarry,Irizarry,Alex,SS,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,52,241,852,50.8%,27.3%,27.5%,45.2%,41.2%,58.8%,24.3%,26.7%,49.1%,36.5%,63.5%
1945,1202726656,J. Lane,Jonathan Lane,Lane,Jonathan,2B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,55,240,844,50.8%,29.1%,28.9%,42.0%,42.4%,57.6%,20.7%,29.5%,49.8%,33.1%,66.9%
1946,1596377367,B. Wyche,Bruce Wyche,Wyche,Bruce,RF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,51,232,874,50.8%,28.4%,29.3%,42.3%,41.4%,58.6%,25.7%,27.4%,46.9%,39.1%,60.9%
1947,1336584448,B. Nathison,Brady Nathison,Nathison,Brady,LF,Towson University,TOWS,730318336,Towson,BBC,R,L,51,157,598,50.8%,29.0%,29.2%,41.9%,42.8%,57.2%,22.1%,24.1%,53.8%,32.7%,67.3%
1948,1077703168,H. Kaufman,Harrison Kaufman,Kaufman,Harrison,3B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,38,164,646,50.9%,24.6%,26.7%,48.8%,35.6%,64.4%,26.5%,22.9%,50.7%,38.1%,61.9%
1949,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,53,200,753,50.9%,29.5%,26.7%,43.8%,42.3%,57.7%,27.3%,28.2%,44.5%,40.6%,59.4%
1950,1298788096,J. Cauthron,Jackson Cauthron,Cauthron,Jackson,C,Ohio University,OHIO,730298368,Ohio,BBC,L,R,49,214,771,50.9%,27.6%,31.4%,41.0%,42.3%,57.7%,23.0%,26.4%,50.6%,34.8%,65.2%
1951,1178179328,P. Curtis,Preston Curtis,Curtis,Preston,RF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,51,215,770,50.9%,25.9%,30.9%,43.2%,41.8%,58.2%,27.3%,23.6%,49.1%,39.2%,60.8%
1952,1182011904,B. Sullivan,Braden Sullivan,Sullivan,Braden,2B,University of Massachusetts,MASS,5451,UMass,BBC,R,R,44,192,780,50.9%,27.6%,32.1%,40.4%,43.0%,57.0%,25.8%,27.3%,46.9%,38.3%,61.7%
1953,1287073536,A. Zorn,Adin Zorn,Zorn,Adin,LF,University of Dayton,DAY,730194688,Dayton,BBC,R,R,58,259,871,50.9%,25.9%,33.9%,40.2%,42.6%,57.4%,25.6%,27.1%,47.4%,38.7%,61.3%
1954,1275097856,T. Sanders,Troy Sanders,Sanders,Troy,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,50,197,685,50.9%,28.3%,32.8%,38.9%,43.6%,56.4%,26.8%,28.7%,44.5%,40.9%,59.1%
1955,1341291776,Z. Chamizo,Zach Chamizo,Chamizo,Zach,3B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,55,239,796,50.9%,27.4%,29.2%,43.4%,41.9%,58.1%,24.6%,26.1%,49.2%,35.1%,64.9%
1956,1201266176,D. Howard,Drew Howard,Howard,Drew,3B,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,51,162,595,50.9%,27.4%,33.0%,39.6%,43.8%,56.2%,24.5%,22.6%,52.9%,35.4%,64.6%
1957,1900787526,J. Walker,Jackson Walker,Walker,Jackson,LF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,56,245,846,50.9%,28.2%,30.9%,40.9%,43.4%,56.6%,31.6%,24.0%,44.4%,44.1%,55.9%
1958,1126689024,N. Gamez,Nathan Gamez,Gamez,Nathan,3B,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,R,48,183,433,50.9%,20.2%,22.7%,57.1%,30.1%,69.9%,30.1%,23.9%,46.0%,41.1%,58.9%
1959,1253268027,B. Primrose,Blake Primrose,Primrose,Blake,C,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,42,168,622,50.9%,24.0%,34.4%,41.6%,39.3%,60.7%,22.8%,25.7%,51.6%,34.6%,65.4%
1960,1207467008,B. Stanley,Brett Stanley,Stanley,Brett,LF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,53,261,917,50.9%,26.7%,30.7%,42.6%,39.6%,60.4%,25.8%,25.9%,48.4%,38.5%,61.5%
1961,1831205385,J. Hudson,Justin Hudson,Hudson,Justin,RF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,53,210,836,50.9%,25.5%,31.9%,42.6%,40.0%,60.0%,21.1%,24.8%,54.1%,33.8%,66.2%
1962,1100332032,K. Alexander,Kyree Alexander,Alexander,Kyree,3B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,48,201,677,51.0%,28.1%,32.9%,39.0%,44.3%,55.7%,25.0%,29.8%,45.2%,39.0%,61.0%
1963,1092627968,D. Gierer,Daniel Gierer,Gierer,Daniel,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,205,684,51.0%,29.2%,28.9%,41.8%,41.3%,58.7%,21.4%,24.8%,53.8%,31.9%,68.1%
1964,1325548544,C. Loyal,Cooper Loyal,Loyal,Cooper,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,53,223,792,51.0%,25.3%,33.9%,40.8%,43.1%,56.9%,27.5%,22.7%,49.8%,37.1%,62.9%
1965,1309504768,J. Martinez,Jace Martinez,Martinez,Jace,SS,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,50,211,905,51.0%,34.4%,27.3%,38.3%,45.2%,54.8%,24.1%,24.4%,51.5%,36.6%,63.4%
1966,1613973512,G. Grutzmacher,Gavin Grutzmacher,Grutzmacher,Gavin,2B,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,217,761,51.1%,34.5%,28.5%,37.0%,48.6%,51.4%,22.9%,27.5%,49.6%,34.9%,65.1%
1967,1162117120,J. Cilea,Joe Cilea,Cilea,Joe,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,42,140,579,51.1%,25.1%,35.4%,39.5%,38.3%,61.7%,28.3%,23.0%,48.8%,38.8%,61.2%
1968,1299946496,M. Jackson,Miles Jackson,Jackson,Miles,LF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,41,174,460,51.1%,22.5%,31.4%,46.1%,37.5%,62.5%,22.9%,27.5%,49.6%,37.9%,62.1%
1969,1184596480,C. Vercollone,Conner Vercollone,Vercollone,Conner,RF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,47,206,831,51.1%,26.4%,30.9%,42.8%,41.8%,58.2%,24.7%,27.6%,47.7%,40.0%,60.0%
1970,1096391424,A. Ducatelli,Antonio Ducatelli,Ducatelli,Antonio,LF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,40,174,552,51.1%,25.7%,29.7%,44.6%,38.6%,61.4%,22.3%,22.8%,54.9%,31.5%,68.5%
1971,1240386048,R. Porter,Ryan Porter,Porter,Ryan,P,Cornell University,COR,730298624,Cornell,BBC,R,R,31,110,376,51.1%,33.5%,29.1%,37.4%,49.4%,50.6%,28.8%,26.8%,44.4%,42.7%,57.3%
1972,1858680066,J. Claiborn,Jason Claiborn,Claiborn,Jason,1B,Marist College,MRST,730374656,Marist,BBC,L,L,54,257,950,51.1%,27.5%,30.6%,41.8%,41.2%,58.8%,24.5%,25.7%,49.8%,36.5%,63.5%
1973,1009011935,D. Massey,DJ Massey,Massey,DJ,SS,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,50,179,555,51.1%,22.4%,31.4%,46.2%,36.7%,63.3%,27.5%,26.1%,46.4%,42.0%,58.0%
1974,1281616129,H. Shupe,Hudson Shupe,Shupe,Hudson,2B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,250,915,51.1%,28.3%,31.2%,40.6%,42.6%,57.4%,27.4%,28.4%,44.3%,40.5%,59.5%
1975,1238288640,C. Sanchez,Cade Sanchez,Sanchez,Cade,2B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,224,800,51.1%,25.4%,28.5%,46.1%,36.6%,63.4%,27.7%,25.4%,46.9%,37.9%,62.1%
1976,1306688000,A. Newton,Armani Newton,Newton,Armani,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,52,181,715,51.1%,26.9%,27.8%,45.3%,37.8%,62.2%,20.6%,28.3%,51.1%,34.6%,65.4%
1976,1096254720,A. Patel,Aryan Patel,Patel,Aryan,TWP,The Citadel,CIT,730366720,The Citadel,BBC,R,R,49,155,593,51.1%,33.9%,26.7%,39.4%,46.0%,54.0%,32.0%,23.0%,45.0%,41.5%,58.5%
1978,1250235392,A. Benes,Adam Benes,Benes,Adam,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,140,520,51.1%,32.0%,33.7%,34.3%,48.0%,52.0%,27.7%,25.8%,46.6%,39.7%,60.3%
1979,1322872064,D. Amaral,Dre Amaral,Amaral,Dre,SS,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,48,203,568,51.2%,28.7%,24.3%,47.1%,39.8%,60.2%,22.5%,27.8%,49.7%,37.4%,62.6%
1980,1309417216,G. Royer,Gianni Royer,Royer,Gianni,CF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,53,238,889,51.2%,27.4%,30.3%,42.3%,42.8%,57.2%,27.8%,22.4%,49.8%,39.1%,60.9%
1981,1263420928,L. Brewster,Lane Brewster,Brewster,Lane,CF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,53,202,781,51.2%,24.2%,30.2%,45.6%,37.0%,63.0%,23.1%,28.6%,48.4%,36.4%,63.6%
1982,1334300928,J. Vos,Joe Vos,Vos,Joe,CF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,50,199,742,51.2%,28.1%,28.7%,43.3%,40.7%,59.3%,27.4%,25.0%,47.7%,38.7%,61.3%
1983,1233390336,A. Lane,Alex Lane,Lane,Alex,1B,Northeastern University,NE,343,Northeastern,BBC,R,R,56,232,849,51.2%,31.8%,32.0%,36.2%,47.5%,52.5%,29.7%,24.5%,45.7%,41.8%,58.2%
1984,1222900224,N. Lincoln,Nathan Lincoln,Lincoln,Nathan,LF,Marist College,MRST,730374656,Marist,BBC,R,R,51,233,851,51.2%,29.3%,29.1%,41.6%,42.5%,57.5%,28.2%,24.3%,47.5%,40.3%,59.7%
1985,1310312448,A. Cohall,Aidan Cohall,Cohall,Aidan,LF,Stonehill College,SC,730238464,Stonehill,BBC,L,R,46,207,699,51.2%,24.3%,32.5%,43.2%,39.8%,60.2%,21.0%,28.8%,50.2%,35.8%,64.2%
1986,1007910647,L. Matthews,Luke Matthews,Matthews,Luke,SS,Kent State University,KENT,730315008,Kent State,BBC,R,R,43,202,697,51.2%,24.2%,33.6%,42.2%,38.6%,61.4%,26.4%,25.7%,48.0%,40.9%,59.1%
1987,1202679552,E. Funkhouser,Evan Funkhouser,Funkhouser,Evan,SS,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,59,227,844,51.2%,27.3%,29.3%,43.5%,41.6%,58.4%,21.3%,26.3%,52.3%,34.6%,65.4%
1988,1673066641,R. Pitts Jr.,Robert Pitts Jr.,Pitts Jr.,Robert,CF,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,51,234,777,51.3%,27.8%,29.2%,43.0%,42.1%,57.9%,21.5%,24.9%,53.6%,34.8%,65.2%
1989,1019896723,A. Brotz,Anthony Brotz,Brotz,Anthony,2B,Marist College,MRST,730374656,Marist,BBC,R,R,54,259,837,51.3%,27.5%,31.7%,40.7%,41.9%,58.1%,26.8%,24.4%,48.9%,39.1%,60.9%
1990,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,252,906,51.3%,22.2%,31.7%,46.1%,34.2%,65.8%,20.3%,28.6%,51.1%,35.2%,64.8%
1991,1434805078,N. Dicarlo,Nick Dicarlo,Dicarlo,Nick,CF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,51,189,620,51.3%,26.7%,32.4%,40.9%,40.7%,59.3%,24.3%,27.6%,48.2%,37.2%,62.8%
1992,1153321472,D. Culbertson,Drew Culbertson,Culbertson,Drew,SS,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,42,134,494,51.3%,27.9%,28.1%,43.9%,39.8%,60.2%,25.3%,26.1%,48.7%,35.3%,64.7%
1993,1077731072,W. Brown,Will Brown,Brown,Will,2B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,57,266,668,51.3%,23.4%,30.9%,45.7%,38.2%,61.8%,21.2%,25.8%,53.0%,32.0%,68.0%
1993,1727649062,T. Marthilijohni,Ty Marthilijohni,Marthilijohni,Ty,C,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,45,173,620,51.3%,25.5%,29.3%,45.2%,40.6%,59.4%,25.3%,19.9%,54.8%,35.2%,64.8%
1995,1317505536,T. Elliott,Travis Elliott,Elliott,Travis,2B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,56,247,921,51.4%,29.7%,29.2%,41.1%,45.1%,54.9%,29.3%,24.4%,46.3%,41.5%,58.5%
1996,1264056576,D. Ferrara,Dean Ferrara,Ferrara,Dean,3B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,302,951,51.4%,27.0%,30.5%,42.5%,41.9%,58.1%,28.8%,25.6%,45.6%,41.6%,58.4%
1997,1771426309,C. Yeaman,Colin Yeaman,Yeaman,Colin,SS,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,60,304,1162,51.4%,31.3%,30.3%,38.3%,44.8%,55.2%,29.9%,26.1%,44.0%,43.7%,56.3%
1998,1336599040,J. Shields,Jonah Shields,Shields,Jonah,2B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,54,249,958,51.4%,27.3%,31.4%,41.2%,41.5%,58.5%,21.5%,25.6%,52.9%,35.7%,64.3%
1999,1271247872,B. Bell,Blaze Bell,Bell,Blaze,1B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,47,191,580,51.4%,25.1%,31.0%,43.9%,37.3%,62.7%,22.6%,25.7%,51.7%,34.8%,65.2%
2000,1342169008,C. Vrabel,Carter Vrabel,Vrabel,Carter,1B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,50,155,595,51.4%,26.5%,33.2%,40.4%,40.9%,59.1%,23.7%,27.5%,48.8%,37.0%,63.0%
2001,1297536512,D. Mayer,Dylan Mayer,Mayer,Dylan,CF,Manhattan College,MAN,730363648,Manhattan,BBC,R,L,41,148,534,51.4%,25.6%,30.1%,44.3%,37.0%,63.0%,27.5%,24.9%,47.6%,39.3%,60.7%
2002,1324686592,C. Baillargeon,Chris Baillargeon,Baillargeon,Chris,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,58,263,1039,51.4%,30.8%,30.7%,38.6%,45.8%,54.2%,28.1%,25.4%,46.5%,39.2%,60.8%
2003,1196300536,R. Lordier,Ryan Lordier,Lordier,Ryan,2B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,47,192,625,51.4%,27.9%,29.8%,42.3%,40.2%,59.8%,26.0%,25.6%,48.4%,37.9%,62.1%
2004,1180845312,K. Ashworth,Kyle Ashworth,Ashworth,Kyle,RF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,52,242,1023,51.4%,28.1%,31.7%,40.1%,45.5%,54.5%,25.1%,24.5%,50.4%,37.0%,63.0%
2005,1264275456,A. Urlaub,Alex Urlaub,Urlaub,Alex,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,51,209,832,51.5%,28.6%,29.1%,42.2%,42.3%,57.7%,19.3%,25.7%,55.1%,32.8%,67.2%
2006,1557937217,S. Alford,Seth Alford,Alford,Seth,SS,University of North Florida,UNF,730296832,North Florida,BBC,R,R,47,166,602,51.5%,28.4%,29.5%,42.1%,42.1%,57.9%,19.5%,26.7%,53.8%,32.8%,67.2%
2007,1264122624,L. Myers,Luke Myers,Myers,Luke,2B,University at Albany,ALBY,730280448,Albany,BBC,R,R,52,223,834,51.5%,29.2%,29.6%,41.2%,44.6%,55.4%,27.2%,23.6%,49.1%,38.7%,61.3%
2008,1308210109,T. Thompson,Tyler Thompson,Thompson,Tyler,LF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,47,206,670,51.5%,24.3%,29.8%,46.0%,39.4%,60.6%,24.3%,23.2%,52.6%,36.8%,63.2%
2009,1126573056,B. Voth,Brant Voth,Voth,Brant,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,R,45,153,475,51.5%,23.1%,31.3%,45.5%,36.1%,63.9%,21.4%,30.1%,48.5%,34.1%,65.9%
2010,1197623808,C. Smith,Christian Smith,Smith,Christian,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,262,913,51.5%,29.0%,29.2%,41.8%,42.1%,57.9%,29.6%,22.9%,47.4%,41.0%,59.0%
2011,1080800768,Z. Rogacki,Zach Rogacki,Rogacki,Zach,C,Binghamton University,BING,730155776,Binghamton,BBC,L,R,55,249,877,51.6%,24.2%,34.1%,41.7%,38.3%,61.7%,28.0%,26.0%,46.0%,40.6%,59.4%
2012,1086141696,M. Doyle,Michael Doyle,Doyle,Michael,3B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,43,167,583,51.6%,28.4%,28.6%,42.9%,42.0%,58.0%,24.3%,28.2%,47.5%,38.8%,61.2%
2013,1207887104,G. Wright,Garrett Wright,Wright,Garrett,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,54,262,813,51.6%,24.9%,33.5%,41.5%,39.8%,60.2%,23.9%,23.1%,53.0%,33.8%,66.2%
2014,1829737588,J. Blalock,Jayce Blalock,Blalock,Jayce,LF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,46,156,597,51.6%,24.5%,33.6%,42.0%,40.2%,59.8%,24.0%,25.5%,50.5%,36.0%,64.0%
2015,1088382464,I. Lopez,Isaac Lopez,Lopez,Isaac,SS,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,51,256,880,51.6%,30.3%,31.3%,38.4%,46.7%,53.3%,29.5%,23.7%,46.8%,43.4%,56.6%
2016,1662227278,D. Turgeon,Dante Turgeon,Turgeon,Dante,LF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,39,123,480,51.6%,28.3%,32.5%,39.2%,45.2%,54.8%,30.7%,25.4%,43.9%,42.9%,57.1%
2017,1313501184,L. Jenkins,Leighton Jenkins,Jenkins,Leighton,SS,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,55,216,809,51.6%,29.4%,30.1%,40.5%,43.3%,56.7%,26.4%,22.2%,51.4%,35.6%,64.4%
2018,1142631680,T. Kipp,Tyler Kipp,Kipp,Tyler,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,258,925,51.6%,30.3%,29.4%,40.4%,44.5%,55.5%,30.5%,22.6%,46.9%,41.9%,58.1%
2019,1341082951,T. Bates,Taj Bates,Bates,Taj,3B,Southern University,SOU,4767,Southern,BBC,R,R,44,209,804,51.6%,22.5%,33.7%,43.8%,37.0%,63.0%,24.5%,28.4%,47.1%,37.2%,62.8%
2020,1842721780,J. Hale,John Hale,Hale,John,CF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,203,711,51.7%,30.8%,31.1%,38.1%,45.2%,54.8%,20.7%,24.0%,55.3%,33.0%,67.0%
2021,1310639872,N. Bergamotto,Nick Bergamotto,Bergamotto,Nick,2B,Siena College,SIE,730382592,Siena,BBC,R,R,46,194,714,51.7%,24.8%,32.6%,42.6%,40.7%,59.3%,28.3%,23.0%,48.7%,40.8%,59.2%
2022,1342168904,G. Sparr,Grayson Sparr,Sparr,Grayson,LF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,50,207,657,51.7%,23.7%,32.6%,43.7%,38.4%,61.6%,25.2%,27.1%,47.8%,39.2%,60.8%
2023,1237015296,K. Krowka,Karson Krowka,Krowka,Karson,3B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,47,159,505,51.7%,21.6%,28.2%,50.2%,33.4%,66.6%,23.3%,27.5%,49.2%,34.7%,65.3%
2024,1269233194,D. Small,Dane Small,Small,Dane,RF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,48,191,597,51.7%,19.7%,33.5%,46.8%,32.0%,68.0%,27.5%,27.5%,45.1%,40.3%,59.7%
2025,1213265153,B. Craigue,Brooks Craigue,Craigue,Brooks,2B,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,45,205,679,51.7%,29.3%,29.8%,40.9%,43.2%,56.8%,30.4%,27.3%,42.3%,42.9%,57.1%
2026,1914356356,B. Capps,Brody Capps,Capps,Brody,1B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,54,245,819,51.7%,23.9%,31.8%,44.2%,38.1%,61.9%,23.3%,24.7%,51.9%,33.7%,66.3%
2027,1148937216,V. Mauro,Vincent Mauro,Mauro,Vincent,3B,Niagara University,NIAG,730156544,Niagara,BBC,R,R,46,197,606,51.8%,31.1%,24.1%,44.7%,39.6%,60.4%,21.0%,27.0%,52.0%,32.8%,67.2%
2028,1306802432,J. Roder,Joe Roder,Roder,Joe,1B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,49,212,772,51.8%,26.9%,33.4%,39.7%,43.6%,56.4%,22.7%,26.4%,51.0%,33.6%,66.4%
2029,1327605561,J. Jimenez,Julian Jimenez,Jimenez,Julian,CF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,43,192,589,51.8%,24.1%,30.9%,45.0%,39.5%,60.5%,24.4%,28.0%,47.6%,38.6%,61.4%
2030,1125364736,N. Dolan,Nick Dolan,Dolan,Nick,3B,Ohio University,OHIO,730298368,Ohio,BBC,R,R,44,199,714,51.8%,25.2%,31.6%,43.1%,37.9%,62.1%,22.0%,29.5%,48.5%,35.0%,65.0%
2031,1089460923,M. Rienstra-Kiracofe,Micah Rienstra-Kiracofe,Rienstra-Kiracofe,Micah,CF,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,249,908,51.8%,30.8%,29.2%,40.0%,45.6%,54.4%,30.5%,25.2%,44.4%,43.8%,56.2%
2032,1158452736,M. Miceli,Matt Miceli,Miceli,Matt,SS,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,52,200,716,51.8%,29.2%,32.9%,37.8%,44.0%,56.0%,33.4%,25.3%,41.4%,47.1%,52.9%
