Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
155,1308210109,T. Thompson,Tyler Thompson,Thompson,Tyler,LF,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,47,206,670,296,40,385,152,104,242,45,89
159,1162597120,S. Panaro,Santino Panaro,Panaro,Santino,CF,University of Utah,UTAH,730328320,Utah,BBC,L,L,44,183,576,263,36,361,146,81,243,64,98
159,1153449728,J. Gale,Joey Gale,Gale,Joey,RF,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,46,181,610,275,52,409,132,91,243,85,134
161,1237919488,S. Larranaga,Simon Larranaga,Larranaga,Simon,RF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,40,153,607,257,111,366,73,73,244,78,109
161,1194402304,B. Sailors,Brooks Sailors,Sailors,Brooks,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,51,232,1016,303,43,565,151,109,244,46,262
161,1195424768,S. Martin,Shannon Martin,Martin,Shannon,3B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,52,229,687,213,26,347,143,44,244,18,134
161,1559287645,P. McLellan,Patrick McLellan,McLellan,Patrick,3B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,43,203,741,282,54,446,148,80,244,64,164
161,1638122960,D. Rodriguez,Damian Rodriguez,Rodriguez,Damian,CF,Iona College,IONA,730242048,Iona,BBC,R,R,51,262,942,400,83,545,180,137,244,26,145
166,1097455104,G. Anderson,Garner Anderson,Anderson,Garner,LF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,41,183,677,314,76,412,116,122,245,46,98
166,1081438208,G. Ganun,Gavin Ganun,Ganun,Gavin,LF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,49,212,893,359,165,522,97,97,245,47,163
168,1197179904,J. Eichelberger,Joseph Eichelberger,Eichelberger,Joseph,RF,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,50,224,708,310,57,409,169,84,246,46,99
168,1207887104,G. Wright,Garrett Wright,Wright,Garrett,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,54,262,813,402,69,497,188,145,246,65,95
168,1253268027,B. Primrose,Blake Primrose,Primrose,Blake,C,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,42,168,622,264,46,374,120,98,246,41,110
171,1207798016,A. Lewis II,Andreaus Lewis,Lewis II,Andreaus,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,45,177,633,258,74,355,104,80,247,56,97
171,1224669696,N. Brooks,Noah Brooks,Brooks,Noah,1B,Siena College,SIE,730382592,Siena,BBC,R,R,45,185,639,317,97,404,123,97,247,67,87
171,1114233856,O. Walewander,Owen Walewander,Walewander,Owen,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,45,170,647,275,54,380,115,106,247,90,105
171,1201246976,L. Molessa,Leewood Molessa,Molessa,Leewood,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,42,183,602,265,72,355,124,69,247,64,90
171,1316990464,G. Terry,Gavin Terry,Terry,Gavin,LF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,43,198,643,237,39,343,136,62,247,35,106
176,1083995904,J. Davis,Jakobi Davis,Davis,Jakobi,CF,Cornell University,COR,730298624,Cornell,BBC,L,L,34,148,616,219,74,348,77,68,248,67,129
176,1176406528,M. Petersen,Mika Petersen,Petersen,Mika,CF,Brown University,BRWN,730236160,Brown,BBC,L,L,39,170,616,299,47,398,135,117,248,128,99
176,1239326464,E. Brown,Ethan Brown,Brown,Ethan,1B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,35,155,592,254,43,365,108,103,248,57,111
176,1138260992,L. Alvarez,Ledy Alvarez,Alvarez,Ledy,SS,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,49,215,691,290,45,390,158,87,248,58,100
176,1207881216,B. Zeigler-Namoa,Ben Zeigler-Namoa,Zeigler-Namoa,Ben,1B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,L,56,259,948,434,112,562,187,135,248,58,128
181,1279685376,D. Cail,Daedrick Cail,Cail,Daedrick,3B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,46,174,583,268,54,378,130,84,249,82,110
181,1178187520,A. Dewberry,Amman Dewberry,Dewberry,Amman,RF,Presbyterian College,PRE,730184192,Presbyterian,BBC,L,L,51,196,663,367,122,438,140,105,249,165,71
181,1777552484,O. Pincince,Owen Pincince,Pincince,Owen,1B,Siena College,SIE,730382592,Siena,BBC,R,R,51,196,644,276,33,383,149,94,249,39,107
181,1551683560,T. Large,Tyler Large,Large,Tyler,LF,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,50,228,822,333,89,492,140,104,249,53,159
181,1734858759,B. French,Blaine French,French,Blaine,RF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,42,180,708,286,52,400,111,123,249,29,114
186,1309501696,K. Morse,Krayton Morse,Morse,Krayton,C,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,47,217,726,310,38,446,166,106,250,46,136
187,1207810816,C. Boyd,Cameron Boyd,Boyd,Cameron,RF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,50,206,731,341,63,461,154,124,251,84,120
187,1148937216,V. Mauro,Vincent Mauro,Mauro,Vincent,3B,Niagara University,NIAG,730156544,Niagara,BBC,R,R,46,197,606,276,55,372,141,80,251,44,96
187,1097554432,C. Marcellus,Chris Marcellus,Marcellus,Chris,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,48,216,655,237,43,340,137,57,251,21,103
187,1238233344,J. Kemp,James Kemp,Kemp,James,1B,Iona College,IONA,730242048,Iona,BBC,R,R,52,249,906,350,57,508,163,130,251,18,158
187,1318580992,B. Yaworski,Bo Yaworski,Yaworski,Bo,1B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,46,208,602,269,21,362,164,84,251,37,93
187,1370253647,J. Jimenez,Jorsixt Jimenez,Jimenez,Jorsixt,RF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,48,215,785,368,67,473,149,152,251,63,105
187,1044505388,B. Blomquist,Braylen Blomquist,Blomquist,Braylen,2B,Wright State University,WRST,5390,Wright State,BBC,L,R,45,194,674,309,59,413,136,114,251,100,104
194,1132728832,A. Paskell,Anthony Paskell,Paskell,Anthony,CF,Rider University,RID,730174976,Rider,BBC,R,R,37,171,549,246,27,335,124,95,252,38,89
195,1173523200,J. Spinosa,JC Spinosa,Spinosa,JC,SS,Canisius College,CAN,730218752,Canisius,BBC,R,R,45,203,641,262,59,347,123,80,253,29,85
195,1166939904,M. Imhoff,Max Imhoff,Imhoff,Max,C,Yale University,YALE,730334464,Yale,BBC,R,R,40,160,636,260,68,365,92,100,253,77,105
195,1192564992,B. VanMaanen,Ben VanMaanen,VanMaanen,Ben,1B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,50,187,552,233,33,331,134,66,253,23,98
195,1148432640,A. Rodriguez,Alec Rodriguez,Rodriguez,Alec,LF,Delaware State University,DSU,730217984,Delaware State,BBC,L,R,39,163,511,241,61,315,113,67,253,31,74
195,1753456456,J. Swift,Julian Swift,Swift,Julian,3B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,44,196,520,300,33,349,171,96,253,57,49
200,1191396864,T. Googins,Tommy Googins,Googins,Tommy,SS,Princeton University,PRIN,730198784,Princeton,BBC,R,R,40,155,567,263,92,374,93,78,254,89,111
200,1056312556,Z. Thompson,Zack Thompson,Thompson,Zack,C,Mercer University,MER,730240512,Mercer,BBC,R,R,53,187,607,318,81,385,130,107,254,106,67
200,1342169013,O. Lee,Owen Lee,Lee,Owen,SS,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,R,56,234,860,349,60,504,167,122,254,52,155
203,1243930112,J. Fithian,Jalen Fithian,Fithian,Jalen,CF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,53,255,813,427,82,504,190,155,255,51,77
203,1202726656,J. Lane,Jonathan Lane,Lane,Jonathan,2B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,55,240,844,417,87,542,173,157,255,73,125
203,1471059156,L. Williams,Landon Williams,Williams,Landon,3B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,51,216,684,266,59,369,142,65,255,48,103
203,1914356356,B. Capps,Brody Capps,Capps,Brody,1B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,54,245,819,357,61,482,184,112,255,42,125
207,1166939136,A. Atkinson,Alec Atkinson,Atkinson,Alec,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,174,565,266,41,348,128,97,256,74,82
207,1317378560,J. Green,Jason Green,Green,Jason,C,Niagara University,NIAG,730156544,Niagara,BBC,L,R,44,189,688,310,96,406,108,106,256,61,96
207,1026347039,J. Bullock,Jabril Bullock,Bullock,Jabril,2B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,35,150,532,223,52,302,90,81,256,27,79
207,1631529559,B. Bikar,Beny Bikar,Bikar,Beny,SS,Southern University,SOU,4767,Southern,BBC,S,R,40,166,530,203,29,312,121,53,256,33,109
211,1084213760,C. Tollett,Cason Tollett,Tollett,Cason,1B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,45,181,599,292,59,390,139,94,257,96,98
211,1105460480,T. Rodriguez,Taer Rodriguez,Rodriguez,Taer,3B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,36,164,624,218,43,366,107,68,257,46,148
211,1162563328,G. Zuccaro,Giano Zuccaro,Zuccaro,Giano,LF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,43,184,734,255,52,415,116,87,257,79,160
211,1212883200,D. Tavarez,Diego Tavarez,Tavarez,Diego,LF,Wagner College,WAG,730192640,Wagner,BBC,L,R,50,233,763,268,34,408,151,83,257,34,140
211,1436319825,L. Nunes,Landon Nunes,Nunes,Landon,RF,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,48,186,731,258,60,369,103,95,257,52,111
216,1952408633,M. Wall,Micajah Wall,Wall,Micajah,C,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,51,195,751,314,71,477,130,113,258,90,163
216,1565337963,A. Taclas,Aidan Taclas,Taclas,Aidan,RF,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,47,207,665,288,56,398,160,72,258,55,110
216,1898473718,J. Smith,Jackson Smith,Smith,Jackson,SS,Bradley University,BRAD,730253312,Bradley,BBC,L,R,39,179,618,256,40,381,114,102,258,57,125
219,1188694272,G. Antillon,Gunner Antillon,Antillon,Gunner,SS,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,49,232,805,352,42,476,174,136,259,29,124
219,1176049408,E. Meier,Evan Meier,Meier,Evan,CF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,51,189,617,264,54,364,128,82,259,49,100
219,1281944576,J. Green,Jackson Green,Green,Jackson,LF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,52,208,772,314,84,438,120,110,259,44,124
222,1153311232,D. Wyatt,Danny Wyatt,Wyatt,Danny,3B,UMBC,UMBC,730210304,UMBC,BBC,R,R,46,180,601,275,50,370,128,97,260,81,95
222,1306772224,E. Hartmann,Erich Hartmann,Hartmann,Erich,RF,Rider University,RID,730174976,Rider,BBC,L,L,49,222,705,332,47,450,175,110,260,77,118
222,1310832896,M. Zeppieri,Mateo Zeppieri,Zeppieri,Mateo,LF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,48,184,657,285,74,370,118,93,260,54,85
222,1133589199,E. Hammill,Elijha Hammill,Hammill,Elijha,CF,Niagara University,NIAG,730156544,Niagara,BBC,S,R,39,178,670,262,51,364,116,95,260,35,102
226,1115512064,J. Quinlan,John Quinlan,Quinlan,John,LF,Cornell University,COR,730298624,Cornell,BBC,S,R,34,156,629,252,52,381,100,100,261,73,129
226,1237055488,C. Larson,Connor Larson,Larson,Connor,SS,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,187,664,287,67,412,121,99,261,93,125
226,1310452224,J. Haggard,Jake Haggard,Haggard,Jake,3B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,47,173,648,308,81,411,112,115,261,113,103
226,1209740289,B. Christensen,Brady Christensen,Christensen,Brady,RF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,49,212,931,358,114,544,102,142,261,53,186
226,1287362304,K. Amundson,Kaden Amundson,Amundson,Kaden,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,48,169,609,267,47,357,119,101,261,83,90
226,1100792832,J. Lucky,Jaylon Lucky,Lucky,Jaylon,LF,Southern University,SOU,4767,Southern,BBC,R,R,40,164,545,220,50,300,107,63,261,23,80
226,1310870784,P. Steele,Preston Steele,Steele,Preston,3B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,53,211,786,351,57,480,151,143,261,66,129
226,1236950016,H. Mitchell,Henry Mitchell,Mitchell,Henry,SS,U.S. Naval Academy,NAVY,508,Navy,BBC,S,R,50,187,697,274,69,416,111,94,261,97,142
226,1229569280,T. Cruz,Trey Cruz,Cruz,Trey,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,43,167,567,275,66,347,126,83,261,65,72
226,1692368056,V. Feliciano,Vicente Feliciano,Feliciano,Vicente,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,49,197,697,365,99,449,142,124,261,101,84
236,1278282752,A. Gouveia,Alex Gouveia,Gouveia,Alex,3B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,49,190,690,270,46,426,142,82,262,111,156
236,1251197184,J. Sample,Jaryn Sample,Sample,Jaryn,3B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,39,167,534,217,33,310,122,62,262,24,93
236,1848151360,B. Campbell,Bryce Campbell,Campbell,Bryce,1B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,39,182,683,292,71,415,121,100,262,85,123
239,1232652032,M. Lareau,Michael Lareau,Lareau,Michael,CF,Belmont University,BEL,730190336,Belmont,BBC,L,L,53,197,709,321,94,429,122,105,263,113,108
239,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,Cornell University,COR,730298624,Cornell,BBC,R,R,34,163,612,299,72,371,109,118,263,84,72
239,1162594560,M. Williams,Malcolm Williams,Williams,Malcolm,2B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,46,169,615,289,74,380,116,99,263,67,91
239,1086141696,M. Doyle,Michael Doyle,Doyle,Michael,3B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,43,167,583,273,74,362,114,85,263,52,89
239,1896005955,T. Simay,Tim Simay,Simay,Tim,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,51,230,907,300,41,533,166,93,263,45,233
239,1005370888,M. Leiterman,Matt Leiterman,Leiterman,Matt,3B,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,50,189,680,258,25,374,144,89,263,58,116
245,1205542912,K. Reinertson,Kade Reinertson,Reinertson,Kade,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,43,155,580,234,47,351,105,82,264,61,117
245,1310396928,B. Truitt,Brantley Truitt,Truitt,Brantley,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,R,43,182,711,295,56,431,115,124,264,112,136
245,1072068937,C. Nicoletto,Cayden Nicoletto,Nicoletto,Cayden,1B,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,47,171,612,306,67,383,123,116,264,98,77
245,1549740470,N. Book,Nolan Book,Book,Nolan,SS,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,50,218,677,291,43,399,161,87,264,60,108
249,1227126016,A. Sullivan,Adam Sullivan,Sullivan,Adam,1B,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,R,39,168,612,262,67,361,106,89,265,38,99
249,1152891904,M. Ilgenfritz,Matt Ilgenfritz,Ilgenfritz,Matt,3B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,168,555,285,90,361,110,85,265,70,76
249,1083614720,C. Jans,Chase Jans,Jans,Chase,LF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,39,168,546,291,77,352,122,92,265,81,61
249,1167173120,M. Whitcomb,Mack Whitcomb,Whitcomb,Mack,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,56,266,957,383,85,539,168,130,265,64,156
249,1233913344,M. Miura,Matthew Miura,Miura,Matthew,CF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,55,262,947,337,26,502,196,115,265,26,165
249,1395982135,J. Flores,Jaden Flores,Flores,Jaden,3B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,51,216,667,271,49,369,135,87,265,35,98
249,1930556790,J. Hamilton,Jayden Hamilton,Hamilton,Jayden,3B,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,48,197,566,279,30,364,161,88,265,42,85
256,1269593088,A. Cordeiro,Antonio Cordeiro,Cordeiro,Antonio,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,43,156,595,272,71,364,96,105,266,59,92
256,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,46,177,606,282,59,376,134,89,266,57,94
256,1025516787,A. Jimenez,Adrian Jimenez,Jimenez,Adrian,SS,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,41,179,625,253,43,379,139,71,266,75,126
259,1211099136,C. Saum,Charlie Saum,Saum,Charlie,C,Stanford University,STAN,730251264,Stanford,BBC,R,R,43,173,649,325,102,401,103,120,267,118,76
259,1310534400,L. Holland,Luke Holland,Holland,Luke,LF,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,41,172,668,305,128,419,83,94,267,113,114
259,1077703168,H. Kaufman,Harrison Kaufman,Kaufman,Harrison,3B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,38,164,646,278,66,370,95,117,267,56,92
259,1273292544,A. Sundean,Andrew Sundean,Sundean,Andrew,C,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,46,171,630,325,59,395,123,143,267,125,70
259,1178085632,F. Ingersoll,Fisher Ingersoll,Ingersoll,Fisher,SS,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,41,155,637,334,128,402,72,134,267,116,68
259,1251236096,N. Shuhet,Nick Shuhet,Shuhet,Nick,C,Rider University,RID,730174976,Rider,BBC,R,R,51,226,701,331,82,428,147,102,267,39,97
259,1568958668,J. Nunnallee,James Nunnallee,Nunnallee,James,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,48,174,649,250,23,369,133,94,267,81,119
259,1464025085,T. Shaw,Tyler Shaw,Shaw,Tyler,SS,Villanova University,VILL,730278400,Villanova,BBC,R,R,45,173,635,232,32,368,126,74,267,77,136
267,1235490304,K. Hager,Kevin Hager,Hager,Kevin,SS,Cornell University,COR,730298624,Cornell,BBC,R,R,34,156,586,252,53,350,105,94,269,57,98
267,1216253696,J. Kelly,Jordan Kelly,Kelly,Jordan,RF,Princeton University,PRIN,730198784,Princeton,BBC,L,R,41,143,581,261,107,368,76,78,269,95,107
267,1086413824,J. Jones,Jaden Jones,Jones,Jaden,2B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,52,241,682,319,58,409,183,78,269,53,90
267,1099738624,A. Briseno,Armando Briseno,Briseno,Armando,SS,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,42,179,599,310,83,382,127,100,269,67,72
267,1018032643,A. Wright,Aydin Wright,Wright,Aydin,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,39,172,608,260,21,370,144,95,269,50,110
267,1196300536,R. Lordier,Ryan Lordier,Lordier,Ryan,2B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,47,192,625,285,31,372,143,111,269,40,87
273,1336234240,R. Hendricks,Rhett Hendricks,Hendricks,Rhett,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,47,183,672,263,60,355,126,77,270,46,92
273,1745682930,O. Silliman,Owen Silliman,Silliman,Owen,CF,Canisius College,CAN,730218752,Canisius,BBC,R,R,41,184,666,229,75,352,95,59,270,28,123
273,1342168872,A. Puder,Adam Puder,Puder,Adam,SS,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,47,161,545,211,31,333,129,51,270,43,122
276,1197550592,W. Parker,William Parker,Parker,William,P,Army West Point,ARMY,4744,Army,BBC,R,R,41,192,667,304,88,407,130,86,271,107,103
276,1101830656,J. Ference,Jacob Ference,Ference,Jacob,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,39,157,677,300,81,403,92,127,271,104,103
276,1153058048,J. Pierantoni,Jeff Pierantoni,Pierantoni,Jeff,SS,Yale University,YALE,730334464,Yale,BBC,L,R,45,188,648,304,43,400,142,119,271,94,96
276,1960026247,J. French,Jacob French,French,Jacob,RF,University of California,CAL,730152448,California,BBC,L,R,53,218,651,382,72,444,178,132,271,156,62
276,1356952261,E. Esquivel,Eddison Esquivel,Esquivel,Eddison,P,University of San Francisco,SF,730365696,San Francisco,BBC,L,L,47,182,654,331,104,412,119,108,271,94,81
281,1136423680,M. Bejarano,Mauri Bejarano,Bejarano,Mauri,2B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,50,187,726,319,80,445,125,114,272,75,126
281,1202710784,G. Boree,Gunner Boree,Boree,Gunner,2B,Brown University,BRWN,730236160,Brown,BBC,R,R,33,155,631,240,88,363,69,83,272,61,123
281,1097665280,V. Izquierdo,Victor Izquierdo,Izquierdo,Victor,1B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,51,201,702,311,73,434,146,92,272,104,123
281,1192665088,A. Neuweg,Austin Neuweg,Neuweg,Austin,3B,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,55,200,680,321,86,417,125,110,272,82,96
281,1042959841,T. Rover,Tommy Rover,Rover,Tommy,3B,Youngstown State University,YSU,730284544,Youngstown State,BBC,S,R,47,223,814,347,77,454,148,122,272,76,107
281,1265649074,Z. Knowlton,Zach Knowlton,Knowlton,Zach,CF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,54,210,677,297,51,417,159,87,272,91,120
281,1949676819,G. Salva,Guriyandel Salva,Salva,Guriyandel,SS,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,43,184,649,236,30,354,127,79,272,45,118
288,1099740416,T. Peterson,Tyler Peterson,Peterson,Tyler,SS,Seattle University,SEA,4504,Seattle,BBC,L,R,52,209,664,287,44,394,157,86,273,57,107
288,1269401344,J. Dilley,Jacob Dilley,Dilley,Jacob,C,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,42,181,685,295,47,422,132,116,273,100,127
288,1310479616,T. Stecko,Ty Stecko,Stecko,Ty,3B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,184,699,300,89,399,110,101,273,57,99
288,1269233194,D. Small,Dane Small,Small,Dane,RF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,48,191,597,268,32,366,153,83,273,52,98
