Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,XBH,K,BB,AVG,AB,InZoneSwing%,Chase%,Contact%,wOBA LHP,wOBA RHP,1PSwing% vs Hard Empty,1PSwing% vs CH Empty,2K Whiff vs LHP Hard,2K Whiff vs LHP OS,2K Whiff vs RHP Hard,2K Whiff vs RHP OS
2440,1108680960,P. Mancino,Pauly Mancino,Mancino,Pauly,CF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,10,33,15,.299,117,66.1%,22.4%,74.6%,.371,.359,46%,25%,25.0%,22.2%,21.6%,30.0%
2440,1242501120,J. Niles,Josh Niles,Niles,Josh,3B,Canisius College,CAN,730218752,Canisius,BBC,R,R,14,32,12,.282,117,65.6%,16.6%,78.4%,.431,.384,38%,0%,50.0%,66.7%,66.7%,66.7%
2440,1238208512,D. Maxcey,Dylan Maxcey,Maxcey,Dylan,C,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,9,20,9,.265,117,69.7%,27.0%,76.7%,.292,.313,12%,83%,30.8%,33.3%,14.3%,27.3%
2440,1176649984,A. Jones,AJ Jones,Jones,AJ,2B,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,R,14,24,16,.299,117,79.5%,27.2%,74.0%,.403,.374,48%,40%,5.3%,40.0%,21.1%,30.4%
2440,1093157120,A. Wilson,Ashton Wilson,Wilson,Ashton,RF,University of Florida,FLA,730168320,Florida,BBC,R,R,9,29,21,.222,117,65.4%,20.1%,76.5%,.352,.323,40%,0%,5.6%,10.0%,21.6%,32.1%
2440,1243375616,N. Booker,Narvin Booker,Booker,Narvin,CF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,4,20,6,.231,117,68.8%,31.3%,81.6%,.261,.290,30%,33%,0.0%,35.3%,12.0%,13.8%
2440,1299825664,T. Shulman,Tyler Shulman,Shulman,Tyler,3B,Harvard University,HARV,5450,Harvard,BBC,L,R,8,18,13,.291,117,62.6%,20.7%,85.6%,.238,.373,16%,23%,50.0%,0.0%,9.5%,28.6%
2440,1112930048,C. Thacker,Cooper Thacker,Thacker,Cooper,LF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,15,41,20,.248,117,56.5%,20.9%,79.0%,.351,.360,15%,20%,14.7%,20.0%,29.3%,33.3%
2440,1334295040,J. Heyder,Joshua Heyder,Heyder,Josh,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,12,22,10,.282,117,69.2%,16.9%,79.3%,.370,.356,29%,0%,22.2%,25.0%,14.3%,30.8%
2440,1281806592,M. Heiskell,Mason Heiskell,Heiskell,Mason,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,4,30,21,.162,117,53.6%,24.0%,86.1%,.271,.240,28%,0%,30.0%,25.0%,33.3%,0.0%
2440,1243693056,T. Harmon,Trevor Harmon,Harmon,Trevor,1B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,11,25,10,.231,117,63.0%,25.9%,76.9%,.500,.275,17%,67%,8.3%,33.3%,20.8%,28.6%
2440,1561076993,M. Harrison,Marcus Harrison,Harrison,Marcus,3B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,7,39,35,.222,117,56.1%,12.9%,77.8%,.398,.336,26%,43%,30.0%,22.2%,16.7%,15.0%
2440,1342170307,C. Constable,Cole Constable,Constable,Cole,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,9,21,15,.308,117,60.3%,18.0%,86.3%,.513,.366,46%,0%,0.0%,0.0%,28.6%,12.5%
2440,1342169047,J. Wax,Jakob Wax,Wax,Jakob,SS,Troy University,TROY,730378496,Troy,BBC,R,R,8,31,10,.231,117,61.0%,25.6%,79.2%,.203,.359,13%,0%,14.3%,20.0%,24.0%,38.1%
2440,1130957433,J. Sosa,Jeremy Sosa,Sosa,Jeremy,LF,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,10,35,15,.239,117,64.4%,13.5%,79.2%,.335,.293,33%,100%,22.2%,0.0%,12.5%,42.9%
2440,1759880696,T. Vogler,Tate Vogler,Vogler,Tate,3B,Columbia University,CLMB,730319104,Columbia,BBC,L,R,15,36,16,.291,117,69.7%,32.2%,68.3%,.425,.354,43%,43%,9.1%,44.4%,31.3%,22.0%
2440,1763126197,E. Menzel,Evan Menzel,Menzel,Evan,3B,University of Maine,ME,730275840,Maine,BBC,L,R,14,21,21,.342,117,60.8%,20.6%,79.3%,.335,.447,23%,29%,12.5%,16.7%,17.9%,21.1%
2463,1126294528,R. Black,Ryan Black,Black,Ryan,2B,University of Georgia,UGA,226,Georgia,BBC,L,R,12,22,14,.276,116,53.9%,18.7%,80.3%,.321,.408,19%,0%,5.3%,22.2%,25.6%,4.2%
2463,1204947200,M. Klein,Matt Klein,Klein,Matt,C,University of Louisville,LOU,5467,Louisville,BBC,L,R,12,16,19,.310,116,65.4%,22.6%,78.8%,.453,.389,37%,41%,20.0%,36.4%,3.7%,25.0%
2463,1239285504,G. Fulmer,Garrett Fulmer,Fulmer,Garrett,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,6,21,3,.172,116,63.3%,37.9%,79.4%,.301,.201,25%,20%,16.7%,25.0%,8.6%,23.8%
2463,1177008896,B. Pado,Blagen Pado,Pado,Blagen,RF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,15,44,13,.267,116,64.9%,26.7%,67.5%,.303,.425,39%,25%,16.7%,26.7%,14.8%,55.6%
2463,1133497600,K. Banks Jr.,Kalum Banks Jr.,Banks Jr.,Kalum,1B,Alcorn State University,ALCN,5376,Alcorn State,BBC,S,R,16,27,16,.276,116,75.3%,16.2%,81.6%,.376,.344,40%,25%,0.0%,0.0%,42.9%,20.0%
2463,1287055872,S. Barnett,Spencer Barnett,Barnett,Spencer,3B,West Virginia University,WVU,5327,West Virginia,BBC,L,R,10,26,11,.276,116,74.9%,22.4%,80.7%,.214,.361,29%,25%,0.0%,0.0%,19.4%,28.1%
2463,1079491185,A. Corn,Aidan Corn,Corn,Aidan,LF,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,6,45,13,.224,116,66.1%,22.0%,62.8%,.258,.291,37%,20%,30.0%,50.0%,37.5%,22.7%
2463,1379679953,E. Swofford,Easton Swofford,Swofford,Easton,2B,Liberty University,LIB,730156288,Liberty,BBC,L,R,6,18,15,.267,116,73.4%,20.3%,79.9%,.281,.314,53%,18%,16.7%,60.0%,3.4%,35.0%
2463,1496512618,C. DeFury,Coy DeFury,DeFury,Coy,1B,Texas State University,TXST,5420,Texas State,BBC,L,R,8,27,18,.284,116,66.7%,26.7%,74.7%,.297,.380,14%,40%,33.3%,77.8%,17.1%,24.3%
2463,1604565064,C. Greer,Cade Greer,Greer,Cade,RF,University of Memphis,MEM,730172160,Memphis,BBC,R,L,12,37,16,.284,116,58.6%,17.0%,79.1%,.370,.374,25%,17%,23.1%,80.0%,20.9%,34.8%
2463,1706539025,J. Mcghee,Jake Mcghee,Mcghee,Jake,1B,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,9,24,18,.293,116,66.4%,20.3%,82.7%,.276,.373,36%,10%,16.7%,62.5%,4.2%,12.5%
2474,1212892672,D. Kane,Doyle Kane,Kane,Doyle,1B,University of Portland,PORT,730360320,Portland,BBC,R,R,9,19,5,.252,115,69.8%,25.4%,86.0%,.281,.278,23%,0%,25.0%,0.0%,5.9%,33.3%
2474,1179084800,B. Venables,Ben Venables,Venables,Ben,SS,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,5,16,6,.287,115,66.8%,29.0%,81.8%,.386,.284,24%,50%,13.3%,14.3%,12.1%,10.0%
2474,1289244160,J. Kim,Jonathan Kim,Kim,Jonathan,RF,University of Michigan,MICH,2290,Michigan,BBC,L,L,10,37,9,.270,115,70.8%,33.7%,70.0%,.290,.329,36%,78%,42.9%,66.7%,24.4%,26.3%
2474,1117999872,A. Rakas,Alex Rakas,Rakas,Alex,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,10,26,15,.252,115,59.2%,24.9%,82.7%,.501,.325,33%,0%,-,0.0%,0.0%,33.3%
2474,1263483392,T. Cotten,Tyler Cotten,Cotten,Tyler,C,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,8,16,15,.217,115,79.4%,15.1%,80.2%,.293,.336,0%,0%,0.0%,50.0%,14.3%,25.0%
2474,1310446336,A. Covas,Alejandro Covas,Covas,Alejandro,LF,Kent State University,KENT,730315008,Kent State,BBC,R,R,12,21,7,.357,115,72.9%,28.8%,80.8%,.607,.341,23%,100%,20.0%,20.0%,22.2%,18.8%
2474,1287080960,D. Smith,Drew Smith,Smith,Drew,2B,University of Oregon,ORE,4807,Oregon,BBC,R,R,9,25,23,.313,115,65.8%,18.5%,80.4%,.442,.366,51%,17%,28.6%,17.6%,16.7%,11.1%
2474,1333120000,D. Duffalo,Dakota Duffalo,Duffalo,Dakota,RF,Creighton University,CREI,730243840,Creighton,BBC,R,R,7,28,20,.296,115,59.4%,20.1%,83.3%,.404,.350,21%,0%,8.3%,11.1%,18.8%,26.5%
2474,1196809217,R. Reese,Ripken Reese,Reese,Ripken,2B,Kent State University,KENT,730315008,Kent State,BBC,S,R,17,48,19,.252,115,69.1%,25.1%,57.2%,.298,.419,43%,29%,50.0%,50.0%,0.0%,52.9%
2474,1181573376,C. Grossington,Chazz Grossington,Grossington,Chazz,SS,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,7,28,17,.313,115,67.0%,28.2%,72.3%,.340,.355,46%,33%,33.3%,60.0%,27.3%,33.3%
2474,1642203595,J. Rivera,Juan Rivera,Rivera,Juan,LF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,L,R,10,15,19,.270,115,67.0%,17.8%,86.1%,.306,.364,29%,14%,0.0%,14.3%,14.7%,31.3%
2474,1761291999,A. Cappell,AJ Cappell,Cappell,AJ,2B,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,1,32,7,.217,115,66.2%,30.0%,79.1%,.238,.242,39%,67%,11.8%,28.6%,19.0%,44.8%
2474,1945079118,C. Ross,Conner Ross,Ross,Conner,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,17,31,16,.243,115,69.3%,22.6%,79.4%,.371,.361,28%,0%,13.0%,11.1%,22.7%,20.8%
2487,1207801601,B. Daniels,Brock Daniels,Daniels,Brock,LF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,8,29,7,.263,114,73.4%,30.9%,77.4%,.367,.333,35%,69%,17.6%,25.0%,37.0%,31.6%
2487,1244087040,L. Montesano,Lenny Montesano,Montesano,Lenny,1B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,21,35,6,.325,114,74.4%,36.3%,68.7%,.430,.442,34%,78%,23.1%,31.8%,42.4%,17.1%
2487,1083995904,J. Davis,Jakobi Davis,Davis,Jakobi,CF,Cornell University,COR,730298624,Cornell,BBC,L,L,8,41,27,.246,114,56.9%,20.4%,66.2%,.438,.333,18%,27%,14.3%,42.9%,55.9%,33.3%
2487,1099877632,J. Keenan,Jimmy Keenan,Keenan,Jimmy,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,14,47,30,.246,114,65.1%,21.8%,64.0%,.483,.347,41%,0%,15.4%,50.0%,32.0%,55.3%
2487,1100792832,J. Lucky,Jaylon Lucky,Lucky,Jaylon,LF,Southern University,SOU,4767,Southern,BBC,R,R,12,13,27,.289,114,68.6%,10.7%,77.3%,.401,.417,25%,33%,0.0%,50.0%,0.0%,25.0%
2487,1299789568,B. Taylor,Bronson Taylor,Taylor,Bronson,C,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,9,22,13,.272,114,64.8%,22.1%,87.2%,.284,.322,33%,50%,0.0%,66.7%,25.0%,30.0%
2487,1110656000,J. Spanier,Jack Spanier,Spanier,Jack,SS,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,7,26,19,.272,114,55.5%,16.3%,83.4%,.285,.366,11%,14%,18.2%,15.4%,18.8%,20.0%
2487,1136410368,R. McCarthy,Riley McCarthy,McCarthy,Riley,C,University of Portland,PORT,730360320,Portland,BBC,R,R,9,35,19,.237,114,58.6%,15.6%,80.8%,.335,.314,25%,0%,28.6%,30.0%,11.5%,33.3%
2487,1087416064,P. Woods,Peyton Woods,Woods,Peyton,1B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,12,34,6,.333,114,73.5%,31.8%,75.0%,.487,.350,24%,30%,0.0%,25.0%,12.5%,31.9%
2487,1255051264,B. Swails,Ben Swails,Swails,Ben,2B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,11,38,18,.307,114,67.0%,24.8%,73.5%,.338,.389,31%,67%,26.7%,33.3%,21.9%,35.5%
2487,1648263484,E. Adkisson,Ethan Adkisson,Adkisson,Ethan,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,5,2,6,.298,114,86.8%,29.8%,88.2%,.272,.309,46%,50%,0.0%,0.0%,14.3%,0.0%
2487,1041575477,C. Williams,Chase Williams,Williams,Chase,LF,Florida State University,FSU,101,Florida State,BBC,S,R,9,31,7,.342,114,73.5%,32.4%,68.6%,.315,.407,59%,40%,31.8%,31.3%,17.9%,29.6%
2487,1342167868,S. Esposito,Scott Esposito,Esposito,Scott,C,Marist College,MRST,730374656,Marist,BBC,R,R,4,16,19,.219,114,64.0%,16.8%,85.6%,.253,.313,47%,0%,33.3%,50.0%,0.0%,22.2%
2487,1436453277,B. Vest,Boston Vest,Vest,Boston,3B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,6,24,19,.298,114,60.9%,15.6%,85.1%,.362,.388,28%,20%,25.0%,50.0%,7.4%,16.7%
2487,1342169412,A. Thaxton,Aidan Thaxton,Thaxton,Aidan,2B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,6,9,10,.263,114,67.0%,35.3%,85.6%,.356,.323,25%,25%,0.0%,10.0%,3.4%,17.6%
2487,1342167668,H. Brown,Hudson Brown,Brown,Hudson,1B,University of Kentucky,UK,5362,Kentucky,BBC,L,R,11,34,18,.254,114,60.7%,18.2%,79.1%,.280,.396,6%,25%,20.0%,62.5%,11.4%,26.9%
2487,1678450027,A. Conover,Alex Conover,Conover,Alex,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,13,36,15,.254,114,69.0%,25.2%,77.6%,.237,.418,43%,44%,18.2%,37.5%,14.3%,31.3%
2487,1401023066,M. Simpson,Maddix Simpson,Simpson,Maddix,3B,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,8,25,17,.237,114,60.8%,18.5%,83.6%,.336,.309,32%,0%,21.4%,11.1%,18.2%,41.7%
2505,1310836992,B. Binderup,Blake Binderup,Binderup,Blake,1B,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,12,41,14,.230,113,63.8%,21.9%,64.0%,.334,.361,24%,0%,36.4%,44.4%,37.0%,35.0%
2505,1162240768,J. Nelson,JR Nelson,Nelson,JR,SS,Ohio University,OHIO,730298368,Ohio,BBC,R,R,13,17,11,.248,113,65.1%,15.1%,81.5%,.310,.348,36%,100%,0.0%,-,21.1%,20.0%
2505,1085273600,M. Self,Mason Self,Self,Mason,TWP,Radford University,RAD,730267392,Radford,BBC,R,R,13,42,18,.195,113,60.8%,25.7%,73.2%,.306,.346,28%,0%,41.7%,30.0%,21.2%,26.7%
2505,1318610176,J. Cheeseman,Jeremy Cheeseman,Cheeseman,Jeremy,TWP,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,8,33,24,.239,113,56.3%,14.9%,80.5%,.255,.370,26%,0%,20.0%,25.0%,26.7%,50.0%
2505,1236374272,P. Myro IV,Paul Myro IV,Myro IV,Paul,SS,UNLV,UNLV,730161664,UNLV,BBC,S,R,7,35,35,.204,113,56.0%,12.7%,77.4%,.362,.341,17%,0%,16.7%,75.0%,19.5%,30.8%
2505,1202717696,D. LaPointe,Dylan LaPointe,LaPointe,Dylan,C,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,10,29,8,.265,113,69.4%,32.7%,72.9%,.340,.346,37%,50%,21.4%,28.6%,20.7%,22.7%
2505,1179974912,J. Butler,Justin Butler,Butler,Justin,1B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,11,40,18,.257,113,62.2%,25.9%,64.7%,.444,.342,26%,43%,22.2%,40.0%,19.2%,48.8%
2505,1278150912,C. Richmond,CJ Richmond,Richmond,CJ,1B,Purdue University,PUR,730353152,Purdue,BBC,L,L,14,38,17,.221,113,75.5%,23.5%,60.6%,.257,.401,32%,32%,16.7%,70.0%,33.3%,40.9%
2505,1309416448,B. Halloran,Boston Halloran,Halloran,Boston,3B,Oakland University,OAK,5386,Oakland,BBC,R,R,4,24,5,.248,113,67.1%,29.0%,79.8%,.091,.326,26%,0%,66.7%,0.0%,27.3%,30.0%
2505,1330165504,R. Gonzalez,Renzo Gonzalez,Gonzalez,Renzo,1B,University of Miami,MIA,236,Miami,BBC,L,L,3,30,17,.230,113,63.5%,22.0%,72.8%,.293,.285,16%,33%,13.6%,35.7%,25.0%,33.3%
2505,1338971295,T. Hammond,Tahraun Hammond,Hammond,Tahraun,2B,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,2,21,22,.257,113,53.5%,16.5%,89.4%,.458,.315,19%,0%,0.0%,0.0%,13.6%,11.5%
2505,1158436510,P. Knoll,Parker Knoll,Knoll,Parker,CF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,9,30,9,.310,113,71.6%,20.4%,79.6%,.299,.382,27%,33%,23.1%,30.0%,23.5%,44.4%
2505,1542417101,H. Ray,Hunter Ray,Ray,Hunter,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,15,36,25,.292,113,66.2%,16.5%,74.5%,.334,.462,31%,0%,50.0%,0.0%,25.0%,55.6%
2505,1161348114,J. Music,Jett Music,Music,Jett,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,11,33,11,.283,113,68.8%,23.4%,75.0%,.330,.361,40%,60%,33.3%,12.5%,24.3%,33.3%
2505,1790354833,L. Parmentier,Luke Parmentier,Parmentier,Luke,3B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,10,34,21,.301,113,63.8%,22.7%,75.6%,.368,.429,31%,0%,15.4%,36.4%,31.3%,29.4%
2505,1913849767,C. Ryan,Coleman Ryan,Ryan,Coleman,SS,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,4,28,15,.248,113,56.4%,23.6%,79.4%,.285,.300,25%,20%,28.6%,23.1%,10.0%,22.2%
2505,1342170872,N. Garcia,Nomar Garcia,Garcia,Nomar,SS,Indiana State University,INST,730350080,Indiana State,BBC,R,R,8,35,10,.274,113,60.4%,29.3%,76.2%,.274,.337,28%,33%,12.5%,40.0%,26.1%,24.2%
2522,1275426304,K. Takeuchi,Kevin Takeuchi,Takeuchi,Kevin,LF,University of Southern California,USC,5047,USC,BBC,R,R,10,25,9,.241,112,67.6%,21.7%,76.6%,.306,.290,24%,50%,18.2%,44.4%,19.2%,34.6%
2522,1207761664,A. Evans,Aidan Evans,Evans,Aiden,2B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,3,29,15,.259,112,63.4%,30.8%,76.1%,.270,.332,37%,50%,25.0%,35.0%,16.1%,22.6%
2522,1162367232,T. Head,Tristan Head,Head,Tristan,2B,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,11,19,10,.277,112,71.4%,33.3%,84.2%,.317,.357,37%,67%,50.0%,66.7%,0.0%,7.7%
2522,1143098624,R. Miller,Ryan Miller,Miller,Ryan,1B,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,12,39,9,.241,112,67.3%,26.8%,68.5%,.420,.358,45%,13%,26.3%,25.0%,30.4%,45.5%
2522,1321145600,A. Nelson,Andy Nelson,Nelson,Andy,2B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,15,37,19,.250,112,58.1%,18.8%,77.1%,.228,.425,27%,43%,18.2%,25.0%,10.4%,23.5%
2522,1273286144,M. Prevesk,Matt Prevesk,Prevesk,Matt,LF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,6,27,3,.313,112,84.2%,42.1%,74.4%,.322,.333,48%,89%,0.0%,45.5%,16.0%,54.2%
2522,1226674944,C. Hale,Connor Hale,Hale,Connor,CF,Villanova University,VILL,730278400,Villanova,BBC,L,L,5,33,23,.188,112,67.9%,19.3%,75.0%,.310,.316,39%,13%,33.3%,41.7%,29.0%,29.6%
2522,1160909824,E. Sipe,Evan Sipe,Sipe,Evan,C,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,7,19,17,.241,112,56.8%,24.1%,87.2%,.292,.304,10%,0%,20.0%,13.3%,5.6%,13.9%
2522,1259966464,C. Cumiskey,Casey Cumiskey,Cumiskey,Casey,SS,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,4,25,16,.196,112,69.3%,20.9%,80.0%,.230,.275,48%,40%,0.0%,40.0%,8.7%,56.3%
2522,1165978624,Z. Von Schlegell,Zan Von Schlegell,Von Schlegell,Zan,3B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,15,15,.295,112,63.1%,15.5%,80.7%,.341,.370,63%,0%,0.0%,20.0%,10.0%,18.2%
2522,1297003776,J. Woodall,JD Woodall,Woodall,JD,LF,Davidson College,DAV,730363136,Davidson,BBC,R,R,6,51,19,.241,112,50.4%,19.8%,77.3%,.309,.349,18%,0%,26.7%,60.0%,14.0%,38.2%
2522,1735774107,E. Bennett,Elgin Bennett,Bennett,Elgin,LF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,L,10,30,14,.250,112,57.9%,25.7%,73.8%,.226,.360,40%,0%,33.3%,66.7%,11.1%,38.1%
2522,1112899317,G. Shull,Garrett Shull,Shull,Garrett,LF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,S,R,9,48,10,.250,112,64.5%,25.4%,64.6%,.324,.322,31%,21%,16.7%,50.0%,20.0%,53.8%
2522,1575201122,D. Canody,Drew Canody,Canody,Drew,RF,George Mason University,GMU,730265088,George Mason,BBC,R,R,9,25,6,.321,112,82.4%,33.0%,74.7%,.354,.368,43%,-,50.0%,20.0%,26.9%,37.5%
2522,1361670398,J. Smith,James Smith,Smith,James,TWP,University of Memphis,MEM,730172160,Memphis,BBC,R,R,12,28,6,.277,112,79.0%,39.2%,74.2%,.394,.324,34%,29%,33.3%,50.0%,18.5%,30.0%
2522,1171397693,S. Moses,Sonnier Moses,Moses,Sonnier,2B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,8,25,13,.295,112,75.6%,26.0%,77.9%,.420,.307,45%,0%,0.0%,50.0%,50.0%,62.5%
2522,1342166568,B. Bowen,Blake Bowen,Bowen,Blake,1B,University of Akron,AKR,540536064,Akron,BBC,L,R,10,32,23,.277,112,56.8%,12.7%,74.6%,.553,.340,32%,33%,20.0%,20.0%,25.0%,38.1%
2522,1342170039,C. Calvillo,Cameron Calvillo,Calvillo,Cameron,3B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,6,13,7,.304,112,69.9%,28.8%,84.4%,.396,.322,39%,0%,0.0%,60.0%,3.6%,20.0%
2522,1172798629,E. Rodriguez,Elijah Rodriguez,Rodriguez,Elijah,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,3,21,19,.232,112,60.2%,8.1%,88.7%,.360,.326,9%,-,0.0%,50.0%,12.5%,0.0%
2522,1591455079,J. Flaggert,Jarrett Flaggert,Flaggert,Jarrett,3B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,11,35,13,.241,112,75.2%,27.7%,67.9%,.497,.295,54%,50%,0.0%,60.0%,34.6%,57.9%
2522,1528912477,C. Patterson,Chris Patterson,Patterson,Chris,3B,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,12,41,10,.232,112,60.6%,26.3%,66.7%,.290,.310,22%,33%,14.3%,41.7%,29.2%,42.9%
2522,1360007400,K. Jirschele,Keagen Jirschele,Jirschele,Keagen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,7,42,8,.196,112,69.2%,26.0%,64.6%,.229,.259,56%,50%,42.9%,100.0%,33.3%,33.3%
2522,1811556127,J. Wrona,Jay Wrona,Wrona,Jay,2B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,8,19,27,.313,112,61.7%,21.3%,83.1%,.228,.434,22%,0%,0.0%,0.0%,0.0%,18.2%
2545,1304710144,G. Snyder,Gannon Snyder,Snyder,Gannon,RF,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,11,26,12,.252,111,58.5%,18.9%,80.9%,.370,.270,31%,60%,20.8%,0.0%,17.6%,45.0%
2545,1153707776,C. Rife,Charlie Rife,Rife,Charlie,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,11,27,22,.243,111,69.0%,21.4%,75.3%,.255,.417,34%,-,33.3%,0.0%,18.2%,30.4%
2545,1159260160,E. Weeks,Eric Weeks,Weeks,Eric,2B,Canisius College,CAN,730218752,Canisius,BBC,R,R,11,33,11,.234,111,69.2%,15.9%,79.0%,.343,.312,43%,-,40.0%,0.0%,0.0%,0.0%
2545,1213318656,M. Whelehan,Mike Whelehan,Whelehan,Mike,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,4,23,16,.225,111,62.2%,17.9%,79.5%,.376,.258,56%,0%,0.0%,0.0%,22.2%,9.1%
2545,1330558464,L. Hammond,Luke Hammond,Hammond,Luke,3B,Xavier University,XAV,5464,Xavier,BBC,R,R,7,29,15,.216,111,70.2%,28.8%,72.5%,.193,.320,58%,71%,14.3%,44.4%,22.7%,34.5%
2545,1332973824,J. Hanson,Jason Hanson,Hanson,Jason,1B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,5,15,20,.234,111,60.4%,13.4%,82.8%,.389,.312,19%,0%,14.3%,33.3%,9.1%,16.7%
2545,1179735808,W. Jesske,Will Jesske,Jesske,Will,C,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,10,12,9,.288,111,63.1%,31.8%,85.1%,.302,.375,15%,33%,11.1%,25.0%,9.5%,22.2%
2545,1215429376,M. Brinker,Matt Brinker,Brinker,Matt,P,Northeastern University,NE,343,Northeastern,BBC,R,R,13,20,8,.261,111,67.8%,26.7%,76.4%,.307,.365,42%,33%,7.1%,27.3%,12.5%,28.6%
2545,1278224128,T. Lethert,Teige Lethert,Lethert,Teige,C,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,12,27,16,.261,111,62.6%,17.5%,77.1%,.232,.392,45%,25%,62.5%,16.7%,14.3%,30.0%
2545,1116254976,N. McHugh,Nate McHugh,McHugh,Nate,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,7,19,20,.270,111,63.6%,18.8%,84.6%,.348,.378,12%,25%,11.1%,0.0%,6.7%,24.0%
2545,1191785728,C. Yearsley,Cole Yearsley,Yearsley,Cole,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,9,17,25,.243,111,59.2%,16.2%,86.5%,.333,.352,24%,40%,20.0%,50.0%,3.7%,23.8%
2545,1543737859,D. Allen II,Dwight Allen II,Allen II,Dwight,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,10,50,11,.252,111,64.5%,25.3%,63.1%,.303,.319,59%,29%,62.5%,100.0%,16.7%,73.3%
