Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,AB,HR,HR%,HR/FB,HRDst,FBDst,HRPull,HRCtr,HROpp
115,1948744121,L. Johnson,Landen Johnson,Johnson,Landen,1B,High Point University,HP,730321152,High Point,BBC,L,L,57,272,224,16,5.9%,12.7%,383.64,318.7,8,3,3
115,1417547191,G. Watkins,Grant Watkins,Watkins,Grant,1B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,56,257,210,16,6.2%,17.0%,390.73,330.3,8,3,2
115,1984059385,C. Hill,Cameron Hill,Hill,Cameron,RF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,50,243,211,16,6.6%,17.4%,-,324.2,2,1,0
115,1500574460,B. Ballinger,Brady Ballinger,Ballinger,Brady,1B,University of Kansas,KU,730360064,Kansas,BBC,L,L,58,289,224,16,5.5%,12.2%,398.22,333.3,6,6,4
143,1162511360,C. Krauss,Chayton Krauss,Krauss,Chayton,1B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,58,263,226,15,5.7%,13.9%,391.99,333.7,6,3,6
143,1286782976,W. Hodo,Will Hodo,Hodo,Will,1B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,59,259,205,15,5.8%,14.0%,389.95,333.5,8,4,3
143,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,2B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,56,258,212,15,5.8%,13.2%,389.03,314.5,9,3,3
143,1310332928,R. Helfrick,Ryder Helfrick,Helfrick,Ryder,C,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,61,236,190,15,6.4%,19.0%,386.21,323.3,11,3,1
143,1336206080,B. Szako,Brody Szako,Szako,Brody,RF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,42,191,153,15,7.9%,16.7%,415.17,325.3,4,8,1
143,1279296512,C. Maldonado,Cam Maldonado,Maldonado,Cam,CF,Northeastern University,NE,343,Northeastern,BBC,R,R,60,272,223,15,5.5%,15.3%,376.21,338.5,5,0,6
143,1289243136,G. Kilen,Gavin Kilen,Kilen,Gavin,2B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,53,245,210,15,6.1%,13.4%,380.80,326.3,11,0,4
143,1198394112,M. Crossland,Michael Crossland,Crossland,Michael,CF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,50,241,205,15,6.2%,14.7%,386.16,323.3,8,3,4
143,1336579072,A. Gracia,AJ Gracia,Gracia,AJ,CF,Duke University,DUKE,730336256,Duke,BBC,L,L,60,285,215,15,5.3%,12.1%,398.32,329.3,9,5,1
143,1153715200,J. Jarrell,Jacob Jarrell,Jarrell,Jacob,C,Clemson University,CLEM,730358784,Clemson,BBC,R,R,59,245,199,15,6.1%,16.7%,389.10,325.0,7,4,4
143,1297491200,N. Sullivan,Noah Sullivan,Sullivan,Noah,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,59,255,203,15,5.9%,13.5%,377.07,319.5,9,3,3
143,1111301120,K. Ritchie,Kollin Ritchie,Ritchie,Kollin,LF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,42,174,143,15,8.6%,14.7%,393.61,338.3,11,2,1
143,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,Colin,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,55,242,212,15,6.2%,18.5%,396.85,332.7,5,3,7
143,1273211648,E. Lizama,Ethan Lizama,Lizama,Ethan,RF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,L,60,265,229,15,5.7%,11.8%,394.56,321.4,10,3,2
143,1159606016,J. Neff,Jason Neff,Neff,Jason,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,49,217,181,15,6.9%,15.0%,377.72,323.3,11,2,2
143,1110710272,O. Petrich,Owen Petrich,Petrich,Owen,3B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,52,243,210,15,6.2%,17.0%,378.93,319.6,6,0,4
143,1267878912,D. Perron,DJ Perron,Perron,DJ,1B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,60,270,210,15,5.6%,13.6%,385.89,318.6,9,4,2
143,1287364352,W. Neels,Weber Neels,Neels,Weber,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,50,214,169,15,7.0%,17.9%,378.65,323.1,13,1,1
143,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,288,229,15,5.2%,15.8%,456.19,322.0,1,2,4
143,1204866561,K. Durschlag,Konni Durschlag,Durschlag,Konni,CF,High Point University,HP,730321152,High Point,BBC,R,R,56,283,221,15,5.3%,14.2%,389.97,320.4,5,5,3
143,1099145984,R. Galvan,Rylan Galvan,Galvan,Rylan,C,University of Texas,TEX,245,Texas,BBC,R,R,56,239,186,15,6.3%,16.0%,382.63,338.0,7,2,6
143,1075201536,C. Smith,Christian Smith,Smith,Christian,LF,High Point University,HP,730321152,High Point,BBC,L,L,58,252,196,15,6.0%,14.4%,380.70,324.5,7,4,4
143,1263100160,R. Liddington,Robbie Liddington,Liddington,Robbie,1B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,L,50,241,206,15,6.2%,16.5%,380.96,317.5,8,2,2
143,1096221440,J. McCutcheon,Jake McCutcheon,McCutcheon,Jake,LF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,260,218,15,5.8%,17.6%,392.50,324.6,9,2,1
143,1083748096,S. Mueller,Sebastian Mueller,Mueller,Sebastian,3B,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,275,219,15,5.5%,13.2%,360.73,311.2,8,2,0
143,1196830209,J. Winnay,Jack Winnay,Winnay,Jack,1B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,60,282,226,15,5.3%,12.8%,378.69,329.5,10,3,2
143,1196851968,M. Houston,Marek Houston,Houston,Marek,SS,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,61,298,243,15,5.0%,14.9%,381.93,327.9,9,2,4
143,1136711424,S. Busch,Sam Busch,Busch,Sam,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,54,227,190,15,6.6%,12.1%,383.31,314.1,10,2,2
143,1167173120,M. Whitcomb,Mack Whitcomb,Whitcomb,Mack,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,56,266,211,15,5.6%,16.5%,382.65,328.1,8,3,0
143,1310395648,M. Niu,Maika Niu,Niu,Maika,SS,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,271,243,15,5.5%,12.3%,377.67,328.5,10,1,4
143,1197623808,C. Smith,Christian Smith,Smith,Christian,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,262,219,15,5.7%,14.3%,374.54,323.9,2,4,3
143,1105387008,J. Journette,Justin Journette,Journette,Justin,RF,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,42,196,167,15,7.7%,25.4%,415.40,326.3,2,1,1
143,1195475968,M. Malony,Maddox Malony,Malony,Maddox,SS,University of Oregon,ORE,4807,Oregon,BBC,R,R,56,246,207,15,6.1%,12.3%,381.76,324.5,12,1,2
143,1193185792,L. Sutter,Logan Sutter,Sutter,Logan,1B,Purdue University,PUR,730353152,Purdue,BBC,R,R,54,242,196,15,6.2%,16.3%,393.82,335.6,9,3,1
143,1204037632,C. Pena,Carlos Pena,Pena,Carlos,1B,Indiana State University,INST,730350080,Indiana State,BBC,L,R,55,252,205,15,6.0%,16.3%,388.17,340.2,9,1,2
143,1251442944,G. Baldwin,Gavin Baldwin,Baldwin,Gavin,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,52,241,204,15,6.2%,13.9%,404.74,333.2,10,2,1
143,1725006698,A. Irizarry,Alex Irizarry,Irizarry,Alex,SS,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,52,241,216,15,6.2%,11.7%,386.33,303.9,11,1,0
143,1383694193,M. Gupton,Michael Gupton,Gupton,Michael,CF,Samford University,SAM,730386432,Samford,BBC,R,R,55,217,192,15,6.9%,14.4%,377.03,312.1,10,2,2
143,1925267789,C. Kozeal,Cam Kozeal,Kozeal,Cam,1B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,60,256,231,15,5.9%,14.4%,378.05,326.5,8,3,4
143,1410969802,F. Forgione,Freddy Forgione,Forgione,Freddy,1B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,55,242,201,15,6.2%,15.2%,376.16,336.8,12,0,2
143,1032174369,B. Johnston,Brodie Johnston,Johnston,Brodie,3B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,56,240,223,15,6.3%,15.5%,394.98,328.8,13,2,0
184,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,60,272,238,14,5.1%,14.0%,398.28,334.8,11,1,2
184,1204040192,C. Hayslip,Camden Hayslip,Hayslip,Camden,RF,UAB,UAB,730345984,UAB,BBC,L,L,50,206,185,14,6.8%,19.2%,404.57,350.3,9,5,0
184,1153713408,A. Walton,Aaron Walton,Walton,Aaron,CF,University of Arizona,ARIZ,232,Arizona,BBC,R,R,65,311,253,14,4.5%,11.4%,406.06,318.6,11,3,0
184,1098524416,C. Parker,Cade Parker,Parker,Cade,SS,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,241,208,14,5.8%,13.7%,394.40,325.3,8,3,3
184,1202676992,T. Haskins,Trevor Haskins,Haskins,Trevor,3B,Stanford University,STAN,730251264,Stanford,BBC,R,R,51,244,222,14,5.7%,12.6%,382.54,310.5,12,2,0
184,1283569920,C. McMurray,Cooper McMurray,McMurray,Cooper,1B,Auburn University,AUB,5466,Auburn,BBC,L,L,61,281,233,14,5.0%,13.1%,391.00,329.9,10,3,0
184,1084399104,D. Curley,Dean Curley,Curley,Dean,SS,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,65,294,241,14,4.8%,12.3%,398.13,322.5,5,6,3
184,1260756992,D. Bargo,Dalton Bargo,Bargo,Dalton,LF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,62,236,202,14,5.9%,15.6%,378.11,326.3,4,5,5
184,1306732288,D. Grego,Dylan Grego,Grego,Dylan,SS,Ball State University,BALL,730195456,Ball State,BBC,S,R,58,276,242,14,5.1%,10.0%,363.44,298.9,8,1,1
184,1242499584,O. Carapellotti,Owen Carapellotti,Carapellotti,Owen,C,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,51,229,191,14,6.1%,15.6%,384.50,325.8,5,1,0
184,1279331072,L. Vidourek,Landyn Vidourek,Vidourek,Landyn,RF,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,52,243,191,14,5.8%,13.2%,412.50,333.9,7,4,3
184,1152912384,E. Hedges,Ethan Hedges,Hedges,Ethan,TWP,University of Southern California,USC,5047,USC,BBC,R,R,60,288,231,14,4.9%,13.2%,387.60,332.1,6,4,4
184,1075205888,D. Williams,Dixon Williams,Williams,Dixon,2B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,291,221,14,4.8%,12.2%,385.81,323.7,9,2,3
184,1277834752,A. Graeber,Aaron Graeber,Graeber,Aaron,RF,University of Delaware,DEL,730203136,Delaware,BBC,R,L,52,252,226,14,5.6%,17.5%,400.27,337.5,5,3,5
184,1310468353,M. Martin,Maximus Martin,Martin,Maximus,SS,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,56,243,206,14,5.8%,15.7%,382.82,334.3,10,3,1
184,1327587072,C. Rush,Christian Rush,Rush,Christian,RF,College of William & Mary,WM,730232064,William & Mary,BBC,R,L,56,255,216,14,5.5%,12.3%,372.05,306.5,12,0,0
184,1255817728,A. Lazits,Anton Lazits,Lazits,Anton,RF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,48,230,188,14,6.1%,11.6%,387.22,322.0,11,3,0
184,1306802176,L. Luskey,Luke Luskey,Luskey,Luke,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,172,149,14,8.1%,14.4%,398.20,327.2,8,3,2
184,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,52,231,168,14,6.1%,14.4%,392.84,341.9,10,3,1
184,1238179072,L. Devenport,Logen Devenport,Devenport,Logen,CF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,46,215,169,14,6.5%,13.3%,398.75,321.1,4,2,0
184,1085400064,R. Sprock,Ryan Sprock,Sprock,Ryan,TWP,Elon University,ELON,730252544,Elon,BBC,R,R,57,263,221,14,5.3%,12.6%,391.36,323.9,3,6,5
184,1287364608,D. Berkland,Drew Berkland,Berkland,Drew,LF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,52,240,205,14,5.8%,13.9%,381.48,327.9,5,4,5
184,1310536704,L. Nomura,Luke Nomura,Nomura,Luke,SS,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,297,245,14,4.7%,10.1%,393.75,312.7,5,3,1
184,1125677568,S. Greico,Sebastian Greico,Greico,Sebastian,1B,University of South Florida,USF,2292,South Florida,BBC,L,R,47,218,178,14,6.4%,13.7%,384.99,319.3,8,3,3
184,1126571008,J. Rodriguez,Jorge Rodriguez,Rodriguez,Jorge,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,48,201,167,14,7.0%,13.3%,370.03,319.6,5,0,1
184,1220193792,C. Davalan,Charles Davalan,Davalan,Charles,LF,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,65,317,269,14,4.4%,12.1%,385.26,330.0,8,2,4
184,1310333184,J. Krieg,Jacob Krieg,Krieg,Jacob,1B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,59,242,200,14,5.8%,15.4%,392.58,342.6,9,0,5
184,1292550400,T. Moore,Tristan Moore,Moore,Tristan,LF,University of New Orleans,UNO,5380,New Orleans,BBC,L,L,53,231,196,14,6.1%,13.6%,378.55,321.3,2,2,9
184,1289245184,M. Voit,Mitch Voit,Voit,Mitch,2B,University of Michigan,MICH,2290,Michigan,BBC,R,R,56,261,208,14,5.4%,14.7%,405.37,333.7,9,3,2
184,1238969088,C. Bloomer,Chase Bloomer,Bloomer,Chase,SS,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,249,232,14,5.6%,14.6%,395.91,317.0,8,3,2
184,1138184704,R. Mendoza,Rey Mendoza,Mendoza,Rey,LF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,49,227,197,14,6.2%,14.6%,374.52,327.6,9,1,2
184,1162316032,M. DiMartini,Michael DiMartini,DiMartini,Michael,CF,University of Dayton,DAY,730194688,Dayton,BBC,R,R,55,275,238,14,5.1%,16.1%,418.58,321.3,2,5,1
184,1238200064,J. Cruz,Juan Cruz,Cruz,Juan,1B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,60,297,255,14,4.7%,12.6%,402.53,317.4,6,3,2
184,1336577280,C. Hacopian,Christopher Hacopian,Hacopian,Christopher,SS,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,52,249,193,14,5.6%,16.3%,402.89,334.7,5,7,1
184,1310896128,S. Tackett,Sam Tackett,Tackett,Sam,RF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,56,236,193,14,5.9%,16.7%,405.61,333.9,10,2,2
184,1183062016,D. Bryce,Bryce Dawson,Bryce,Dawson,3B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,58,257,235,14,5.4%,20.6%,382.96,329.3,8,2,4
184,1139921664,J. Sparks,Jake Sparks,Sparks,Jake,3B,Siena College,SIE,730382592,Siena,BBC,L,R,54,246,214,14,5.7%,15.1%,399.33,313.8,1,1,0
184,1140709632,H. Stokely,Hunter Stokely,Stokely,Hunter,1B,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,278,238,14,5.0%,16.9%,389.09,323.3,7,3,4
184,1310312448,A. Cohall,Aidan Cohall,Cohall,Aidan,LF,Stonehill College,SC,730238464,Stonehill,BBC,L,R,46,207,181,14,6.8%,15.4%,383.51,316.2,2,2,4
184,1268368896,R. Pierce,Ryan Pierce,Pierce,Ryan,3B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,61,275,244,14,5.1%,12.6%,380.84,306.9,7,3,2
184,1162540800,T. Turner,Trent Turner,Turner,Trent,SS,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,58,275,235,14,5.1%,12.5%,401.32,334.5,6,7,1
184,1191396608,C. Raile,Cole Raile,Raile,Cole,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,53,259,201,14,5.4%,15.2%,393.97,333.0,5,5,2
184,1360727352,J. Williams,Josh Williams,Williams,Josh,RF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,56,242,205,14,5.8%,12.5%,378.03,320.1,3,2,4
184,1099693419,B. Iredale,Brent Iredale,Iredale,Brent,3B,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,65,280,206,14,5.0%,14.1%,391.59,322.4,9,1,4
184,1998981725,K. Smith,Kaden Smith,Smith,Kaden,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,50,241,191,14,5.8%,12.7%,382.42,320.2,8,5,0
184,1278316989,J. Sorenson,Jaxon Sorenson,Sorenson,Jaxon,1B,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,254,209,14,5.5%,15.4%,396.89,343.1,9,2,3
184,1218907422,J. Hanley,Jake Hanley,Hanley,Jake,1B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,56,260,219,14,5.4%,14.7%,388.97,335.8,5,4,5
184,1530212273,J. Allen,J.C. Allen,Allen,J.C.,3B,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,48,218,184,14,6.4%,14.1%,395.86,338.9,3,6,5
184,1839502953,J. Ibe,Joshua Ibe,Ibe,Joshua,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,46,195,157,14,7.2%,16.3%,383.12,335.8,6,1,1
184,1123959166,D. Garcia,Damien Garcia,Garcia,Damien,1B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,47,189,155,14,7.4%,13.7%,-,319.0,0,0,0
184,1493011308,D. Jackson,Daniel Jackson,Jackson,Daniel,RF,University of Georgia,UGA,226,Georgia,BBC,R,R,44,148,121,14,9.5%,18.2%,396.08,355.1,4,4,6
184,1097548032,A. Townsend,Arderrius Townsend,Townsend,Arderrius,RF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,46,198,166,14,7.1%,18.9%,373.45,332.0,2,3,3
236,1169252608,S. Kane,Sam Kane,Kane,Sam,CF,Seattle University,SEA,4504,Seattle,BBC,R,R,52,234,205,13,5.6%,12.0%,395.48,323.9,9,1,0
236,1281635328,W. Asby,Will Asby,Asby,Will,RF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,51,255,220,13,5.1%,13.5%,400.75,339.9,4,6,3
236,1201246464,L. Maxwell,Logan Maxwell,Maxwell,Logan,RF,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,51,220,178,13,5.9%,14.6%,376.47,328.8,6,2,5
236,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,56,251,204,13,5.2%,13.3%,370.66,323.8,10,2,1
236,1294955264,Z. Yorke,Zach Yorke,Yorke,Zach,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,48,215,174,13,6.0%,15.5%,400.59,331.1,8,4,1
236,1271007232,E. Frey,Ethan Frey,Frey,Ethan,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,61,212,181,13,6.1%,14.3%,378.54,335.2,7,1,5
236,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,49,204,173,13,6.4%,12.9%,392.11,315.9,12,0,1
236,1310371584,P. McDonald,Parker McDonald,McDonald,Parker,3B,Samford University,SAM,730386432,Samford,BBC,R,R,53,221,191,13,5.9%,17.6%,392.14,315.0,7,5,0
236,1143087616,R. Chapman,Reese Chapman,Chapman,Reese,RF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,64,250,216,13,5.2%,16.9%,376.49,314.8,5,4,4
236,1114211072,C. Konczak,Caden Konczak,Konczak,Caden,RF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,282,229,13,4.6%,12.4%,388.69,327.7,11,1,1
236,1301451776,E. Sullivan,Evin Sullivan,Sullivan,Evin,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,54,245,202,13,5.3%,12.9%,375.60,319.7,6,4,3
236,1210662400,D. Bade,Devan Bade,Bade,Devan,3B,Binghamton University,BING,730155776,Binghamton,BBC,R,R,55,258,219,13,5.0%,10.8%,387.33,318.6,10,1,2
236,1142791936,I. Humphrey,Isaac Humphrey,Humphrey,Isaac,CF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,63,284,234,13,4.6%,12.5%,381.48,316.2,9,2,2
236,1260772353,Z. Rose,Zion Rose,Rose,Zion,LF,University of Louisville,LOU,5467,Louisville,BBC,R,R,66,301,252,13,4.3%,12.4%,395.14,325.1,8,2,3
236,1190295297,K. Aloy,Kuhio Aloy,Aloy,Kuhio,INF/OF,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,61,280,243,13,4.6%,17.1%,387.31,330.2,8,3,2
236,1153410304,R. Zuckerman,Ryan Zuckerman,Zuckerman,Ryan,3B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,55,255,220,13,5.1%,19.1%,404.33,325.6,4,6,3
236,1158010112,S. Biller,Sam Biller,Biller,Sam,LF,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,58,249,199,13,5.2%,13.0%,393.87,333.9,11,1,1
236,1310787328,D. Bravo,Damian Bravo,Bravo,Damian,RF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,53,250,224,13,5.2%,14.0%,388.25,332.7,9,3,1
236,1084417280,A. Kean,Alex Kean,Kean,Alex,1B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,51,228,194,13,5.7%,14.4%,383.52,319.6,5,4,2
236,1269477888,J. Arcamone,Jack Arcamone,Arcamone,Jack,C,University of Richmond,RICH,730171904,Richmond,BBC,L,R,52,242,198,13,5.4%,16.5%,384.15,334.2,6,3,1
236,1279326208,T. Doucette,Ty Doucette,Doucette,Ty,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,57,276,237,13,4.7%,14.4%,390.52,321.8,8,3,2
236,1243623168,A. Ungar,Alex Ungar,Ungar,Alex,RF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,48,229,193,13,5.7%,13.1%,429.51,332.9,1,1,1
236,1145240064,T. Salvaggio,TJ Salvaggio,Salvaggio,TJ,SS,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,54,257,222,13,5.1%,13.5%,380.88,326.5,9,1,2
236,1239328512,W. Gasparino,Will Gasparin,Gasparino,Will,CF,University of Texas,TEX,245,Texas,BBC,R,R,58,244,210,13,5.3%,15.7%,403.41,336.5,8,2,3
236,1303740160,J. Flores,Jalin Flores,Flores,Jalin,SS,University of Texas,TEX,245,Texas,BBC,R,R,58,268,234,13,4.9%,11.2%,390.23,311.5,8,2,3
236,1099808000,B. Molinaro,Bryce Molinaro,Molinaro,Bryce,3B,Penn State University,PSU,5326,Penn State,BBC,R,R,56,268,225,13,4.9%,14.3%,397.64,341.2,7,1,5
236,1167235840,C. Bogenpohl,Caden Bogenpohl,Bogenpohl,Caden,CF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,54,265,206,13,4.9%,16.9%,386.77,327.1,5,1,5
236,1204865536,D. Baker,Dillon Baker,Baker,Dillon,SS,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,54,276,227,13,4.7%,11.3%,405.04,314.3,7,5,0
236,1264003584,D. Novak,David Novak,Novak,David,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,57,266,221,13,4.9%,14.4%,393.07,328.3,4,4,3
236,1309506304,A. Williamson,Andrew Williamson,Williamson,Andrew,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,55,261,214,13,5.0%,11.3%,399.32,319.7,8,3,2
236,1297344769,P. Kling,Paxton Kling,Kling,Paxton,CF,Penn State University,PSU,5326,Penn State,BBC,R,R,56,269,212,13,4.8%,13.5%,390.78,320.1,7,4,2
236,1213485312,F. Ferrentino,Frankie Ferrentino,Ferrentino,Frankie,C,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,48,214,188,13,6.1%,12.6%,401.57,299.7,3,1,0
236,1166183680,R. Ortiz,Ray Ortiz,Ortiz,Ray,SS,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,246,207,13,5.3%,12.5%,396.39,323.1,3,4,0
236,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,50,222,188,13,5.9%,18.1%,385.96,326.7,3,1,7
236,1317378560,J. Green,Jason Green,Green,Jason,C,Niagara University,NIAG,730156544,Niagara,BBC,L,R,44,189,162,13,6.9%,19.4%,400.66,347.0,5,1,1
236,1304692992,M. Knight,Max Knight,Knight,Max,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,54,214,178,13,6.1%,14.0%,379.13,330.3,3,3,6
236,1134044672,J. McCombs,Jacob McCombs,McCombs,Jacob,CF,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,58,270,230,13,4.8%,13.7%,393.40,322.9,12,1,0
236,1310334209,J. Salk,Jonas Salk,Salk,Jonas,SS,University of Portland,PORT,730360320,Portland,BBC,R,R,46,207,171,13,6.3%,17.6%,390.45,314.7,4,4,4
236,1109746176,D. Hellman,Dominic Hellman,Hellman,Dominic,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,48,223,187,13,5.8%,17.3%,397.29,332.0,9,3,1
236,1093147904,K. Branch,Kolby Branch,Branch,Kolby,SS,University of Georgia,UGA,226,Georgia,BBC,R,R,60,256,218,13,5.1%,14.9%,399.20,312.3,5,4,3
236,1218024704,J. Collins,Jack Collins,Collins,Jack,C,Cal Poly,CP,5487,Cal Poly,BBC,R,R,62,281,234,13,4.6%,11.3%,380.51,317.9,12,0,0
236,1089571840,J. Doyle,Jacob Doyle,Doyle,Jacob,RF,University of Nevada,NEV,4784,Nevada,BBC,R,R,53,220,190,13,5.9%,14.8%,419.21,356.3,10,2,1
236,1281951232,S. Dardar,Seth Dardar,Dardar,Seth,1B,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,50,219,184,13,5.9%,15.1%,388.28,333.3,7,1,5
236,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,Kyle,3B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,52,234,198,13,5.6%,11.8%,383.57,314.0,7,4,2
236,1885561482,S. Yamaguchi,Sean Yamaguchi,Yamaguchi,Sean,3B,University of Nevada,NEV,4784,Nevada,BBC,R,R,51,242,222,13,5.4%,14.8%,420.68,340.3,8,2,3
236,1583561964,J. Poturnak,Jakob Poturnak,Poturnak,Jakob,3B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,58,255,233,13,5.1%,13.0%,393.04,334.8,7,2,4
