Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,GB/FB,Ground%,Fly%,Line%,Popup%,Bunt%,Ground#,Fly#,Line#,Popup#,Bunt#
124,1153707776,C. Rife,Charlie Rife,Rife,Charlie,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,47,111,0.43,29.9%,34.5%,14.9%,20.7%,0.0%,26,30,13,18,0
124,1298969344,J. Berger,Jake Berger,Berger,Jake,2B,Duke University,DUKE,730336256,Duke,BBC,L,R,62,206,0.43,29.9%,33.9%,25.9%,10.3%,1.1%,52,59,45,18,2
126,1336580864,C. Cohn,Cooper Cohn,Cohn,Cooper,3B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,49,150,0.43,29.9%,33.6%,28.0%,8.4%,0.9%,32,36,30,9,1
127,1156893184,S. Cox,Shane Cox,Cox,Shane,1B,University of Memphis,MEM,730172160,Memphis,BBC,R,R,52,182,0.43,29.9%,27.2%,27.2%,15.6%,1.4%,44,40,40,23,2
128,1283569920,C. McMurray,Cooper McMurray,McMurray,Cooper,1B,Auburn University,AUB,5466,Auburn,BBC,L,L,61,233,0.43,30.0%,40.0%,27.1%,2.9%,1.2%,51,68,46,5,2
128,1238196480,T. Curless,Tristan Curless,Curless,Tristan,TWP,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,50,175,0.43,30.0%,41.5%,23.1%,5.4%,0.0%,39,54,30,7,0
128,1153726208,B. Simpson,Brayden Simpson,Simpson,Brayden,3B,High Point University,HP,730321152,High Point,BBC,R,R,58,234,0.43,30.0%,40.0%,25.3%,4.7%,0.0%,57,76,48,9,0
128,1246276096,S. Lane,Sean Lane,Lane,Sean,1B,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,43,133,0.43,30.0%,42.2%,18.9%,8.9%,2.2%,27,38,17,8,2
128,1297563392,A. Fawley,Austin Fawley,Fawley,Austin,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,51,176,0.43,30.0%,39.0%,18.0%,13.0%,0.0%,30,39,18,13,0
133,1207773440,G. Jay,Grant Jay,Jay,Grant,C,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,59,220,0.43,30.1%,41.8%,19.6%,8.5%,0.0%,46,64,30,13,0
134,1181521152,T. Holder,Taylor Holder,Holder,Taylor,LF,University of Nevada,NEV,4784,Nevada,BBC,R,R,53,196,0.43,30.1%,41.9%,19.9%,8.1%,2.2%,41,57,27,11,3
135,1342166901,S. Reynolds,Sam Reynolds,Reynolds,Sam,CF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,52,168,0.43,30.2%,37.7%,19.8%,12.3%,3.8%,32,40,21,13,4
136,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,Kyle,3B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,52,198,0.43,30.2%,36.9%,24.8%,8.1%,0.0%,45,55,37,12,0
137,1310440960,J. Jaffe,Jordan Jaffe,Jaffe,Jordan,1B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,52,217,0.43,30.2%,33.3%,29.2%,7.3%,0.5%,58,64,56,14,1
138,1251292160,R. Hart,River Hart,Hart,River,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,43,143,0.43,30.2%,36.0%,19.8%,14.0%,0.0%,26,31,17,12,0
138,1123959166,D. Garcia,Damien Garcia,Garcia,Damien,1B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,47,155,0.43,30.2%,47.3%,11.6%,10.9%,1.6%,39,61,15,14,2
140,1867932206,K. Jorge,Kainen Jorge,Jorge,Kainen,RF,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,53,199,0.43,30.3%,31.1%,32.8%,5.9%,0.0%,36,37,39,7,0
141,1794591419,G. Gallagher,Grant Gallagher,Gallagher,Grant,3B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,185,0.43,30.3%,45.0%,13.8%,11.0%,0.9%,33,49,15,12,1
141,1342169509,W. Stanley,Wyatt Stanley,Stanley,Wyatt,1B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,50,148,0.43,30.3%,43.1%,22.0%,4.6%,0.0%,33,47,24,5,0
143,1162078209,C. Williams,Cooper Williams,Williams,Cooper,2B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,46,170,0.44,30.4%,40.7%,23.7%,5.2%,0.7%,41,55,32,7,1
144,1143047680,D. Carey,Dylan Carey,Carey,Dylan,SS,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,62,222,0.44,30.4%,34.3%,23.8%,11.6%,6.1%,55,62,43,21,11
145,1160966144,J. Fitzgerald,Josh Fitzgerald,Fitzgerald,Josh,RF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,40,138,0.44,30.4%,40.0%,20.0%,9.6%,0.9%,35,46,23,11,1
146,1018912519,K. Ishikawa,Kenny Ishikawa,Ishikawa,Kenny,TWP,Seattle University,SEA,4504,Seattle,BBC,L,L,52,201,0.44,30.5%,36.2%,20.1%,13.2%,1.7%,53,63,35,23,3
147,1100740096,E. Swidler,Ethan Swidler,Swidler,Ethan,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,178,0.44,30.5%,34.0%,27.0%,8.5%,0.0%,43,48,38,12,0
148,1108462592,K. Cross,Kerrington Cross,Cross,Kerrington,3B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,56,207,0.44,30.5%,40.7%,23.7%,5.1%,2.3%,54,72,42,9,4
149,1334313728,B. Atkinson,Bobby Atkinson,Atkinson,Bobby,LF,Bradley University,BRAD,730253312,Bradley,BBC,L,L,51,184,0.44,30.5%,33.8%,26.6%,9.1%,0.6%,47,52,41,14,1
149,1339568350,D. Cerda,Derek Cerda,Cerda,Derek,CF,University of Kansas,KU,730360064,Kansas,BBC,R,R,50,197,0.44,30.5%,34.4%,21.4%,13.6%,0.6%,47,53,33,21,1
151,1267007232,C. Charpiot,Connor Charpiot,Charpiot,Connor,1B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,51,181,0.44,30.5%,26.9%,28.1%,14.4%,0.6%,51,45,47,24,1
152,1292066560,E. Petry,Ethan Petry,Petry,Ethan,RF,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,44,156,0.44,30.6%,29.0%,31.5%,8.9%,0.0%,38,36,39,11,0
152,1260750336,G. Swansen,Gabe Swansen,Swansen,Gabe,LF,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,52,162,0.44,30.6%,38.7%,23.4%,7.3%,0.0%,38,48,29,9,0
154,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,49,173,0.44,30.7%,38.0%,24.1%,7.3%,0.0%,42,52,33,10,0
155,1213485312,F. Ferrentino,Frankie Ferrentino,Ferrentino,Frankie,C,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,48,188,0.44,30.7%,44.2%,14.7%,10.4%,0.0%,50,72,24,17,0
156,1821462699,J. Lausch,Jack Lausch,Lausch,Jack,CF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,44,150,0.44,30.7%,36.6%,25.7%,6.9%,5.9%,31,37,26,7,6
157,1710518612,P. Craska,Petey Craska,Craska,Petey,1B,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,55,189,0.44,30.8%,31.5%,25.2%,12.6%,0.0%,44,45,36,18,0
158,1097597952,C. Carr,Cade Carr,Carr,Cade,C,Samford University,SAM,730386432,Samford,BBC,R,R,56,211,0.45,30.8%,34.9%,26.7%,7.6%,0.0%,53,60,46,13,0
159,1132702208,B. Smith,Boston Smith,Smith,Boston,C,Wright State University,WRST,5390,Wright State,BBC,L,R,59,209,0.45,30.8%,46.5%,20.8%,1.9%,2.5%,49,74,33,3,4
160,1320088320,A. Cain,Andrew Cain,Cain,Andrew,1B,University of Arizona,ARIZ,232,Arizona,BBC,L,R,49,154,0.45,30.8%,37.5%,20.8%,10.8%,0.0%,37,45,25,13,0
160,1962798655,C. Katayama-Stall,Cole Katayama-Stall,Katayama-Stall,Cole,3B,University of Portland,PORT,730360320,Portland,BBC,L,R,49,165,0.45,30.8%,44.2%,18.3%,6.7%,0.0%,37,53,22,8,0
162,1232140544,L. Hugo,Logan Hugo,Hugo,Logan,RF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,51,208,0.45,30.9%,35.4%,22.3%,11.4%,0.0%,54,62,39,20,0
163,1162117120,J. Cilea,Joe Cilea,Cilea,Joe,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,42,104,0.45,30.9%,35.8%,21.0%,12.3%,3.7%,25,29,17,10,3
164,1233030622,T. Hawsey,Trey Hawsey,Hawsey,Trey,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,49,156,0.45,30.9%,32.5%,29.3%,7.3%,0.0%,38,40,36,9,0
165,1257423872,P. Goff,Parker Goff,Goff,Parker,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,45,141,0.45,30.9%,26.8%,26.8%,15.5%,5.2%,30,26,26,15,5
165,1083611136,W. Clark,Wallace Clark,Clark,Wallace,SS,Duke University,DUKE,730336256,Duke,BBC,S,R,60,225,0.45,30.9%,35.6%,24.2%,9.3%,4.6%,60,69,47,18,9
167,1327330048,J. Bessette,Jackson Bessette,Bessette,Jackson,C,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,49,169,0.45,31.0%,43.7%,16.7%,8.7%,1.6%,39,55,21,11,2
167,1207755264,T. Moore,Tucker Moore,Moore,Tucker,C,Liberty University,LIB,730156288,Liberty,BBC,S,R,47,130,0.45,31.0%,39.3%,15.5%,14.3%,1.2%,26,33,13,12,1
169,1159606016,J. Neff,Jason Neff,Neff,Jason,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,49,181,0.45,31.0%,36.6%,23.9%,8.5%,1.4%,44,52,34,12,2
170,1196785152,J. Torres,Jason Torres,Torres,Jason,3B,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,212,0.45,31.0%,34.9%,26.4%,7.8%,0.0%,40,45,34,10,0
170,1123942656,E. Moreno,Estevan Moreno,Moreno,Estevan,SS,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,53,196,0.45,31.0%,35.7%,22.5%,10.9%,1.6%,40,46,29,14,2
172,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,60,229,0.45,31.0%,32.9%,24.7%,11.4%,0.0%,49,52,39,18,0
173,1251438592,R. Moerman,Ryan Moerman,Moerman,Ryan,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,59,215,0.45,31.1%,37.9%,21.1%,9.9%,0.0%,50,61,34,16,0
174,1075205888,D. Williams,Dixon Williams,Williams,Dixon,2B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,221,0.45,31.1%,37.8%,20.6%,10.6%,3.3%,56,68,37,19,6
174,1310789632,G. Turley,Gavin Turley,Turley,Gavin,LF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,65,245,0.45,31.1%,38.3%,26.1%,4.4%,0.6%,56,69,47,8,1
174,1514186936,S. Sweet-Chick,Seth Sweet-Chick,Sweet-Chick,Seth,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,47,128,0.45,31.1%,38.9%,14.4%,15.6%,1.1%,28,35,13,14,1
174,1544331058,M. Carter,Merik Carter,Carter,Merik,2B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,R,48,165,0.45,31.1%,31.9%,28.1%,8.9%,1.5%,42,43,38,12,2
178,1298788096,J. Cauthron,Jackson Cauthron,Cauthron,Jackson,C,Ohio University,OHIO,730298368,Ohio,BBC,L,R,49,177,0.45,31.2%,38.4%,20.3%,10.1%,1.4%,43,53,28,14,2
179,1144614912,J. Morris,Judah Morris,Morris,Judah,1B,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,56,198,0.45,31.2%,31.8%,21.4%,15.6%,0.0%,48,49,33,24,0
179,1385713296,W. Cowan,Will Cowan,Cowan,Will,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,174,0.45,31.2%,30.5%,25.3%,13.0%,0.0%,48,47,39,20,0
181,1092978688,Z. Kelly,Zane Kelly,Kelly,Zane,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,56,200,0.45,31.2%,33.1%,17.8%,17.8%,3.2%,49,52,28,28,5
182,1126571008,J. Rodriguez,Jorge Rodriguez,Rodriguez,Jorge,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,48,167,0.45,31.3%,46.5%,13.9%,8.3%,2.8%,45,67,20,12,4
182,1141017344,A. Rivera,Angel Rivera,Rivera,Angel,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,42,125,0.45,31.3%,35.4%,16.7%,16.7%,0.0%,30,34,16,16,0
184,1259726848,J. Nunez,Julian Nunez,Nunez,Julian,3B,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,53,187,0.46,31.3%,32.5%,22.1%,14.1%,2.5%,51,53,36,23,4
185,1162350848,T. Dalley,Ty Dalley,Dalley,Ty,RF,Mercer University,MER,730240512,Mercer,BBC,L,R,60,245,0.46,31.3%,34.3%,24.2%,10.1%,0.0%,62,68,48,20,0
186,1202698496,B. Lohry,Bradke Lohry,Lohry,Bradke,SS,University of South Florida,USF,2292,South Florida,BBC,R,R,55,196,0.46,31.3%,31.3%,24.0%,13.3%,3.3%,47,47,36,20,5
187,1184442368,B. Arendt,Bryan Arendt,Arendt,Bryan,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,55,183,0.46,31.4%,29.4%,27.5%,11.8%,5.9%,48,45,42,18,9
188,1310479104,J. Kendro,Jake Kendro,Kendro,Jake,SS,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,48,118,0.46,31.4%,33.7%,20.9%,14.0%,7.0%,27,29,18,12,6
189,1242802944,M. Bowman,Max Bowman,Bowman,Max,3B,University of Akron,AKR,540536064,Akron,BBC,R,R,54,202,0.46,31.4%,41.0%,24.4%,3.2%,0.0%,49,64,38,5,0
190,1235490304,K. Hager,Kevin Hager,Hager,Kevin,SS,Cornell University,COR,730298624,Cornell,BBC,R,R,34,123,0.46,31.4%,32.4%,29.5%,6.7%,0.0%,33,34,31,7,0
191,1166182912,J. Hyde,Jake Hyde,Hyde,Jake,1B,Duke University,DUKE,730336256,Duke,BBC,L,R,58,219,0.46,31.5%,38.9%,22.8%,6.8%,1.2%,51,63,37,11,2
192,1286782976,W. Hodo,Will Hodo,Hodo,Will,1B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,59,205,0.46,31.5%,39.7%,21.9%,6.8%,0.0%,46,58,32,10,0
193,1279221760,C. Thibodeaux,Cardell Thibodeaux,Thibodeaux,Cardell,LF,Southern University,SOU,4767,Southern,BBC,L,L,49,189,0.46,31.5%,37.6%,24.8%,6.1%,1.2%,52,62,41,10,2
194,1124793499,M. Falk,Matt Falk,Falk,Matt,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,38,122,0.46,31.5%,38.0%,23.9%,6.5%,1.1%,29,35,22,6,1
195,1142791936,I. Humphrey,Isaac Humphrey,Humphrey,Isaac,CF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,63,234,0.46,31.5%,29.8%,24.4%,14.3%,2.4%,53,50,41,24,4
196,1948744121,L. Johnson,Landen Johnson,Johnson,Landen,1B,High Point University,HP,730321152,High Point,BBC,L,L,57,224,0.46,31.6%,35.8%,23.0%,9.6%,0.0%,59,67,43,18,0
197,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,53,170,0.46,31.6%,34.2%,26.3%,7.9%,0.7%,48,52,40,12,1
198,1255842304,J. Rogers,Jordan Rogers,Rogers,Jordan,RF,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,55,197,0.46,31.6%,33.5%,21.3%,13.5%,3.9%,49,52,33,21,6
199,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,48,151,0.46,31.6%,29.1%,23.9%,15.4%,4.3%,37,34,28,18,5
200,1162472448,M. Ryan,Matt Ryan,Ryan,Matt,2B,Lamar University,LAM,730162432,Lamar,BBC,R,R,51,139,0.46,31.6%,32.7%,29.6%,6.1%,1.0%,31,32,29,6,1
201,1096810240,Z. Zyons,Zac Zyons,Zyons,Zac,SS,Bryant University,BRY,730266880,Bryant,BBC,L,R,52,187,0.46,31.6%,38.6%,19.0%,10.8%,8.9%,50,61,30,17,14
202,1303740160,J. Flores,Jalin Flores,Flores,Jalin,SS,University of Texas,TEX,245,Texas,BBC,R,R,58,234,0.46,31.7%,33.9%,21.1%,13.3%,0.6%,57,61,38,24,1
202,1207825152,C. Jennings,Collin Jennings,Jennings,Collin,RF,University of Illinois,ILL,730163456,Illinois,BBC,L,R,48,161,0.46,31.7%,38.3%,19.2%,10.8%,0.0%,38,46,23,13,0
204,1111645441,L. Anderson,Luke Anderson,Anderson,Luke,LF,Brigham Young University,BYU,730257152,BYU,BBC,R,R,55,222,0.46,31.7%,36.1%,27.3%,4.9%,1.6%,58,66,50,9,3
205,1099693419,B. Iredale,Brent Iredale,Iredale,Brent,3B,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,65,206,0.46,31.7%,41.4%,23.4%,3.4%,0.0%,46,60,34,5,0
206,1100739840,B. Reynolds,Brady Reynolds,Reynolds,Brady,RF,Stanford University,STAN,730251264,Stanford,BBC,L,R,45,157,0.47,31.8%,28.0%,33.6%,6.5%,0.0%,34,30,36,7,0
207,1167179776,Z. Allen,Zeb Allen,Allen,Zeb,LF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,55,210,0.47,31.8%,31.8%,21.0%,15.3%,4.0%,56,56,37,27,7
207,1322403840,C. Brady,Cavan Brady,Brady,Cavan,SS,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,47,182,0.47,31.8%,31.8%,21.4%,14.9%,0.0%,49,49,33,23,0
207,1081676042,D. Giannini,Drew Giannini,Giannini,Drew,1B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,51,136,0.47,31.8%,38.6%,23.9%,5.7%,2.3%,28,34,21,5,2
210,1197623808,C. Smith,Christian Smith,Smith,Christian,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,56,219,0.47,31.8%,36.9%,23.5%,7.8%,1.1%,57,66,42,14,2
211,1297576704,C. Canon,Cider Canon,Canon,Cider,RF,Davidson College,DAV,730363136,Davidson,BBC,R,R,48,202,0.47,31.8%,35.0%,24.8%,8.3%,1.3%,50,55,39,13,2
211,1297354752,M. Neville,Mason Neville,Neville,Mason,CF,University of Oregon,ORE,4807,Oregon,BBC,L,L,57,218,0.47,31.8%,38.2%,22.3%,7.6%,1.9%,50,60,35,12,3
213,1395982135,J. Flores,Jaden Flores,Flores,Jaden,3B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,51,174,0.47,31.9%,37.0%,17.0%,14.1%,3.0%,43,50,23,19,4
214,1256876800,C. Price,Connor Price,Price,Connor,C,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,44,143,0.47,31.9%,43.4%,10.6%,14.2%,1.8%,36,49,12,16,2
214,1099858944,Q. Phillips,Q Phillips,Phillips,Q,LF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,S,L,51,171,0.47,31.9%,37.2%,21.2%,9.7%,2.7%,36,42,24,11,3
214,1310055424,B. Benton,Braden Benton,Benton,Braden,1B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,51,145,0.47,31.9%,40.7%,17.7%,9.7%,0.0%,36,46,20,11,0
217,1233348096,G. Berkley,Garrison Berkley,Berkley,Garrison,CF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,55,208,0.47,31.9%,36.8%,20.9%,10.4%,6.0%,58,67,38,19,11
218,1100573952,A. Teel,Aidan Teel,Teel,Aidan,CF,University of Virginia,UVA,5415,Virginia,BBC,L,R,50,186,0.47,31.9%,31.9%,29.4%,6.9%,2.5%,51,51,47,11,4
219,1096805120,J. Millan,Jake Millan,Millan,Jake,1B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,S,L,55,194,0.47,31.9%,31.2%,22.5%,14.5%,0.7%,44,43,31,20,1
220,1142746368,S. Gwynn,Seth Gwynn,Gwynn,Seth,CF,University of California,CAL,730152448,California,BBC,R,R,43,134,0.47,31.9%,37.1%,18.1%,12.9%,2.6%,37,43,21,15,3
221,1314887424,D. Burress,Drew Burress,Burress,Drew,CF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,228,0.47,31.9%,33.5%,21.3%,13.3%,0.0%,60,63,40,25,0
221,1174782976,J. Holman,Jack Holman,Holman,Jack,1B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,46,170,0.47,31.9%,41.1%,14.9%,12.1%,0.0%,45,58,21,17,0
223,1324325632,J. Donohoe,Jesse Donohoe,Donohoe,Jesse,3B,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,56,209,0.47,31.9%,39.2%,19.3%,9.6%,0.0%,53,65,32,16,0
224,1417547191,G. Watkins,Grant Watkins,Watkins,Grant,1B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,56,210,0.47,32.0%,41.5%,23.1%,3.4%,0.0%,47,61,34,5,0
225,1016906882,R. Bonomolo Jr.,Richie Bonomolo Jr.,Bonomolo Jr.,Richie,CF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,209,0.47,32.0%,36.6%,22.1%,9.3%,3.5%,55,63,38,16,6
226,1084459776,C. Coates,Colton Coates,Coates,Colton,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,56,217,0.47,32.0%,32.0%,27.4%,8.6%,0.5%,63,63,54,17,1
227,1301085696,B. Greer,Benjamin Greer,Greer,Benjamin,2B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,57,223,0.47,32.0%,37.7%,19.4%,10.9%,1.1%,56,66,34,19,2
227,1030419949,T. DePerno,Ty DePerno,DePerno,Ty,C,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,50,153,0.47,32.0%,29.6%,27.2%,11.2%,1.6%,40,37,34,14,2
229,1310781952,K. Freeman,Kaleb Freeman,Freeman,Kaleb,2B,Georgia State University,GAST,730239744,Georgia State,BBC,S,R,56,209,0.47,32.0%,38.6%,24.2%,5.2%,0.0%,49,59,37,8,0
229,1282217739,J. Melton,Jackson Melton,Melton,Jackson,2B,High Point University,HP,730321152,High Point,BBC,R,R,51,188,0.47,32.0%,32.0%,23.5%,12.4%,1.3%,49,49,36,19,2
231,1098524416,C. Parker,Cade Parker,Parker,Cade,SS,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,208,0.47,32.0%,42.2%,15.6%,10.2%,8.6%,41,54,20,13,11
232,1273172737,K. Spence,Keenan Spence,Spence,Keenan,RF,Purdue University,PUR,730353152,Purdue,BBC,R,R,47,156,0.47,32.0%,30.1%,26.2%,11.7%,0.0%,33,31,27,12,0
233,1279331072,L. Vidourek,Landyn Vidourek,Vidourek,Landyn,RF,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,52,191,0.47,32.1%,34.4%,24.4%,9.2%,6.9%,42,45,32,12,9
234,1273292800,J. Vastine,Jonathan Vastine,Vastine,Jonathan,SS,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,60,196,0.47,32.1%,33.6%,31.3%,3.0%,3.7%,43,45,42,4,5
235,1226674944,C. Hale,Connor Hale,Hale,Connor,CF,Villanova University,VILL,730278400,Villanova,BBC,L,L,45,112,0.47,32.1%,34.6%,19.8%,13.6%,7.4%,26,28,16,11,6
236,1195516928,C. Matlon,Caden Matlon,Matlon,Caden,C,University of Akron,AKR,540536064,Akron,BBC,R,R,48,162,0.47,32.1%,38.7%,23.4%,5.8%,2.9%,44,53,32,8,4
237,1330454017,N. Jouras,Noah Jouras,Jouras,Noah,C,Davidson College,DAV,730363136,Davidson,BBC,R,R,51,183,0.47,32.1%,35.0%,24.3%,8.6%,5.7%,45,49,34,12,8
238,1253443072,K. Frett,Kishon Frett,Frett,Kishon,LF,Florida International University,FIU,4468,Florida International,BBC,R,R,57,216,0.47,32.2%,38.5%,19.6%,9.8%,0.0%,46,55,28,14,0
238,1301047808,E. Ott,Ethan Ott,Ott,Ethan,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,48,190,0.47,32.2%,39.9%,19.6%,8.4%,0.0%,46,57,28,12,0
240,1866053969,H. Jatczak,Hayden Jatczak,Jatczak,Hayden,3B,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,213,0.48,32.2%,41.1%,21.1%,5.6%,0.0%,58,74,38,10,0
241,1014899125,S. Ordonez,Santiago Ordonez,Ordonez,Santiago,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,44,126,0.48,32.3%,40.6%,24.0%,3.1%,1.0%,31,39,23,3,1
241,1068475451,T. Davis,Ty Davis,Davis,Ty,1B,Ball State University,BALL,730195456,Ball State,BBC,L,R,45,136,0.48,32.3%,44.8%,18.8%,4.2%,0.0%,31,43,18,4,0
243,1153715200,J. Jarrell,Jacob Jarrell,Jarrell,Jacob,C,Clemson University,CLEM,730358784,Clemson,BBC,R,R,59,199,0.48,32.4%,35.3%,25.0%,7.4%,0.7%,44,48,34,10,1
243,1209740289,B. Christensen,Brady Christensen,Christensen,Brady,RF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,49,169,0.48,32.4%,43.1%,15.7%,8.8%,0.0%,33,44,16,9,0
245,1085273600,M. Self,Mason Self,Self,Mason,TWP,Radford University,RAD,730267392,Radford,BBC,R,R,46,113,0.48,32.4%,33.8%,15.5%,18.3%,0.0%,23,24,11,13,0
246,1083259648,B. Ankeney,Beau Ankeney,Ankeney,Beau,1B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,57,229,0.48,32.4%,32.4%,24.6%,10.6%,0.0%,58,58,44,19,0
247,1143087616,R. Chapman,Reese Chapman,Chapman,Reese,RF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,64,216,0.48,32.5%,31.1%,29.8%,6.6%,2.6%,49,47,45,10,4
248,1202676992,T. Haskins,Trevor Haskins,Haskins,Trevor,3B,Stanford University,STAN,730251264,Stanford,BBC,R,R,51,222,0.48,32.5%,35.1%,23.2%,9.3%,0.5%,63,68,45,18,1
249,1337263872,C. Warehime,Cole Warehime,Warehime,Cole,RF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,52,196,0.48,32.5%,33.8%,24.2%,9.6%,0.6%,51,53,38,15,1
250,1342167387,C. Bailey,Carter Bailey,Bailey,Carter,SS,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,53,168,0.48,32.5%,32.5%,19.2%,15.8%,8.3%,39,39,23,19,10
251,1782180961,B. OBrien,Brady OBrien,OBrien,Brady,3B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,202,0.48,32.5%,35.6%,27.6%,4.3%,0.0%,53,58,45,7,0
252,1072068937,C. Nicoletto,Cayden Nicoletto,Nicoletto,Cayden,1B,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,47,150,0.48,32.5%,33.3%,24.4%,9.8%,0.0%,40,41,30,12,0
