Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,BF,ERA,FIP,xFIP,WHIP,BA,OBP,SLG,OPS,K%,BB%,HR%,BABIP,OutRate,wOBA,LOB%
4393,1053806629,K. Crumpton,Kelly Crumpton,Crumpton,Kelly,P,Troy University,TROY,730378496,Troy,BBC,R,R,7,103,27,10.38,11.72,8.53,2.77,.350,.519,.700,1.219,18.5%,18.5%,7.4%,.385,53.8%,.511,80.4%
4393,1342166953,K. Steelman,Kevin Steelman,Steelman,Kevin,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,6,81,23,10.38,3.41,5.20,1.85,.350,.435,.500,.935,17.4%,4.3%,0.0%,.438,56.3%,.411,50.0%
4393,1342167795,R. Porche,Ryan Porsche,Porche,Ryan,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,5,83,23,10.38,5.25,4.05,2.08,.350,.409,.550,.959,21.7%,8.7%,4.3%,.429,50.0%,.414,26.3%
4407,1340620800,J. Martinez,Javier Martinez,Martinez,Javier,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,23,519,195,11.54,6.97,6.07,2.13,.350,.448,.573,1.021,14.9%,11.8%,4.1%,.379,58.1%,.433,45.5%
4408,1464770402,A. Kanipe,Alex Kanipe,Kanipe,Alex,P,Butler University,BUT,730283520,Butler,BBC,R,R,19,499,162,7.58,5.30,5.89,2.22,.350,.425,.511,.936,11.1%,11.1%,1.9%,.378,55.5%,.405,48.6%
4409,1297508608,K. Mueller,Kyle Mueller,Mueller,Kyle,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,9,660,177,9.70,5.62,5.61,1.98,.351,.418,.578,.996,15.3%,7.9%,3.4%,.387,56.5%,.424,47.3%
4409,1849909671,N. Adcock,Nile Adcock,Adcock,Nile,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,22,328,91,7.13,3.97,4.32,1.87,.351,.433,.519,.953,26.4%,6.6%,2.2%,.481,48.1%,.414,66.3%
4411,1724742140,Z. Horwith,Zach Horwith,Horwith,Zach,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,14,912,232,10.23,7.84,7.33,2.23,.351,.450,.602,1.052,7.8%,13.4%,4.3%,.343,64.5%,.447,57.8%
4412,1111819520,N. Petit,Nick Petit,Petit,Nick,P,Radford University,RAD,730267392,Radford,BBC,R,R,14,374,111,7.50,7.39,5.63,1.63,.351,.409,.628,1.037,11.7%,5.4%,6.3%,.333,66.7%,.433,68.2%
4412,1251439873,C. Koonce,Cole Koonce,Koonce,Cole,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,14,403,113,9.43,7.13,6.46,2.14,.351,.438,.574,1.012,13.3%,10.6%,4.4%,.368,60.5%,.432,52.4%
4414,1357223312,K. Davis,Karsen Davis,Davis,Karsen,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,L,20,546,154,6.97,6.24,5.93,1.90,.351,.437,.550,.987,9.7%,8.4%,3.2%,.369,61.3%,.428,64.4%
4415,1336898304,M. Horwat,Mason Horwat,Horwat,Mason,P,Penn State University,PSU,5326,Penn State,BBC,R,R,15,828,248,8.63,5.26,5.58,2.00,.351,.446,.483,.929,11.7%,10.5%,1.6%,.393,59.5%,.410,56.6%
4416,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,10,163,42,9.00,7.73,5.87,1.89,.351,.405,.649,1.053,11.9%,9.5%,7.1%,.333,66.7%,.440,62.5%
4416,1288366592,J. Hurd,Jaedin Hurd,Hurd,Jaedin,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,7,299,68,21.81,12.87,13.16,4.50,.351,.618,.595,1.212,11.8%,38.2%,1.5%,.400,56.7%,.517,34.5%
4416,1204986624,E. Parmer,Evan Parmer,Parmer,Evan,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,17,747,208,10.54,6.18,4.64,2.05,.351,.420,.611,1.031,20.7%,9.1%,5.3%,.412,57.3%,.440,46.1%
4416,1238294528,C. Clayton,Canaan Clayton,Clayton,Canaan,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,8,208,53,12.96,7.98,6.85,2.64,.351,.500,.703,1.203,20.8%,17.0%,3.8%,.440,48.0%,.496,54.1%
4416,1716222427,M. Bejarano,Mario Bejarano,Bejarano,Mario,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,12,194,49,11.25,9.93,6.72,2.63,.351,.500,.703,1.203,18.4%,16.3%,6.1%,.400,56.0%,.503,60.6%
4416,1157481128,J. Costa,John Costa,Costa,John,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,8,186,50,11.17,6.90,6.05,2.17,.351,.469,.649,1.118,20.0%,16.0%,4.0%,.407,59.3%,.458,49.5%
4422,1205110016,B. Shelton,Braxton Shelton,Shelton,Braxton,P,UAB,UAB,730345984,UAB,BBC,R,R,19,869,240,7.97,6.78,5.94,1.99,.351,.438,.609,1.047,12.5%,11.7%,4.6%,.370,63.0%,.446,63.9%
4423,1297345280,E. Blanco,Evan Blanco,Blanco,Evan,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,14,661,181,6.23,4.25,4.30,1.72,.352,.393,.545,.939,19.9%,5.0%,3.3%,.419,54.8%,.403,56.8%
4424,1110071296,J. Beaty,Jake Beaty,Beaty,Jake,P,Appalachian State University,APP,730240256,Appalachian State,BBC,L,L,21,572,155,7.24,6.15,4.75,1.86,.352,.420,.617,1.037,20.0%,9.7%,5.2%,.398,55.9%,.435,61.8%
4424,1263746304,B. Seils,Brett Seils,Seils,Brett,P,Towson University,TOWS,730318336,Towson,BBC,R,R,18,525,147,10.13,5.50,4.73,2.11,.352,.432,.578,1.010,21.8%,11.6%,4.1%,.440,52.7%,.432,53.1%
4426,1055530746,N. Guidas,Nick Guidas,Guidas,Nick,P,Kent State University,KENT,730315008,Kent State,BBC,L,L,12,378,100,8.14,5.13,4.75,1.86,.352,.423,.505,.929,17.0%,7.0%,3.0%,.403,56.9%,.405,62.8%
4427,1126307840,C. Bivins,Conner Bivins,Bivins,Conner,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,S,R,14,222,65,4.38,5.93,5.45,2.03,.352,.453,.500,.953,16.9%,9.2%,3.1%,.415,56.1%,.421,84.0%
4428,1251208960,C. Yoo,Christian Yoo,Yoo,Christian,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,289,88,7.88,7.49,7.20,2.38,.352,.466,.549,1.015,10.2%,14.8%,3.4%,.367,61.7%,.439,62.5%
4429,1145959424,T. Moore Jr.,Tommy Moore Jr.,Moore Jr.,Tommy,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,11,396,108,13.50,8.92,5.55,2.43,.352,.467,.739,1.206,23.1%,14.8%,7.4%,.418,56.4%,.501,54.1%
4430,1279118592,L. Foley,Lucas Foley,Foley,Lucas,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,L,16,772,206,11.27,5.42,5.71,2.22,.353,.451,.559,1.010,15.0%,12.1%,1.9%,.409,56.9%,.434,42.8%
4430,1269458944,M. Sweeney,Mike Sweeney,Sweeney,Mike,SS,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,6,158,42,8.64,9.66,6.84,1.80,.353,.452,.735,1.188,7.1%,7.1%,7.1%,.310,69.0%,.489,54.1%
4430,1277165056,N. DeMonica,Nick DeMonica,DeMonica,Nick,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,8,113,23,19.64,12.45,8.08,3.00,.353,.522,.882,1.404,21.7%,21.7%,8.7%,.400,60.0%,.561,43.5%
4430,1306904576,E. Coronel,Ethan Coronel,Coronel,Ethan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,8,173,46,17.18,12.59,7.16,3.00,.353,.500,.765,1.265,17.4%,21.7%,8.7%,.348,60.9%,.514,46.0%
4430,1232103424,N. Bruno,Nick Bruno,Bruno,Nick,P,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,L,10,379,95,13.21,6.24,7.04,2.87,.353,.521,.500,1.021,21.1%,22.1%,1.1%,.479,50.0%,.447,52.5%
4430,1254597888,K. Cottle,Kai Cottle,Cottle,Kai,P,Marist College,MRST,730374656,Marist,BBC,R,R,6,82,23,8.31,8.25,7.30,1.85,.353,.478,.529,1.008,13.0%,8.7%,4.3%,.357,64.3%,.436,72.9%
4430,1099645440,M. Sapienza,Matthew Sapienza,Sapienza,Matthew,P,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,17,502,186,9.53,6.18,6.22,2.26,.353,.451,.523,.974,13.4%,12.4%,2.7%,.392,56.8%,.424,50.0%
4430,1772980069,C. Bays,Chase Bays,Bays,Chase,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,5,83,23,7.71,9.82,5.91,2.14,.353,.500,.824,1.324,21.7%,17.4%,8.7%,.400,60.0%,.537,85.4%
4430,1957290679,W. Harwell,Wesley Harwell,Harwell,Wesley,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,6,126,33,20.77,11.95,12.97,3.92,.353,.625,.353,.978,6.1%,33.3%,0.0%,.375,62.5%,.474,45.0%
4430,1595776317,Q. Thornton,Quincy Thornton,Thornton,Quincy,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,5,346,104,8.85,5.78,6.58,2.11,.353,.456,.518,.974,11.5%,12.5%,1.9%,.389,59.7%,.425,56.6%
4430,1239299072,L. Berger,Leo Berger,Berger,Leo,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,8,172,45,9.72,6.30,6.34,2.52,.353,.511,.588,1.099,22.2%,20.0%,2.2%,.478,52.2%,.474,64.8%
4430,1342168096,B. Shaw,Brodie Shaw,Shaw,Brodie,P,Morehead State University,MORE,730158080,Morehead State,BBC,L,L,7,175,45,9.82,14.22,10.16,3.00,.353,.511,.824,1.335,4.4%,22.2%,8.9%,.286,67.9%,.541,63.2%
4430,1700669785,E. Simpson,Espn Simpson,Simpson,Espn,P,Butler University,BUT,730283520,Butler,BBC,R,R,5,104,27,4.15,12.18,11.99,2.31,.353,.593,.588,1.181,7.4%,14.8%,3.7%,.357,64.3%,.518,95.9%
4430,1073568928,C. Callahan,Cody Callahan,Callahan,Cody,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,5,115,27,13.50,7.18,8.84,3.75,.353,.593,.353,.946,25.9%,33.3%,0.0%,.600,40.0%,.456,56.3%
4444,1224009860,L. Tavarez,Leeroy Tavarez,Tavarez,Leeroy,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,13,423,123,8.34,4.28,5.90,2.25,.354,.463,.404,.867,15.4%,13.0%,0.0%,.432,49.4%,.393,55.4%
4444,1944149473,G. Shupe,Garrett Shupe,Shupe,Garrett,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,10,503,121,9.51,6.35,6.68,2.11,.354,.446,.586,1.032,14.0%,12.4%,3.3%,.383,61.7%,.437,59.9%
4446,1296190720,A. Perez,Andres Perez,Perez,Andres,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,12,293,76,7.04,7.22,5.57,1.89,.354,.440,.600,1.040,13.2%,7.9%,5.3%,.373,62.7%,.443,69.3%
4446,1320251935,N. Fazio,Nick Fazio,Fazio,Nick,P,Washington State University,WSU,4505,Washington State,BBC,R,R,10,293,81,6.75,5.91,7.21,2.05,.354,.444,.538,.983,7.4%,8.6%,1.2%,.361,62.3%,.421,66.5%
4446,1461158969,J. Wills,Jack Wills,Wills,Jack,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,15,360,95,16.20,8.31,10.03,2.80,.354,.543,.523,1.066,10.5%,20.0%,1.1%,.400,60.0%,.470,44.4%
4449,1220606208,J. Malone,James Malone,Malone,James,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,11,611,211,9.07,6.59,5.96,1.99,.354,.436,.573,1.009,14.7%,9.5%,4.3%,.380,62.0%,.431,61.7%
4450,1303783680,B. Byers,Brooks Byers,Byers,Brooks,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,7,241,57,10.24,4.63,5.81,2.59,.354,.456,.542,.998,22.8%,14.0%,1.8%,.471,47.1%,.433,48.8%
4450,1296583424,I. Barrett,Ian Barrett,Barrett,Ian,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,22,669,177,9.53,5.00,5.46,2.24,.354,.463,.500,.963,22.6%,14.1%,2.3%,.465,50.5%,.423,49.1%
4450,1003080390,R. McCarroll,Ryan McCarroll,McCarroll,Ryan,P,Northeastern University,NE,343,Northeastern,BBC,R,R,6,235,57,10.45,2.89,4.61,2.32,.354,.456,.438,.894,26.3%,12.3%,0.0%,.515,45.5%,.401,53.8%
4450,1721882130,I. Moore,Ian Moore,Moore,Ian,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,12,207,60,7.84,5.98,6.12,2.52,.354,.483,.438,.921,16.7%,15.0%,1.7%,.432,54.1%,.412,58.0%
4454,1171310592,I. Garcia,Isaac Garcia,Garcia,Isaac,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,20,356,103,10.45,6.27,6.41,2.13,.354,.485,.468,.954,13.6%,15.5%,1.9%,.400,60.0%,.419,53.0%
4454,1296546048,M. Staiano,Michael Staiano,Staiano,Michael,P,Elon University,ELON,730252544,Elon,BBC,L,L,17,376,97,9.53,7.71,6.80,2.41,.354,.469,.582,1.051,13.4%,13.4%,4.1%,.387,56.5%,.454,60.9%
4454,1282888303,K. Powers,Kyle Powers,Powers,Kyle,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,L,18,338,92,4.19,3.70,5.76,1.86,.354,.404,.418,.822,7.6%,8.7%,0.0%,.378,59.5%,.362,61.1%
4457,1183067904,R. Castillo,Ryan Castillo,Castillo,Ryan,P,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,12,799,207,8.65,3.69,4.06,1.88,.354,.403,.529,.932,18.8%,6.3%,1.9%,.429,55.1%,.402,50.4%
4458,1162029824,J. Snipes,James Snipes,Snipes,James,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,15,461,216,10.54,6.37,6.64,1.98,.355,.458,.547,1.004,13.4%,9.3%,2.8%,.390,58.9%,.433,46.9%
4459,1207765248,H. Murphy,Hayden Murphy,Murphy,Hayden,P,Auburn University,AUB,5466,Auburn,BBC,R,R,9,169,39,9.45,5.88,6.76,2.55,.355,.462,.581,1.042,20.5%,15.4%,2.6%,.435,52.2%,.443,42.2%
4459,1162418432,A. Coleman,Aidan Coleman,Coleman,Aidan,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,17,799,209,9.63,6.95,5.18,1.95,.355,.418,.640,1.058,16.7%,8.6%,6.2%,.381,59.7%,.448,58.1%
4459,1242490112,C. Seeman,Carson Seeman,Seeman,Carson,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,19,488,143,8.07,5.90,5.99,1.83,.355,.423,.605,1.027,11.9%,6.3%,3.5%,.375,57.7%,.436,54.7%
4459,1303532288,A. Gaines,Andrew Gaines,Gaines,Andrew,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,12,226,53,15.75,7.55,7.59,3.25,.355,.569,.548,1.117,30.2%,28.3%,1.9%,.625,37.5%,.483,50.7%
4459,1970794950,J. Loeffler,Jacob Loeffler,Loeffler,Jacob,P,Alabama State University,ALST,4765,Alabama State,BBC,R,R,12,308,78,9.00,7.54,7.21,2.57,.355,.468,.581,1.048,12.8%,17.9%,3.8%,.380,60.0%,.445,69.2%
4459,1342167259,K. Adetuyi,Kide Adetuyi,Adetuyi,Kide,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,L,21,275,74,8.40,4.24,4.86,2.13,.355,.452,.484,.936,20.3%,13.5%,1.4%,.457,50.0%,.408,57.0%
4459,1921181815,R. Kucy,Ryan Kucy,Kucy,Ryan,3B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,4,108,36,12.15,4.08,6.41,1.80,.355,.429,.419,.848,8.3%,2.8%,0.0%,.393,57.1%,.382,26.7%
4459,1480243427,A. Milburn,Aiden Milburn,Milburn,Aiden,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,15,412,114,10.38,7.70,6.05,2.17,.355,.455,.570,1.025,14.9%,12.3%,5.3%,.380,60.6%,.442,58.7%
4459,1342166621,K. Elarton,Kenan Elarton,Elarton,Kenan,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,4,117,37,7.04,4.61,4.65,1.70,.355,.429,.484,.912,18.9%,5.4%,2.7%,.435,56.5%,.403,51.5%
4459,1676399105,S. Droz,Sergio Droz,Droz,Sergio,TWP,UMBC,UMBC,730210304,UMBC,BBC,R,R,7,308,78,11.57,6.96,6.00,2.36,.355,.468,.629,1.097,17.9%,14.1%,3.8%,.413,56.5%,.464,56.6%
4459,1024332374,J. Carroll,John Carroll,Carroll,John,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,L,10,259,71,7.07,4.32,5.29,2.00,.355,.414,.548,.963,12.7%,8.5%,1.4%,.396,56.6%,.411,61.6%
4459,1342168553,C. Williams,Caleb Williams,Williams,Caleb,P,Rice University,RICE,2352,Rice,BBC,R,R,7,123,36,9.95,7.13,4.77,2.05,.355,.444,.613,1.057,22.2%,5.6%,5.6%,.429,57.1%,.454,60.6%
4471,1323373824,J. Story,Jake Storey,Story,Jake,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,14,1125,320,8.76,4.50,4.90,2.01,.355,.399,.512,.911,14.1%,6.9%,2.5%,.397,57.4%,.394,48.4%
4472,1564351809,J. Vest,Jeremy Vest,Vest,Jeremy,P,Delaware State University,DSU,730217984,Delaware State,BBC,L,L,14,668,207,9.64,5.08,6.17,2.25,.355,.454,.509,.963,16.9%,11.6%,1.4%,.422,54.1%,.419,51.2%
4473,1313090304,C. Nation,Connor Nation,Nation,Connor,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,22,602,155,8.24,4.98,4.82,1.89,.356,.418,.563,.981,18.1%,7.7%,3.2%,.413,56.7%,.420,54.4%
4473,1237022208,T. Melani,TJ Melani,Melani,TJ,P,Stetson University,STET,730261504,Stetson,BBC,R,R,7,208,53,9.00,5.78,5.84,1.90,.356,.431,.533,.965,17.0%,5.7%,3.8%,.412,55.9%,.421,57.3%
4475,1133212928,C. Mattioli,Christopher Mattioli,Mattioli,Christopher,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,6,447,125,7.23,5.84,7.08,2.20,.356,.455,.558,1.013,8.0%,12.0%,1.6%,.380,58.7%,.438,54.5%
4475,1269599488,B. Callanan,Brendan Callanan,Callanan,Brendan,P,Iona College,IONA,730242048,Iona,BBC,R,R,14,845,248,6.75,5.74,5.88,2.10,.356,.441,.524,.965,14.1%,10.9%,2.8%,.396,55.0%,.419,58.0%
4477,1178175488,R. Schlotzhauer,Ryan Schlotzhauer,Schlotzhauer,Ryan,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,14,378,88,16.95,7.29,8.32,2.93,.356,.540,.508,1.049,18.2%,23.9%,1.1%,.455,54.5%,.462,43.9%
4477,1639006603,B. McNiel,Brody McNiel,McNiel,Brody,P,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,20,251,70,9.22,4.64,5.88,1.98,.356,.435,.542,.977,14.3%,8.6%,1.4%,.408,59.2%,.417,55.9%
4477,1754243646,C. Lowry,Cort Lowry,Lowry,Cort,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,11,292,78,13.17,8.23,7.00,2.49,.356,.487,.610,1.097,11.5%,16.7%,3.8%,.375,60.4%,.463,42.7%
4480,1741237916,G. Davidson,Garrett Davidson,Davidson,Garrett,TWP,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,10,273,79,7.47,3.69,5.05,1.91,.356,.397,.575,.973,12.7%,5.1%,1.3%,.403,54.8%,.411,43.9%
4481,1914825545,L. Kalfsbeek,Luke Kalfsbeek,Kalfsbeek,Luke,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,13,483,132,7.33,5.44,4.96,1.89,.357,.423,.548,.971,17.4%,7.6%,3.8%,.409,59.1%,.419,68.8%
4482,1089711616,M. Myro,Mikey Myro,Myro,Mikey,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,2,85,19,5.40,5.58,7.24,2.70,.357,.500,.429,.929,10.5%,21.1%,0.0%,.417,58.3%,.421,77.8%
4482,1243693313,B. Guentz,Braden Guentz,Guentz,Braden,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,17,375,96,8.24,7.30,5.47,1.93,.357,.411,.667,1.077,12.5%,8.3%,6.3%,.353,64.7%,.449,65.4%
4482,1273174272,W. Banks,Will Banks,Banks,Will,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,10,201,57,13.00,6.29,6.69,2.78,.357,.526,.500,1.026,26.3%,17.5%,1.8%,.538,42.3%,.459,59.4%
4482,1279529984,J. Clark,Jack Clark,Clark,Jack,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,4,89,24,16.20,18.18,12.37,3.90,.357,.625,.786,1.411,12.5%,33.3%,8.3%,.333,66.7%,.573,73.8%
4482,1150998016,Z. Buschschulte,Zach Buschschulte,Buschschulte,Zach,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,16,576,169,8.74,5.68,5.89,2.06,.357,.436,.557,.994,13.6%,11.8%,3.0%,.391,57.4%,.423,55.4%
4482,1280168192,R. Griffin,Ryan Griffin,Griffin,Ryan,P,Northeastern University,NE,343,Northeastern,BBC,R,R,7,132,36,6.14,4.00,5.96,2.18,.357,.471,.464,.935,16.7%,16.7%,0.0%,.455,54.5%,.416,62.5%
4482,1090444544,Z. Gorman,Zach Gorman,Gorman,Zach,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,11,197,63,6.23,4.64,6.11,1.92,.357,.413,.554,.966,9.5%,7.9%,1.6%,.380,58.0%,.412,52.8%
4482,1134101548,S. Simmons,Sam Simmons,Simmons,Sam,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,14,363,106,7.77,5.45,4.77,1.86,.357,.400,.582,.982,17.0%,5.7%,4.7%,.400,58.7%,.421,60.0%
4482,1160767355,C. Royer,Cole Royer,Royer,Cole,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,8,153,37,4.05,4.08,6.24,2.25,.357,.486,.429,.915,24.3%,13.5%,0.0%,.500,45.0%,.413,72.2%
4482,1069718802,L. Singleton,Luke Singleton,Singleton,Luke,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,15,617,167,11.53,5.68,5.00,2.13,.357,.442,.564,1.007,16.2%,10.8%,3.0%,.409,58.2%,.430,45.5%
4482,1161313487,G. Maines,Gavin Maines,Maines,Gavin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,7,133,33,14.21,8.39,6.56,2.37,.357,.455,.750,1.205,12.1%,15.2%,6.1%,.364,63.6%,.498,41.0%
4482,1094190523,K. Rainieri,Kaysen Rainieri,Rainieri,Kaysen,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,6,73,20,30.38,18.18,10.51,3.38,.357,.550,.786,1.336,10.0%,20.0%,10.0%,.300,60.0%,.540,24.4%
4482,1066221220,W. Elkovitch,Weston Elkovitch,Elkovitch,Weston,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,9,165,43,6.48,6.06,3.11,1.92,.357,.372,.714,1.086,20.9%,2.3%,7.0%,.400,53.3%,.453,67.8%
4482,1550896155,M. Summar,Micah Summar,Summar,Micah,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,L,6,117,34,12.79,12.49,5.86,2.05,.357,.455,.821,1.276,11.8%,8.8%,11.8%,.300,65.0%,.525,21.3%
4482,1342167291,B. Sims,Brent Sims,Sims,Brent,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,9,155,51,11.32,5.11,6.54,2.03,.357,.431,.571,1.003,13.7%,11.8%,2.0%,.389,61.1%,.422,38.8%
4482,1342169426,A. Schwartz,Avery Schwartz,Schwartz,Avery,P,Villanova University,VILL,730278400,Villanova,BBC,L,L,3,84,22,18.00,13.51,11.40,4.00,.357,.591,.571,1.162,13.6%,31.8%,4.5%,.400,60.0%,.508,60.3%
4498,1016358398,B. Bouchard,Brady Bouchard,Bouchard,Brady,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,1024,288,9.69,5.51,5.35,1.89,.357,.425,.558,.983,16.3%,6.3%,3.5%,.403,59.2%,.421,54.2%
4499,1311965952,C. Dressler,Cade Dressler,Dressler,Cade,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,16,847,220,9.58,6.25,5.56,2.32,.358,.456,.575,1.032,18.6%,14.5%,3.6%,.421,54.9%,.440,55.8%
4499,1599327097,M. Lefevers,Matthew Lefevers,Lefevers,Matthew,P,Radford University,RAD,730267392,Radford,BBC,R,R,20,714,203,8.93,7.92,5.80,1.96,.358,.424,.670,1.094,12.8%,8.4%,6.9%,.355,61.7%,.459,57.2%
4499,1977070248,K. McLaughlin,Killian McLaughlin,McLaughlin,Killian,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,21,737,260,13.50,8.80,9.18,3.10,.358,.529,.615,1.143,14.6%,22.3%,2.3%,.408,52.8%,.482,44.3%
4502,1250095360,B. Smith,Ben Smith,Smith,Ben,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,23,520,146,9.45,5.95,5.48,2.21,.358,.438,.610,1.048,21.9%,10.3%,4.1%,.432,55.7%,.443,57.6%
4503,1220256000,N. Holbrook,Nicholas Holbrook,Holbrook,Nicholas,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,14,487,134,8.51,5.40,6.47,2.38,.358,.459,.514,.972,14.2%,14.2%,1.5%,.411,55.6%,.423,56.7%
4504,1342168763,G. Nutter,Gabriel Nutter,Nutter,Gabe,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,9,386,105,8.57,5.70,5.92,1.90,.358,.413,.579,.992,12.4%,5.7%,3.8%,.385,57.7%,.426,50.8%
4505,1195605248,G. Estridge,Gaines Estridge,Estridge,Gaines,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,17,723,197,9.33,6.07,6.38,2.21,.358,.444,.574,1.018,11.7%,11.7%,2.5%,.381,59.0%,.431,43.8%
4505,1079546369,S. Linde,Simon Linde,Linde,Simon,P,Butler University,BUT,730283520,Butler,BBC,R,R,17,391,104,8.00,6.46,7.35,2.56,.358,.471,.519,.989,11.5%,16.3%,1.9%,.391,58.0%,.430,57.5%
4505,1342167249,H. Possehl,Hunter Possehl,Possehl,Hunter,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,10,412,100,7.32,5.52,5.28,2.14,.358,.460,.531,.991,22.0%,13.0%,3.0%,.448,53.4%,.429,67.0%
4505,1286003755,G. Baumann,Garrett Baumann,Baumann,Garrett,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,20,840,203,12.32,8.60,6.49,2.21,.358,.453,.710,1.163,15.3%,12.8%,6.4%,.363,62.1%,.477,48.1%
