Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,PMenOn,P/PKAtt,PitcherPKAtt,PitcherPK,PitcherPKErr,P1B,P/PK1Att,PK1Att,PK1,PK1Err,P2B,P/PK2Att,PK2Att,PK2,PK2Err,P3B,P/PK3Att,PK3Att,PK3,PK3Err
160,1095313153,D. Carter,Dylan Carter,Carter,Dylan,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,251,6.6,38,2,0,174,4.8,36,1,0,125,62.5,2,1,0,60,-,0,0,0
160,1309165824,A. Eaton,Austin Eaton,Eaton,Austin,P,Texas State University,TXST,5420,Texas State,BBC,R,R,367,5.8,63,2,1,245,4.0,62,2,1,167,167.0,1,0,0,53,-,0,0,0
160,1132019969,Z. Busick,Zack BUSICK,Busick,Zack,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,336,8.0,42,2,3,255,7.1,36,1,3,174,29.0,6,1,0,95,-,0,0,0
160,1195514368,J. Cline,Jack Cline,Cline,Jack,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,557,4.5,124,2,0,378,3.6,105,2,0,283,14.9,19,0,0,116,-,0,0,0
160,1287324160,T. Harper,Thomas Harper,Harper,Thomas,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,406,29.0,14,2,0,248,17.7,14,2,0,219,-,0,0,0,100,-,0,0,0
160,1310889984,I. Milburn,Isaac Milburn,Milburn,Isaac,P,Purdue University,PUR,730353152,Purdue,BBC,R,L,388,9.9,39,2,1,256,7.1,36,2,0,195,97.5,2,0,1,94,94.0,1,0,0
160,1279881216,G. Dennis,Gunnar Dennis,Dennis,Gunnar,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,243,5.0,49,2,0,179,4.0,45,2,0,102,34.0,3,0,0,58,58.0,1,0,0
160,1311014912,B. Barquin,Blake Barquin,Barquin,Blake,P,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,436,9.9,44,2,0,280,6.5,43,2,0,196,196.0,1,0,0,140,-,0,0,0
160,1339593472,W. Jacobson,Will Jacobson,Jacobson,Will,P,Ball State University,BALL,730195456,Ball State,BBC,L,L,152,8.0,19,2,0,110,5.8,19,2,0,81,-,0,0,0,44,-,0,0,0
160,1200236800,H. Boncal,Hudson Boncal,Boncal,Hudson,P,Ohio University,OHIO,730298368,Ohio,BBC,R,R,715,8.8,81,2,0,545,7.1,77,2,0,351,87.8,4,0,0,228,-,0,0,0
160,1281260544,P. Havard,Peyton Havard,Havard,Peyton,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,463,22.0,21,2,0,337,17.7,19,2,0,211,105.5,2,0,0,125,-,0,0,0
160,1195490048,C. McKinney,Collin McKinney,McKinney,Collin,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,503,45.7,11,2,0,377,53.9,7,2,0,248,62.0,4,0,0,112,-,0,0,0
160,1294963969,L. Boule,Luke Boule,Boule,Luke,P,University at Albany,ALBY,730280448,Albany,BBC,R,R,294,58.8,5,2,1,217,54.3,4,2,1,161,161.0,1,0,0,76,-,0,0,0
160,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,563,29.6,19,2,0,353,19.6,18,2,0,276,276.0,1,0,0,66,-,0,0,0
160,1225903616,T. Starke,Ty Starke,Starke,Ty,P,University of Louisville,LOU,5467,Louisville,BBC,L,L,219,7.6,29,2,2,152,9.5,16,2,1,114,8.1,14,0,1,85,-,0,0,0
160,1260830208,M. Mueller,Matthew Mueller,Mueller,Matthew,P,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,398,26.5,15,2,0,218,14.5,15,2,0,234,-,0,0,0,133,-,0,0,0
160,1227043072,D. West,Dakoda West,West,Dakoda,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,480,6.8,71,2,0,345,5.5,63,1,0,244,30.5,8,1,0,151,-,0,0,0
160,1288825344,N. Taylor,Nathan Taylor,Taylor,Nathan,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,603,13.4,45,2,0,432,9.8,44,2,0,252,252.0,1,0,0,127,-,0,0,0
160,1341830144,D. Gutierrez,Diego Gutierrez,Gutierrez,Diego,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,689,8.5,81,2,0,421,5.5,76,2,0,328,65.6,5,0,0,157,-,0,0,0
160,1263800064,J. Volmerding,Josh Volmerding,Volmerding,Josh,P,Cal Poly,CP,5487,Cal Poly,BBC,L,L,747,20.2,37,2,0,617,18.7,33,2,0,340,85.0,4,0,0,161,-,0,0,0
160,1205080064,E. Vasiliou,Evan Vasiliou,Vasiliou,Evan,P,UNLV,UNLV,730161664,UNLV,BBC,L,L,269,6.1,44,2,0,200,5.9,34,2,0,133,13.3,10,0,0,59,-,0,0,0
160,1330098688,M. Negrete,Mikiah Negrete,Negrete,Mikiah,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,L,638,12.3,52,2,0,394,9.6,41,1,0,296,26.9,11,1,0,222,-,0,0,0
160,1159334912,N. Lucchesi,Noah Lucchesi,Lucchesi,Noah,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,S,L,330,18.3,18,2,0,236,14.8,16,2,0,136,68.0,2,0,0,97,-,0,0,0
160,1184444416,D. Brooks,Daniel Brooks,Brooks,Daniel,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,495,21.5,23,2,2,328,15.6,21,2,1,227,113.5,2,0,1,97,-,0,0,0
160,1129736704,R. Renfroe,Ryan Renfroe,Renfroe,Ryan,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,326,5.2,63,2,1,204,3.3,62,2,1,175,175.0,1,0,0,89,-,0,0,0
160,1210149120,S. Pinson,Smith Pinson,Pinson,Smith,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,464,7.7,60,2,0,312,6.0,52,1,0,255,36.4,7,1,0,99,99.0,1,0,0
160,1243498496,D. Powell,Daniel Powell,Powell,Daniel,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,484,18.6,26,2,1,238,10.8,22,2,0,255,85.0,3,0,1,177,177.0,1,0,0
160,1159579648,J. McGovern,Jacob McGovern,McGovern,Jacob,P,Clemson University,CLEM,730358784,Clemson,BBC,L,L,255,15.0,17,2,0,194,14.9,13,2,0,117,29.3,4,0,0,69,-,0,0,0
160,1310612992,B. Little,Branton Little,Little,Branton,P,Wofford College,WOF,730176512,Wofford,BBC,R,R,542,7.2,75,2,0,328,6.0,55,1,0,251,12.6,20,1,0,141,-,0,0,0
160,1142128640,J. Downing,John Downing,Downing,John,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,428,7.8,55,2,1,299,6.1,49,2,1,203,50.8,4,0,0,128,64.0,2,0,0
160,1237056768,C. Hansen,Cole Hansen,Hansen,Cole,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,472,5.8,82,2,0,226,3.0,76,2,0,250,50.0,5,0,0,138,138.0,1,0,0
160,1162036992,H. Lewis,Hayden Lewis,Lewis,Hayden,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,255,19.6,13,2,1,136,22.7,6,0,1,123,20.5,6,2,0,82,82.0,1,0,0
160,1108465152,G. Herron,Grant Herron,Herron,Grant,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,311,44.4,7,2,0,192,38.4,5,1,0,161,53.7,3,2,0,102,-,0,0,0
160,1215681536,R. Feczko,Ryan Feczko,Feczko,Ryan,P,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,388,48.5,8,2,0,281,70.3,4,0,0,195,65.0,3,1,0,113,113.0,1,1,0
160,1238099712,M. Weber,Matt Weber,Weber,Matt,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,416,10.4,40,2,3,298,7.8,38,2,3,149,74.5,2,0,0,120,-,0,0,0
160,1239193344,I. Brewington,Isaiah Brewington,Brewington,Isaiah,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,330,15.7,21,2,0,231,12.8,18,1,0,197,98.5,2,0,0,159,159.0,1,1,0
160,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,660,10.0,66,2,1,450,7.0,64,2,1,343,171.5,2,0,0,158,-,0,0,0
160,1278775808,C. Montgomery,Cade Montgomery,Montgomery,Cade,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,380,20.0,19,2,0,278,16.4,17,2,0,147,73.5,2,0,0,75,-,0,0,0
160,1106733824,C. Roberts,Cole Roberts,Roberts,Cole,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,396,18.9,21,2,0,291,15.3,19,2,0,167,167.0,1,0,0,73,73.0,1,0,0
160,1212988160,J. Limas,Jacob Limas,Limas,Jacob,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,335,19.7,17,2,1,252,22.9,11,2,0,170,34.0,5,0,1,78,78.0,1,0,0
160,1306814720,A. Healy,Andrew Healy,Healy,Andrew,P,Duke University,DUKE,730336256,Duke,BBC,L,L,315,7.3,43,2,1,213,6.9,31,1,0,127,15.9,8,1,0,97,24.3,4,0,1
160,1310892288,J. Woolfolk,Jay Woolfolk,Woolfolk,Jay,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,459,5.1,90,2,0,332,3.8,87,2,0,182,91.0,2,0,0,83,83.0,1,0,0
160,1335271936,E. Norby,Ethan Norby,Norby,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,L,493,12.6,39,2,0,385,10.1,38,2,0,193,193.0,1,0,0,82,-,0,0,0
160,1279708672,A. Boster,Aaron Boster,Boster,Aaron,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,559,18.0,31,2,0,355,14.8,24,2,0,253,36.1,7,0,0,176,-,0,0,0
160,1085418496,K. Remington,Kyle Remington,Remington,Kyle,P,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,407,6.8,60,2,0,270,5.7,47,2,0,180,13.8,13,0,0,104,-,0,0,0
160,1162337024,W. Whelan,Will Whelan,Whelan,Will,P,University of Minnesota,MINN,4864,Minnesota,BBC,L,L,415,23.1,18,2,0,298,21.3,14,2,0,188,62.7,3,0,0,116,116.0,1,0,0
160,1198297344,T. Perry,Tanner Perry,Perry,Tanner,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,598,23.9,25,2,1,381,16.6,23,2,0,293,293.0,1,0,0,177,177.0,1,0,1
160,1239369472,K. Reed,Kevin Reed,Reed,Kevin,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,521,10.4,50,2,1,353,7.1,50,2,1,247,-,0,0,0,115,-,0,0,0
160,1265428992,T. Chadwick,Tyrelle Chadwick,Chadwick,Tyrelle,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,565,40.4,14,2,0,417,37.9,11,1,0,237,79.0,3,1,0,138,-,0,0,0
160,1153709312,A. Behnke,Andrew Behnke,Behnke,Andrew,P,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,81,7.4,11,2,0,53,4.8,11,2,0,48,-,0,0,0,23,-,0,0,0
160,1116316672,K. Lesler,Kyle Lesler,Lesler,Kyle,P,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,449,8.0,56,2,1,319,6.6,48,1,1,210,26.3,8,1,0,52,-,0,0,0
160,1205437952,M. Brulport,Max Brulport,Brulport,Max,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,284,16.7,17,2,0,173,12.4,14,2,0,144,48.0,3,0,0,106,-,0,0,0
160,1100603904,T. Beard,Trey Beard,Beard,Trey,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,L,561,8.9,63,2,1,350,5.9,59,2,1,228,57.0,4,0,0,163,-,0,0,0
160,1162034944,C. Scinta,Chris Scinta,Scinta,Chris,P,University of Houston,HOU,3030,Houston,BBC,L,L,283,10.5,27,2,0,212,10.1,21,1,0,85,14.2,6,1,0,64,-,0,0,0
160,1273167360,D. Eckaus,David Eckaus,Eckaus,David,P,Florida International University,FIU,4468,Florida International,BBC,L,L,290,20.7,14,2,0,193,16.1,12,2,0,125,62.5,2,0,0,72,-,0,0,0
160,1104573440,L. Nichols,Luke Nichols,Nichols,Luke,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,522,9.2,57,2,1,299,5.8,52,2,0,285,57.0,5,0,1,183,-,0,0,0
160,1238196480,T. Curless,Tristan Curless,Curless,Tristan,TWP,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,71,6.5,11,2,0,56,6.2,9,2,0,31,15.5,2,0,0,6,-,0,0,0
160,1301089025,R. Bozenhard,Ryland Bozenhard,Bozenhard,Ryland,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,462,17.1,27,2,1,307,14.6,21,2,0,215,53.8,4,0,1,139,69.5,2,0,0
160,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,604,17.8,34,2,1,387,12.5,31,1,0,306,102.0,3,1,1,151,-,0,0,0
160,1322649088,E. Tolis,Emmett Tolis,Tolis,Emmett,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,295,5.8,51,2,1,189,3.9,49,0,0,131,65.5,2,2,1,87,-,0,0,0
160,1340889856,T. Maeker,Trey Maeker,Maeker,Trey,P,Belmont University,BEL,730190336,Belmont,BBC,L,L,352,16.8,21,2,1,236,11.2,21,2,1,170,-,0,0,0,112,-,0,0,0
160,1184281600,R. Brooks,Ryder Brooks,Brooks,Ryder,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,535,33.4,16,2,1,430,39.1,11,1,1,196,39.2,5,1,0,101,-,0,0,0
160,1142126848,R. Ojeda,Ricky Ojeda,Ojeda,Ricky,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,620,11.5,54,2,0,448,9.3,48,2,0,293,48.8,6,0,0,119,-,0,0,0
160,1311965952,C. Dressler,Cade Dressler,Dressler,Cade,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,490,14.8,33,2,1,372,12.0,31,2,1,197,98.5,2,0,0,150,-,0,0,0
160,1310632704,J. Pletter,Jack Pletter,Pletter,Jack,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,62,10.3,6,2,0,54,9.0,6,2,0,9,-,0,0,0,8,-,0,0,0
160,1330905344,T. Brennan,Teddy Brennan,Brennan,Teddy,P,George Washington University,GW,730249216,George Washington,BBC,R,L,400,20.0,20,2,3,245,14.4,17,1,3,199,66.3,3,1,0,149,-,0,0,0
160,1110087936,A. Finateri,Aeden Finateri,Finateri,Aeden,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,243,7.1,34,2,1,159,5.3,30,1,1,105,26.3,4,1,0,60,-,0,0,0
160,1113336576,D. Hitt,Dalton Hitt,Hitt,Dalton,P,High Point University,HP,730321152,High Point,BBC,L,L,351,20.6,17,2,0,269,15.8,17,2,0,134,-,0,0,0,85,-,0,0,0
160,1211163648,J. Thorsteinson,Justin Thorsteinson,Thorsteinson,Justin,P,University of Minnesota,MINN,4864,Minnesota,BBC,L,L,309,11.4,27,2,1,219,10.9,20,2,0,97,13.9,7,0,1,72,-,0,0,0
160,1100092160,H. Polk,Howell Polk,Polk,Howell,P,High Point University,HP,730321152,High Point,BBC,R,R,390,15.6,25,2,0,259,11.8,22,1,0,178,59.3,3,1,0,105,-,0,0,0
160,1116314624,A. Solis,Alex Solis,Solis,Alex,P,University of Houston,HOU,3030,Houston,BBC,R,R,300,7.7,39,2,0,187,5.8,32,1,0,164,23.4,7,1,0,96,-,0,0,0
160,1310134016,N. Luckett,Nick Luckett,Luckett,Nick,P,Southern University,SOU,4767,Southern,BBC,R,R,644,10.1,64,2,3,409,7.7,53,1,2,237,21.5,11,1,1,186,-,0,0,0
160,1162562560,B. DeMell,Ben DeMell,DeMell,Ben,P,Penn State University,PSU,5326,Penn State,BBC,L,R,400,15.4,26,2,0,246,16.4,15,1,0,280,28.0,10,1,0,114,114.0,1,0,0
160,1334314752,A. Brouwer,Adam Brouwer,Brouwer,Adam,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,537,11.7,46,2,0,391,9.5,41,2,0,223,55.8,4,0,0,136,136.0,1,0,0
160,1303603456,B. DeTaeye,Benjamin DeTaeye,DeTaeye,Benjamin,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,275,17.2,16,2,0,195,13.9,14,2,0,98,49.0,2,0,0,79,-,0,0,0
160,1099889408,W. Pryor,Will Pyor,Pryor,Will,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,243,22.1,11,2,0,161,20.1,8,1,0,158,52.7,3,1,0,55,-,0,0,0
160,1191538176,B. Hogue,Brant Hogue,Hogue,Brant,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,356,10.8,33,2,1,295,10.9,27,1,0,163,27.2,6,1,1,66,-,0,0,0
160,1336615936,G. Madden,Griffin Madden,Madden,Griffin,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,223,11.2,20,2,1,150,10.0,15,0,1,106,26.5,4,2,0,72,72.0,1,0,0
160,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,577,11.3,51,2,0,388,7.9,49,2,0,269,134.5,2,0,0,101,-,0,0,0
160,1162227200,B. Phillips,Brennan Phillips,Phillips,Brennan,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,L,233,12.3,19,2,0,167,12.8,13,1,0,154,25.7,6,1,0,78,-,0,0,0
160,1196799744,D. Lafferty,Drew Lafferty,Lafferty,Drew,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,446,8.9,50,2,2,299,6.2,48,2,2,189,94.5,2,0,0,83,-,0,0,0
160,1207469056,K. Elmy,Kane Elmy,Elmy,Kane,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,381,10.6,36,2,1,298,10.3,29,2,1,133,19.0,7,0,0,85,-,0,0,0
160,1196792576,P. Walega,Pat Walega,Walega,Pat,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,311,25.9,12,2,0,200,20.0,10,0,0,159,159.0,1,1,0,120,120.0,1,1,0
160,1281584640,D. Gonzalez,Daniel Gonzalez,Gonzalez,Daniel,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,342,13.2,26,2,2,242,13.4,18,1,0,198,22.0,9,1,2,81,-,0,0,0
160,1226691328,J. Halford,Jacob Halford,Halford,Jacob,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,507,18.1,28,2,1,320,16.0,20,1,1,274,34.3,8,1,0,182,-,0,0,0
160,1110844672,M. Bucknam,Micah Bucknam,Bucknam,Micah,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,444,20.2,22,2,1,348,16.6,21,1,1,210,210.0,1,1,0,85,-,0,0,0
160,1245180928,K. Demi,Kyle Demi,Demi,Kyle,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,303,11.7,26,2,0,155,6.0,26,2,0,158,-,0,0,0,75,-,0,0,0
160,1097588224,J. Dzierwa,Joseph Dzierwa,Dzierwa,Joseph,P,Michigan State University,MSU,1551,Michigan State,BBC,L,L,572,26.0,22,2,0,407,29.1,14,1,0,264,37.7,7,1,0,96,96.0,1,0,0
160,1223210240,L. Wiley,Logan Wiley,Wiley,Logan,P,UMBC,UMBC,730210304,UMBC,BBC,L,L,357,10.2,35,2,0,243,7.1,34,2,0,184,184.0,1,0,0,110,-,0,0,0
160,1172369408,C. Ellingworth,Cooper Ellingworth,Ellingworth,Cooper,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,483,23.0,21,2,1,306,20.4,15,2,1,297,49.5,6,0,0,106,-,0,0,0
160,1145349376,C. Poliey,Clayton Poliey,Poliey,Clayton,P,Rider University,RID,730174976,Rider,BBC,R,R,388,16.9,23,2,2,211,23.4,9,2,1,242,18.6,13,0,0,99,99.0,1,0,1
160,1162566656,O. Melendez,Omar Melendez,Melendez,Omar,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,334,8.3,40,2,1,217,6.8,32,2,1,154,19.3,8,0,0,90,-,0,0,0
160,1296198400,J. Hyde,Jace Hyde,Hyde,Jace,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,416,9.2,45,2,0,286,7.3,39,2,0,151,30.2,5,0,0,84,84.0,1,0,0
160,1248493824,J. Pease,Jaxson Pease,Pease,Jaxson,P,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,477,9.7,49,2,0,309,6.7,46,2,0,209,104.5,2,0,0,124,124.0,1,0,0
160,1326744832,R. Ligtenberg,Reese Ligtenberg,Ligtenberg,Reese,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,238,23.8,10,2,0,166,23.7,7,1,0,119,39.7,3,1,0,75,-,0,0,0
160,1297583104,J. Syverson,Jake Syverson,Syverson,Jake,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,172,9.1,19,2,0,123,6.8,18,1,0,80,80.0,1,1,0,62,-,0,0,0
160,1204043008,P. Kohn,Pico Kohn,Kohn,Pico,P,Mississippi State University,MSST,5080,Mississippi State,BBC,L,L,556,8.3,67,2,1,350,7.0,50,2,1,224,13.2,17,1,0,121,121.0,1,0,0
160,1277834240,K. Opanel,Kevin Opanel,Opanel,Kevin,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,399,11.7,34,2,1,267,14.1,19,0,0,203,14.5,14,2,1,115,115.0,1,0,0
160,1237048064,S. Simon,Sam Simon,Simon,Sam,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,442,8.0,55,2,2,314,6.8,46,2,0,193,21.4,9,0,2,94,-,0,0,0
