Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,Inn,FieldOpp,Chances,PO,A,E,ThrowE,FieldE,DropE,FLD%,DP
1612,1263352576,K. Jones,Kevin Jones,Jones,Kevin,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,58,506.1,187,220,61,149,10,3,7,0,.955,26
1612,1174670336,T. Gill,Ty Gill,Gill,Ty,2B,Purdue University,PUR,730353152,Purdue,BBC,L,R,49,350.0,133,176,55,113,8,0,8,0,.955,26
1612,1251439360,N. DeMarco,Nick DeMarco,DeMarco,Nick,3B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,53,439.0,134,132,39,87,6,1,5,0,.955,5
1612,1167266816,S. Penney,Scott Penney,Penney,Scott,2B,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,55,433.2,151,198,77,112,9,2,7,0,.955,25
1612,1865789400,A. Ramirez,Andrew Ramirez,Ramirez,Andrew,SS,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,40,319.2,122,132,45,81,6,1,5,0,.955,11
1612,1857228116,J. Ward,James Ward,Ward,James,3B,Radford University,RAD,730267392,Radford,BBC,R,R,56,470.2,145,132,34,92,6,1,5,0,.955,7
1612,1040576277,R. Howard,Reid Howard,Howard,Reid,SS,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,52,413.2,140,176,60,108,8,6,2,0,.955,23
1621,1859510038,A. Cisneros,Andrew Cisneros,Cisneros,Andrew,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,453.2,151,197,64,124,9,1,8,0,.954,23
1621,1188676864,J. Martinez,John Martinez,Martinez,John,2B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,55,476.2,130,197,81,107,9,3,7,0,.954,25
1623,1207513600,B. Durbin,Beau Durbin,Durbin,Beau,2B,Bradley University,BRAD,730253312,Bradley,BBC,L,R,45,370.2,138,175,67,100,8,0,8,0,.954,26
1624,1085400832,M. Whooley,Michael Whooley,Whooley,Michael,3B,Villanova University,VILL,730278400,Villanova,BBC,R,R,50,422.2,157,153,54,92,7,3,4,0,.954,18
1624,1263988992,B. Wilson,Blake Wilson,Wilson,Blake,2B,University of Washington,WASH,3110,Washington,BBC,R,R,51,424.2,129,153,52,94,7,2,5,0,.954,15
1626,1152831232,J. Budzik,Jacob Budzik,Budzik,Jacob,SS,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,39,327.2,119,131,38,87,6,5,1,0,.954,12
1627,1150231808,B. Casillas,Benny Casillas,Casillas,Benny,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,52,424.2,160,196,58,129,9,4,5,0,.954,33
1627,1251440384,J. McAlister,Josh McAlister,McAlister,Josh,2B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,45,365.2,160,196,63,124,9,1,8,0,.954,17
1629,1255817984,G. Palfrey,Griffin Palfrey,Palfrey,Griffin,TWP,Columbia University,CLMB,730319104,Columbia,BBC,R,R,48,375.0,130,174,94,72,8,6,2,0,.954,10
1629,1342168152,B. Grieve,Bode Grieve,Grieve,Bode,RF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,46,367.1,146,87,83,0,4,0,4,0,.954,0
1631,1102646272,P. Roche,Patrick Roche,Roche,Patrick,3B,Boston College,BC,227,Boston College,BBC,R,R,56,465.0,152,152,57,88,7,2,5,0,.954,5
1631,1935894621,J. Pererira,Jake Pererira,Pererira,Jake,CF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,45,357.2,144,152,89,56,7,1,6,0,.954,12
1633,1006020866,A. Phillips,Austin Phillips,Phillips,Austin,SS,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,48,414.1,188,217,68,139,10,2,8,0,.954,26
1634,1141495808,K. Snell,Kade Snell,Snell,Kade,LF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,56,475.1,150,65,60,2,3,0,3,0,.954,1
1634,1093167104,K. Douglas,Kameron Douglas,Douglas,Kameron,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,56,444.1,187,130,115,9,6,0,6,0,.954,2
1634,1310452224,J. Haggard,Jake Haggard,Haggard,Jake,3B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,46,349.1,128,130,39,85,6,1,5,0,.954,4
1634,1121159424,M. Smith,Michael Smith,Smith,Michael,RF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,36,283.0,112,65,60,2,3,0,3,0,.954,0
1638,1297438720,E. Lopez,Eli Lopez,Lopez,Eli,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,50,442.2,182,238,114,113,11,1,10,0,.954,24
1639,1517265527,T. Cox,Tyler Cox,Cox,Tyler,SS,University of Houston,HOU,3030,Houston,BBC,R,R,55,432.1,147,173,48,117,8,0,8,0,.954,20
1640,1097599232,P. Watts,Peyton Watts,Watts,Peyton,3B,Troy University,TROY,730378496,Troy,BBC,L,R,41,272.1,93,108,25,78,5,0,5,0,.954,13
1640,1481789585,J. Dutton,JJ Dutton,Dutton,JJ,RF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,52,443.2,186,108,102,1,5,0,5,0,.954,0
1642,1795910842,N. Castellon,Nate Castellon,Castellon,Nate,SS,Cal Poly,CP,5487,Cal Poly,BBC,R,R,61,533.1,211,237,87,139,11,6,5,0,.954,32
1643,1132701952,J. Scearce,Julius Scearce,Scearce,Julius,LF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,37,287.1,115,43,41,0,2,0,0,0,.953,1
1644,1282217739,J. Melton,Jackson Melton,Melton,Jackson,2B,High Point University,HP,730321152,High Point,BBC,R,R,43,353.0,130,171,57,106,8,0,7,0,.953,15
1645,1100739840,B. Reynolds,Brady Reynolds,Reynolds,Brady,RF,Stanford University,STAN,730251264,Stanford,BBC,L,R,39,333.1,115,64,59,2,3,0,3,0,.953,0
1645,1310781952,K. Freeman,Kaleb Freeman,Freeman,Kaleb,2B,Georgia State University,GAST,730239744,Georgia State,BBC,S,R,52,436.0,174,192,85,98,9,0,8,0,.953,20
1645,1221857536,K. Hess,Kyle Hess,Hess,Kyle,2B,Creighton University,CREI,730243840,Creighton,BBC,L,R,51,434.0,124,192,89,94,9,3,6,0,.953,29
1648,1416286793,N. McClure,Norris McClure,McClure,Norris,3B,UTSA,UTSA,730373120,UTSA,BBC,L,R,46,355.1,112,149,84,58,7,4,3,0,.953,2
1648,1028338326,J. Davis,Jared Davis,Davis,Jared,2B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,53,432.0,152,149,90,52,7,1,6,0,.953,5
1650,1093141248,T. Rhoades,Ty Rhoades,Rhoades,Ty,3B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,60,519.0,132,170,99,63,8,1,7,0,.953,9
1650,1692368056,V. Feliciano,Vicente Feliciano,Feliciano,Vicente,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,48,388.2,132,170,53,109,8,1,7,0,.953,26
1652,1093162496,C. Borba,Casey Borba,Borba,Casey,3B,University of Texas,TEX,245,Texas,BBC,R,R,46,399.2,101,106,32,69,5,2,3,0,.953,6
1653,1205542912,K. Reinertson,Kade Reinertson,Reinertson,Kade,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,43,335.0,9,296,260,22,14,12,1,0,.953,2
1654,1580046678,J. Gomez,Jonathan Gomez,Gomez,Jonathan,SS,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,53,425.1,173,211,68,133,10,2,8,0,.953,27
1655,1279706880,T. Shaneyfelt,Tyler Shaneyfelt,Shaneyfelt,Tyler,CF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,55,463.0,207,189,115,65,9,3,6,0,.952,10
1655,1310350080,K. Harrison,KaiKea Harrison,Harrison,KaiKea,SS,Tulane University,TULN,730354176,Tulane,BBC,L,R,56,460.1,171,210,63,137,10,6,5,0,.952,37
1655,1287365120,E. Richter,Easton Richter,Richter,Easton,2B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,48,412.2,175,189,106,74,9,0,9,0,.952,22
1655,1314640128,J. DElia,Joe D'Elia,DElia,Joe,LF,Siena College,SIE,730382592,Siena,BBC,L,L,39,292.2,128,63,60,0,3,0,3,0,.952,0
1655,1142767104,J. Mummau,Jake Mummau,Mummau,Jake,SS,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,S,R,47,316.0,123,147,48,92,7,0,7,0,.952,22
1655,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,38,302.1,124,126,63,57,6,2,4,0,.952,9
1661,1096596224,Z. Skinner,Zak Skinner,Skinner,Zak,3B,Lamar University,LAM,730162432,Lamar,BBC,R,R,54,460.2,103,230,135,84,11,2,10,0,.952,3
1662,1930587984,C. Cunningham,Conner Cunningham,Cunningham,Conner,SS,Murray State University,MURR,730188032,Murray State,BBC,L,R,60,508.2,186,209,66,133,10,0,10,0,.952,17
1663,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,488.1,147,146,58,81,7,1,5,0,.952,8
1664,1235490304,K. Hager,Kevin Hager,Hager,Kevin,SS,Cornell University,COR,730298624,Cornell,BBC,R,R,34,287.0,109,125,35,84,6,2,4,0,.952,18
1664,1631529559,B. Bikar,Beny Bikar,Bikar,Beny,SS,Southern University,SOU,4767,Southern,BBC,S,R,40,312.1,112,125,35,84,6,1,5,0,.952,13
1666,1336108288,M. Stallings,Maverick Stallings,Stallings,Maverick,2B,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,42,318.2,88,104,30,69,5,0,5,0,.952,9
1667,1098311936,C. Morabito,Chris Morabito,Morabito,Chris,LF,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,42,329.2,149,83,73,6,4,0,4,0,.952,2
1667,1285784320,L. Frei,Landon Frei,Frei,Landon,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,519.1,177,249,84,153,12,3,10,0,.952,34
1667,1911454103,S. Edwards,Savoi Edwards,Edwards,Savoi,LF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,38,318.0,152,83,77,2,4,0,4,0,.952,1
1667,1105954873,K. Brown,Kordell Brown,Brown,Kordell,SS,University of the Pacific,PAC,730386944,Pacific,BBC,S,R,50,382.1,135,166,70,88,8,3,6,0,.952,18
1671,1296546816,C. Roche,Connor Roche,Roche,Connor,3B,Wagner College,WAG,730192640,Wagner,BBC,R,R,52,435.2,146,145,37,101,7,1,6,0,.952,4
1672,1195502592,J. Reid,Joe Reid,Reid,Joe,3B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,42,285.2,60,62,15,44,3,0,3,0,.952,3
1673,1382478906,G. Petrucelli,Gabe Petrucelli,Petrucelli,Gabe,2B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,53,436.0,181,227,83,133,11,2,9,0,.952,24
1674,1268910485,L. Thiele,Luke Thiele,Thiele,Luke,3B,Washington State University,WSU,4505,Washington State,BBC,R,R,46,379.1,134,165,57,100,8,3,5,0,.952,13
1675,1207760896,M. Heavner,Matt Heavner,Heavner,Matt,3B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,46,340.2,101,103,32,66,5,1,4,0,.951,9
1675,1167257088,G. Mastros,Graham Mastros,Mastros,Graham,RF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,46,376.0,110,103,51,47,5,0,5,0,.951,8
1675,1735580182,L. Crock,Logan Crock,Crock,Logan,SS,Butler University,BUT,730283520,Butler,BBC,S,R,41,204.2,76,103,42,56,5,0,5,0,.951,13
1678,1126849536,J. Larson,Jake Larson,Larson,Jake,3B,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,38,231.2,72,82,23,55,4,0,4,0,.951,10
1678,1292628036,A. Martinez,Andrey Martinez,Martinez,Andrey,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,51,406.0,114,123,84,33,6,3,3,0,.951,6
1680,1178719232,E. Jones,Easton Jones,Jones,Easton,3B,Brigham Young University,BYU,730257152,BYU,BBC,R,R,39,322.1,106,102,29,68,5,0,5,0,.951,2
1680,1325212928,B. Thompson,Bryce Thompson,Thompson,Bryce,RF,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,45,338.0,151,102,94,3,5,0,5,0,.951,1
1682,1311156224,I. Barkett,Isaiah Barkett,Barkett,Isaiah,3B,Stetson University,STET,730261504,Stetson,BBC,R,R,54,467.2,157,163,59,96,8,2,6,0,.951,8
1683,1322859776,K. Jordan,Kazuya Jordan,Jordan,Kazuya,2B,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,53,436.0,147,183,68,106,9,5,4,0,.951,17
1683,1310334209,J. Salk,Jonas Salk,Salk,Jonas,SS,University of Portland,PORT,730360320,Portland,BBC,R,R,43,372.0,139,183,62,112,9,0,9,0,.951,28
1685,1310816256,T. Oster,T.J. Oster,Oster,T.J.,2B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,54,435.0,146,203,79,114,10,5,5,0,.951,23
1686,1898473718,J. Smith,Jackson Smith,Smith,Jackson,SS,Bradley University,BRAD,730253312,Bradley,BBC,L,R,38,313.1,125,142,48,87,7,1,6,0,.951,17
1687,1779361511,K. Collins,Kain Collins,Collins,Kain,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,48,378.2,145,81,74,3,4,1,3,0,.951,0
1687,1342167225,C. Longmeier,Charlie Longmeier,Longmeier,Charlie,LF,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,51,420.2,187,81,76,1,4,0,4,0,.951,1
1687,1342167003,K. Panganiban,Kyle Panganiban,Panganiban,Kyle,3B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,49,422.2,132,162,51,103,8,0,8,0,.951,17
1690,1240776448,P. Herrera,Patrick Herrera,Herrera,Patrick,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,40,334.2,102,101,27,69,5,1,4,0,.950,3
1691,1204990720,B. Martin-Grudzielanek,Bryce Martin-Grudzielanek,Martin-Grudzielanek,Bryce,SS,University of Southern California,USC,5047,USC,BBC,R,R,59,515.2,192,222,71,140,11,3,9,0,.950,26
1691,1258560319,S. Smith,Sawyer Smith,Smith,Sawyer,SS,University of Kansas,KU,730360064,Kansas,BBC,L,R,60,520.1,196,222,73,138,11,3,9,0,.950,25
1693,1123951360,K. McIntosh,Kyler McIntosh,McIntosh,Kyler,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,477.0,222,242,65,165,12,3,9,0,.950,36
1694,1099693419,B. Iredale,Brent Iredale,Iredale,Brent,3B,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,65,539.0,157,161,34,119,8,4,4,0,.950,6
1695,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,56,471.1,170,200,66,124,10,3,7,0,.950,25
1695,1085410304,J. Toomey,Jack Toomey,Toomey,Jack,RF,Boston College,BC,227,Boston College,BBC,R,R,57,491.0,189,120,112,2,6,1,5,0,.950,0
1695,1159260160,E. Weeks,Eric Weeks,Weeks,Eric,2B,Canisius College,CAN,730218752,Canisius,BBC,R,R,34,233.0,69,80,47,29,4,3,1,0,.950,4
1695,1106674944,M. Best,Matthew Best,Best,Matthew,LF,UMBC,UMBC,730210304,UMBC,BBC,R,R,33,194.1,86,40,38,0,2,0,2,0,.950,0
1695,1216253696,J. Kelly,Jordan Kelly,Kelly,Jordan,RF,Princeton University,PRIN,730198784,Princeton,BBC,L,R,40,296.1,119,80,73,3,4,0,4,0,.950,0
1695,1075204352,M. Brodil,Marcus Brodil,Brodil,Marcus,RF,University of South Florida,USF,2292,South Florida,BBC,L,L,55,466.2,157,100,95,0,5,0,5,0,.950,0
1695,1176552192,M. Wessels,Matt Wessels,Wessels,Matt,RF,Iona College,IONA,730242048,Iona,BBC,R,R,51,444.0,163,120,112,2,6,0,6,0,.950,0
1695,1992035244,L. Pimentel-Guerrero,Luis Pimentel-Guerrero,Pimentel-Guerrero,Luis,LF,Sacramento State University,SAC,730293760,Sacramento State,BBC,S,R,43,352.2,101,60,48,9,3,0,3,0,.950,3
1695,1664740599,K. Knutson,Keegan Knutson,Knutson,Keegan,2B,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,42,338.2,98,140,63,70,7,2,5,0,.950,18
1704,1153726208,B. Simpson,Brayden Simpson,Simpson,Brayden,3B,High Point University,HP,730321152,High Point,BBC,R,R,58,482.0,163,239,143,84,12,4,9,0,.950,17
1705,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,48,391.2,93,179,101,69,9,6,3,0,.950,5
1706,1320360704,D. Baker,Davis Baker,Baker,Davis,SS,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,40,351.2,140,159,50,101,8,1,7,0,.950,25
1707,1236352914,D. Borner,Drew Borner,Borner,Drew,2B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,38,307.2,116,139,51,81,7,3,4,0,.950,9
1708,1661263914,A. Leopard,Alex Leopard,Leopard,Alex,RF,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,47,387.1,141,99,92,2,5,0,5,0,.949,2
1709,1645393576,M. Collins,Mitchell Collins,Collins,Mitchell,SS,University of North Florida,UNF,730296832,North Florida,BBC,L,R,53,426.2,148,178,60,109,9,2,7,0,.949,28
1710,1135092480,B. Fierenzi,Ben Fierenzi,Fierenzi,Ben,SS,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,40,331.2,138,158,55,95,8,0,7,0,.949,17
1710,1180135944,P. Blackman,Parker Blackman,Blackman,Parker,CF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,L,53,432.2,231,158,150,0,8,0,7,0,.949,0
1712,1152864000,L. Filippi,Luke Filippi,Filippi,Luke,CF,University at Albany,ALBY,730280448,Albany,BBC,R,R,52,411.1,222,138,131,0,7,1,6,0,.949,0
1712,1090286592,J. Doyle,Jack Doyle,Doyle,Jack,3B,Northeastern University,NE,343,Northeastern,BBC,R,R,47,392.2,135,138,30,101,7,2,5,0,.949,4
1712,1145347840,P. Santos,Pablo Santos,Santos,Pablo,3B,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,57,488.0,145,138,41,90,7,4,3,0,.949,9
1712,1336574208,T. Hueber,Toby Hueber,Hueber,Toby,2B,George Mason University,GMU,730265088,George Mason,BBC,R,R,43,328.1,93,138,44,87,7,0,7,0,.949,17
1716,1304519168,B. Rowe,Brennan Rowe,Rowe,Brennan,SS,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,56,469.0,162,197,79,108,10,2,8,0,.949,25
1717,1015433523,C. Bear,Chris Bear,Bear,Chris,SS,University of Maine,ME,730275840,Maine,BBC,R,R,49,409.2,159,177,47,121,9,3,6,0,.949,27
1718,1427294375,J. Smith,Jonathan Smith,Smith,Jonathan,LF,San Diego State University,SDSU,730218496,San Diego State,BBC,S,R,52,431.2,180,98,88,5,5,0,5,0,.949,3
1719,1123647744,A. Ciufo,Andrew Ciufo,Ciufo,Andrew,SS,Clemson University,CLEM,730358784,Clemson,BBC,R,R,60,518.2,186,235,83,140,12,2,10,0,.949,33
1720,1689777523,C. Smith,Cayden Smith,Smith,Cayden,TWP,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,50,413.1,154,176,66,101,9,4,5,0,.949,14
1721,1123965440,J. Lovich,Jackson Lovich,Lovich,Jackson,SS,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,51,407.2,151,215,100,104,11,4,7,0,.949,14
1722,1152960769,E. Barreras,Emilio Barreras,Barreras,Emilio,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,41,352.1,145,156,42,106,8,1,7,0,.949,22
1722,1243478272,D. Mercer,Dustin Mercer,Mercer,Dustin,RF,Murray State University,MURR,730188032,Murray State,BBC,L,L,60,521.2,180,117,106,5,6,0,6,0,.949,1
1722,1236950016,H. Mitchell,Henry Mitchell,Mitchell,Henry,SS,U.S. Naval Academy,NAVY,508,Navy,BBC,S,R,49,397.2,127,156,58,90,8,4,4,0,.949,14
1725,1234177521,M. Ineich,Matt Ineich,Ineich,Matt,2B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,35,292.0,105,136,47,82,7,1,6,0,.949,14
1726,1098524416,C. Parker,Cade Parker,Parker,Cade,SS,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,59,496.0,188,232,78,142,12,5,7,0,.948,34
1727,1342169301,C. Sheff,Cooper Sheff,Sheff,Cooper,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,51,405.0,126,135,36,92,7,2,5,0,.948,11
1728,1152841728,Z. Farrell,Zac Farrell,Farrell,Zac,RF,Army West Point,ARMY,4744,Army,BBC,R,R,36,257.2,98,77,70,3,4,0,4,0,.948,0
1728,1204964096,T. Drake,Tyson Drake,Drake,Tyson,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,51,431.0,143,77,71,2,4,0,4,0,.948,0
1728,1310843904,B. Fish,Brandon Fish,Fish,Brandon,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,42,340.2,99,154,83,63,8,1,6,0,.948,7
1731,1342167549,K. Gibson,Kyle Gibson,Gibson,Kyle,3B,Illinois State University,ILST,730258944,Illinois State,BBC,L,R,56,475.1,176,173,31,133,9,0,9,0,.948,12
1732,1202676992,T. Haskins,Trevor Haskins,Haskins,Trevor,3B,Stanford University,STAN,730251264,Stanford,BBC,R,R,51,441.2,123,115,31,78,6,3,3,0,.948,7
1733,1806377050,K. Branch,Kyle Branch,Branch,Kyle,2B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,60,515.0,183,248,97,138,13,3,10,0,.948,35
1734,1100524800,C. Johnson,Camden Johnson,Johnson,Camden,3B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,56,482.0,169,171,50,112,9,2,7,0,.947,14
1734,1264056576,D. Ferrara,Dean Ferrara,Ferrara,Dean,3B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,503.2,200,209,53,145,11,5,6,0,.947,8
1734,1360007400,K. Jirschele,Keagen Jirschele,Jirschele,Keagen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,44,269.2,105,152,56,88,8,2,6,0,.947,18
1737,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,33,247.0,10,265,227,24,14,6,4,0,.947,3
1738,1771426309,C. Yeaman,Colin Yeaman,Yeaman,Colin,SS,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,60,527.2,171,208,61,136,11,4,7,0,.947,31
1739,1794591419,G. Gallagher,Grant Gallagher,Gallagher,Grant,3B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,493.1,131,132,36,89,7,4,3,0,.947,12
1740,1143047680,D. Carey,Dylan Carey,Carey,Dylan,SS,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,62,533.0,209,245,68,164,13,2,11,0,.947,31
1741,1143053312,B. Phelps,Bryce Phelps,Phelps,Bryce,RF,Wagner College,WAG,730192640,Wagner,BBC,R,R,50,411.1,153,94,87,2,5,0,4,0,.947,0
1742,1179438848,B. McClellin,Brian McClellin,McClellin,Brian,2B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,41,312.1,112,150,74,68,8,2,6,0,.947,17
1742,1782180961,B. OBrien,Brady OBrien,OBrien,Brady,3B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,49,414.2,143,150,44,98,8,3,5,0,.947,11
1744,1263049984,B. Hughes,Bryce Hughes,Hughes,Bryce,SS,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,54,427.1,180,206,66,129,11,3,8,0,.947,33
1745,1239761408,T. Kole,Trevor Kole,Kole,Trevor,3B,University of Washington,WASH,3110,Washington,BBC,R,R,50,411.0,112,131,39,85,7,3,4,0,.947,15
1746,1321815263,H. Bocachica Jr.,Hiram Bocachica Jr.,Bocachica Jr.,Hiram,SS,Rice University,RICE,2352,Rice,BBC,R,R,53,446.2,185,243,94,136,13,1,12,0,.947,33
1747,1449562702,A. Melendez,Axel Melendez,Melendez,Axel,LF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,R,44,351.0,137,56,52,1,3,0,3,0,.946,0
1747,1581218190,P. Martin,Parker Martin,Martin,Parker,3B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,L,R,55,449.1,145,168,53,106,9,1,8,0,.946,21
1749,1833974277,C. King,Caleb King,King,Caleb,C,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,34,252.2,10,261,218,29,14,1,7,0,.946,1
1750,1100794880,P. DAmico,Pat DAmico,DAmico,Pat,1B,Bryant University,BRY,730266880,Bryant,BBC,R,R,48,403.2,107,205,118,76,11,5,6,0,.946,10
1751,1162540800,T. Turner,Trent Turner,Turner,Trent,SS,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,58,485.2,215,242,80,149,13,1,12,0,.946,29
1752,1275112448,P. Moutzouridis,PJ Moutzouridis,Moutzouridis,PJ,SS,University of California,CAL,730152448,California,BBC,R,R,55,463.0,169,186,50,126,10,5,5,0,.946,14
1752,1260798720,H. Kaczmar,Henry Kaczmar,Kaczmar,Henry,SS,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,R,53,437.1,155,186,56,120,10,0,10,0,.946,26
1754,1334280704,B. North,Ben North,North,Ben,SS,Creighton University,CREI,730243840,Creighton,BBC,R,R,59,508.0,209,260,94,152,14,3,11,0,.946,40
1755,1896005955,T. Simay,Tim Simay,Simay,Tim,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,48,406.1,144,167,61,97,9,2,7,0,.946,16
1756,1275096832,K. Johnson,Kyle Johnson,Johnson,Kyle,TWP,Duke University,DUKE,730336256,Duke,BBC,R,L,42,175.2,47,37,30,5,2,1,1,0,.946,0
1756,1237557163,K. Scobey,KJ Scobey,Scobey,KJ,3B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,56,471.2,145,148,42,98,8,2,6,0,.946,11
1758,1200816384,E. Pelayo,Elijah Pelayo,Pelayo,Elijah,SS,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,55,463.2,200,240,89,138,13,4,9,0,.946,30
1759,1310330368,C. Kerce,Carson Kerce,Kerce,Carson,3B,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,485.1,150,165,45,111,9,3,6,0,.945,14
1759,1325548544,C. Loyal,Cooper Loyal,Loyal,Cooper,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,53,437.1,198,220,81,127,12,4,8,0,.945,29
1759,1430556247,A. Morgan,Aaron Morgan,Morgan,Aaron,LF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,45,283.2,124,55,52,0,3,0,3,0,.945,0
1759,1372708664,C. McLemore,Collin McLemore,McLemore,Collin,2B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,44,318.1,113,165,77,79,9,2,6,0,.945,13
